,Fx,Fy,Fz,Mx,My,Mz,CoPx,CoPy,time,Fz
18.252,-6.151902,7.398496,552.329104,27.549302,13.302227,0.023045,-0.024084,0.049878,0.252,552.329104
18.253,-6.239657,7.399479,551.982697,27.483783,13.29807,0.00609,-0.024091,0.049791,0.253,551.982697
18.254,-6.151498,7.310866,551.983033,27.487491,13.348397,0.035043,-0.024183,0.049798,0.254,551.983033
18.255,-6.239255,7.221861,551.638888,27.491996,13.343833,0.006244,-0.024189,0.049837,0.255,551.638888
18.256,-6.239428,7.132412,551.467847,27.46334,13.366526,-0.00567,-0.024238,0.0498,0.256,551.467847
18.257,-6.149978,7.133421,551.123493,27.397462,13.324744,-0.022682,-0.024177,0.049712,0.257,551.123493
18.258,-6.061886,7.132762,551.124812,27.397072,13.374953,-0.005744,-0.024268,0.049711,0.258,551.124812
18.259,-6.150805,7.043666,550.954152,27.302945,13.347328,-0.001014,-0.024226,0.049556,0.259,550.954152
18.26,-6.150334,6.956095,550.781249,27.274184,13.324396,0.010896,-0.024192,0.049519,0.26,550.781249
18.261,-6.150166,6.956257,550.608705,27.24123,13.347422,0.010888,-0.024241,0.049475,0.261,550.608705
18.262,-6.149695,6.868686,550.435802,27.212469,13.32449,0.022798,-0.024207,0.049438,0.262,550.435802
18.263,-6.149088,6.7795,550.264316,27.118244,13.347241,0.010867,-0.024256,0.049282,0.263,550.264316
18.264,-6.14936,6.691923,550.262576,27.056617,13.347434,0.02282,-0.024256,0.04917,0.264,550.262576
18.265,-6.05967,6.69072,549.919773,26.990905,13.397335,-0.017873,-0.024362,0.049082,0.265,549.919773
18.266,-6.059941,6.603143,549.918032,26.929278,13.397528,-0.005921,-0.024363,0.04897,0.266,549.918032
18.267,-6.059136,6.425908,549.402303,26.904632,13.42024,-0.005872,-0.024427,0.048971,0.267,549.402303
18.268,-6.059373,6.2486,549.57354,26.814595,13.443208,-0.005736,-0.024461,0.048792,0.268,549.57354
18.269,-6.058801,6.249144,549.229076,26.748781,13.443184,-0.005849,-0.024476,0.048702,0.269,549.229076
18.27,-6.058229,6.249689,548.884612,26.682966,13.44316,-0.005962,-0.024492,0.048613,0.27,548.884612
18.271,-6.058334,6.072286,548.712589,26.658409,13.465972,-0.005862,-0.024541,0.048584,0.271,548.712589
18.272,-6.058036,5.895266,548.368646,26.600993,13.465733,-0.005866,-0.024556,0.048509,0.272,548.368646
18.273,-6.057257,5.895529,548.368201,26.535423,13.46579,-0.005882,-0.024556,0.04839,0.273,548.368201
18.274,-6.056516,5.896235,547.851193,26.436654,13.488792,-0.006004,-0.024621,0.048255,0.274,547.851193
18.275,-6.056753,5.718927,548.022431,26.346617,13.51176,-0.005868,-0.024655,0.048076,0.275,548.022431
18.276,-6.144951,5.542184,547.849089,26.32245,13.484363,-0.022706,-0.024613,0.048047,0.276,547.849089
18.277,-6.144715,5.454392,547.675562,26.293594,13.507506,-0.0107,-0.024663,0.048009,0.277,547.675562
18.278,-6.145255,5.45283,548.021309,26.228314,13.507213,-0.034585,-0.024647,0.04786,0.278,548.021309
18.279,-6.144239,5.365301,547.847337,26.133889,13.530413,-0.022595,-0.024697,0.047703,0.279,547.847337
18.28,-6.144172,5.277347,547.846354,26.137988,13.530531,-0.01058,-0.024698,0.04771,0.28,547.846354
18.281,-6.1439,5.277825,548.017695,26.039648,13.507638,-0.01065,-0.024648,0.047516,0.281,548.017695
18.282,-6.144749,5.188429,548.190985,26.011176,13.484355,-0.022609,-0.024598,0.047449,0.282,548.190985
18.283,-6.144882,5.010525,548.362357,25.986769,13.553323,-0.022315,-0.024716,0.04739,0.283,548.362357
18.284,-6.056177,4.92154,548.191426,25.958049,13.534259,-0.051128,-0.024689,0.047352,0.284,548.191426
18.285,-6.056449,4.833963,548.189685,25.896423,13.534452,-0.039175,-0.024689,0.04724,0.285,548.189685
18.286,-6.145395,4.744365,548.36242,25.802446,13.552984,-0.034252,-0.024715,0.047054,0.286,548.36242
18.287,-6.145903,4.74458,548.534206,25.769675,13.530033,-0.034305,-0.024666,0.046979,0.287,548.534206
18.288,-6.056884,4.744705,548.705167,25.736806,13.557458,-0.051019,-0.024708,0.046905,0.288,548.705167
18.289,-5.967936,4.747203,548.702032,25.670817,13.516224,-0.044059,-0.024633,0.046785,0.289,548.702032
18.29,-6.056544,4.657229,548.875525,25.642565,13.534682,-0.039074,-0.024659,0.046718,0.29,548.875525
18.291,-6.057225,4.567995,548.876271,25.581139,13.534425,-0.051042,-0.024658,0.046606,0.291,548.876271
18.292,-5.968582,4.568239,548.875756,25.580979,13.538742,-0.067844,-0.024666,0.046606,0.292,548.875756
18.293,-6.057423,4.656044,549.220514,25.51156,13.534463,-0.063021,-0.024643,0.04645,0.293,549.220514
18.294,-6.146191,4.568743,549.389375,25.483183,13.507497,-0.067902,-0.024586,0.046385,0.294,549.389375
18.295,-6.057863,4.568305,549.391318,25.482888,13.51163,-0.05106,-0.024594,0.046384,0.295,549.391318
18.296,-5.968782,4.479201,549.391862,25.421458,13.515673,-0.079784,-0.024601,0.046272,0.296,549.391862
18.297,-6.057275,4.569465,549.560202,25.384683,13.488921,-0.084774,-0.024545,0.046191,0.297,549.560202
18.298,-5.969315,4.568901,549.904781,25.318813,13.539286,-0.067801,-0.024621,0.046042,0.298,549.904781
18.299,-5.968911,4.569284,549.732861,25.285954,13.516236,-0.067905,-0.024587,0.045997,0.299,549.732861
18.3,-6.057711,4.480207,550.075683,25.225067,13.511927,-0.096618,-0.024564,0.045857,0.3,550.075683
18.301,-5.880872,4.480108,550.420373,25.159132,13.520534,-0.096543,-0.024564,0.045709,0.301,550.420373
18.302,-5.968796,4.480929,550.24651,25.126568,13.49335,-0.11349,-0.024522,0.045664,0.302,550.24651
18.303,-6.057879,4.392946,550.417827,25.098055,13.4662,-0.084726,-0.024465,0.045598,0.303,550.417827
18.304,-5.881081,4.303303,550.248215,25.068945,13.497344,-0.096601,-0.02453,0.045559,0.304,550.248215
18.305,-5.969409,4.303741,550.246273,25.06924,13.493211,-0.113443,-0.024522,0.04556,0.305,550.246273
18.306,-5.880705,4.303183,550.41969,25.036236,13.520452,-0.096512,-0.024564,0.045486,0.306,550.41969
18.307,-5.880904,4.391232,550.763934,24.966656,13.52049,-0.108492,-0.024549,0.045331,0.307,550.763934
18.308,-5.880668,4.30344,550.590407,24.937801,13.543634,-0.096486,-0.024598,0.045293,0.308,550.590407
18.309,-5.969337,4.214268,550.589968,24.942394,13.539168,-0.125233,-0.02459,0.045301,0.309,550.589968
18.31,-6.05777,4.30373,550.93224,24.872775,13.535339,-0.09649,-0.024568,0.045147,0.31,550.93224
18.311,-5.969803,4.304027,551.276056,24.872799,13.49368,-0.113338,-0.024477,0.045119,0.311,551.276056
18.312,-5.968854,4.304452,551.103067,24.774275,13.516763,-0.113362,-0.024527,0.044954,0.312,551.103067
18.313,-5.880553,4.215085,551.104056,24.778415,13.520748,-0.14207,-0.024534,0.044961,0.313,551.104056
18.314,-5.969703,4.215056,551.276356,24.745804,13.49348,-0.125321,-0.024477,0.044888,0.314,551.276356
18.315,-5.880174,4.304953,551.27327,24.675681,13.544262,-0.130138,-0.024569,0.044761,0.315,551.27327
18.316,-5.791612,4.304736,551.275836,24.675481,13.50232,-0.113392,-0.024493,0.044761,0.316,551.275836
18.317,-5.792119,4.304951,551.447622,24.642711,13.479369,-0.113446,-0.024444,0.044687,0.317,551.447622
18.318,-5.792968,4.215555,551.620912,24.614239,13.456086,-0.125405,-0.024394,0.044622,0.318,551.620912
18.319,-5.792592,4.215435,551.792387,24.581529,13.479193,-0.125316,-0.024428,0.044549,0.319,551.792387
18.32,-5.792527,4.216194,551.619709,24.482944,13.456218,-0.125483,-0.024394,0.044384,0.32,551.619709
18.321,-5.792695,4.216033,551.792253,24.515899,13.433192,-0.125475,-0.024345,0.04443,0.321,551.792253
18.322,-5.704052,4.216277,551.791739,24.51574,13.437509,-0.142277,-0.024353,0.044429,0.322,551.791739
18.323,-5.703139,4.306432,551.445771,24.445626,13.437817,-0.130484,-0.024368,0.04433,0.323,551.445771
18.324,-5.70327,4.306527,551.789032,24.380146,13.437973,-0.130449,-0.024353,0.044184,0.324,551.789032
18.325,-5.792762,4.216887,551.962836,24.351834,13.410373,-0.125606,-0.024296,0.044119,0.325,551.962836
18.326,-5.703884,4.217352,551.962946,24.351769,13.368615,-0.142505,-0.02422,0.044118,0.326,551.962946
18.327,-5.616064,4.217129,552.136674,24.318704,13.349797,-0.125716,-0.024178,0.044045,0.327,552.136674
18.328,-5.61566,4.217511,551.964754,24.285844,13.326747,-0.125821,-0.024144,0.043999,0.328,551.964754
18.329,-5.615791,4.217607,552.308015,24.220364,13.326903,-0.125786,-0.024129,0.043853,0.329,552.308015
18.33,-5.61596,4.217445,552.480559,24.253319,13.303877,-0.125778,-0.02408,0.043899,0.33,552.480559
18.331,-5.615489,4.129874,552.307657,24.224558,13.280945,-0.113868,-0.024046,0.043861,0.331,552.307657
18.332,-5.615487,4.219861,552.305395,24.154534,13.281352,-0.102024,-0.024047,0.043734,0.332,552.305395
18.333,-5.438281,4.219888,552.307447,24.154174,13.243727,-0.102081,-0.023979,0.043733,0.333,552.307447
18.334,-5.526924,4.219644,552.307962,24.154334,13.23941,-0.085279,-0.023971,0.043733,0.334,552.307962
18.335,-5.527196,4.220079,552.480372,24.121658,13.170383,-0.085428,-0.023839,0.043661,0.335,552.480372
18.336,-5.527196,4.220079,552.480372,24.121658,13.170383,-0.085428,-0.023839,0.043661,0.336,552.480372
18.337,-5.526792,4.220462,552.308452,24.088799,13.147333,-0.085533,-0.023804,0.043615,0.337,552.308452
18.338,-5.527092,4.220396,552.824257,24.056273,13.124463,-0.085489,-0.023741,0.043515,0.338,552.824257
18.339,-5.439244,4.220674,552.65459,24.023058,13.059488,-0.068895,-0.02363,0.043468,0.339,552.65459
18.34,-5.439009,4.220895,552.655214,24.023153,13.013413,-0.068991,-0.023547,0.043469,0.34,552.655214
18.341,-5.438799,4.310601,552.996972,23.953374,13.013901,-0.05705,-0.023533,0.043316,0.341,552.996972
18.342,-5.438799,4.310601,552.996972,23.953374,13.013901,-0.05705,-0.023533,0.043316,0.342,552.996972
18.343,-5.35064,4.310001,553.171458,23.986033,12.995008,-0.0402,-0.023492,0.043361,0.343,553.171458
18.344,-5.438711,4.310302,552.827509,23.920378,12.990667,-0.023511,-0.023499,0.043269,0.344,552.827509
18.345,-5.438475,4.310523,552.828133,23.920473,12.944591,-0.023607,-0.023415,0.043269,0.345,552.828133
18.346,-5.349807,4.399695,552.828572,23.91588,12.949056,0.00514,-0.023423,0.043261,0.346,552.828572
18.347,-5.349534,4.400173,552.999913,23.81754,12.926162,0.005071,-0.023375,0.04307,0.347,552.999913
18.348,-5.350185,4.222728,552.828958,23.858647,12.902841,0.005091,-0.02334,0.043157,0.348,552.828958
18.349,-5.349001,4.223374,552.656593,23.760218,12.879848,0.00497,-0.023305,0.042993,0.349,552.656593
18.35,-5.348828,4.312823,552.827634,23.788874,12.857154,0.016885,-0.023257,0.043031,0.35,552.827634
18.351,-5.349169,4.223212,552.829137,23.793173,12.856822,0.004979,-0.023256,0.043039,0.351,552.829137
18.352,-5.348841,4.224408,552.829732,23.792932,12.811012,0.062447,-0.023174,0.043038,0.352,552.829732
18.353,-5.34969,4.135012,553.003021,23.764461,12.787729,0.050488,-0.023124,0.042973,0.353,553.003021
18.354,-5.260071,4.136183,552.486123,23.665627,12.768973,0.033468,-0.023112,0.042835,0.354,552.486123
18.355,-5.171744,4.135745,552.488066,23.665332,12.773106,0.050309,-0.023119,0.042834,0.355,552.488066
18.356,-5.171402,4.225355,552.486562,23.661033,12.773438,0.062215,-0.02312,0.042826,0.356,552.486562
18.357,-5.259574,4.13754,552.314174,23.632432,12.746188,0.090927,-0.023078,0.042788,0.357,552.314174
18.358,-5.258924,4.314985,552.485128,23.591325,12.769509,0.090907,-0.023113,0.0427,0.358,552.485128
18.359,-5.171076,4.315264,552.315462,23.558109,12.704535,0.107502,-0.023002,0.042653,0.359,552.315462
18.36,-5.171281,4.227746,552.486889,23.529532,12.635626,0.119367,-0.02287,0.042588,0.36,552.486889
18.361,-5.170972,4.31558,552.659347,23.492724,12.658615,0.107441,-0.022905,0.042509,0.361,552.659347
18.362,-5.170905,4.227626,552.658364,23.496823,12.658733,0.119455,-0.022905,0.042516,0.362,552.658364
18.363,-5.170098,4.228392,552.314524,23.431103,12.612633,0.119246,-0.022836,0.042423,0.363,552.314524
18.364,-5.081265,4.316451,551.972985,23.360895,12.616624,0.12396,-0.022857,0.042323,0.364,551.972985
18.365,-5.258168,4.228692,551.970574,23.365449,12.608291,0.135935,-0.022842,0.042331,0.365,551.970574
18.366,-5.081129,4.318544,552.142909,23.32802,12.548047,0.14773,-0.022726,0.04225,0.366,552.142909
18.367,-5.081067,4.229316,551.972492,23.299459,12.524665,0.13572,-0.022691,0.042211,0.367,551.972492
18.368,-5.169541,4.229233,551.800463,23.266664,12.543373,0.152514,-0.022732,0.042165,0.368,551.800463
18.369,-5.080831,4.141524,551.798966,23.270603,12.547809,0.147726,-0.02274,0.042172,0.369,551.798966
18.37,-5.169306,4.229454,551.801087,23.266759,12.497298,0.152418,-0.022648,0.042165,0.37,551.801087
18.371,-5.08081,4.229178,551.630485,23.233509,12.524457,0.169251,-0.022704,0.042118,0.371,551.630485
18.372,-4.992271,4.230019,551.629837,23.16772,12.482773,0.15229,-0.022629,0.041999,0.372,551.629837
18.373,-4.991867,4.230402,551.457917,23.13486,12.459723,0.152186,-0.022594,0.041952,0.373,551.457917
18.374,-4.992271,4.230019,551.629837,23.16772,12.482773,0.15229,-0.022629,0.041999,0.374,551.629837
18.375,-4.991971,4.230999,551.457783,23.06923,12.413722,0.152027,-0.022511,0.041833,0.375,551.457783
18.376,-4.991359,4.143088,551.455731,23.007664,12.459973,0.164122,-0.022595,0.041722,0.376,551.455731
18.377,-4.815275,4.053241,551.459732,23.077173,12.421959,0.152176,-0.022526,0.041847,0.377,551.459732
18.378,-4.814871,4.053623,551.287812,23.044314,12.398909,0.152071,-0.022491,0.041801,0.378,551.287812
18.379,-4.90303,4.054223,551.113326,23.011654,12.417801,0.135221,-0.022532,0.041755,0.379,551.113326
18.38,-4.902559,3.966652,550.940423,22.982893,12.394869,0.147131,-0.022498,0.041716,0.38,550.940423
18.381,-4.90273,4.055203,550.941272,22.913164,12.348751,0.134958,-0.022414,0.041589,0.381,550.941272
18.382,-4.902663,3.96725,550.940289,22.917263,12.348868,0.146973,-0.022414,0.041597,0.382,550.940289
18.383,-4.725796,3.967653,550.941583,22.851178,12.311318,0.146854,-0.022346,0.041477,0.383,550.941583
18.384,-4.725796,3.967653,550.941583,22.851178,12.311318,0.146854,-0.022346,0.041477,0.384,550.941583
18.385,-4.725291,4.056151,550.598102,22.781265,12.311176,0.134726,-0.02236,0.041375,0.385,550.598102
18.386,-4.636581,3.968441,550.596605,22.785205,12.315611,0.129938,-0.022368,0.041383,0.386,550.596605
18.387,-4.548383,3.879672,550.597461,22.723714,12.273596,0.101072,-0.022291,0.041271,0.387,550.597461
18.388,-4.636182,3.967549,550.255252,22.719686,12.269061,0.105809,-0.022297,0.041289,0.388,550.255252
18.389,-4.459692,3.968072,550.085071,22.686311,12.208404,0.105601,-0.022194,0.041241,0.389,550.085071
18.39,-4.459756,3.880214,550.427349,22.624929,12.208678,0.117651,-0.02218,0.041104,0.39,550.427349
18.391,-4.548595,3.879592,550.427759,22.559794,12.158094,0.076731,-0.022088,0.040986,0.391,550.427759
18.392,-4.459584,3.969949,550.082346,22.555186,12.116587,0.071641,-0.022027,0.041003,0.392,550.082346
18.393,-4.371701,3.880497,550.085659,22.49356,12.074387,0.076419,-0.02195,0.040891,0.393,550.085659
18.394,-4.460001,3.881438,549.740321,22.493705,12.024097,0.059384,-0.021872,0.040917,0.394,549.740321
18.395,-4.37136,3.970108,550.084155,22.489261,12.074719,0.088324,-0.021951,0.040883,0.395,550.084155
18.396,-4.372114,3.793261,549.913067,22.464738,12.005397,0.088187,-0.021831,0.040851,0.396,549.913067
18.397,-4.283704,3.971284,550.083818,22.42341,11.986977,0.071222,-0.021791,0.040764,0.397,550.083818
18.398,-4.283808,3.971881,550.083684,22.35778,11.940977,0.071064,-0.021708,0.040644,0.398,550.083684
18.399,-4.195675,3.882353,550.257217,22.394874,11.921936,0.042364,-0.021666,0.040699,0.399,550.257217
18.4,-4.195919,3.795278,549.912082,22.333098,11.875972,0.054123,-0.021596,0.040612,0.4,549.912082
18.401,-4.195515,3.79566,549.740162,22.300238,11.852922,0.054019,-0.021561,0.040565,0.401,549.740162
18.402,-4.106953,3.795443,549.742728,22.300039,11.810979,0.070764,-0.021485,0.040564,0.402,549.742728
18.403,-4.107294,3.705832,549.744232,22.304337,11.810647,0.058859,-0.021484,0.040572,0.403,549.744232
18.404,-4.019159,3.706291,549.915504,22.271407,11.792014,0.042003,-0.021443,0.0405,0.404,549.915504
18.405,-4.018727,3.707176,549.400189,22.238398,11.722807,0.041705,-0.021337,0.040478,0.405,549.400189
18.406,-3.9304,3.706737,549.402131,22.238103,11.72694,0.058547,-0.021345,0.040477,0.406,549.402131
18.407,-4.019336,3.619275,549.743536,22.242681,11.676948,0.053674,-0.021241,0.04046,0.407,549.743536
18.408,-4.0189,3.61864,549.572899,22.078727,11.65358,0.029571,-0.021205,0.040174,0.408,549.572899
18.409,-4.019576,3.618693,549.917229,22.078911,11.607603,0.029526,-0.021108,0.04015,0.409,549.917229
18.41,-3.842135,3.530928,549.745755,22.049696,11.593122,0.041476,-0.021088,0.040109,0.41,549.745755
18.411,-3.842642,3.531143,549.917541,22.016925,11.570171,0.041422,-0.02104,0.040037,0.411,549.917541
18.412,-3.843122,3.53186,549.745932,21.984005,11.501063,0.041175,-0.020921,0.039989,0.412,549.745932
18.413,-3.842718,3.532242,549.574012,21.951145,11.478013,0.041071,-0.020885,0.039942,0.413,549.574012
18.414,-3.843018,3.532176,550.089817,21.918619,11.455143,0.041114,-0.020824,0.039846,0.414,550.089817
18.415,-3.843359,3.442565,550.091321,21.922918,11.454811,0.029209,-0.020823,0.039853,0.415,550.091321
18.416,-3.843839,3.443282,549.919712,21.889998,11.385703,0.028962,-0.020704,0.039806,0.416,549.919712
18.417,-3.843374,3.442863,549.921723,21.824293,11.385576,0.06259,-0.020704,0.039686,0.417,549.921723
18.418,-3.843374,3.442863,549.921723,21.824293,11.385576,0.06259,-0.020704,0.039686,0.418,549.921723
18.419,-3.843374,3.442863,549.921723,21.824293,11.385576,0.06259,-0.020704,0.039686,0.419,549.921723
18.42,-3.843603,3.356404,550.089936,21.730127,11.316926,0.040748,-0.020573,0.039503,0.42,550.089936
18.421,-3.84411,3.356619,550.261722,21.697356,11.293976,0.040695,-0.020525,0.039431,0.421,550.261722
18.422,-3.843303,3.357384,549.917882,21.631637,11.247876,0.040486,-0.020454,0.039336,0.422,549.917882
18.423,-3.755003,3.356443,550.263219,21.631492,11.298166,0.057521,-0.020532,0.039311,0.423,550.263219
18.424,-3.755651,3.356999,550.264154,21.631526,11.206032,0.057282,-0.020365,0.039311,0.424,550.264154
18.425,-3.756159,3.357213,550.43594,21.598755,11.183081,0.057229,-0.020317,0.039239,0.425,550.43594
18.426,-3.756159,3.357213,550.43594,21.598755,11.183081,0.057229,-0.020317,0.039239,0.426,550.43594
18.427,-3.667935,3.357372,550.437749,21.53283,11.141213,0.073912,-0.020241,0.039119,0.427,550.437749
18.428,-3.668442,3.357587,550.609535,21.500059,11.118263,0.073859,-0.020193,0.039048,0.428,550.609535
18.429,-3.668403,3.357145,551.126098,21.533259,11.095318,0.073964,-0.020132,0.039071,0.429,551.126098
18.43,-3.668712,3.26931,550.95364,21.570068,11.072329,0.08589,-0.020097,0.03915,0.43,550.95364
18.431,-3.668883,3.357861,550.954489,21.500339,11.02621,0.073718,-0.020013,0.039024,0.431,550.954489
18.432,-3.579864,3.357986,551.12545,21.46747,11.053635,0.057004,-0.020056,0.038952,0.432,551.12545
18.433,-3.580342,3.26999,551.125536,21.537233,11.00762,0.068938,-0.019973,0.039079,0.433,551.125536
18.434,-3.49187,3.358785,551.125871,21.467344,10.965818,0.039963,-0.019897,0.038952,0.434,551.125871
18.435,-3.491466,3.359168,550.953951,21.434485,10.942768,0.039858,-0.019861,0.038904,0.435,550.953951
18.436,-3.402931,3.358449,551.299913,21.434435,10.946983,0.056797,-0.019857,0.03888,0.436,551.299913
18.437,-3.402862,3.448495,551.470819,21.397461,10.878288,0.068553,-0.019726,0.038801,0.437,551.470819
18.438,-3.314595,3.448859,551.29883,21.430011,10.859498,0.051662,-0.019698,0.038872,0.438,551.29883
18.439,-3.403473,3.536407,551.472871,21.459026,10.832037,0.056458,-0.019642,0.038912,0.439,551.472871
18.44,-3.31436,3.44908,551.299454,21.430106,10.813423,0.051566,-0.019614,0.038872,0.44,551.299454
18.441,-3.403342,3.537225,551.473361,21.393491,10.73996,0.056204,-0.019475,0.038793,0.441,551.473361
18.442,-3.315033,3.627133,551.815673,21.389217,10.698633,0.051262,-0.019388,0.038762,0.442,551.815673
18.443,-3.226678,3.627197,551.474221,21.388772,10.656609,0.067911,-0.019324,0.038785,0.443,551.474221
18.444,-3.226302,3.627077,551.645696,21.356062,10.679716,0.067999,-0.01936,0.038713,0.444,551.645696
18.445,-3.227287,3.539296,551.817568,21.393055,10.610751,0.07988,-0.019229,0.038768,0.445,551.817568
18.446,-3.226166,3.62917,551.815619,21.323187,10.61114,0.09177,-0.01923,0.038642,0.446,551.815619
18.447,-3.225829,3.717506,551.644682,21.286228,10.587972,0.07965,-0.019193,0.038587,0.447,551.644682
18.448,-3.22729,3.716022,551.820024,21.319322,10.518438,0.055597,-0.019061,0.038635,0.448,551.820024
18.449,-3.137984,3.627798,551.477278,21.323037,10.52259,0.084402,-0.019081,0.038665,0.449,551.477278
18.45,-3.138319,3.717462,551.820104,21.318922,10.476945,0.096262,-0.018986,0.038634,0.45,551.820104
18.451,-3.137915,3.717844,551.648184,21.286063,10.453895,0.096158,-0.01895,0.038586,0.451,551.648184
18.452,-3.138358,3.805917,551.477692,21.314673,10.43067,0.084055,-0.018914,0.03865,0.452,551.477692
18.453,-3.049482,3.894809,551.82215,21.310325,10.435217,0.112899,-0.01891,0.038618,0.453,551.82215
18.454,-3.138457,3.895802,551.821142,21.310654,10.33895,0.095819,-0.018736,0.038619,0.454,551.821142
18.455,-3.13765,3.896567,551.477302,21.244935,10.29285,0.095609,-0.018664,0.038524,0.455,551.477302
18.456,-3.049895,3.895585,551.823709,21.310454,10.297007,0.112564,-0.01866,0.038618,0.456,551.823709
18.457,-3.04993,3.985315,551.65073,21.338865,10.274232,0.124381,-0.018625,0.038682,0.457,551.65073
18.458,-2.961669,4.07283,551.653656,21.334471,10.278247,0.129209,-0.018632,0.038674,0.458,551.653656
18.459,-3.049593,4.073651,551.479793,21.301906,10.251064,0.112262,-0.018588,0.038627,0.459,551.479793
18.46,-3.050476,4.073985,551.480104,21.301845,10.205006,0.11212,-0.018505,0.038627,0.46,551.480104
18.461,-3.049355,4.16386,551.478156,21.231977,10.205395,0.124009,-0.018506,0.0385,0.461,551.478156
18.462,-3.049731,4.163979,551.306681,21.264687,10.182288,0.123921,-0.018469,0.038571,0.462,551.306681
18.463,-3.050412,4.162758,551.481577,21.232211,10.112812,0.099851,-0.018338,0.0385,0.463,551.481577
18.464,-3.050071,4.252368,551.480073,21.227913,10.113144,0.111757,-0.018338,0.038493,0.464,551.480073
18.465,-3.137487,4.252974,551.134425,21.228119,10.108911,0.094864,-0.018342,0.038517,0.465,551.134425
18.466,-3.049092,4.164582,551.135385,21.231922,10.113162,0.12372,-0.01835,0.038524,0.466,551.135385
18.467,-3.049808,4.253091,551.137302,21.227858,10.020911,0.111467,-0.018182,0.038516,0.467,551.137302
18.468,-3.049499,4.340926,551.30976,21.191049,10.0439,0.099541,-0.018218,0.038438,0.468,551.30976
18.469,-3.049471,4.341428,550.966365,21.190899,9.997743,0.099348,-0.018146,0.038461,0.469,550.966365
18.47,-3.138108,4.254032,550.791965,21.228003,9.97062,0.094432,-0.018102,0.038541,0.47,550.791965
18.471,-3.137731,4.253912,550.96344,21.195293,9.993727,0.09452,-0.018139,0.03847,0.471,550.96344
18.472,-3.138553,4.165018,550.793334,21.166671,9.924287,0.082368,-0.018018,0.038429,0.472,550.793334
18.473,-3.049884,4.254191,550.793773,21.162078,9.928753,0.111115,-0.018026,0.038421,0.473,550.793773
18.474,-3.137875,4.342965,550.620894,21.125414,9.901452,0.082154,-0.017982,0.038367,0.474,550.620894
18.475,-3.13835,4.344957,550.618718,21.125153,9.855843,0.105932,-0.0179,0.038366,0.475,550.618718
18.476,-3.137844,4.167655,550.618794,21.067982,9.855686,0.106025,-0.017899,0.038262,0.476,550.618794
18.477,-3.137745,4.165783,550.449494,21.100952,9.878187,0.082159,-0.017946,0.038334,0.477,550.449494
18.478,-3.137808,4.255012,550.619911,21.129513,9.901569,0.094169,-0.017983,0.038374,0.478,550.619911
18.479,-3.226984,4.166054,550.791258,21.101336,9.874153,0.065368,-0.017927,0.038311,0.479,550.791258
18.48,-3.226919,4.166813,550.61858,21.002751,9.851178,0.065201,-0.017891,0.038144,0.48,550.61858
18.481,-3.227087,4.166651,550.791124,21.035706,9.828152,0.06521,-0.017844,0.038192,0.481,550.791124
18.482,-3.225632,4.166861,550.446349,20.969953,9.874186,0.065239,-0.017939,0.038096,0.482,550.446349
18.483,-3.225973,4.077251,550.447852,20.974252,9.873854,0.053333,-0.017938,0.038104,0.483,550.447852
18.484,-3.226856,4.077585,550.448163,20.974191,9.827796,0.053191,-0.017854,0.038104,0.484,550.448163
18.485,-3.227297,3.989846,550.618966,20.945519,9.804963,0.065152,-0.017807,0.03804,0.485,550.618966
18.486,-3.227061,3.990067,550.61959,20.945614,9.758887,0.065056,-0.017723,0.03804,0.486,550.61959
18.487,-3.227234,3.900618,550.44855,20.916958,9.781581,0.053142,-0.01777,0.038,0.487,550.44855
18.488,-3.31522,3.990667,550.445104,20.912954,9.77778,0.048206,-0.017763,0.037993,0.488,550.445104
18.489,-3.227742,3.900832,550.620336,20.884188,9.75863,0.053088,-0.017723,0.037928,0.489,550.620336
18.49,-3.315693,3.901151,550.789868,20.851773,9.777604,0.036335,-0.017752,0.037858,0.49,550.789868
18.491,-3.315729,3.813795,550.788751,20.790242,9.731721,0.048191,-0.017669,0.037746,0.491,550.788751
18.492,-3.315729,3.813795,550.788751,20.790242,9.731721,0.048191,-0.017669,0.037746,0.492,550.788751
18.493,-3.316071,3.724184,550.790255,20.79454,9.731389,0.036286,-0.017668,0.037754,0.493,550.790255
18.494,-3.227664,3.81222,550.963268,20.823237,9.712563,0.007477,-0.017628,0.037794,0.494,550.963268
18.495,-3.316747,3.724237,551.134585,20.794724,9.685413,0.036241,-0.017574,0.037731,0.495,551.134585
18.496,-3.315967,3.724501,551.13414,20.729155,9.68547,0.036225,-0.017574,0.037612,0.496,551.13414
18.497,-3.31614,3.635051,550.963099,20.700499,9.708163,0.024311,-0.01762,0.037571,0.497,550.963099
18.498,-3.316476,3.546715,551.134037,20.737458,9.731331,0.03643,-0.017657,0.037627,0.498,551.134037
18.499,-3.316072,3.547098,550.962117,20.704598,9.708281,0.036325,-0.017621,0.037579,0.499,550.962117
18.5,-3.316239,3.636923,551.132399,20.667529,9.685663,0.048177,-0.017574,0.0375,0.5,551.132399
18.501,-3.316109,3.459741,550.961,20.643067,9.662398,0.048182,-0.017537,0.037467,0.501,550.961
18.502,-3.316109,3.459741,550.961,20.643067,9.662398,0.048182,-0.017537,0.037467,0.502,550.961
18.503,-3.316684,3.54791,551.133769,20.606197,9.63933,0.036113,-0.01749,0.037389,0.503,551.133769
