,Fx,Fy,Fz,Mx,My,Mz,CoPx,CoPy,time,Fz
18.504,-3.31567,3.370394,550.962058,20.581796,9.662123,0.03626,-0.017537,0.037356,0.504,550.962058
18.505,-3.315735,3.548335,550.96078,20.507673,9.662412,0.036089,-0.017537,0.037222,0.505,550.96078
18.506,-3.227597,3.460081,551.303747,20.577427,9.666872,0.031414,-0.017535,0.037325,0.506,551.303747
18.507,-3.316413,3.370388,551.13322,20.548931,9.685248,0.036303,-0.017573,0.037285,0.507,551.13322
18.508,-3.316351,3.281159,550.962804,20.52037,9.661866,0.024292,-0.017536,0.037245,0.508,550.962804
18.509,-3.315942,3.282817,550.960317,20.52017,9.662316,0.048212,-0.017537,0.037244,0.509,550.960317
18.51,-3.226692,3.193875,550.788318,20.425786,9.689385,0.01948,-0.017592,0.037085,0.51,550.788318
18.511,-3.227604,3.193707,551.132024,20.425875,9.689484,0.019531,-0.017581,0.037062,0.511,551.132024
18.512,-3.316588,3.103852,551.134042,20.430333,9.684834,0.024428,-0.017573,0.03707,0.512,551.134042
18.513,-3.315639,3.104277,550.961053,20.331809,9.707917,0.024403,-0.01762,0.036902,0.513,550.961053
18.514,-3.227409,3.017284,550.787947,20.302828,9.643245,0.019369,-0.017508,0.036861,0.514,550.787947
18.515,-3.227139,2.839762,550.787398,20.245561,9.689163,0.019558,-0.017591,0.036757,0.515,550.787398
18.516,-3.316398,2.838142,550.44638,20.245675,9.684315,0.012343,-0.017594,0.03678,0.516,550.44638
18.517,-3.227139,2.839762,550.787398,20.245561,9.689163,0.019558,-0.017591,0.036757,0.517,550.787398
18.518,-3.314766,2.751989,550.613941,20.151295,9.708047,0.04835,-0.017631,0.036598,0.518,550.613941
18.519,-3.403841,2.751147,550.613726,20.086065,9.703539,0.007526,-0.017623,0.036479,0.519,550.613726
18.52,-3.403746,2.663695,550.269348,20.090014,9.657499,0.019347,-0.01755,0.036509,0.52,550.269348
18.521,-3.315183,2.575465,550.097764,20.060863,9.684776,0.048195,-0.017606,0.036468,0.521,550.097764
18.522,-3.315081,2.397781,550.26976,20.036551,9.707669,0.048393,-0.017642,0.036412,0.522,550.26976
18.523,-3.403748,2.398595,550.267059,19.971121,9.703611,0.031489,-0.017634,0.036294,0.523,550.267059
18.524,-3.404089,2.308985,550.268563,19.97542,9.703279,0.019584,-0.017634,0.036301,0.524,550.268563
18.525,-3.314874,2.309773,549.923585,19.909446,9.707572,0.002668,-0.017653,0.036204,0.525,549.923585
18.526,-3.40369,2.22008,549.753058,19.88095,9.725949,0.007556,-0.017691,0.036163,0.526,549.753058
18.527,-3.31455,2.221681,549.580595,19.847595,9.707482,0.048214,-0.017663,0.036114,0.527,549.580595
18.528,-3.226348,2.134186,549.750884,19.818764,9.688966,0.043372,-0.017624,0.03605,0.528,549.750884
18.529,-3.314068,2.045439,549.577456,19.724834,9.707584,0.0146,-0.017664,0.035891,0.529,549.577456
18.53,-3.314409,1.955828,549.578959,19.729133,9.707252,0.002695,-0.017663,0.035899,0.53,549.578959
18.531,-3.315293,1.956162,549.57927,19.729072,9.661194,0.002553,-0.017579,0.035899,0.531,549.57927
18.532,-3.314513,1.956425,549.578825,19.663502,9.661251,0.002536,-0.017579,0.035779,0.532,549.578825
18.533,-3.403199,1.68955,549.2369,19.610544,9.656363,0.007429,-0.017581,0.035705,0.533,549.2369
18.534,-3.314556,1.689794,549.236385,19.610385,9.660681,-0.009373,-0.017589,0.035705,0.534,549.236385
18.535,-3.314556,1.689794,549.236385,19.610385,9.660681,-0.009373,-0.017589,0.035705,0.535,549.236385
18.536,-3.314687,1.68989,549.579646,19.544904,9.660837,-0.009338,-0.017579,0.035563,0.536,549.579646
18.537,-3.314389,1.512869,549.235703,19.487488,9.660598,-0.009342,-0.017589,0.035481,0.537,549.235703
18.538,-3.314964,1.601038,549.408472,19.450618,9.63753,-0.021411,-0.017542,0.035403,0.538,549.408472
18.539,-3.315407,1.423312,549.581537,19.491971,9.61429,-0.021293,-0.017494,0.035467,0.539,549.581537
18.54,-3.403708,1.512678,549.580547,19.487831,9.610304,0.007415,-0.017487,0.035459,0.54,549.580547
18.541,-3.403812,1.513276,549.580413,19.422201,9.564303,0.007257,-0.017403,0.03534,0.541,549.580413
18.542,-3.314765,1.513903,549.407979,19.389182,9.545571,-0.00965,-0.017374,0.035291,0.542,549.407979
18.543,-3.315039,1.336338,549.4085,19.39758,9.545357,-0.009541,-0.017374,0.035306,0.543,549.4085
18.544,-3.316119,1.336009,549.92475,19.430623,9.52243,-0.009482,-0.017316,0.035333,0.544,549.92475
18.545,-3.315238,1.424387,549.752744,19.328001,9.545395,-0.021521,-0.017363,0.035158,0.545,549.752744
18.546,-3.31625,1.336104,550.268011,19.365143,9.522586,-0.009447,-0.017305,0.035192,0.546,550.268011
18.547,-3.316223,1.336606,549.924616,19.364993,9.476429,-0.00964,-0.017232,0.035214,0.547,549.924616
18.548,-3.316391,1.336444,550.09716,19.397948,9.453403,-0.009632,-0.017185,0.035263,0.548,550.09716
18.549,-3.228064,1.336006,550.099103,19.397653,9.457537,0.00721,-0.017192,0.035262,0.549,550.099103
18.55,-3.315994,1.423979,550.100155,19.328144,9.453158,0.011982,-0.017184,0.035136,0.55,550.100155
18.551,-3.404185,1.42651,550.268135,19.295564,9.380448,0.018911,-0.017047,0.035066,0.551,550.268135
18.552,-3.316261,1.425689,550.441998,19.328128,9.407632,0.035857,-0.017091,0.035114,0.552,550.441998
18.553,-3.316322,1.426491,550.268066,19.360974,9.384709,0.002124,-0.017055,0.035185,0.553,550.268066
18.554,-3.316048,1.604055,550.267546,19.352576,9.384923,0.002015,-0.017055,0.035169,0.554,550.267546
18.555,-3.228396,1.60367,550.613818,19.352465,9.343079,0.018812,-0.016968,0.035147,0.555,550.613818
18.556,-3.227277,1.603557,550.614131,19.352621,9.343061,0.018858,-0.016968,0.035147,0.556,550.614131
18.557,-3.316428,1.603528,550.786431,19.32001,9.315793,0.035607,-0.016914,0.035077,0.557,550.786431
18.558,-3.316495,1.691481,550.787414,19.315911,9.315675,0.023592,-0.016913,0.03507,0.558,550.787414
18.559,-3.227511,1.781336,550.785397,19.311453,9.320325,0.018695,-0.016922,0.035062,0.559,550.785397
18.56,-3.315981,1.870541,550.956951,19.340268,9.293313,0.047412,-0.016868,0.035103,0.56,550.956951
18.561,-3.316048,1.958495,550.957934,19.336169,9.293196,0.035397,-0.016867,0.035096,0.561,550.957934
18.562,-3.316048,1.958495,550.957934,19.336169,9.293196,0.035397,-0.016867,0.035096,0.562,550.957934
18.563,-3.404894,2.047819,550.958014,19.397694,9.243077,0.064025,-0.016776,0.035207,0.563,550.958014
18.564,-3.404894,2.047819,550.958014,19.397694,9.243077,0.064025,-0.016776,0.035207,0.564,550.958014
18.565,-3.405129,2.135611,551.13154,19.42655,9.219933,0.052019,-0.016729,0.035248,0.565,551.13154
18.566,-3.404788,2.225222,551.130037,19.422251,9.220265,0.063924,-0.01673,0.035241,0.566,551.130037
18.567,-3.49374,2.137144,550.958093,19.459219,9.192959,0.092653,-0.016685,0.035319,0.567,550.958093
18.568,-3.404957,2.22506,551.302581,19.455206,9.19724,0.063933,-0.016683,0.03529,0.568,551.302581
18.569,-3.315945,2.315417,550.957168,19.450597,9.155732,0.058843,-0.016618,0.035303,0.569,550.957168
18.57,-3.404615,2.314671,551.301077,19.450907,9.197572,0.075839,-0.016683,0.035282,0.57,551.301077
18.571,-3.404616,2.402684,551.475228,19.479858,9.128352,0.063736,-0.016553,0.035323,0.571,551.475228
18.572,-3.404992,2.402804,551.303753,19.512567,9.105245,0.063648,-0.016516,0.035393,0.572,551.303753
18.573,-3.493293,2.49217,551.302764,19.508428,9.10126,0.092356,-0.016509,0.035386,0.573,551.302764
18.574,-3.49336,2.580124,551.303747,19.504329,9.101142,0.080341,-0.016508,0.035379,0.574,551.303747
18.575,-3.315645,2.669923,551.131752,19.466716,9.086874,0.092181,-0.016488,0.035321,0.575,551.131752
18.576,-3.316152,2.670138,551.303538,19.433945,9.063923,0.092128,-0.016441,0.035251,0.576,551.303538
18.577,-3.316321,2.669976,551.476082,19.4669,9.040898,0.092136,-0.016394,0.0353,0.577,551.476082
18.578,-3.315814,2.669762,551.304296,19.499671,9.063849,0.09219,-0.016441,0.03537,0.578,551.304296
18.579,-3.315136,2.847709,551.131855,19.458413,9.041013,0.091976,-0.016404,0.035306,0.579,551.131855
18.58,-3.315512,2.847828,550.96038,19.491123,9.017906,0.091887,-0.016368,0.035377,0.58,550.96038
18.581,-3.314935,2.93766,550.9595,19.486919,8.972162,0.103697,-0.016285,0.035369,0.581,550.9595
18.582,-3.404766,2.935495,550.962946,19.552848,8.967337,0.096595,-0.016276,0.035488,0.582,550.962946
18.583,-3.227556,2.936797,551.134432,19.585148,8.953212,0.120563,-0.016245,0.035536,0.583,551.134432
18.584,-3.315542,3.026846,551.130986,19.581144,8.949411,0.115627,-0.016238,0.035529,0.584,551.130986
18.585,-3.227386,3.114959,551.133777,19.51112,8.907425,0.120296,-0.016162,0.035402,0.585,551.133777
18.586,-3.228131,3.024965,551.307201,19.548279,8.930143,0.108495,-0.016198,0.035458,0.586,551.307201
18.587,-3.227386,3.114959,551.133777,19.51112,8.907425,0.120296,-0.016162,0.035402,0.587,551.133777
18.588,-3.316028,3.114715,551.134291,19.51128,8.903108,0.137098,-0.016154,0.035402,0.588,551.134291
18.589,-3.139287,3.115161,551.134332,19.576626,8.86561,0.103414,-0.016086,0.035521,0.589,551.134332
18.59,-3.050556,3.115105,550.964355,19.543471,8.846693,0.120151,-0.016057,0.035471,0.59,550.964355
18.591,-3.050489,3.027151,550.963372,19.54757,8.846811,0.132165,-0.016057,0.035479,0.591,550.963372
18.592,-3.139199,3.114861,550.964869,19.54363,8.842376,0.136953,-0.016049,0.035472,0.592,550.964869
18.593,-3.050725,3.114943,551.136899,19.576426,8.823667,0.120159,-0.01601,0.03552,0.593,551.136899
18.594,-3.050556,3.115105,550.964355,19.543471,8.846693,0.120151,-0.016057,0.035471,0.594,550.964355
18.595,-3.051064,3.11532,551.136141,19.5107,8.823742,0.120097,-0.01601,0.035401,0.595,551.136141
18.596,-2.962332,3.115264,550.966163,19.477546,8.804825,0.136834,-0.015981,0.035352,0.596,550.966163
18.597,-2.874483,3.02683,550.968192,19.547014,8.762943,0.165611,-0.015905,0.035478,0.597,550.968192
18.598,-2.962642,3.02743,550.793706,19.514354,8.781836,0.14876,-0.015944,0.03543,0.598,550.793706
18.599,-2.962745,3.028027,550.793572,19.448724,8.735835,0.148602,-0.01586,0.03531,0.599,550.793572
18.6,-2.87391,3.027374,550.623728,19.4812,8.762919,0.165497,-0.015915,0.03538,0.6,550.623728
18.601,-2.87391,3.027374,550.623728,19.4812,8.762919,0.165497,-0.015915,0.03538,0.601,550.623728
18.602,-2.785205,2.93839,550.452798,19.45248,8.743855,0.136685,-0.015885,0.035339,0.602,550.452798
18.603,-2.874187,2.938522,550.452554,19.386914,8.739612,0.153425,-0.015877,0.03522,0.603,550.452554
18.604,-2.785544,2.938766,550.45204,19.386754,8.74393,0.136623,-0.015885,0.03522,0.604,550.45204
18.605,-2.785415,2.761584,550.280641,19.362292,8.720665,0.136627,-0.015848,0.035186,0.605,550.280641
18.606,-2.696603,2.76199,550.107582,19.329178,8.748009,0.119816,-0.015902,0.035137,0.606,550.107582
18.607,-2.78474,2.584445,550.108172,19.272166,8.743534,0.136711,-0.015894,0.035033,0.607,550.108172
18.608,-2.696217,2.58467,549.594176,19.238767,8.724536,0.153351,-0.015875,0.035005,0.608,549.594176
18.609,-2.785089,2.585066,549.593302,19.304726,8.67427,0.13643,-0.015783,0.035125,0.609,549.593302
18.61,-2.784544,2.585109,549.592233,19.239062,8.720403,0.13651,-0.015867,0.035006,0.61,549.592233
18.611,-2.784581,2.497752,549.591116,19.17753,8.67452,0.148366,-0.015784,0.034894,0.611,549.591116
18.612,-2.696212,2.320432,549.591123,19.185769,8.678623,0.131673,-0.015791,0.034909,0.612,549.591123
18.613,-2.696554,2.230821,549.592627,19.190067,8.678291,0.119767,-0.01579,0.034917,0.613,549.592627
18.614,-2.696489,2.23158,549.419949,19.091483,8.655316,0.1196,-0.015754,0.034748,0.614,549.419949
18.615,-2.696489,2.23158,549.419949,19.091483,8.655316,0.1196,-0.015754,0.034748,0.615,549.419949
18.616,-2.784755,2.231217,549.591938,19.058932,8.674106,0.136491,-0.015783,0.034678,0.616,549.591938
18.617,-2.784688,2.143263,549.590955,19.063031,8.674224,0.148506,-0.015783,0.034686,0.617,549.590955
18.618,-2.608398,2.053834,549.593129,19.00115,8.682417,0.136578,-0.015798,0.034573,0.618,549.593129
18.619,-2.696894,2.054111,549.76373,19.0344,8.655258,0.119744,-0.015744,0.034623,0.619,549.76373
18.62,-2.696827,1.966157,549.762747,19.038499,8.655376,0.131759,-0.015744,0.03463,0.62,549.762747
18.621,-2.697,1.876708,549.591707,19.009843,8.67807,0.119845,-0.01579,0.034589,0.621,549.591707
18.622,-2.697272,1.877144,549.764117,18.977167,8.609043,0.119695,-0.01566,0.034519,0.622,549.764117
18.623,-2.785774,1.876559,549.935482,18.944522,8.673909,0.136682,-0.015773,0.034449,0.623,549.935482
18.624,-2.696727,1.877186,549.763048,18.911503,8.655176,0.119775,-0.015743,0.034399,0.624,549.763048
18.625,-2.785527,1.788109,550.10587,18.850617,8.650867,0.091063,-0.015726,0.034267,0.625,550.10587
18.626,-2.874546,1.787984,549.934909,18.883486,8.623443,0.107777,-0.015681,0.034338,0.626,549.934909
18.627,-2.874611,1.700126,550.277187,18.822104,8.623717,0.119826,-0.015672,0.034205,0.627,550.277187
18.628,-2.785968,1.70037,550.276673,18.821945,8.628034,0.103024,-0.015679,0.034205,0.628,550.276673
18.629,-2.874678,1.78808,550.27817,18.818005,8.623599,0.107812,-0.015671,0.034197,0.629,550.27817
18.63,-2.874573,1.700383,550.447904,18.723669,8.646899,0.119853,-0.015709,0.034015,0.63,550.447904
18.631,-2.874915,1.610772,550.449408,18.727968,8.646567,0.107947,-0.015708,0.034023,0.631,550.449408
18.632,-2.875083,1.610611,550.621952,18.760923,8.623541,0.107956,-0.015661,0.034072,0.632,550.621952
18.633,-2.963918,1.611264,550.791795,18.728447,8.596457,0.091061,-0.015607,0.034003,0.633,550.791795
18.634,-2.96341,1.611049,550.620009,18.761218,8.619408,0.091114,-0.015654,0.034073,0.634,550.620009
18.635,-2.963475,1.52319,550.962287,18.699836,8.619682,0.103164,-0.015645,0.03394,0.635,550.962287
18.636,-2.875655,1.522967,551.136016,18.666771,8.600864,0.119952,-0.015606,0.03387,0.636,551.136016
18.637,-2.964049,1.611359,551.135056,18.662967,8.596613,0.091096,-0.015598,0.033863,0.637,551.135056
18.638,-2.875722,1.610921,551.136999,18.662672,8.600746,0.107937,-0.015605,0.033862,0.638,551.136999
18.639,-2.964358,1.523525,550.962598,18.699775,8.573624,0.103022,-0.015561,0.03394,0.639,550.962598
18.64,-2.963982,1.523405,551.134073,18.667066,8.596731,0.10311,-0.015598,0.03387,0.64,551.134073
18.641,-2.964254,1.523841,551.306483,18.63439,8.527704,0.10296,-0.015468,0.0338,0.641,551.306483
18.642,-2.964789,1.523554,551.821664,18.60177,8.550911,0.1031,-0.015496,0.03371,0.642,551.821664
18.643,-2.964762,1.524056,551.478269,18.60162,8.504753,0.102907,-0.015422,0.03373,0.643,551.478269
18.644,-2.964829,1.612009,551.479252,18.597521,8.504636,0.090892,-0.015421,0.033723,0.644,551.479252
18.645,-2.964555,1.789574,551.478731,18.589123,8.50485,0.090783,-0.015422,0.033708,0.645,551.478731
18.646,-3.05364,1.611604,551.65231,18.630635,8.477292,0.107703,-0.015367,0.033772,0.646,551.65231
18.647,-2.96582,1.61138,551.826039,18.597569,8.458475,0.124491,-0.015328,0.033702,0.647,551.826039
18.648,-2.96582,1.61138,551.826039,18.597569,8.458475,0.124491,-0.015328,0.033702,0.648,551.826039
18.649,-3.053465,1.79104,551.821089,18.589266,8.455005,0.131461,-0.015322,0.033687,0.649,551.821089
18.65,-2.964418,1.791667,551.648655,18.556248,8.436273,0.114554,-0.015293,0.033638,0.65,551.648655
18.651,-3.053532,1.878994,551.822072,18.585168,8.454887,0.119446,-0.015322,0.03368,0.651,551.822072
18.652,-2.876869,1.968965,551.822932,18.580449,8.371536,0.131153,-0.015171,0.033671,0.652,551.822932
18.653,-2.877002,1.879074,552.168454,18.584993,8.371286,0.119344,-0.015161,0.033658,0.653,552.168454
18.654,-3.053804,1.879429,551.994482,18.552492,8.385861,0.119296,-0.015192,0.03361,0.654,551.994482
18.655,-2.965397,1.967466,552.167494,18.581189,8.367035,0.090488,-0.015153,0.033651,0.655,552.167494
18.656,-2.876701,2.05714,551.824539,18.576445,8.325343,0.119042,-0.015087,0.033664,0.656,551.824539
18.657,-2.965572,2.057536,551.823665,18.642404,8.275077,0.10212,-0.014996,0.033783,0.657,551.823665
18.658,-2.877217,2.0576,551.482213,18.641959,8.233053,0.118769,-0.014929,0.033803,0.658,551.482213
18.659,-2.87701,2.057319,551.826232,18.642204,8.233134,0.118866,-0.01492,0.033783,0.659,551.826232
18.66,-2.876673,2.145655,551.655294,18.605246,8.209966,0.106746,-0.014882,0.033726,0.66,551.655294
18.661,-2.877049,2.145775,551.483819,18.637956,8.186859,0.106658,-0.014845,0.033796,0.661,551.483819
18.662,-2.876876,2.235224,551.65486,18.666611,8.164165,0.118572,-0.014799,0.033837,0.662,551.65486
18.663,-2.877045,2.235062,551.827404,18.699566,8.141139,0.11858,-0.014753,0.033887,0.663,551.827404
18.664,-2.877149,2.235659,551.82727,18.633936,8.095138,0.118422,-0.01467,0.033768,0.664,551.82727
18.665,-2.788888,2.323175,551.830195,18.629542,8.099154,0.123249,-0.014677,0.03376,0.665,551.830195
18.666,-2.788547,2.412786,551.828692,18.625243,8.099486,0.135155,-0.014678,0.033752,0.666,551.828692
18.667,-2.789092,2.412743,551.829761,18.690908,8.053353,0.135075,-0.014594,0.033871,0.667,551.829761
18.668,-2.788347,2.502737,551.656337,18.653749,8.030635,0.146876,-0.014557,0.033814,0.668,551.656337
18.669,-2.788958,2.590648,551.658389,18.715315,7.984384,0.134781,-0.014473,0.033926,0.669,551.658389
18.67,-2.700458,2.679659,551.831372,18.743676,7.965823,0.163537,-0.014435,0.033966,0.67,551.831372
18.671,-2.70029,2.679821,551.658828,18.710721,7.988849,0.163528,-0.014482,0.033917,0.671,551.658828
18.672,-2.700666,2.67994,551.487353,18.743431,7.965742,0.16344,-0.014444,0.033987,0.672,551.487353
18.673,-2.61217,2.767677,551.490903,18.739132,7.923681,0.168171,-0.014368,0.033979,0.673,551.490903
18.674,-2.61217,2.767677,551.490903,18.739132,7.923681,0.168171,-0.014368,0.033979,0.674,551.490903
18.675,-2.61217,2.767677,551.490903,18.739132,7.923681,0.168171,-0.014368,0.033979,0.675,551.490903
18.676,-2.611488,2.946898,551.487896,18.730534,7.924346,0.191982,-0.014369,0.033964,0.676,551.487896
18.677,-2.52308,3.034934,551.660908,18.759231,7.905519,0.163174,-0.01433,0.034005,0.677,551.660908
18.678,-2.523221,3.035275,551.490057,18.792035,7.836336,0.162989,-0.014209,0.034075,0.678,551.490057
18.679,-2.523156,3.036034,551.317379,18.69345,7.813361,0.162822,-0.014172,0.033907,0.679,551.317379
18.68,-2.522649,3.035819,551.145593,18.726221,7.836312,0.162876,-0.014218,0.033977,0.68,551.145593
18.681,-2.522921,3.036255,551.318003,18.693546,7.767285,0.162726,-0.014089,0.033907,0.681,551.318003
18.682,-2.522857,3.124113,550.975725,18.754927,7.767011,0.150676,-0.014097,0.034039,0.682,550.975725
18.683,-2.522516,3.213724,550.974222,18.750628,7.767343,0.162582,-0.014097,0.034032,0.683,550.974222
18.684,-2.522892,3.213843,550.802747,18.783338,7.744236,0.162493,-0.01406,0.034102,0.684,550.802747
18.685,-2.611131,3.213982,550.631341,18.750638,7.716869,0.179191,-0.014015,0.034053,0.685,550.631341
18.686,-2.611167,3.126625,550.630224,18.689106,7.670986,0.191047,-0.013931,0.033941,0.686,550.630224
18.687,-2.522741,3.124315,550.462867,18.721782,7.69762,0.184022,-0.013984,0.034011,0.687,550.462867
18.688,-2.522084,3.214608,550.458907,18.717619,7.698136,0.162284,-0.013985,0.034004,0.688,550.458907
18.689,-2.610323,3.214747,550.287501,18.684918,7.670769,0.178981,-0.01394,0.033955,0.689,550.287501
18.69,-2.611103,3.214484,550.287946,18.750488,7.670712,0.178997,-0.013939,0.034074,0.69,550.287946
18.691,-2.521888,3.215272,549.942968,18.684514,7.675005,0.162082,-0.013956,0.033975,0.691,549.942968
18.692,-2.610699,3.214866,550.116026,18.717628,7.647662,0.178893,-0.013902,0.034025,0.692,550.116026
18.693,-2.61006,3.127457,549.770579,18.655913,7.647755,0.190794,-0.013911,0.033934,0.693,549.770579
18.694,-2.610127,3.215411,549.771562,18.651814,7.647637,0.17878,-0.013911,0.033926,0.694,549.771562
18.695,-2.609959,3.215572,549.599018,18.618859,7.670663,0.178771,-0.013957,0.033877,0.695,549.599018
18.696,-2.609488,3.128001,549.426115,18.590098,7.647731,0.190681,-0.013919,0.033835,0.696,549.426115
18.697,-2.609426,3.038773,549.255699,18.561538,7.624349,0.178671,-0.013881,0.033794,0.697,549.255699
18.698,-2.609829,3.03839,549.427619,18.594397,7.647399,0.178775,-0.013919,0.033843,0.698,549.427619
18.699,-2.61048,2.860945,549.256664,18.635505,7.624078,0.178796,-0.013881,0.033929,0.699,549.256664
18.7,-2.697988,3.03899,549.253132,18.561738,7.666292,0.161925,-0.013958,0.033795,0.7,549.253132
18.701,-2.609829,3.03839,549.427619,18.594397,7.647399,0.178775,-0.013919,0.033843,0.701,549.427619
18.702,-2.610309,3.039107,549.25601,18.561477,7.578291,0.178529,-0.013797,0.033794,0.702,549.25601
18.703,-2.610106,2.949539,549.256444,18.500111,7.624092,0.166703,-0.013881,0.033682,0.703,549.256444
18.704,-2.61018,2.861925,549.08461,18.537015,7.555027,0.178533,-0.013759,0.03376,0.704,549.08461
18.705,-2.609635,2.861968,549.083541,18.47135,7.60116,0.178613,-0.013843,0.03364,0.705,549.083541
18.706,-2.697935,2.862908,548.738204,18.471496,7.55087,0.161578,-0.01376,0.033662,0.706,548.738204
18.707,-2.69739,2.86295,548.737135,18.405831,7.597003,0.161658,-0.013845,0.033542,0.707,548.737135
18.708,-2.609946,2.862846,548.739388,18.405475,7.555078,0.178358,-0.013768,0.033541,0.708,548.739388
18.709,-2.698615,2.773673,548.738949,18.410069,7.550613,0.14961,-0.01376,0.03355,0.709,548.738949
18.71,-2.698548,2.68572,548.737966,18.414168,7.550731,0.161625,-0.01376,0.033557,0.71,548.737966
18.711,-2.698172,2.6856,548.909441,18.381458,7.573838,0.161713,-0.013798,0.033487,0.711,548.909441
18.712,-2.787383,2.686373,548.90781,18.381692,7.523646,0.14473,-0.013707,0.033488,0.712,548.90781
18.713,-2.698652,2.686317,548.737832,18.348538,7.50473,0.161467,-0.013676,0.033438,0.713,548.737832
18.714,-2.698617,2.596587,548.910811,18.320127,7.527505,0.14965,-0.013714,0.033375,0.714,548.910811
18.715,-2.698448,2.596749,548.738267,18.287172,7.55053,0.149641,-0.01376,0.033326,0.715,548.738267
18.716,-2.785964,2.599227,548.561918,18.254408,7.523797,0.156615,-0.013715,0.033277,0.716,548.561918
18.717,-2.786471,2.599441,548.733704,18.221637,7.500846,0.156561,-0.013669,0.033207,0.717,548.733704
18.718,-2.698485,2.509392,548.73715,18.225641,7.504648,0.161498,-0.013676,0.033214,0.718,548.73715
18.719,-2.786812,2.509831,548.735207,18.225936,7.500514,0.144656,-0.013669,0.033214,0.719,548.735207
18.72,-2.698169,2.510075,548.734693,18.225777,7.504832,0.127853,-0.013677,0.033214,0.72,548.734693
18.721,-2.698169,2.510075,548.734693,18.225777,7.504832,0.127853,-0.013677,0.033214,0.721,548.734693
18.722,-2.69807,2.421104,548.734994,18.098781,7.504632,0.11587,-0.013676,0.032983,0.722,548.734994
18.723,-2.609366,2.420546,548.908411,18.065776,7.531872,0.1328,-0.013722,0.032912,0.723,548.908411
18.724,-2.698385,2.420421,548.737451,18.098645,7.504447,0.149514,-0.013676,0.032982,0.724,548.737451
18.725,-2.610418,2.420718,549.081266,18.09867,7.462788,0.132666,-0.013591,0.032962,0.725,549.081266
18.726,-2.698679,2.333203,549.078341,18.103064,7.458773,0.127839,-0.013584,0.03297,0.726,549.078341
18.727,-2.610351,2.332765,549.080284,18.102769,7.462906,0.144681,-0.013592,0.032969,0.727,549.080284
18.728,-2.521607,2.421124,548.908208,18.065556,7.490131,0.115856,-0.013646,0.032912,0.728,548.908208
18.729,-2.698679,2.333203,549.078341,18.103064,7.458773,0.127839,-0.013584,0.03297,0.729,549.078341
18.73,-2.698847,2.333041,549.250885,18.136018,7.435747,0.127848,-0.013538,0.03302,0.73,549.250885
18.731,-2.610651,2.332698,549.596089,18.070243,7.440037,0.144725,-0.013537,0.032879,0.731,549.596089
18.732,-2.700402,2.331909,549.940204,18.005197,7.389552,0.103856,-0.013437,0.03274,0.732,549.940204
18.733,-2.700946,2.331867,549.941273,18.070861,7.343419,0.103775,-0.013353,0.03286,0.733,549.941273
18.734,-2.611394,2.420705,549.941401,18.066328,7.393942,0.132665,-0.013445,0.032851,0.734,549.941401
18.735,-2.699993,2.333566,549.937718,18.004997,7.390002,0.127776,-0.013438,0.03274,0.735,549.937718
18.736,-2.611733,2.421082,549.940643,18.000603,7.394017,0.132603,-0.013445,0.032732,0.736,549.940643
18.737,-2.611498,2.421303,549.941267,18.000698,7.347941,0.132507,-0.013361,0.032732,0.737,549.941267
18.738,-2.611498,2.421303,549.941267,18.000698,7.347941,0.132507,-0.013361,0.032732,0.738,549.941267
18.739,-2.524081,2.420696,550.286916,18.000492,7.352173,0.1494,-0.013361,0.032711,0.739,550.286916
18.74,-2.435607,2.420779,550.458946,18.033288,7.333465,0.132606,-0.013322,0.03276,0.74,550.458946
18.741,-2.612303,2.598538,550.456997,18.025344,7.325228,0.132457,-0.013308,0.032746,0.741,550.456997
18.742,-2.611927,2.598418,550.628472,17.992634,7.348336,0.132546,-0.013345,0.032677,0.742,550.628472
18.743,-2.612912,2.510637,550.800344,18.029627,7.27937,0.144427,-0.013216,0.032734,0.743,550.800344
18.744,-2.524651,2.598152,550.803269,18.025233,7.283385,0.149254,-0.013223,0.032725,0.744,550.803269
18.745,-2.523872,2.598416,550.802824,17.959664,7.283442,0.149238,-0.013223,0.032606,0.745,550.802824
18.746,-2.436076,2.68635,550.803738,18.020975,7.287584,0.120437,-0.013231,0.032718,0.746,550.803738
18.747,-2.524885,2.775932,550.974535,17.984065,7.260648,0.149092,-0.013178,0.03264,0.747,550.974535
18.748,-2.524885,2.775932,550.974535,17.984065,7.260648,0.149092,-0.013178,0.03264,0.748,550.974535
18.749,-2.524543,2.865543,550.973031,17.979766,7.26098,0.160997,-0.013178,0.032633,0.749,550.973031
18.75,-2.524103,2.953281,550.802228,18.008438,7.283813,0.149036,-0.013224,0.032695,0.75,550.802228
18.751,-2.523762,3.042892,550.800724,18.004139,7.284145,0.160942,-0.013225,0.032687,0.751,550.800724
18.752,-2.524438,3.042945,551.145054,18.004323,7.238168,0.160897,-0.013133,0.032667,0.752,551.145054
18.753,-2.612325,3.131123,550.972309,18.03329,7.256868,0.132094,-0.013171,0.03273,0.753,550.972309
18.754,-2.612493,3.130961,551.144853,18.066245,7.233842,0.132102,-0.013125,0.032779,0.754,551.144853
18.755,-2.612908,3.13215,551.316609,18.033138,7.211157,0.189613,-0.01308,0.032709,0.755,551.316609
18.756,-2.613001,3.131176,551.316639,18.033474,7.210892,0.132049,-0.013079,0.03271,0.756,551.316639
