,Fx,Fy,Fz,Mx,My,Mz,CoPx,CoPy,Time
3.851,-3.567632,3.502523,544.606782,-63.058641,-3.345519,-0.21439,0.006143,-0.115787,1.263
3.852,-3.656004,3.324757,544.606748,-63.115748,-3.303918,-0.197399,0.006067,-0.115892,1.264
3.853,-3.568525,3.234923,544.78198,-63.144515,-3.323068,-0.192516,0.0061,-0.115908,1.265
3.854,-3.480198,3.234484,544.783923,-63.14481,-3.318935,-0.175674,0.006092,-0.115908,1.266
3.855,-3.479182,3.146956,544.609951,-63.239235,-3.295734,-0.163684,0.006052,-0.116118,1.267
3.856,-3.567134,3.147275,544.779483,-63.271649,-3.27676,-0.180437,0.006015,-0.116142,1.268
3.857,-3.47861,2.881701,544.609044,-63.292308,-3.295773,-0.151577,0.006052,-0.116216,1.269
3.858,-3.302008,2.791394,544.955371,-63.288313,-3.241497,-0.163249,0.005948,-0.116135,1.27
3.859,-3.389571,2.791479,544.439635,-63.321197,-3.222888,-0.146507,0.00592,-0.116305,1.271
3.86,-3.301516,2.703464,544.439837,-63.383119,-3.218562,-0.117712,0.005912,-0.116419,1.272
3.861,-3.301414,2.52578,544.611833,-63.407431,-3.195669,-0.117515,0.005868,-0.116427,1.273
3.862,-3.123867,2.527404,544.438231,-63.44104,-3.163743,-0.093564,0.005811,-0.116526,1.274
3.863,-3.123744,2.437374,544.441746,-63.502446,-3.164202,-0.071841,0.005812,-0.116638,1.275
3.864,-3.124525,2.260024,544.614053,-63.526819,-3.187367,-0.071786,0.005853,-0.116646,1.276
3.865,-3.034843,2.171681,544.442782,-63.555814,-3.160108,-0.042892,0.005804,-0.116736,1.277
3.866,-2.94654,2.172302,544.44151,-63.621698,-3.155715,-0.059756,0.005796,-0.116857,1.278
3.867,-2.945524,2.084773,544.267538,-63.716124,-3.132514,-0.047766,0.005755,-0.117068,1.279
3.868,-2.857095,1.906651,544.441476,-63.740731,-3.105488,-0.030727,0.005704,-0.117075,1.28
3.869,-2.769275,1.906427,544.615205,-63.773796,-3.124306,-0.013939,0.005737,-0.117099,1.281
3.87,-2.768665,1.728528,544.615415,-63.765337,-3.078462,-0.013687,0.005653,-0.117083,1.282
3.871,-2.68048,1.463331,544.444217,-63.851721,-3.0974,0.015111,0.005689,-0.117279,1.283
3.872,-2.680377,1.462733,544.444351,-63.786091,-3.051399,0.015269,0.005605,-0.117158,1.284
3.873,-2.679465,1.375802,544.270245,-63.946146,-3.074199,0.027101,0.005648,-0.11749,1.285
3.874,-2.590761,1.375244,544.443663,-63.979151,-3.046959,0.044032,0.005596,-0.117513,1.286
3.875,-2.679545,1.287328,544.099175,-63.975138,-3.05124,0.072751,0.005608,-0.11758,1.287
3.876,-2.502807,1.199113,544.615426,-64.004019,-3.065541,0.084849,0.005629,-0.117521,1.288
3.877,-2.5022,1.109928,544.443941,-64.098244,-3.04279,0.072919,0.005589,-0.117732,1.289
3.878,-2.414004,1.109585,544.789144,-64.164019,-3.038501,0.089796,0.005577,-0.117778,1.29
3.879,-2.412754,1.021363,544.272045,-64.127334,-2.969455,0.101909,0.005456,-0.117822,1.291
3.88,-2.412755,0.844277,544.443907,-64.217276,-2.992563,0.101948,0.005497,-0.11795,1.292
3.881,-2.323816,0.755927,544.443798,-64.279136,-2.942179,0.130885,0.005404,-0.118064,1.293
3.882,-2.324492,0.75598,544.788128,-64.278952,-2.988156,0.13084,0.005485,-0.117989,1.294
3.883,-2.23562,0.755584,544.789002,-64.344912,-2.93789,0.147762,0.005393,-0.11811,1.295
3.884,-2.322932,0.668493,544.613087,-64.439042,-2.918822,0.14291,0.005359,-0.118321,1.296
3.885,-2.235386,0.490705,544.787336,-64.46371,-2.937854,0.159807,0.005393,-0.118328,1.297
3.886,-2.147333,0.312703,544.7898,-64.455607,-2.933935,0.176758,0.005385,-0.118313,1.298
3.887,-2.146486,0.225012,544.788372,-64.517078,-2.93376,0.188756,0.005385,-0.118426,1.299
3.888,-2.235809,0.135534,544.789632,-64.578345,-2.938334,0.193591,0.005394,-0.118538,1.3
3.889,-2.235366,0.047461,544.960124,-64.606955,-2.915109,0.205694,0.005349,-0.118554,1.301
3.89,-2.146494,0.047065,544.960998,-64.672915,-2.864843,0.222616,0.005257,-0.118674,1.302
3.891,-2.058633,-0.130041,545.13279,-64.697447,-2.883691,0.205869,0.00529,-0.118682,1.303
3.892,-2.058189,-0.218114,545.303282,-64.726058,-2.860466,0.217973,0.005246,-0.118697,1.304
3.893,-2.147173,-0.307969,545.3053,-64.7216,-2.865115,0.222869,0.005254,-0.118689,1.305
3.894,-1.970071,-0.395358,545.133068,-64.81654,-2.879522,0.234757,0.005282,-0.1189,1.306
3.895,-2.058804,-0.572389,545.474907,-64.873328,-2.883713,0.218059,0.005287,-0.11893,1.307
3.896,-2.058024,-0.572126,545.474462,-64.938897,-2.883656,0.218043,0.005287,-0.11905,1.308
3.897,-1.970101,-0.572946,545.648324,-64.906332,-2.856473,0.234989,0.005235,-0.118953,1.309
3.898,-1.970034,-0.6609,545.647342,-64.902234,-2.856355,0.247004,0.005235,-0.118945,1.31
3.899,-1.97031,-0.749752,545.476167,-64.99652,-2.879662,0.234932,0.005279,-0.119156,1.311
3.9,-1.881539,-0.838263,545.648602,-65.025425,-2.852304,0.263877,0.005227,-0.119171,1.312
3.901,-1.881136,-0.837881,545.476682,-65.058285,-2.875354,0.263772,0.005271,-0.119269,1.313
3.902,-1.881917,-1.01523,545.648989,-65.082658,-2.898519,0.263827,0.005312,-0.119276,1.314
3.903,-1.881226,-1.014667,545.818007,-65.115232,-2.875227,0.230272,0.005268,-0.119298,1.315
3.904,-1.793237,-1.014729,545.819192,-65.181252,-2.871019,0.247052,0.00526,-0.119419,1.316
3.905,-1.703932,-1.102953,545.476445,-65.177537,-2.866867,0.275857,0.005256,-0.119487,1.317
3.906,-1.704,-1.192086,545.64929,-65.271578,-2.890093,0.263882,0.005297,-0.119622,1.318
3.907,-1.615166,-1.192739,545.479447,-65.239103,-2.863009,0.280777,0.005249,-0.1196,1.319
3.908,-1.615338,-1.282188,545.308406,-65.267759,-2.840315,0.268863,0.005209,-0.11969,1.32
3.909,-1.438405,-1.369739,545.308718,-65.329744,-2.877748,0.280759,0.005277,-0.119803,1.321
3.91,-1.35001,-1.458131,545.309678,-65.325941,-2.873496,0.309615,0.005269,-0.119796,1.322
3.911,-1.526812,-1.457775,545.135705,-65.358441,-2.858921,0.309567,0.005244,-0.119894,1.323
3.912,-1.438134,-1.547261,545.30817,-65.387011,-2.831829,0.280948,0.005193,-0.119908,1.324
3.913,-1.349703,-1.635396,545.479847,-65.481642,-2.804396,0.309831,0.005141,-0.120044,1.325
3.914,-1.349467,-1.635175,545.480471,-65.481547,-2.850471,0.309735,0.005226,-0.120044,1.326
3.915,-1.172395,-1.813053,545.653895,-65.506313,-2.819128,0.309972,0.005167,-0.120051,1.327
3.916,-1.261144,-1.9907,545.482386,-65.530711,-2.800634,0.326875,0.005134,-0.120134,1.328
3.917,-1.260673,-2.078271,545.309483,-65.559472,-2.823566,0.338784,0.005178,-0.120224,1.329
3.918,-1.171995,-2.167757,545.481947,-65.588042,-2.796473,0.310165,0.005127,-0.120239,1.33
3.919,-1.084281,-2.345384,545.483653,-65.645665,-2.792479,0.327054,0.005119,-0.120344,1.331
3.92,-1.084281,-2.345384,545.483653,-65.645665,-2.792479,0.327054,0.005119,-0.120344,1.332
3.921,-1.083706,-2.520651,545.480484,-65.768761,-2.792111,0.351005,0.005119,-0.12057,1.333
3.922,-1.083839,-2.610543,545.826007,-65.764218,-2.792362,0.339197,0.005116,-0.120486,1.334
3.923,-1.084286,-2.877557,545.655487,-65.784476,-2.769882,0.327391,0.005076,-0.12056,1.335
3.924,-1.084418,-2.877461,545.998748,-65.849956,-2.769726,0.327427,0.005073,-0.120605,1.336
3.925,-0.995645,-3.054399,545.826834,-65.874577,-2.788673,0.310628,0.005109,-0.120688,1.337
3.926,-0.907216,-3.232521,546.000773,-65.899184,-2.761647,0.327668,0.005058,-0.120694,1.338
3.927,-1.084328,-3.497086,545.826204,-65.984818,-2.793168,0.339585,0.005117,-0.12089,1.339
3.928,-0.908034,-3.497227,546.171963,-65.985088,-2.830695,0.33958,0.005183,-0.120814,1.34
3.929,-0.907736,-3.674248,545.828019,-66.042505,-2.830933,0.339576,0.005186,-0.120995,1.341
3.93,-0.819641,-3.762706,546.344784,-66.071227,-2.849551,0.368475,0.005216,-0.120933,1.342
3.931,-0.908142,-3.851717,546.171801,-66.099588,-2.830991,0.33972,0.005183,-0.121023,1.343
3.932,-0.731104,-3.939865,546.172247,-66.095943,-2.822422,0.351774,0.005168,-0.121017,1.344
3.933,-0.731314,-4.11667,546.00009,-66.18613,-2.845611,0.351716,0.005212,-0.12122,1.345
3.934,-0.820399,-4.29464,546.173668,-66.144618,-2.873169,0.368636,0.005261,-0.121105,1.346
3.935,-0.643394,-4.384565,546.348076,-66.173484,-2.841943,0.356858,0.005202,-0.12112,1.347
3.936,-0.643262,-4.471759,546.174415,-66.26797,-2.8648,0.368706,0.005245,-0.121331,1.348
3.937,-0.643878,-4.738935,546.176439,-66.255273,-2.865346,0.35691,0.005246,-0.121307,1.349
3.938,-0.555211,-4.826849,546.34874,-66.349809,-2.883989,0.385696,0.005279,-0.121442,1.35
3.939,-0.555716,-4.915347,546.692221,-66.279896,-2.883847,0.397824,0.005275,-0.121238,1.351
3.94,-0.467431,-5.182416,546.351724,-66.333309,-2.880284,0.402756,0.005272,-0.121411,1.352
3.941,-0.37862,-5.447809,546.522223,-66.353681,-2.852956,0.398166,0.00522,-0.121411,1.353
3.942,-0.290396,-5.44765,546.524032,-66.419606,-2.894823,0.41485,0.005297,-0.121531,1.354
3.943,-0.289953,-5.535723,546.694524,-66.448217,-2.871598,0.426953,0.005253,-0.121545,1.355
3.944,-0.20139,-5.623954,546.522939,-66.477368,-2.844321,0.455801,0.005204,-0.121637,1.356
3.945,-0.20234,-5.801465,546.86779,-66.468786,-2.890512,0.455865,0.005286,-0.121545,1.357
3.946,-0.025267,-5.979343,547.041214,-66.493553,-2.859169,0.456102,0.005227,-0.121551,1.358
3.947,-0.025032,-6.067135,546.867688,-66.522408,-2.836025,0.468108,0.005186,-0.121643,1.359
3.948,-0.025285,-6.157046,546.699728,-66.551105,-2.859591,0.489742,0.005231,-0.121732,1.36
3.949,-0.026066,-6.334396,546.872035,-66.575478,-2.882756,0.489797,0.005271,-0.121739,1.361
3.95,-0.025623,-6.422469,547.042527,-66.604089,-2.859531,0.5019,0.005227,-0.121753,1.362
3.951,0.06243,-6.600472,547.04499,-66.595986,-2.855612,0.518851,0.00522,-0.121738,1.363
3.952,0.150483,-6.778474,547.047454,-66.587883,-2.851693,0.535802,0.005213,-0.121722,1.364
3.953,0.150078,-6.955943,547.391236,-66.644966,-2.851751,0.535946,0.00521,-0.12175,1.365
3.954,0.238788,-7.043653,547.389738,-66.641026,-2.847316,0.531158,0.005202,-0.121743,1.366
3.955,0.238539,-7.132289,547.391212,-66.637063,-2.847382,0.576817,0.005202,-0.121736,1.367
3.956,0.23877,-7.221356,547.048252,-66.698578,-2.847738,0.564798,0.005206,-0.121924,1.368
3.957,0.238872,-7.39904,547.220248,-66.72289,-2.824845,0.564996,0.005162,-0.121931,1.369
3.958,0.415778,-7.487092,547.563954,-66.784726,-2.81612,0.577085,0.005143,-0.121967,1.37
3.959,0.327203,-7.57529,547.563486,-66.780468,-2.82032,0.605902,0.005151,-0.121959,1.371
3.96,0.32673,-7.664805,547.90825,-66.841649,-2.820496,0.594031,0.005148,-0.121994,1.372
3.961,0.41493,-7.842287,548.080801,-66.800456,-2.839418,0.577347,0.005181,-0.121881,1.373
3.962,0.415537,-7.931473,547.909316,-66.894682,-2.816667,0.565416,0.005141,-0.122091,1.374
3.963,0.414885,-8.020492,548.08271,-66.857859,-2.793684,0.61118,0.005097,-0.121985,1.375
3.964,0.41516,-8.108727,548.425746,-66.853515,-2.793484,0.623291,0.005094,-0.121901,1.376
3.965,0.414688,-8.198242,548.77051,-66.914696,-2.79366,0.611421,0.005091,-0.121936,1.377
3.966,0.414755,-8.286196,548.769527,-66.910597,-2.793542,0.623435,0.005091,-0.121928,1.378
3.967,0.415226,-8.373767,548.596624,-66.939358,-2.816474,0.635345,0.005134,-0.122019,1.379
3.968,0.414548,-8.551714,548.769065,-66.898101,-2.793638,0.635559,0.005091,-0.121906,1.38
3.969,0.502403,-8.641668,549.115773,-66.959577,-2.789681,0.64053,0.00508,-0.121941,1.381
3.97,0.503381,-8.729454,548.771084,-66.955568,-2.789662,0.652494,0.005083,-0.12201,1.382
3.971,0.502403,-8.641668,549.115773,-66.959577,-2.789681,0.64053,0.00508,-0.121941,1.383
3.972,0.591615,-8.730867,548.773056,-66.955527,-2.785795,0.611771,0.005076,-0.12201,1.384
3.973,0.502128,-8.819232,549.116293,-66.95118,-2.789895,0.640639,0.005081,-0.121925,1.385
3.974,0.590456,-8.819671,549.118236,-66.951475,-2.785762,0.657481,0.005073,-0.121925,1.386
3.975,0.679201,-8.99711,549.289718,-66.975946,-2.758552,0.640876,0.005022,-0.121932,1.387
3.976,0.680112,-8.996942,548.946012,-66.976035,-2.758651,0.640825,0.005025,-0.122008,1.388
3.977,0.680112,-8.996942,548.946012,-66.976035,-2.758651,0.640825,0.005025,-0.122008,1.389
3.978,0.680179,-9.084896,548.945029,-66.971936,-2.758533,0.65284,0.005025,-0.122001,1.39
3.979,0.680179,-9.084896,548.945029,-66.971936,-2.758533,0.65284,0.005025,-0.122001,1.391
3.98,0.767593,-9.17549,549.292939,-66.902118,-2.754707,0.657889,0.005015,-0.121797,1.392
3.981,0.76766,-9.263443,549.291956,-66.898019,-2.754589,0.669904,0.005015,-0.12179,1.393
3.982,0.678272,-9.353681,549.465894,-66.860701,-2.736189,0.674905,0.00498,-0.121683,1.394
3.983,0.766641,-9.531001,549.4659,-66.852463,-2.732086,0.658212,0.004972,-0.121668,1.395
3.984,0.855182,-9.618872,549.636947,-66.815569,-2.750676,0.653433,0.005005,-0.121563,1.396
3.985,0.677871,-9.708289,549.637022,-66.810815,-2.759459,0.641488,0.005021,-0.121554,1.397
3.986,0.677938,-9.796243,549.63604,-66.806717,-2.759341,0.653502,0.00502,-0.121547,1.398
3.987,0.765863,-9.88549,549.465554,-66.769867,-2.778462,0.624706,0.005057,-0.121518,1.399
3.988,0.677597,-9.885854,549.637543,-66.802418,-2.759673,0.641597,0.005021,-0.121539,1.4
3.989,0.677597,-9.885854,549.637543,-66.802418,-2.759673,0.641597,0.005021,-0.121539,1.401
3.99,0.58845,-10.063022,549.63719,-66.728061,-2.810153,0.624784,0.005113,-0.121404,1.402
3.991,0.676374,-10.063843,549.811053,-66.695496,-2.78297,0.64173,0.005062,-0.121306,1.403
3.992,0.7643,-10.15309,549.640567,-66.658647,-2.802091,0.612934,0.005098,-0.121277,1.404
3.993,0.675804,-10.152814,549.811169,-66.625397,-2.82925,0.5961,0.005146,-0.121179,1.405
3.994,0.676311,-10.153028,549.639383,-66.592626,-2.806299,0.596154,0.005106,-0.121157,1.406
3.995,0.498561,-10.153097,549.638399,-66.526603,-2.814807,0.596131,0.005121,-0.121037,1.407
3.996,0.497883,-10.331045,549.81084,-66.485346,-2.791971,0.596344,0.005078,-0.120924,1.408
3.997,0.497339,-10.331087,549.811909,-66.419681,-2.838104,0.596264,0.005162,-0.120804,1.409
3.998,0.498014,-10.33114,549.467579,-66.419865,-2.792127,0.596309,0.005082,-0.12088,1.41
3.999,0.497403,-10.243228,549.469631,-66.3583,-2.838378,0.584214,0.005166,-0.120768,1.411
4,0.497277,-10.243186,549.468377,-66.226869,-2.838326,0.550649,0.005166,-0.120529,1.412
4.001,0.496806,-10.155615,549.64128,-66.198109,-2.815394,0.538739,0.005122,-0.120439,1.413
4.002,0.496769,-10.155872,549.470563,-66.099674,-2.838576,0.538712,0.005166,-0.120297,1.414
4.003,0.408379,-10.066205,549.639036,-66.070818,-2.819327,0.533881,0.005129,-0.120208,1.415
4.004,0.408381,-9.889119,549.467175,-65.980876,-2.796219,0.533841,0.005089,-0.120082,1.416
4.005,0.319477,-9.890499,549.640262,-65.947426,-2.823828,0.493088,0.005138,-0.119983,1.417
4.006,0.319546,-9.801366,549.467418,-65.853385,-2.800602,0.505063,0.005097,-0.119849,1.418
4.007,0.319986,-9.713627,549.296615,-65.824713,-2.777769,0.493102,0.005057,-0.119835,1.419
4.008,0.230799,-9.713914,549.298198,-65.758889,-2.82822,0.509824,0.005149,-0.119714,1.42
4.009,0.141624,-9.625785,549.297683,-65.697124,-2.832528,0.480984,0.005157,-0.119602,1.421
4.01,0.229995,-9.626019,549.125828,-65.598943,-2.805317,0.464251,0.005109,-0.119461,1.422
4.011,0.22962,-9.447899,549.126242,-65.607307,-2.897236,0.463904,0.005276,-0.119476,1.423
4.012,0.141671,-9.270494,549.123913,-65.549779,-2.855155,0.447111,0.005199,-0.119372,1.424
4.013,0.053071,-9.270534,548.950629,-65.451145,-2.836394,0.430339,0.005167,-0.11923,1.425
4.014,0.052291,-9.270797,548.951074,-65.385575,-2.836451,0.430355,0.005167,-0.11911,1.426
4.015,0.052189,-9.093113,548.779078,-65.361263,-2.859344,0.430158,0.00521,-0.119103,1.427
4.016,0.051645,-9.093155,548.780147,-65.295599,-2.905477,0.430077,0.005294,-0.118983,1.428
4.017,0.051515,-8.915973,548.951547,-65.271137,-2.882213,0.430073,0.00525,-0.118901,1.429
4.018,0.051646,-8.916069,548.608286,-65.205657,-2.882369,0.430038,0.005254,-0.118856,1.43
4.019,-0.036917,-8.827838,548.77987,-65.176506,-2.909646,0.40119,0.005302,-0.118766,1.431
4.02,-0.037865,-8.828263,548.952859,-65.077982,-2.932729,0.401215,0.005342,-0.118549,1.432
4.021,0.05036,-8.651018,548.782806,-65.053965,-2.951489,0.417859,0.005378,-0.118542,1.433
4.022,-0.0379,-8.738533,548.77988,-65.049571,-2.955504,0.413032,0.005386,-0.118535,1.434
4.023,-0.03864,-8.739239,549.296888,-64.950802,-2.978505,0.413153,0.005422,-0.118244,1.435
4.024,-0.038675,-8.649509,549.12391,-64.922391,-3.001281,0.42497,0.005466,-0.118229,1.436
4.025,-0.215987,-8.738925,549.123985,-64.917638,-3.010063,0.413025,0.005482,-0.11822,1.437
4.026,-0.217002,-8.651397,549.297957,-64.823213,-3.033264,0.401035,0.005522,-0.118011,1.438
4.027,-0.039624,-8.649934,549.296899,-64.823867,-3.024363,0.424995,0.005506,-0.118012,1.439
4.028,-0.040175,-8.562824,549.472882,-64.795147,-3.047691,0.446633,0.005547,-0.117922,1.44
4.029,-0.041462,-8.562873,549.645113,-64.762348,-3.070699,0.446596,0.005587,-0.117826,1.441
4.03,-0.04163,-8.563034,549.817657,-64.729394,-3.093725,0.446604,0.005627,-0.117729,1.442
4.031,-0.041254,-8.563154,549.989132,-64.762103,-3.070618,0.446693,0.005583,-0.117752,1.443
4.032,0.046972,-8.651707,550.162636,-64.725345,-3.089393,0.475558,0.005615,-0.117648,1.444
4.033,0.046024,-8.652132,550.335625,-64.626821,-3.112476,0.475582,0.005656,-0.117432,1.445
4.034,0.04643,-8.740462,550.3354,-64.556997,-3.112433,0.487659,0.005656,-0.117305,1.446
4.035,0.134757,-8.740901,550.337343,-64.557292,-3.1083,0.504501,0.005648,-0.117305,1.447
4.036,0.045579,-8.741432,550.853038,-64.589753,-3.089411,0.521443,0.005608,-0.117254,1.448
4.037,0.133442,-8.653438,551.02712,-64.495392,-3.15437,0.492554,0.005725,-0.117046,1.449
4.038,0.221603,-8.564051,551.199345,-64.532757,-3.172856,0.521248,0.005756,-0.117077,1.45
4.039,0.132832,-8.652912,551.714815,-64.495394,-3.153924,0.550267,0.005717,-0.1169,1.451
4.04,0.13317,-8.653289,551.715573,-64.429668,-3.153999,0.550329,0.005717,-0.116781,1.452
4.041,0.220211,-8.653775,551.889747,-64.397165,-3.172874,0.567133,0.005749,-0.116685,1.453
4.042,0.220418,-8.654057,552.233766,-64.39692,-3.172792,0.56723,0.005745,-0.116612,1.454
4.043,0.308644,-8.476811,552.063713,-64.372903,-3.191552,0.583874,0.005781,-0.116604,1.455
4.044,0.308448,-8.477475,552.579652,-64.339798,-3.168421,0.584076,0.005734,-0.116435,1.456
4.045,0.308244,-8.387906,552.579218,-64.278433,-3.214222,0.595902,0.005817,-0.116324,1.457
4.046,0.307525,-8.388971,552.753594,-64.245709,-3.191356,0.62965,0.005774,-0.116228,1.458
4.047,0.30753,-8.299684,553.097179,-64.184098,-3.237076,0.641573,0.005853,-0.116045,1.459
4.048,0.394777,-8.300451,553.615372,-64.15135,-3.255869,0.658474,0.005881,-0.115877,1.46
4.049,0.483785,-8.211655,553.616569,-64.090218,-3.251479,0.687284,0.005873,-0.115766,1.461
4.05,0.483446,-8.12418,553.446211,-63.995977,-3.228703,0.675339,0.005834,-0.115632,1.462
4.051,0.483618,-8.03473,553.617251,-63.967321,-3.251397,0.687253,0.005873,-0.115544,1.463
4.052,0.571542,-8.035551,553.791114,-63.934757,-3.224214,0.704199,0.005822,-0.115449,1.464
4.053,0.571307,-7.947759,553.964641,-63.905901,-3.247357,0.692193,0.005862,-0.115361,1.465
4.054,0.571479,-7.85831,554.135681,-63.877245,-3.270051,0.704107,0.005901,-0.115274,1.466
4.055,0.571443,-7.680154,554.307051,-63.853119,-3.246521,0.761667,0.005857,-0.115194,1.467
4.056,0.5706,-7.503176,554.652063,-63.730038,-3.292416,0.761591,0.005936,-0.114901,1.468
4.057,0.571484,-7.50351,554.651752,-63.729977,-3.246358,0.761734,0.005853,-0.114901,1.469
4.058,0.571186,-7.32649,554.995695,-63.67256,-3.24612,0.761738,0.005849,-0.114726,1.47
4.059,0.659284,-7.326288,554.99625,-63.607055,-3.287935,0.744855,0.005924,-0.114608,1.471
4.06,0.658712,-7.326832,555.340714,-63.541241,-3.287911,0.744969,0.005921,-0.114418,1.472
4.061,0.569939,-7.149894,555.512627,-63.51662,-3.268964,0.761767,0.005885,-0.114339,1.473
4.062,0.569835,-7.062198,555.342893,-63.422284,-3.292264,0.749725,0.005928,-0.114204,1.474
4.063,0.569706,-6.885016,555.514293,-63.397822,-3.269,0.749721,0.005885,-0.114125,1.475
4.064,0.570554,-6.79562,555.341003,-63.36935,-3.245717,0.76168,0.005845,-0.114109,1.476
4.065,0.570386,-6.795781,555.513547,-63.336395,-3.268743,0.761689,0.005884,-0.114014,1.477
4.066,0.570256,-6.6186,555.684946,-63.311933,-3.245479,0.761684,0.005841,-0.113935,1.478
4.067,0.569748,-6.531285,555.687132,-63.184738,-3.245729,0.749748,0.005841,-0.113706,1.479
4.068,0.569854,-6.353883,555.859155,-63.160181,-3.26854,0.749647,0.00588,-0.113626,1.48
4.069,0.570299,-6.264869,555.857786,-63.098849,-3.222208,0.761711,0.005797,-0.113516,1.481
4.07,0.569724,-6.089601,555.860955,-62.975752,-3.222575,0.73776,0.005797,-0.113294,1.482
4.071,0.480448,-6.089588,556.032001,-62.876933,-3.249791,0.720943,0.005845,-0.113082,1.483
4.072,0.392862,-6.000717,556.203244,-62.848057,-3.230745,0.749801,0.005809,-0.112995,1.484
4.073,0.480683,-5.823854,556.205111,-62.791181,-3.226455,0.76655,0.005801,-0.112892,1.485
4.074,0.480427,-5.823716,556.547119,-62.725231,-3.226246,0.733019,0.005797,-0.112704,1.486
4.075,0.480129,-5.646696,556.891062,-62.667814,-3.226008,0.733024,0.005793,-0.112532,1.487
4.076,0.303732,-5.468871,556.373308,-62.643232,-3.211375,0.732832,0.005772,-0.112592,1.488
4.077,0.303565,-5.291946,556.37399,-62.520335,-3.211293,0.732801,0.005772,-0.112371,1.489
4.078,0.39191,-5.114682,556.717419,-62.463078,-3.206737,0.716003,0.00576,-0.112199,1.49
4.079,0.303101,-4.938001,556.718615,-62.340022,-3.210972,0.732774,0.005768,-0.111978,1.491
4.08,0.302798,-4.762255,556.893125,-62.315265,-3.234234,0.708753,0.005808,-0.111898,1.492
4.081,0.214602,-4.761912,556.547922,-62.249489,-3.238523,0.691876,0.005819,-0.111849,1.493
4.082,0.214744,-4.497153,556.721062,-62.163401,-3.215452,0.67992,0.005776,-0.11166,1.494
4.083,0.214075,-4.318739,557.062963,-62.040615,-3.214821,0.70386,0.005771,-0.111371,1.495
4.084,0.124732,-4.230772,557.234993,-61.945895,-3.242155,0.675028,0.005818,-0.111167,1.496
