Time,M024X,M024Y,M024Z,M025X,M025Y,M025Z,M026X,M026Y,M026Z,M027X,M027Y,M027Z,M028X,M028Y,M028Z,M029X,M029Y,M029Z,M030X,M030Y,M030Z,,,,
3.5083,180.082,282.195,1359.13,175.843,277.163,1205.11,133.17,447.294,743.032,111.183,352.006,337.669,75.2199,310.304,298.918,149.491,461.784,282.257,109.043,556.102,285.526,,,,
3.5167,180.068,278.858,1356.16,175.77,274.052,1202.2,133.462,449.886,742.859,111.442,352.39,337.838,75.4581,310.41,299.164,149.654,461.918,282.055,109.156,556.482,285.409,,,,
3.525,179.641,275.449,1352.99,175.429,270.754,1199.2,133.881,452.473,742.699,111.658,352.785,337.957,75.6157,310.537,299.251,150.137,462.229,281.887,109.292,556.749,285.42,,,,
3.5333,179.423,272.022,1349.54,174.816,266.963,1195.79,134.488,454.824,742.484,111.692,353.036,337.947,75.7891,310.628,299.28,150.448,462.33,281.657,109.532,556.981,285.296,,,,
3.5417,178.895,268.538,1345.83,174.411,263.924,1192.39,135.459,457.074,742.19,111.921,353.367,337.836,75.9373,310.6,299.289,150.529,462.403,281.708,109.618,557.066,285.328,,,,
3.55,178.295,265.119,1341.9,173.923,260.702,1188.88,136.749,458.975,741.706,112.078,353.497,337.763,76.0566,310.567,299.338,150.672,462.499,281.608,109.759,557.103,285.368,,,,
3.5583,177.773,261.624,1337.74,173.467,257.86,1184.86,138.015,460.576,741.083,111.972,353.65,337.638,76.017,310.629,299.205,150.854,462.171,281.768,109.714,556.889,285.562,,,,
3.5667,177.014,257.795,1333.37,171.959,253.83,1181,139.14,462.156,740.29,111.823,353.82,337.549,75.9265,310.579,299.229,150.679,462.121,281.871,109.841,556.86,285.501,,,,
3.575,176.301,254.035,1328.76,171.269,250.187,1176.86,140.097,463.737,739.454,111.546,353.708,337.449,75.6166,310.462,299.043,150.691,461.822,281.977,109.874,556.601,285.678,,,,
3.5833,175.787,250.258,1323.9,170.337,246.622,1172.84,140.909,465.61,738.621,111.269,353.706,337.24,75.3047,310.394,299.161,150.489,461.732,281.945,109.856,556.558,285.618,,,,
3.5917,175.002,246.096,1318.92,168.574,241.958,1168.56,141.512,467.653,737.858,111.037,353.929,337.32,75.0113,310.607,299.261,150.428,461.659,282.098,109.672,556.734,285.624,,,,
3.6,174.279,241.973,1313.72,167.615,238.117,1163.95,141.804,469.771,737.36,110.729,354.574,337.533,74.6867,310.987,299.605,150.23,462.054,282.056,109.589,557.335,285.425,,,,
3.6083,173.594,237.7,1308.27,166.674,233.981,1159.03,141.931,472.003,736.912,110.502,355.258,337.674,74.4471,311.184,299.88,150.465,462.59,282.172,109.521,557.752,285.383,,,,
3.6167,172.895,233.354,1302.69,165.789,229.544,1153.73,141.967,474.14,736.674,110.371,355.509,337.905,74.4038,311.284,300.089,149.879,462.576,282.088,109.586,557.977,285.316,,,,
3.625,172.05,228.986,1296.84,165.153,225.143,1148.23,141.404,476.066,736.301,110.154,355.753,337.916,74.509,311.426,300.076,149.79,462.504,282.26,109.557,558.002,285.355,,,,
3.6333,171.121,224.636,1290.73,164.721,220.511,1142.56,140.74,477.765,735.885,110.148,355.897,337.891,74.685,311.383,300.163,149.857,462.604,282.223,109.592,558.196,285.257,,,,
3.6417,170.268,220.304,1284.42,164.249,215.751,1136.59,140.39,479.346,735.464,110.435,355.887,338.009,74.8557,311.437,300.066,149.841,462.457,282.317,109.656,558.024,285.408,,,,
3.65,169.291,215.77,1277.84,163.679,210.924,1130.38,139.691,481.007,734.915,110.522,356.011,338.035,75.0394,311.357,300.087,149.949,462.694,282.403,109.754,558.054,285.392,,,,
3.6583,168.247,211.225,1270.83,163.335,206.232,1123.85,139.208,482.804,734.472,110.325,356.169,338.023,75.1326,311.327,299.938,149.687,462.375,282.684,109.62,557.871,285.596,,,,
3.6667,167.105,206.493,1263.8,162.93,201.411,1117.08,138.777,484.535,733.948,110.218,356.215,338.031,75.0739,311.304,299.736,149.927,462.853,282.726,109.478,557.931,285.582,,,,
3.675,166.241,201.649,1256.19,162.77,196.809,1109.93,138.236,485.997,733.25,109.655,356.249,337.674,74.8819,311.178,299.483,149.39,462.504,282.647,109.196,557.834,285.614,,,,
3.6833,165.339,196.628,1248.45,162.545,192.287,1102.53,138.224,487.403,732.61,109.281,356.294,337.412,74.4848,311.015,299.25,148.829,462.399,282.863,108.819,557.771,285.621,,,,
3.6917,164.302,191.598,1240.36,161.928,187.739,1094.81,138.367,488.733,731.821,108.522,356.395,337.03,73.9416,311.087,299.132,148.156,462.217,283.078,108.32,557.558,285.866,,,,
3.7,163.146,186.367,1232.08,161.276,182.981,1087.05,138.467,489.652,731.191,108.149,356.632,337.005,73.6542,311.223,299.292,147.923,462.573,283.177,107.957,557.955,285.693,,,,
3.7083,161.7,180.946,1223.4,160.056,178.024,1079.33,138.585,490.44,730.799,108.207,357.135,337.307,73.3988,311.55,299.454,147.215,462.738,283.326,107.578,558.343,285.762,,,,
3.7167,160.802,175.733,1214.65,159.408,173.094,1071.14,138.828,491.345,730.733,108.358,357.566,337.388,73.6589,311.712,299.789,147.54,463.38,283.233,107.647,558.825,285.596,,,,
3.725,159.701,170.427,1205.54,158.854,168.063,1063.1,139.03,492.066,730.768,108.838,357.757,337.573,74.1256,311.773,299.993,147.642,463.358,283.127,107.892,558.915,285.648,,,,
3.7333,158.597,164.986,1196.19,157.729,162.85,1054.77,139.307,492.467,730.96,109.549,357.672,337.833,74.8053,311.802,300.161,148.231,463.407,283,108.339,558.905,285.559,,,,
3.7417,157.154,159.279,1186.6,156.703,157.453,1046.24,139.302,492.828,731.13,110.042,357.868,337.893,75.5632,311.885,300.347,148.944,463.404,282.991,108.872,558.904,285.555,,,,
3.75,155.856,153.295,1176.85,156.022,151.917,1037.36,139.345,492.99,731.295,110.647,358.09,338.215,76.1915,311.962,300.606,149.971,463.824,283.091,109.368,558.998,285.557,,,,
3.7583,154.386,146.912,1167,155.304,146.25,1028.1,139.417,493.126,731.606,110.874,358.584,338.31,76.5217,312.233,300.71,149.858,463.564,283.075,109.673,559.072,285.711,,,,
3.7667,153.305,140.568,1156.9,154.691,140.632,1018.55,139.268,492.84,731.839,110.72,359.051,338.315,76.5458,312.407,300.861,149.897,463.992,283.114,110.039,559.507,285.482,,,,
3.775,152.204,133.935,1146.83,154.303,135.068,1008.85,139.492,492.18,732.065,110.384,359.18,338.346,76.1773,312.585,300.845,149.823,463.847,283.109,109.946,559.614,285.579,,,,
3.7833,151.137,127.318,1136.7,153.966,129.454,999.425,139.843,491.097,732.14,109.878,359.113,338.222,75.7262,312.585,300.896,149.442,463.853,283.09,109.614,559.776,285.389,,,,
3.7917,150.071,120.741,1126.48,153.943,123.585,989.896,140.397,489.58,732.134,109.382,358.788,338.203,75.0926,312.615,300.82,148.851,463.831,283.369,108.988,559.484,285.686,,,,
3.8,148.926,113.892,1116.46,153.955,117.22,980.824,141.094,487.701,732.196,108.839,358.387,338.246,74.3153,312.607,300.745,148.418,464.025,283.586,108.313,559.454,285.706,,,,
3.8083,148.349,107.253,1106.4,154.544,111.522,971.532,142.235,485.718,732.25,108.253,358.011,338.205,73.6379,312.488,300.756,147.861,464.034,283.68,107.792,559.2,285.861,,,,
3.8167,147.612,100.615,1096.67,155.356,105.377,962.436,143.556,483.38,732.429,107.863,357.483,338.322,73.1121,312.306,300.825,146.975,463.433,283.629,107.555,558.865,286.05,,,,
3.825,147.446,94.3804,1087.63,155.717,99.4174,953.861,144.857,480.753,732.709,107.79,357.108,338.351,72.8165,312.157,300.757,146.727,463.233,284.011,107.501,558.42,286.3,,,,
3.8333,146.722,88.0295,1078.92,155.921,93.6905,945.475,146.322,477.915,733.302,107.891,356.779,338.267,72.7832,311.928,300.793,146.639,463.304,283.881,107.579,558.264,286.287,,,,
3.8417,145.843,81.8766,1071.13,156.446,88.0076,937.759,147.364,474.793,733.943,108.318,356.388,338.352,72.939,311.912,300.735,147.129,462.994,283.944,107.646,558.001,286.415,,,,
3.85,144.965,76.1155,1064.52,156.494,82.6315,930.76,148.527,471.449,734.764,108.659,356.499,338.378,73.1756,311.934,301.001,147.08,463.1,283.795,107.897,558.226,286.279,,,,
3.8583,144.347,70.9953,1059.37,156.023,77.4319,925.019,149.332,467.969,736.067,109.064,356.515,338.579,73.2853,312.139,301.286,147.835,463.284,283.546,108.132,558.159,286.353,,,,
3.8667,143.681,66.301,1055.99,156.385,72.2824,920.508,150.345,463.975,737.554,109.245,356.447,339.07,73.1465,312.287,301.751,148.028,463.551,283.337,108.315,558.346,286.235,,,,
3.875,143.64,61.6847,1054.24,156.099,66.5576,916.769,151.625,459.175,739.304,109.153,356.475,339.394,73.1217,312.354,302.136,147.98,463.682,283.349,108.235,558.416,286.257,,,,
3.8833,144.625,56.5131,1054.16,156.637,60.6266,914.815,152.765,453.659,741.051,109.412,356.068,339.825,73.1089,312.389,302.601,147.729,463.673,283.514,108.139,558.285,286.351,,,,
3.8917,146.196,50.434,1055.3,157.191,54.2431,914.612,153.833,448.186,742.542,109.586,355.676,340.058,73.1943,312.385,303.031,148.082,463.791,283.887,108.026,557.781,286.687,,,,
3.9,147.547,44.4836,1057.19,157.716,47.9035,915.948,154.641,442.679,744.328,110.081,355.064,340.655,73.4943,312.199,303.93,147.522,463.578,283.567,107.996,557.324,286.824,,,,
3.9083,148.7,39.3317,1059.22,158.023,41.6609,918.266,155.378,437.409,746.614,110.831,354.345,341.823,73.7993,312.141,304.879,147.654,463.458,283.56,108.161,556.535,287.104,,,,
3.9167,149.64,34.6324,1061.73,158.48,35.4869,921.302,156.109,432.13,749.274,111.252,353.784,342.966,73.6891,311.623,305.741,147.896,463.191,283.417,108.787,555.73,287.319,,,,
3.925,150.166,30.0447,1064.48,159.26,29.6663,925.076,156.875,426.694,752.278,111.898,352.895,344.289,73.9723,311.065,307.267,148.366,462.037,283.451,110.24,554.042,287.592,,,,
3.9333,150.216,25.5729,1067.41,159.367,23.1378,929.005,158.219,421.503,755.65,113.374,351.531,346.362,75.3028,309.896,309.344,149.225,461.082,283.899,112.414,551.529,288.577,,,,
3.9417,150.164,21.4062,1070.6,158.821,16.8734,933.302,159.671,416.554,759.095,115.444,349.158,348.846,77.5076,307.593,311.115,152.739,458.779,283.221,115.35,548.059,293.389,,,,
3.95,150.026,17.4118,1074.08,158.774,12.3541,937.253,160.513,411.573,762.394,117.933,344.729,351.539,80.5663,303.515,312.668,156.925,456.202,280.511,117.042,544.085,303.715,,,,
3.9583,149.906,13.8652,1077.71,158.428,8.10581,941.083,161.047,407.044,765.465,120.323,338.149,354.043,84.0918,297.489,314.028,157.311,453.024,279.632,116.428,538.625,314.294,,,,
3.9667,149.603,10.4204,1081.33,158.111,4.47428,945.164,161.181,402.629,768.254,123.297,330.028,357.157,88.0319,289.285,316.132,157.457,445.685,291.116,115.412,530.85,321.416,,,,
3.975,149.497,7.01511,1084.89,157.688,1.25676,949.181,161.062,398.65,770.859,125.999,320.249,360.948,91.8395,279.31,318.62,159.239,435.993,302.083,116.777,520.103,327.639,,,,
3.9833,149.347,3.46142,1088.12,157.419,-1.89525,953.133,160.476,395.077,773.153,129.173,308.769,364.617,95.0656,267.25,321.936,162.059,422.803,309.022,122.044,507.406,331.671,,,,
3.9917,149.296,-0.123084,1091.11,157.229,-4.48251,956.591,159.794,391.778,775.204,132.152,295.61,368.556,97.4183,253.478,325.34,168.191,407.695,313.359,129.91,492.559,334.671,,,,
4,149.264,-3.58868,1093.92,156.883,-6.73503,959.571,158.86,388.465,776.936,135.665,280.201,372.618,100.146,238.192,329.098,176.908,390.629,316.487,139.444,476.497,336.414,,,,
4.0083,149.807,-6.43045,1096.34,156.617,-8.72558,962.027,157.708,385.247,777.848,139.742,264.256,376.427,104.743,222.374,333.242,185.022,370.933,322.066,149.517,458.882,337.434,,,,
4.0167,150.276,-9.10789,1098.98,156.289,-10.4732,963.941,156.647,381.895,778.027,144.165,246.947,380.683,109.675,205.425,337.175,193.742,350.596,327.991,159.421,440.916,337.79,,,,
4.025,150.401,-11.3278,1100.89,156.08,-12.1276,965.596,155.168,378.551,777.187,148.454,229.253,384.833,114.886,188.281,341.111,202.886,330.358,332.941,167.793,421.654,337.958,,,,
4.0333,149.66,-14.3916,1101.82,155.992,-13.7495,967.018,153.793,375.175,775.319,153.088,211.732,388.286,120.662,169.989,344.883,209.962,310.683,336.824,176.086,402.454,337.046,,,,
4.0417,149.167,-16.847,1102.98,156.224,-15.3728,968.177,152.641,371.654,772.414,158.105,194.544,391.042,126.454,152.183,348.136,215.872,291.895,340.415,182.396,383.012,335.573,,,,
4.05,149.876,-17.9769,1104.46,156.406,-17.2362,969.195,151.073,368.019,768.17,162.748,177.964,393.103,132.454,133.389,351.698,220.92,273.421,342.803,188.757,363.781,332.667,,,,
4.0583,149.242,-19.8192,1105.42,156.852,-19.0613,969.993,149.834,364.159,762.761,167.977,161.371,394.772,138.531,115.158,354.695,226.624,255.287,344.715,193.806,344.989,329.739,,,,
4.0667,149.706,-21.0984,1106.74,157.424,-20.7737,970.704,148.797,359.997,756.216,173.174,144.737,396.001,144.589,97.0769,357.284,227.851,234.275,344.91,198.314,326.689,325.17,,,,
4.075,149.332,-23.0163,1107.65,157.895,-22.6918,971.164,147.739,355.563,748.385,178.292,128.334,396.306,150.409,78.9989,359.247,236.521,221.112,344.15,202.25,307.517,319,,,,
4.0833,150.02,-24.5014,1108.87,158.588,-24.6031,971.647,146.942,350.735,739.575,182.704,112.356,395.838,155.77,61.7539,360.351,241.46,205.008,342.401,205.762,289.019,312.148,,,,
4.0917,150.3,-26.423,1109.82,159.195,-26.5577,971.865,146.257,345.618,729.71,186.697,96.8627,394.27,160.928,44.7685,360.568,245.067,188.319,339.183,208.839,270.544,304.995,,,,
4.1,150.634,-28.5383,1110.64,159.952,-28.3356,972.025,145.639,339.869,718.884,190.198,81.4277,391.768,165.753,28.1849,360.028,247.784,172.115,333.417,210.822,252.749,296.318,,,,
4.1083,150.248,-31.2981,1111.01,160.9,-29.681,972.082,145.806,334.224,707.428,193.944,66.7579,388.701,170.315,12.08,358.406,250.945,155.432,326.189,212.482,234.97,287.944,,,,
4.1167,150.808,-33.6286,1111.5,161.574,-31.3761,971.859,145.874,328.082,694.988,197.047,52.5696,384.277,174.375,-3.48419,355.891,253.762,139.342,317.515,212.956,217.954,277.589,,,,
4.125,151.298,-36.1779,1111.86,162.42,-32.833,971.442,146.019,321.188,682.062,200.107,38.9584,378.376,177.836,-18.42,351.936,255.353,123.326,307.481,212.943,201.148,267.034,,,,
4.1333,152.138,-38.4833,1111.96,163.589,-34.2063,970.766,146.661,313.758,668.638,202.804,25.9379,371.635,181.455,-32.8185,347.235,256.677,109.052,295.677,211.595,185.399,255.531,,,,
4.1417,152.693,-40.9038,1111.86,164.641,-35.5049,969.919,147.374,305.876,654.983,204.836,12.7726,363.492,185.403,-47.0054,341.588,256.802,93.5976,282.386,209.644,169.33,243.137,,,,
4.15,153.202,-43.2546,1111.61,165.753,-36.8196,968.903,148.415,297.474,640.994,206.818,0.440717,354.371,186.346,-60.3606,333.871,256.702,78.9596,268.905,207.534,154.168,230.479,,,,
4.1583,153.753,-45.2397,1111.21,166.707,-38.1455,967.669,149.578,288.129,627.063,208.036,-12.0323,344.108,188.668,-73.0103,324.956,255.201,63.7454,254.334,205.145,140.582,216.987,,,,
4.1667,154.327,-46.8869,1110.73,167.657,-39.3751,966.34,150.198,278.118,613.353,208.879,-24.0657,332.675,190.024,-85.1232,315.201,252.861,49.4568,239.629,202.877,127.215,202.749,,,,
4.175,154.835,-48.3454,1110.15,168.861,-40.3655,964.875,152.253,267.778,599.561,209.122,-35.4642,320.297,190.55,-97.0213,303.785,251.439,38.4377,227.175,199.473,114.408,188.775,,,,
4.1833,155.309,-49.7046,1109.5,169.837,-41.3324,963.331,154.46,257.02,586.239,208.991,-46.9059,306.991,190.837,-108.182,291.542,249.616,28.1259,213.751,195.307,101.358,173.658,,,,
4.1917,155.469,-50.8239,1108.54,170.91,-42.1946,961.68,155.094,245.443,572.832,208.193,-57.5927,292.767,189.963,-119.391,278.165,247.549,17.0256,198.686,194.503,90.9506,159.713,,,,
4.2,156.756,-51.396,1108.08,172.029,-42.877,959.951,156.435,233.474,559.992,207.509,-68.3166,278.137,188.844,-130.134,263.922,246.094,6.12432,182.677,192.071,79.8757,144.541,,,,
4.2083,157.086,-52.3671,1107.33,173.054,-43.6823,958.256,157.885,220.973,547.598,205.877,-78.6391,263.258,186.825,-140.285,249.121,243.17,-5.65678,166.44,189.86,69.9915,129.459,,,,
4.2167,158.515,-52.649,1107.2,174.063,-44.6318,956.544,159.298,208.024,535.831,204.523,-88.7932,248.488,185.016,-150.408,234.038,240.896,-14.3114,152.524,189.849,62.4648,115.463,,,,
4.225,159.333,-53.2099,1106.9,174.921,-45.7882,955.142,160.53,194.685,524.445,202.324,-98.4406,233.095,182.526,-159.309,218.241,239.523,-21.6869,137.948,188.695,54.5619,101.204,,,,
4.2333,159.484,-53.9221,1106.38,176.201,-46.4913,953.869,161.99,181.198,513.745,200.184,-107.837,217.572,180.005,-168.234,202.209,235.892,-31.2034,122.671,185.454,46.5288,86.3005,,,,
4.2417,160.769,-54.0196,1106.23,177.557,-47.3258,952.803,162.961,166.6,503.33,197.562,-117.284,201.841,177.055,-176.553,185.985,232.348,-39.5975,107.243,183.85,40.5812,72.2353,,,,
4.25,161.561,-54.3252,1106.01,178.588,-48.4669,951.824,164.904,152.97,493.984,195.676,-125.583,186.347,174.134,-184.404,169.724,229.732,-46.9712,91.3744,180.249,34.0518,57.6466,,,,
4.2583,162.388,-54.7681,1105.89,179.544,-49.5127,950.822,167.087,139.088,484.775,193.224,-133.788,171.002,170.821,-191.626,153.155,226.945,-53.7358,76.7615,178.08,28.8641,44.8065,,,,
4.2667,163.243,-55.3417,1105.83,180.692,-50.414,949.726,169.158,124.234,476.524,191.176,-141.029,155.717,167.432,-198.17,136.911,223.417,-59.5669,61.6806,175.01,23.8621,31.7259,,,,
4.275,164.445,-55.9806,1105.82,181.859,-51.3143,948.564,171.65,109.267,468.574,188.656,-147.771,140.462,164.039,-204.274,121.41,220.527,-65.1506,47.1274,171.499,18.5356,19.0007,,,,
4.2833,165.789,-56.7471,1105.83,182.709,-52.2957,947.621,173.872,93.9205,461.493,186.588,-153.877,126.023,160.886,-209.525,106.468,218.737,-70.4854,32.8903,169.906,13.5833,6.11788,,,,
4.2917,167.255,-57.5387,1105.92,183.724,-53.2454,946.555,175.713,78.1965,455.051,184.645,-158.64,111.8,157.124,-214.027,92.6064,217.95,-75.6471,19.3083,171.093,10.1019,-6.26802,,,,
4.3,168.818,-58.1933,1105.96,184.732,-54.2171,945.653,177.642,62.3841,449.339,182.805,-163.95,98.9682,153.851,-217.496,79.6121,215.735,-80.7197,5.3255,170.198,5.09083,-19.7813,,,,
4.3083,170.328,-58.6776,1105.97,185.771,-55.2238,944.661,178.94,46.7619,444.255,180.961,-168.044,87.2644,150.516,-220.674,67.2454,214.521,-85.1666,-7.62373,172.421,2.04128,-32.4016,,,,
4.3167,171.683,-59.2728,1105.75,186.936,-56.2141,943.545,180.462,31.6844,439.582,179.782,-172.224,75.8457,147.472,-223.574,55.9424,213.37,-89.1794,-20.0094,170.303,-1.3501,-33.5792,,,,
4.325,173.119,-59.8082,1105.41,187.966,-57.388,942.281,181.768,16.8037,435.555,178.721,-177.466,66.1411,145.006,-227.775,44.3388,212.25,-93.07,-32.0104,169.954,-2.55632,-27.2685,,,,
4.3333,174.689,-60.2262,1104.77,189.146,-58.4446,940.948,182.892,2.51406,431.854,176.284,-184.705,58.4326,143.205,-233.681,34.6071,211.883,-95.0901,-36.7071,168.457,0.552714,-25.6309,,,,
4.3417,176.192,-60.8472,1103.98,190.311,-59.6375,939.719,184.117,-11.0345,428.683,174.727,-193.506,53.3673,140.826,-238.659,27.3273,216.113,-95.3706,-28.4054,170.231,-1.17379,-25.737,,,,
4.35,177.63,-61.589,1103.16,191.598,-60.9481,938.337,184.802,-24.3933,426.573,173.752,-200.16,50.0244,140.945,-242.389,19.877,216.428,-96.4358,-22.6697,172.791,-4.33457,-25.5318,,,,
4.3583,179.118,-62.4798,1102.22,193.018,-62.2257,937.187,183.921,-37.7983,425.556,173.755,-203.305,46.4267,140.834,-244.977,13.0139,215.489,-96.7876,-21.634,172.72,-5.48452,-25.3147,,,,
4.3667,180.722,-63.4984,1101.29,194.437,-64.0228,936.29,182.23,-50.6114,425.392,173.837,-203.952,41.2841,140.483,-246.234,7.46405,213.996,-97.746,-22.0148,172.005,-4.49175,-25.5819,,,,
4.375,182.274,-64.6638,1100.36,196.078,-65.5742,935.597,179.911,-62.5548,425.683,173.544,-204.212,36.9446,139.82,-247.399,2.68692,210.781,-99.5735,-23.9393,172.037,-3.57187,-25.7232,,,,
4.3833,183.612,-65.9201,1099.49,197.741,-67.3175,935.199,177.23,-73.6694,425.748,172.078,-205.433,33.7608,138.521,-248.086,-1.02442,209.117,-100.383,-26.9245,171.734,-3.36933,-25.8137,,,,
4.3917,185.064,-67.2237,1098.64,199.216,-69.4562,934.983,175.482,-82.1429,426.399,170.904,-206.275,31.8981,137.111,-248.638,-3.79425,209.492,-100.44,-30.4087,171.898,-3.30538,-25.6223,,,,
4.4,186.617,-68.739,1097.9,200.951,-71.0571,935.007,174.432,-89.689,426.995,169.913,-206.938,30.718,136.096,-249.235,-5.93942,209.919,-99.993,-28.6177,171.908,-3.21698,-25.7245,,,,
4.4083,188.331,-70.3226,1097.28,202.029,-73.2485,935.291,172.843,-97.6432,427.651,169.73,-208.069,29.9198,136.222,-249.992,-7.10332,209.826,-100.25,-26.994,171.946,-3.54922,-25.5886,,,,
4.4167,190.055,-72.0555,1096.9,203.171,-75.0825,935.544,172.179,-104.539,428.382,170.594,-209.573,29.6269,135.959,-250.695,-8.18467,209.61,-101.052,-27.1245,171.92,-4.32008,-25.3501,,,,
4.425,191.735,-73.9232,1096.81,203.821,-77.0883,935.75,172.156,-110.011,428.972,171.771,-210.665,29.8741,136.974,-250.877,-8.41039,210.001,-101.501,-27.7262,172.121,-4.94522,-25.1108,,,,
4.4333,193.342,-75.6912,1096.91,204.781,-78.885,936.098,173.262,-113.875,430.01,173.019,-211.125,30.0695,137.94,-250.852,-8.74507,210.367,-101.378,-27.7671,172.214,-5.16117,-25.2247,,,,
4.4417,194.715,-77.2956,1097.17,205.141,-80.6211,936.427,176.082,-116.713,431.651,174.428,-212.309,30.7174,138.891,-251.473,-9.03743,210.946,-101.358,-27.7534,172.486,-5.37556,-25.0649,,,,
4.45,196.038,-78.4935,1097.39,205.417,-82.3334,936.878,179.198,-120.172,433.363,175.901,-213.39,31.1046,140.546,-251.956,-9.51952,211.704,-101.429,-28.15,172.696,-5.95868,-25.1406,,,,
4.4583,197.214,-79.5185,1097.44,205.829,-83.7824,937.475,182.489,-124.201,434.987,177.613,-214.271,30.7772,142.246,-252.842,-10.2389,212.786,-101.498,-28.3328,172.975,-6.77252,-25.1458,,,,
4.4667,198.186,-80.4719,1097.47,206.373,-85.5561,938.17,184.705,-127.852,436.311,179.012,-214.957,30.4447,143.347,-253.468,-10.5808,213.281,-101.935,-28.7598,173.309,-7.59649,-25.2545,,,,
4.475,199.234,-81.218,1097.34,206.675,-87.3601,938.481,186,-130.133,436.866,179.219,-214.702,29.8251,143.685,-253.474,-10.8928,213.427,-102.228,-28.7952,173.117,-7.70646,-25.4559,,,,
4.4833,200.295,-82.1842,1097.18,207.526,-88.6366,938.678,186.846,-130.703,436.604,178.827,-214.06,29.48,143.335,-253.28,-10.8095,213.369,-102.135,-28.7343,172.728,-7.41875,-25.6242,,,,
4.4917,201.4,-83.1959,1096.95,208.193,-89.9179,938.56,187.059,-130.27,435.626,178.296,-213.559,29.1227,143.129,-253.274,-10.9566,213.271,-101.974,-28.5533,173.12,-6.98817,-25.26,,,,
4.5,202.415,-84.4281,1096.65,208.585,-91.207,938.278,186.723,-129.368,434.545,177.817,-213.259,28.8584,142.725,-253.118,-10.8512,213.009,-101.834,-28.5383,172.834,-6.78527,-25.4296,,,,
4.5083,203.393,-85.7837,1096.2,209.352,-91.9058,937.835,185.947,-128.276,433.692,177.525,-213.215,28.8289,142.598,-253.108,-10.6533,212.867,-101.823,-28.3355,172.704,-6.49005,-25.3342,,,,
4.5167,204.367,-87.2305,1095.52,209.414,-93.0332,937.233,185.032,-127.083,432.884,177.354,-213.374,28.8839,142.027,-252.795,-10.6383,212.76,-101.629,-28.4199,172.521,-6.13397,-25.5247,,,,
4.525,205.106,-88.6765,1094.69,209.728,-93.9915,936.396,184.727,-125.964,432.352,177.46,-213.476,29.1569,141.909,-252.725,-10.5967,212.791,-101.49,-28.3131,172.399,-5.90444,-25.4834,,,,
4.5333,205.924,-90.175,1093.64,210.893,-93.543,935.791,185.201,-124.69,432.363,177.453,-213.54,29.2222,141.894,-252.67,-10.5343,212.663,-101.327,-28.3516,172.205,-5.58644,-25.4881,,,,
4.5417,206.711,-91.5645,1092.49,211.33,-93.6855,935.001,185.466,-124.077,432.37,177.563,-213.364,29.0829,141.979,-252.621,-10.4888,212.76,-101.175,-28.3411,172.11,-5.34511,-25.5571,,,,
4.55,207.527,-92.9442,1091.39,211.943,-94.0531,934.509,185.983,-123.986,432.713,177.617,-212.898,28.9728,142.256,-252.641,-10.2406,212.781,-101.035,-28.3217,171.926,-5.3516,-25.4624,,,,
4.5583,208.335,-94.2297,1090.42,211.603,-94.7241,934.211,186.298,-124.211,432.868,177.65,-212.624,28.9491,141.468,-252.777,-10.7471,212.807,-100.916,-28.2755,171.786,-5.19746,-25.232,,,,
4.5667,209.19,-95.3988,1089.67,212.3,-94.2524,933.924,186.466,-124.522,432.946,177.584,-212.404,28.9447,142.122,-252.569,-10.3635,212.682,-100.845,-28.3949,171.688,-5.19246,-25.4627,,,,
4.575,209.822,-96.4474,1089.19,213.525,-93.2205,933.919,186.642,-124.563,433.014,177.563,-212.129,28.8496,142.683,-252.466,-10.2887,212.616,-100.788,-28.3134,171.613,-5.14466,-25.4068,,,,
4.5833,210.653,-97.0915,1088.97,213.309,-93.0319,933.617,186.419,-124.475,432.801,177.535,-211.986,28.6421,142.069,-252.502,-10.2783,212.604,-100.8,-28.302,171.542,-5.12135,-25.4896,,,,
4.5917,211.335,-97.536,1088.99,213.348,-92.5884,933.412,186.362,-124.165,432.594,177.46,-211.865,28.606,142.326,-252.516,-10.0582,212.597,-100.779,-28.1866,171.486,-5.09471,-25.3445,,,,
4.6,212.075,-97.753,1089.16,213.655,-91.701,933.376,186.534,-123.743,432.493,177.495,-211.844,28.676,142.343,-252.598,-10.0647,212.687,-100.57,-28.2388,171.421,-4.99946,-25.4366,,,,
4.6083,212.753,-97.7223,1089.49,213.469,-90.7892,933.527,186.67,-123.414,432.347,177.463,-211.762,28.6185,142.627,-253.396,-9.36353,212.507,-100.59,-28.3406,171.524,-5.00148,-25.3267,,,,
4.6167,213.381,-97.559,1089.92,213.376,-89.6683,933.772,186.83,-123.106,432.333,177.469,-211.592,28.6378,142.263,-252.486,-9.92495,212.425,-100.603,-28.321,171.325,-4.82422,-25.4599,,,,
4.625,214.049,-97.2547,1090.44,213.131,-88.5711,934.13,186.825,-122.776,432.28,177.456,-211.509,28.6491,142.136,-252.408,-9.83775,212.502,-100.487,-28.2031,171.058,-4.75675,-25.5095,,,,
4.6333,214.751,-97.027,1090.93,212.946,-87.3845,934.502,186.73,-122.373,432.18,177.442,-211.495,28.7847,142.215,-252.42,-9.7872,212.453,-100.452,-28.2776,171.287,-4.60678,-25.4734,,,,
