Time,M024X,M024Y,M024Z,M025X,M025Y,M025Z,M026X,M026Y,M026Z,M027X,M027Y,M027Z,M028X,M028Y,M028Z,M029X,M029Y,M029Z,M030X,M030Y,M030Z,,,,
5.6833,131.116,-120.935,1103.74,144.966,-99.8071,942.377,122.414,-67.7703,438.758,127.288,-154.096,32.2965,93.9446,-195.738,-8.4911,162.966,-41.2712,-26.6909,117.911,50.0898,-22.8777,,,,
5.6917,131.651,-121.278,1103.48,145.514,-99.9833,942.717,123.035,-68.1655,438.744,127.504,-154.215,32.1336,93.791,-195.861,-8.76653,163.125,-41.2095,-26.6384,118.051,50.1367,-22.706,,,,
5.7,132.399,-121.597,1103.26,146.247,-100.127,942.997,123.645,-68.3992,438.65,127.601,-154.31,32.0035,94.288,-195.743,-8.62265,163.282,-41.1909,-26.8664,118.102,50.1976,-22.921,,,,
5.7083,133.163,-122.012,1103.18,146.814,-100.214,943.257,124.224,-68.7399,438.628,127.729,-154.447,32.0237,94.3186,-195.747,-8.76319,163.032,-41.1256,-27.1395,118.247,50.1984,-22.8722,,,,
5.7167,134.013,-122.364,1103.21,147.579,-100.17,943.601,124.511,-69.268,438.503,127.764,-154.406,31.8055,94.2814,-195.76,-8.71581,163.257,-41.2981,-27.0294,118.22,50.2037,-23.046,,,,
5.725,134.931,-122.638,1103.26,148.273,-100.053,943.834,124.614,-69.7699,438.423,127.624,-154.267,31.6604,94.2414,-195.739,-8.80653,163.382,-41.3646,-26.8169,118.239,50.2266,-22.9503,,,,
5.7333,135.707,-122.946,1103.27,149.004,-99.713,944.088,124.98,-70.0627,438.546,127.684,-154.187,31.6801,94.1607,-195.785,-8.8734,163.965,-40.6953,-26.4503,118.126,50.2464,-23.0753,,,,
5.7417,136.63,-123.087,1103.24,149.45,-99.573,944.03,125.03,-70.4036,438.54,127.54,-154.093,31.4958,94.0695,-195.728,-8.95721,163.161,-41.2807,-26.9027,118.15,50.2824,-22.9992,,,,
5.75,137.507,-123.133,1103.1,150.2,-99.1318,944.026,125.128,-70.5655,438.483,127.414,-154.02,31.494,94.0141,-195.744,-8.89265,162.911,-41.3427,-26.9428,118.039,50.3799,-22.9821,,,,
5.7583,138.386,-123.047,1102.9,150.741,-98.7997,944.065,124.998,-70.8561,438.372,127.33,-153.982,31.3659,93.9403,-195.715,-8.91709,163.104,-41.2556,-26.8144,117.992,50.4629,-22.8447,,,,
5.7667,139.37,-122.773,1102.69,151.341,-98.4741,943.973,124.949,-71.1674,438.355,127.382,-153.972,31.3604,93.9027,-195.748,-8.92365,162.946,-41.364,-26.968,117.706,50.4979,-22.9779,,,,
5.775,140.206,-122.542,1102.46,151.912,-97.7694,943.904,124.992,-71.3998,438.405,127.258,-153.891,31.2743,93.9386,-195.821,-8.9463,163.052,-41.1433,-26.6839,117.768,50.5614,-22.8393,,,,
5.7833,141.126,-122.263,1102.22,152.561,-97.177,943.782,124.903,-71.7982,438.323,127.255,-153.826,31.1455,93.8705,-195.757,-8.97849,162.863,-41.3304,-26.6101,117.513,50.6122,-22.9242,,,,
5.7917,142.103,-121.894,1101.89,153.035,-96.5359,943.644,124.878,-72.1874,438.327,127.354,-153.806,31.0659,93.9284,-195.794,-9.09883,162.948,-41.0253,-26.6629,117.551,50.6703,-22.7563,,,,
5.8,142.893,-121.639,1101.6,153.57,-95.8866,943.504,125.145,-72.5304,438.408,127.456,-153.765,31.0841,94.0103,-195.842,-9.16892,163.015,-41.1767,-26.8947,117.53,50.657,-22.8671,,,,
5.8083,143.897,-121.274,1101.25,153.993,-95.2029,943.306,125.133,-73.0089,438.334,127.603,-153.826,30.9964,94.0674,-195.898,-9.23419,162.717,-41.1262,-26.8322,117.649,50.5645,-22.876,,,,
5.8167,144.733,-121.045,1100.86,154.371,-94.5572,943.194,125.491,-73.3795,438.397,127.827,-153.864,30.934,94.1375,-195.946,-9.24396,162.671,-41.064,-26.9163,117.707,50.4927,-22.9322,,,,
5.825,145.635,-120.815,1100.55,154.789,-93.9487,943.019,125.612,-73.8227,438.326,127.809,-153.933,30.8091,94.2298,-196.042,-9.35608,162.876,-41.3146,-26.7137,117.837,50.3823,-22.7485,,,,
5.8333,146.544,-120.57,1100.19,155.113,-93.2581,942.948,125.874,-74.1523,438.302,127.98,-154.034,30.7266,94.2305,-196.134,-9.43851,162.738,-41.3608,-26.721,117.78,50.3105,-22.8538,,,,
5.8417,147.446,-120.423,1099.87,155.673,-92.7363,942.788,126.513,-74.2162,438.403,128.142,-154.049,30.6816,94.4934,-196.131,-9.48626,162.98,-41.366,-26.731,117.851,50.2759,-22.6361,,,,
5.85,148.341,-120.265,1099.49,155.993,-92.1873,942.612,126.913,-74.3318,438.371,128.266,-154.045,30.5639,94.5626,-196.095,-9.53311,162.614,-41.1628,-27.0813,117.788,50.3477,-22.7299,,,,
5.8583,149.32,-120.058,1099.13,156.51,-91.6896,942.557,127.202,-74.394,438.278,128.373,-153.906,30.3864,94.6033,-196.125,-9.61029,163.019,-41.2906,-26.7879,117.763,50.3176,-22.6396,,,,
5.8667,150.166,-119.956,1098.84,156.959,-91.2016,942.45,127.402,-74.409,438.259,128.41,-153.757,30.331,94.6896,-196.085,-9.58645,162.886,-41.2287,-26.8947,117.635,50.3535,-22.7972,,,,
5.875,151.023,-119.84,1098.47,157.465,-90.5854,942.35,127.542,-74.3584,438.157,128.432,-153.665,30.1412,94.7592,-196.183,-9.65863,163.639,-40.6035,-26.4197,117.533,50.3648,-22.842,,,,
5.8833,151.734,-119.852,1098.19,157.791,-90.2242,942.248,127.796,-74.3077,438.16,128.496,-153.557,30.089,94.8217,-196.123,-9.64707,162.879,-41.1962,-26.8851,117.565,50.4335,-22.7315,,,,
5.8917,152.501,-119.703,1097.8,158.297,-89.7673,942.173,128.026,-74.3015,438.072,128.463,-153.497,29.9566,94.8262,-196.208,-9.73815,162.854,-41.2738,-26.7945,117.487,50.4699,-22.575,,,,
5.9,153.235,-119.555,1097.41,158.653,-89.4609,942.151,128.373,-74.1987,438.009,128.477,-153.424,29.8349,94.8203,-196.173,-9.69595,162.853,-41.1561,-26.8831,117.39,50.4526,-22.6868,,,,
5.9083,153.854,-119.381,1097.04,159.051,-89.2299,942.037,128.79,-74.0205,437.988,128.622,-153.425,29.8514,94.9185,-196.242,-9.78881,162.973,-41.3547,-26.9257,117.415,50.5429,-22.5806,,,,
5.9167,154.386,-119.192,1096.58,159.448,-88.7769,941.965,129.23,-73.9019,437.847,128.631,-153.401,29.7009,94.9901,-196.275,-9.69273,162.891,-41.0426,-26.9194,117.367,50.491,-22.8016,,,,
5.925,155.014,-118.901,1096.19,159.871,-88.4855,941.819,130.018,-73.5226,437.745,128.66,-153.368,29.6213,94.9963,-196.254,-9.82696,162.98,-41.4135,-26.6484,117.41,50.5047,-22.6438,,,,
5.9333,155.427,-118.657,1095.72,160.21,-88.2486,941.678,129.931,-73.8229,437.847,128.829,-153.42,29.6566,95.028,-196.27,-9.87887,163.039,-40.9951,-26.9061,117.385,50.5334,-22.8437,,,,
5.9417,155.878,-118.253,1095.27,160.558,-87.9829,941.596,130.499,-73.5143,437.797,128.757,-153.477,29.479,95.0909,-196.284,-9.94259,163.28,-41.1054,-27.0765,117.452,50.524,-22.8244,,,,
5.95,156.292,-117.927,1094.8,160.861,-87.7854,941.432,130.883,-73.4342,437.796,128.999,-153.466,29.5879,95.1081,-196.263,-9.87548,163.11,-40.9585,-26.9769,117.42,50.5563,-22.8027,,,,
5.9583,156.655,-117.565,1094.36,161.092,-87.5615,941.261,131.281,-73.1789,437.7,129.171,-153.464,29.488,95.1923,-196.329,-9.9802,163.174,-40.8936,-26.9362,117.567,50.6406,-22.7159,,,,
5.9667,156.996,-117.176,1093.91,161.371,-87.3981,941.164,131.996,-72.5891,437.548,129.156,-153.478,29.4528,95.1835,-196.257,-9.91714,163.176,-41.013,-26.9997,117.441,50.5944,-22.9249,,,,
5.975,157.155,-116.935,1093.54,161.561,-87.2779,941.06,132.066,-72.4981,437.649,129.174,-153.464,29.4697,95.0334,-196.396,-10.093,163.267,-41.0049,-26.8242,117.516,50.6663,-22.8311,,,,
5.9833,157.443,-116.601,1093.16,161.865,-87.135,940.823,132.155,-72.3511,437.535,129.099,-153.391,29.3285,95.2859,-196.25,-9.95421,163.306,-40.9549,-27.0221,117.452,50.7761,-23.051,,,,
5.9917,157.743,-116.298,1092.84,162.032,-86.9825,940.612,132.37,-72.012,437.484,129.145,-153.318,29.3199,95.3849,-196.222,-10.0407,163.036,-40.7832,-27.226,117.529,50.7914,-22.8575,,,,
6,157.846,-116.098,1092.63,162.247,-86.8626,940.508,132.627,-71.7972,437.578,129.223,-153.288,29.4065,95.3206,-196.269,-10.0144,163.368,-40.8778,-27.0179,117.411,50.7968,-22.9751,,,,
6.0083,158.154,-115.838,1092.45,162.502,-86.6376,940.303,132.973,-71.5054,437.375,129.118,-153.247,29.3467,95.2976,-196.17,-9.97609,163.42,-40.8636,-27.0057,117.389,50.8661,-23.0581,,,,
6.0167,158.26,-115.674,1092.36,162.691,-86.4724,940.231,132.732,-71.473,437.459,129.171,-153.32,29.3829,95.2231,-196.183,-9.9085,164.154,-40.1587,-26.5678,117.372,50.9221,-23.0901,,,,
6.025,158.394,-115.534,1092.34,162.734,-86.3925,940.028,132.65,-71.4638,437.443,129.097,-153.326,29.2718,95.2533,-196.158,-9.98735,163.442,-40.8829,-26.9546,117.49,50.9432,-23,,,,
6.0333,158.579,-115.328,1092.36,162.957,-86.2309,939.878,132.696,-71.3826,437.382,129.001,-153.353,29.2543,95.2061,-196.168,-9.9203,163.231,-40.9579,-27.0569,117.397,50.9292,-23.1421,,,,
6.0417,158.618,-115.179,1092.45,163.041,-86.1044,939.879,132.735,-71.4683,437.452,129.068,-153.417,29.355,95.2336,-196.175,-9.96107,163.492,-40.8534,-26.9496,117.638,50.979,-22.9481,,,,
6.05,158.667,-115.057,1092.55,163.123,-85.9993,939.825,133.005,-71.3769,437.376,129.056,-153.454,29.3033,95.2415,-196.14,-9.89634,163.496,-41.0166,-27.1451,117.411,50.9874,-23.1863,,,,
6.0583,158.786,-114.786,1092.69,163.167,-85.6905,939.86,132.826,-71.7,437.434,129.134,-153.52,29.3523,95.4079,-196.257,-9.85688,163.587,-40.7075,-26.9807,117.584,51.1122,-23.0406,,,,
6.0667,158.732,-114.563,1092.9,163.083,-85.5292,939.953,132.685,-72.0393,437.566,129.195,-153.531,29.4248,95.3074,-196.119,-9.92072,163.451,-40.9066,-26.9659,117.376,51.1217,-23.2335,,,,
6.075,158.726,-114.242,1093.17,163.035,-85.2492,940.02,132.401,-72.4893,437.543,129.09,-153.498,29.3046,95.3095,-196.106,-9.92393,163.584,-40.5514,-27.1369,117.318,51.241,-23.327,,,,
6.0833,158.683,-113.931,1093.42,162.918,-85.0132,940.118,132.413,-72.8141,437.693,129.132,-153.554,29.3772,95.2949,-196.071,-9.84287,163.788,-40.6263,-27.2596,117.352,51.3059,-23.2884,,,,
6.0917,158.582,-113.524,1093.71,162.786,-84.7352,940.199,132.194,-73.3353,437.682,129.096,-153.594,29.3042,95.3346,-196.11,-9.90844,163.751,-40.5583,-26.9742,117.529,51.2598,-23.0982,,,,
6.1,158.628,-113.036,1093.96,162.606,-84.4657,940.299,132.098,-73.8296,437.751,129.086,-153.669,29.2851,95.296,-196.091,-9.86564,163.609,-40.3268,-27.2124,117.463,51.3617,-23.322,,,,
6.1083,158.377,-112.596,1094.27,162.382,-84.211,940.361,132.021,-74.2362,437.821,129.135,-153.821,29.4307,95.3233,-196.124,-9.93687,163.757,-40.5908,-27.0382,117.559,51.3436,-23.1307,,,,
6.1167,158.311,-112.041,1094.5,162.126,-83.8872,940.403,131.874,-74.8092,437.813,129.018,-153.919,29.3829,95.1991,-196.161,-9.88865,163.652,-40.5756,-27.1155,117.421,51.262,-23.3568,,,,
6.125,158.136,-111.471,1094.74,161.982,-83.6477,940.342,131.789,-75.1438,437.886,129.088,-154.012,29.4019,95.3355,-196.153,-9.95791,163.824,-40.6438,-27.0962,117.536,51.321,-23.2346,,,,
6.1333,157.806,-110.967,1094.98,161.624,-83.366,940.282,131.889,-75.5289,438.026,129.102,-154.135,29.4695,95.3635,-196.125,-9.9538,163.588,-40.4846,-27.412,117.502,51.2887,-23.3489,,,,
6.1417,157.511,-110.421,1095.18,161.434,-83.0251,940.327,131.88,-75.9205,438.026,129.249,-154.272,29.4638,95.3011,-196.165,-9.95332,163.94,-40.6202,-27.2127,117.545,51.2688,-23.3343,,,,
6.15,157.041,-110.005,1095.37,161.071,-82.7092,940.331,131.866,-76.3962,438.154,129.266,-154.367,29.5392,95.3054,-196.063,-9.85652,164.003,-40.647,-27.2086,117.621,51.312,-23.3017,,,,
6.1583,156.717,-109.407,1095.58,160.682,-82.3337,940.241,131.641,-76.8709,438.178,129.315,-154.51,29.5463,95.3066,-196.157,-9.96667,164.935,-39.9947,-26.6567,117.72,51.2816,-23.2101,,,,
6.1667,156.29,-108.917,1095.77,160.28,-82.0796,940.231,131.513,-77.195,438.202,129.305,-154.633,29.5805,95.3221,-196.09,-9.89789,163.973,-40.643,-27.3197,117.704,51.3493,-23.3166,,,,
6.175,155.804,-108.411,1095.94,160.022,-81.7503,940.227,131.459,-77.3504,438.284,129.251,-154.653,29.6287,95.2346,-196.26,-9.97245,163.964,-40.7835,-27.284,117.738,51.3287,-23.2658,,,,
6.1833,155.278,-107.883,1096.1,159.474,-81.553,940.324,131.247,-77.5749,438.287,129.273,-154.727,29.627,95.223,-196.185,-9.89145,164.198,-40.6303,-27.3673,117.635,51.4304,-23.413,,,,
6.1917,154.597,-107.591,1096.17,158.94,-81.3357,940.356,131.079,-77.7108,438.36,129.186,-154.751,29.6275,95.2544,-196.257,-9.99999,164.27,-40.844,-27.3966,117.787,51.3795,-23.2813,,,,
6.2,153.957,-107.09,1096.3,158.544,-80.7992,940.554,130.778,-77.889,438.404,129.128,-154.765,29.6864,95.2566,-196.29,-9.96697,164.307,-40.566,-27.3761,117.757,51.3807,-23.3757,,,,
6.2083,153.104,-106.751,1096.49,158.066,-80.4587,940.708,130.254,-77.9503,438.298,129.074,-154.798,29.7049,95.2069,-196.244,-9.95117,164.168,-40.8813,-27.2099,117.655,51.4434,-23.3826,,,,
6.2167,152.206,-106.357,1096.68,157.597,-79.9335,940.706,130.063,-77.7528,438.333,129.023,-154.75,29.7682,95.2041,-196.177,-9.85604,164.225,-40.4524,-27.4246,117.704,51.5586,-23.4265,,,,
6.225,151.461,-105.933,1096.73,157.006,-79.4176,940.803,129.649,-77.5633,438.273,128.914,-154.734,29.6973,95.1811,-196.148,-9.85819,164.5,-40.5905,-27.4214,117.751,51.5411,-23.3442,,,,
6.2333,150.516,-105.538,1096.84,156.415,-79.0635,940.806,129.447,-77.1198,438.325,129.005,-154.635,29.7716,95.1888,-196.09,-9.77498,164.33,-40.4095,-27.3983,117.708,51.6494,-23.4295,,,,
6.2417,149.403,-105.244,1097.01,155.64,-78.5987,940.958,129.187,-76.8514,438.448,129.105,-154.576,29.8244,95.2034,-196.113,-9.83578,164.341,-40.3132,-27.3721,117.762,51.7756,-23.3872,,,,
6.25,148.213,-104.876,1097.08,154.888,-78.1124,941.102,128.918,-76.3571,438.363,129.011,-154.607,29.889,95.1693,-196.054,-9.74733,164.386,-40.6722,-27.5624,117.752,51.7871,-23.4282,,,,
6.2583,147.355,-104.379,1097.09,154.029,-77.5645,941.268,128.658,-76.048,438.343,128.949,-154.602,29.9786,95.1333,-196.107,-9.80216,164.387,-40.6507,-27.4314,117.777,51.7963,-23.3448,,,,
6.2667,146.053,-103.948,1097.14,153.438,-77.157,941.295,128.282,-75.8596,438.441,128.916,-154.658,30.0701,95.2266,-196.071,-9.77594,164.378,-40.6249,-27.5662,117.772,51.8186,-23.4974,,,,
6.275,145.071,-103.369,1097.34,152.504,-76.4706,941.346,127.752,-75.4899,438.326,128.851,-154.743,30.1132,95.237,-196.037,-9.73183,164.102,-40.4831,-27.8171,117.758,51.8285,-23.5249,,,,
6.2833,143.711,-102.87,1097.48,151.778,-76.0748,941.611,127.274,-75.3521,438.48,128.944,-154.71,30.1869,95.1676,-196.01,-9.64397,164.468,-40.6009,-27.5444,117.745,51.7869,-23.4944,,,,
6.2917,142.448,-102.214,1097.68,150.88,-75.4471,941.771,126.363,-75.1848,438.617,128.876,-154.71,30.2446,95.1612,-196.014,-9.64457,164.648,-40.6314,-27.4211,117.805,51.7461,-23.3532,,,,
6.3,141.136,-101.583,1097.88,150.029,-74.8406,941.866,126.142,-74.706,438.419,128.743,-154.742,30.3538,95.1041,-195.976,-9.5427,165.099,-40.1091,-27.188,117.771,51.8033,-23.4461,,,,
6.3083,139.825,-100.941,1098.17,149.02,-74.2851,942.019,125.321,-74.3784,438.426,128.615,-154.733,30.5597,95.0027,-195.944,-9.54491,164.473,-40.6247,-27.512,117.779,51.8059,-23.4134,,,,
6.3167,138.509,-100.314,1098.52,148.022,-73.7844,942.31,124.179,-74.1495,438.363,128.271,-154.695,30.6866,94.9486,-195.878,-9.41634,164.076,-40.6653,-27.6608,117.673,51.8911,-23.5293,,,,
6.325,137.238,-99.7668,1098.9,146.969,-73.311,942.527,123.123,-73.7365,438.387,128.096,-154.671,30.845,94.7932,-195.835,-9.39673,164.324,-40.6358,-27.4826,117.825,51.8253,-23.3913,,,,
6.3333,135.689,-99.3789,1099.43,145.96,-72.9445,942.61,122.409,-73.1209,438.347,127.909,-154.65,31.0451,94.6549,-195.83,-9.32151,164.203,-40.6539,-27.5583,117.579,51.8478,-23.5572,,,,
6.3417,134.448,-98.8756,1099.97,145.149,-72.172,943.005,121.194,-72.4855,438.193,127.684,-154.602,31.2055,94.5937,-195.889,-9.15664,164.135,-40.5914,-27.4749,117.687,51.8964,-23.4891,,,,
6.35,132.872,-98.4946,1100.52,144.173,-71.7475,943.285,120.895,-71.5017,438.403,127.469,-154.616,31.4505,94.3982,-195.736,-9.06712,163.824,-40.9888,-27.2165,117.688,51.8247,-23.3607,,,,
6.3583,131.47,-98.0034,1101.09,143.517,-70.9873,943.59,120.001,-70.555,438.311,127.297,-154.586,31.6265,94.2266,-195.704,-9.01288,164.08,-40.6029,-27.3015,117.785,51.9401,-23.2624,,,,
6.3667,130.372,-97.5834,1101.47,142.492,-70.6145,943.859,119.033,-69.548,438.091,127,-154.647,31.7788,94.1228,-195.622,-8.83871,164.118,-40.7006,-27.6636,117.66,51.9062,-23.3933,,,,
6.375,128.615,-97.1071,1101.97,141.379,-70.6168,944.013,118.319,-68.0481,438.076,126.905,-154.555,32.0656,94.0126,-195.612,-8.8073,163.903,-40.6207,-27.2477,117.703,51.7636,-23.3408,,,,
6.3833,127.717,-96.6382,1102.53,140.579,-70.0861,944.361,117.797,-66.1644,437.838,126.845,-154.492,32.2506,93.8643,-195.546,-8.65602,163.651,-40.5058,-27.3905,117.68,51.8972,-23.5072,,,,
6.3917,126.478,-96.1367,1102.88,139.629,-69.9019,944.568,117.039,-64.3648,437.636,126.574,-154.455,32.4917,93.7317,-195.52,-8.596,163.722,-40.7391,-27.136,117.726,51.783,-23.2662,,,,
6.4,125.069,-95.6978,1103.17,138.43,-70.1579,944.722,116.274,-62.344,437.428,126.293,-154.266,32.7887,93.4279,-195.516,-8.54695,163.556,-40.7308,-27.181,117.61,51.7076,-23.3701,,,,
6.4083,123.831,-95.2855,1103.46,137.262,-70.4023,944.68,115.166,-59.943,437.175,125.958,-154.14,33.0292,93.5167,-195.389,-8.27426,163.44,-40.7627,-27.2039,117.654,51.585,-23.3709,,,,
6.4167,122.574,-94.8961,1103.67,136.338,-70.5624,944.639,114.741,-57.013,436.927,125.698,-153.901,33.3909,93.2859,-195.256,-7.89732,163,-40.6777,-27.352,117.62,51.5454,-23.4005,,,,
6.425,121.246,-94.544,1103.7,135.116,-70.8544,944.68,113.878,-53.7271,436.291,125.831,-153.416,33.6261,93.0454,-195.14,-7.57241,163.369,-40.7963,-26.8753,117.736,51.5469,-23.2062,,,,
6.4333,120.011,-94.1949,1103.7,134.153,-71.0837,944.496,113.314,-50.3712,435.969,125.373,-153.149,34.1155,92.7968,-194.807,-7.03657,163.14,-40.7228,-26.8635,117.622,51.594,-23.3724,,,,
6.4417,118.727,-93.977,1103.68,133.599,-71.4521,943.994,113.101,-46.892,435.748,124.621,-152.937,34.7418,92.4742,-194.712,-6.49905,163.801,-40.1465,-26.2641,117.682,51.7047,-23.2263,,,,
6.45,117.401,-93.9704,1103.56,132.565,-71.974,943.571,112.633,-43.3233,435.505,123.936,-152.67,35.5264,92.1642,-194.254,-5.81366,162.783,-40.6781,-26.7392,117.598,51.777,-23.4024,,,,
6.4583,116.547,-93.6364,1103.38,131.827,-72.5326,943.238,111.924,-39.7245,434.97,123.68,-151.953,36.1535,91.7053,-194.013,-4.93389,162.443,-40.7021,-26.5706,117.635,51.9546,-23.3563,,,,
6.4667,115.507,-93.3908,1103.23,131.127,-73.0001,942.696,111.591,-36.0652,434.751,123.266,-151.179,37.0115,91.0993,-193.688,-3.92854,162.254,-40.4828,-26.5553,117.515,52.1157,-23.5911,,,,
6.475,114.567,-93.4107,1102.93,130.396,-73.5074,942.059,110.874,-32.6726,434.408,122.778,-150.422,37.8671,90.6698,-193.44,-2.84964,162.032,-40.3482,-26.273,117.448,52.2242,-23.7367,,,,
6.4833,113.585,-93.2383,1102.55,129.88,-73.959,941.401,110.892,-29.1986,434.531,122.195,-149.709,38.8064,90.0834,-193.065,-1.81019,162.273,-39.7117,-25.602,117.696,52.4167,-23.8066,,,,
6.4917,112.507,-93.3389,1102.33,129.233,-74.5634,940.736,110.816,-25.8626,434.662,121.6,-149.185,39.668,89.3573,-192.785,-1.28275,161.759,-40.0946,-25.1044,118.045,52.5438,-23.6721,,,,
6.5,111.769,-93.1596,1101.97,128.538,-74.8087,939.991,110.539,-22.6513,434.814,120.907,-148.651,40.3866,88.4349,-192.252,-0.375867,161.163,-39.8036,-24.998,118.576,52.6738,-23.865,,,,
6.5083,110.911,-93.0533,1101.67,128.04,-74.9578,939.447,110.349,-19.6563,435.053,120.015,-147.955,41.2291,87.3716,-191.731,0.636816,161.007,-39.9399,-24.8015,119.153,52.8458,-23.7344,,,,
6.5167,110.081,-92.91,1101.41,127.504,-74.7521,939.043,110.288,-16.67,435.427,119.265,-147.028,42.2127,86.2066,-190.898,1.68544,160.059,-39.7016,-24.0739,119.655,52.9888,-23.8289,,,,
6.525,109.503,-92.7179,1101.3,126.816,-74.6997,938.643,109.943,-14.2414,435.626,118.414,-146.06,43.0706,84.9892,-190.124,2.53767,159.44,-39.7264,-23.2982,120.249,53.4532,-23.5287,,,,
6.5333,108.476,-92.5904,1101.3,125.98,-74.8972,938.591,109.9,-12.1403,436.1,117.241,-145.291,43.8152,83.7582,-189.241,3.32421,159.03,-39.5287,-22.8164,120.887,53.9018,-23.4226,,,,
6.5417,108.232,-92.1336,1101.17,125.181,-74.6592,938.533,109.669,-10.3789,436.453,115.849,-144.66,44.1682,82.2661,-188.201,3.82233,159.156,-39.3221,-22.2893,122.123,54.3104,-23.034,,,,
6.55,107.486,-91.7939,1101.22,124.537,-74.3236,938.605,109.525,-8.86369,437.042,115.164,-143.374,44.8679,81.1857,-186.853,4.32312,160.332,-39.2095,-22.2507,123.561,54.958,-22.7969,,,,
6.5583,107.052,-91.2989,1101.45,123.797,-73.7845,938.774,109.253,-7.82597,437.468,114.296,-142.004,45.2071,80.0208,-185.341,4.57841,160.237,-38.2125,-21.9281,124.689,55.9769,-21.6612,,,,
6.5667,106.543,-90.7515,1101.65,123.025,-73.4662,939.203,109.097,-6.9378,437.759,113.581,-140.571,45.2433,79.0744,-183.835,4.59409,159.565,-36.7898,-20.6419,124.799,57.3981,-20.3205,,,,
6.575,105.884,-90.348,1101.89,122.55,-72.8386,939.495,108.67,-6.33478,438.137,112.867,-139.15,45.2315,78.202,-182.059,4.48894,159.469,-35.1831,-19.17,124.722,59.2562,-18.5218,,,,
6.5833,105.504,-89.6285,1102.25,121.786,-72.3219,939.728,108.331,-5.88077,438.245,111.955,-137.417,45.2117,77.3644,-180.219,4.13316,159.439,-33.0641,-18.0586,124.685,61.3485,-17.1468,,,,
6.5917,105.043,-88.9621,1102.53,121.535,-71.4699,940.165,107.54,-5.69856,438.496,111.401,-135.713,45.0925,76.7111,-178.134,3.63064,159.097,-31.0272,-17.1232,124.604,63.4646,-15.6363,,,,
6.6,104.529,-88.3487,1102.82,121.12,-70.7923,940.667,107.554,-5.54764,438.98,110.705,-133.786,44.7592,76.2651,-176.019,3.05009,158.351,-28.9104,-16.6786,124.457,65.4985,-14.4755,,,,
6.6083,103.958,-87.7557,1103.11,120.694,-70.0954,941.063,106.841,-5.53286,439.105,110.268,-131.731,44.2657,75.8464,-173.745,2.42436,158.299,-26.4038,-16.5526,123.987,67.6714,-13.4946,,,,
6.6167,103.653,-86.7034,1103.45,120.476,-69.178,941.488,106.193,-5.51891,439.269,110.14,-129.68,43.7725,75.6348,-171.546,1.79529,158.377,-23.4852,-16.4744,123.146,69.9875,-12.8989,,,,
6.625,103.194,-85.7667,1103.76,120.025,-68.403,941.82,105.278,-5.63401,439.295,110.057,-127.481,43.1342,75.6611,-169.341,1.06752,158.308,-20.6441,-16.6327,122.241,72.5936,-12.2484,,,,
6.6333,102.895,-85.1162,1103.98,119.852,-67.5543,942.118,104.525,-5.80496,439.349,110.108,-125.233,42.434,75.8391,-167.087,0.325501,157.777,-17.6768,-17.1394,120.93,75.1045,-12.2166,,,,
6.6417,102.03,-84.4991,1104.36,119.616,-66.7214,942.363,103.86,-5.98967,439.413,110.157,-122.878,41.7327,76.2017,-164.892,-0.411451,156.942,-14.5639,-17.8239,119.327,77.6458,-12.3448,,,,
6.65,101.831,-83.7774,1104.4,119.499,-65.6651,942.552,102.877,-6.49548,439.184,110.138,-120.528,40.8037,76.6123,-162.719,-1.15389,155.74,-11.839,-18.8653,117.389,80.066,-12.7947,,,,
6.6583,101.754,-82.9146,1104.55,119.183,-64.7378,942.679,102.275,-6.7094,439.157,110.607,-117.999,40.1296,77.1239,-160.575,-1.80328,154.336,-8.73953,-19.6581,115.308,82.6032,-13.5173,,,,
6.6667,101.124,-82.2341,1104.62,119.038,-63.8173,942.75,101.688,-7.08204,439.105,111.219,-115.535,39.3038,77.5455,-158.615,-2.20591,153.211,-5.82904,-20.825,113.167,84.9608,-14.8852,,,,
6.675,101.139,-81.2818,1104.64,118.82,-62.7456,942.727,100.844,-7.79092,438.769,111.429,-113.116,38.2127,78.1557,-156.788,-2.39694,152.167,-3.00431,-22.4447,110.905,87.2863,-17.0692,,,,
6.6833,100.879,-80.4123,1104.48,118.765,-61.8012,942.641,100.534,-8.268,438.654,111.476,-111.056,37.5183,78.1353,-155.423,-2.66099,151.347,-0.837207,-24.0188,108.271,89.0549,-19.4367,,,,
6.6917,100.706,-79.5717,1104.42,118.775,-60.7294,942.292,100.268,-8.57115,438.437,111.007,-109.626,36.7796,78.1517,-154.804,-2.87408,151.509,0.638843,-24.2617,105.866,90.5484,-22.0559,,,,
6.7,101.366,-78.4875,1104.55,118.62,-59.6675,942.035,99.9357,-8.99446,438.148,110.863,-109.751,36.3256,78.0275,-154.807,-3.14277,151.05,0.950694,-23.8822,107.113,90.521,-21.9593,,,,
6.7083,101.319,-77.6505,1104.46,118.952,-59.0479,942.1,99.5309,-9.44781,438.065,111.104,-111.466,36.2934,77.9722,-155.464,-3.77679,151.663,-0.582337,-23.8065,110.092,89.355,-22.2096,,,,
6.7167,101.344,-76.817,1104.29,118.786,-58.0094,941.897,99.1906,-9.7385,437.513,111.405,-113.585,35.8689,78.3624,-156.103,-4.35007,153.63,-2.73955,-24.3108,110.846,88.2862,-21.8583,,,,
