,CoPx,CoPy,Fx,Fy,Fz,Mx,My,Mz,TIME
46,-0.022346,0.041477,-4.725796,3.967653,550.941583,22.851178,12.311318,0.146854,0.3834
47,-0.0220453,0.0409979,-4.4862873,3.9428419,550.1859699,22.5565684,12.1290391,0.073168,0.3917
48,-0.021596,0.040612,-4.195919,3.795278,549.912082,22.333098,11.875972,0.054123,0.4
49,-0.0211662,0.0401644,-4.0191704,3.6186612,549.710631,22.0788006,11.6351892,0.029553,0.4084
50,-0.020704,0.039722,-3.8435135,3.4429887,549.9211197,21.8440045,11.3856141,0.0525016,0.4167
51,-0.020317,0.039239,-3.756159,3.357213,550.43594,21.598755,11.183081,0.057229,0.425
52,-0.0199426,0.0390282,-3.5449532,3.305508,551.12567,21.5092774,10.9908992,0.057348,0.4334
53,-0.0194141,0.0387713,-3.3415257,3.6001606,551.7129794,21.3904992,10.7110311,0.0527446,0.4417
54,-0.018986,0.038634,-3.138319,3.717462,551.820104,21.318922,10.476945,0.096262,0.45
55,-0.0186144,0.0386552,-2.9968386,4.0731584,551.5841108,21.321445,10.2673738,0.1224302,0.4584
56,-0.0182324,0.0385184,-3.0495932,4.2265383,551.1367269,21.2290772,10.0485863,0.1151429,0.4667
57,-0.0179,0.038366,-3.13835,4.344957,550.618718,21.125153,9.855843,0.105932,0.475
58,-0.0179044,0.038104,-3.2263262,4.0773846,550.4479764,20.9742276,9.8554308,0.0532762,0.4834
59,-0.017669,0.037746,-3.315729,3.813795,550.788751,20.790242,9.731721,0.048191,0.4917
60,-0.017574,0.0375,-3.316239,3.636923,551.132399,20.667529,9.685663,0.048177,0.5
61,-0.0175364,0.0372446,-3.3161874,3.2818222,550.9618092,20.52029,9.662046,0.03386,0.5084
62,-0.0175919,0.0367639,-3.2539167,2.839276,550.6850926,20.2455952,9.6877086,0.0173935,0.5167
63,-0.017653,0.036204,-3.314874,2.309773,549.923585,19.909446,9.707572,0.002668,0.525
64,-0.0175842,0.035705,-3.3677418,1.6896476,549.236694,19.6104804,9.6580902,0.0007082,0.5334
65,-0.0173827,0.0353057,-3.3414791,1.5137149,549.4597092,19.3990877,9.5511906,-0.0045779,0.5417
66,-0.017184,0.035136,-3.315994,1.423979,550.100155,19.328144,9.453158,0.011982,0.55
67,-0.0169166,0.0350668,-3.2809014,1.727423,550.7866072,19.3141278,9.317535,0.0216332,0.5584
68,-0.0166985,0.0352956,-3.4670544,2.1635674,551.0096762,19.4481286,9.2011508,0.0840343,0.5667
69,-0.016488,0.035321,-3.315645,2.669923,551.131752,19.466716,9.086874,0.092181,0.575
70,-0.0162422,0.0355332,-3.2627504,2.9728166,551.1330536,19.5835464,8.9516916,0.1185886,0.5834
71,-0.0160514,0.0354741,-3.112586,3.088548,550.9644199,19.544812,8.8437065,0.1355166,0.5917
72,-0.015915,0.03538,-2.87391,3.027374,550.623728,19.4812,8.762919,0.165497,0.6
73,-0.0158382,0.035053,-2.7317658,2.5848284,549.5938264,19.2651506,8.7044296,0.1465826,0.6084
74,-0.015783,0.0346836,-2.7847081,2.1696492,549.5912499,19.0618013,8.6741886,0.1449015,0.6167
75,-0.015726,0.034267,-2.785527,1.788109,550.10587,18.850617,8.650867,0.091063,0.625
76,-0.0156258,0.034031,-2.9637148,1.611178,550.7230806,18.7415554,8.6056374,0.0910822,0.6334
77,-0.0154876,0.033737,-2.9646285,1.5236401,551.6671097,18.611556,8.5439489,0.103058,0.6417
78,-0.015293,0.033638,-2.964418,1.791667,551.648655,18.556248,8.436273,0.114554,0.65
79,-0.0149254,0.033795,-2.8771342,2.0574876,551.6198206,18.642057,8.2330854,0.1188078,0.6584
80,-0.0146192,0.0338353,-2.7889285,2.4127559,551.8294403,18.6712085,8.0671929,0.135099,0.6667
81,-0.014368,0.033979,-2.61217,2.767677,551.490903,18.739132,7.923681,0.168171,0.675
82,-0.0140822,0.03406,-2.5226664,3.2137716,550.905632,18.763712,7.7581002,0.1625464,0.6834
83,-0.0139182,0.03401,-2.5840557,3.2149878,550.0641086,18.7076938,7.6558649,0.1738497,0.6917
84,-0.013958,0.033795,-2.697988,3.03899,549.253132,18.561738,7.666292,0.161925,0.7
85,-0.0137648,0.0335446,-2.6454136,2.8271768,548.7392124,18.4073126,7.553292,0.1668588,0.7084
86,-0.0136828,0.033228,-2.7863189,2.5993768,548.6821682,18.2314683,7.5077313,0.1565772,0.7167
87,-0.013591,0.032962,-2.610418,2.420718,549.081266,18.09867,7.462788,0.132666,0.725
88,-0.0133898,0.0328564,-2.6651252,2.3674022,549.9413242,18.0690478,7.3636282,0.115331,0.7334
89,-0.0133339,0.0326977,-2.6120398,2.598454,550.5770295,18.002447,7.3414036,0.1325193,0.7417
90,-0.013224,0.032695,-2.524103,2.953281,550.802228,18.008438,7.283813,0.149036,0.75
91,-0.0130414,0.0327688,-2.6134336,3.2548202,551.1465276,18.060311,7.1877252,0.1381656,0.7584
92,-0.0129234,0.0328208,-2.5864508,3.4602464,550.973559,18.0833342,7.1203053,0.1402141,0.7667
93,-0.012761,0.032735,-2.613319,3.310299,550.630263,18.024811,7.026658,0.131315,0.775
94,-0.0124796,0.0325894,-2.57904,3.0631978,550.6315338,17.9446556,6.8715498,0.1242866,0.7834
95,-0.0123272,0.032408,-2.4379149,2.7796286,550.8747875,17.852893,6.7905639,0.1310071,0.7917
96,-0.012145,0.032109,-2.349058,2.604429,551.149613,17.696966,6.693809,0.171612,0.8
97,-0.0119476,0.0318804,-2.2620816,2.5154702,551.7366492,17.5897234,6.5919984,0.1628696,0.8084
98,-0.0117605,0.0316629,-2.0852416,2.5430036,552.0647962,17.4799206,6.4924593,0.169593,0.8167
99,-0.011614,0.03167,-2.085125,2.516687,551.67145,17.471228,6.406979,0.175822,0.825
100,-0.0114826,0.0316834,-1.9441022,2.6945584,551.7756678,17.482244,6.3356868,0.1688406,0.8334
101,-0.0112776,0.0316412,-1.99681,3.0871125,551.6184538,17.4539774,6.2210067,0.170128,0.8417
102,-0.011257,0.031593,-1.99676,3.051399,551.155305,17.41284,6.20454,0.158014,0.85
103,-0.011258,0.031363,-1.996252,2.964085,551.153119,17.285644,6.20479,0.169951,0.8584
104,-0.0113421,0.0312084,-2.0843544,2.6972235,550.7071467,17.186665,6.2459882,0.1749132,0.8667
105,-0.011378,0.031006,-2.171706,2.610161,550.63421,17.072891,6.265103,0.170072,0.875
106,-0.0115864,0.0309028,-2.2603724,2.5553732,551.0808548,17.0297928,6.3851362,0.1801058,0.8834
107,-0.0117777,0.0307814,-2.4359207,2.7599507,551.2480211,16.9680379,6.4923976,0.191013,0.8917
108,-0.011926,0.030616,-2.523668,2.786281,550.971918,16.868294,6.570997,0.204296,0.9
109,-0.0122254,0.030423,-2.6106334,2.6085868,551.0709494,16.765396,6.7372334,0.1879668,0.9084
110,-0.0123832,0.0303917,-2.7865046,2.6980846,550.8605375,16.7417,6.8212169,0.2000081,0.9167
111,-0.012519,0.030326,-2.875041,2.608421,551.133968,16.713534,6.899782,0.171504,0.925
112,-0.0126948,0.0304152,-2.9629872,3.0867688,551.5790112,16.7764548,7.0021658,0.1956024,0.9334
113,-0.0127722,0.0304548,-3.1393419,3.2637759,551.3540085,16.7914179,7.042083,0.1883671,0.9417
114,-0.012733,0.030497,-3.316623,3.405361,551.130169,16.808077,7.017379,0.176189,0.95
115,-0.012733,0.030644,-3.404752,3.31775,550.783982,16.877951,7.013208,0.171327,0.9584
116,-0.0128228,0.0305097,-3.4927993,3.3175966,550.7316638,16.8025598,7.0619308,0.1882066,0.9667
117,-0.012916,0.030464,-3.669612,3.229448,550.951867,16.784195,7.115873,0.200369,0.975
118,-0.013069,0.0304696,-3.7932502,3.0874466,551.0865964,16.791233,7.2021056,0.1953786,0.9834
119,-0.0131028,0.0305271,-3.9360605,3.1122316,551.4153163,16.8330827,7.2249767,0.2092414,0.9917
120,-0.012998,0.030505,-4.024325,3.139341,551.465828,16.822412,7.167847,0.188683,1
121,-0.012853,0.0304922,-4.2369718,3.1398354,551.4997112,16.8164466,7.0885804,0.1952002,1.0084
122,-0.0125411,0.030508,-4.2553528,3.1406799,551.7590418,16.8332242,6.9196676,0.1881286,1.0167
123,-0.012201,0.030659,-4.026238,3.318809,551.642973,16.912926,6.73035,0.187594,1.025
124,-0.0118028,0.030839,-3.9038682,3.319752,551.6121212,17.0112256,6.5104804,0.1770078,1.0334
125,-0.0114317,0.0308933,-3.612753,3.4983092,551.4101407,17.0349297,6.303434,0.1746958,1.0417
126,-0.011078,0.030746,-3.497859,3.676752,551.653834,16.960888,6.1111,0.185934,1.05
127,-0.0106314,0.0307538,-3.5000588,3.4645464,552.2756024,16.984641,5.8714214,0.1673634,1.0584
128,-0.0100112,0.030514,-3.3880947,3.1734762,553.445801,16.8877203,5.5407552,0.08574,1.0667
129,-0.009435,0.030243,-3.15286,3.057612,554.243417,16.762138,5.229279,0.023769,1.075
130,-0.0088762,0.0300818,-2.9425736,2.7571378,554.420187,16.6779186,4.9211624,-0.020481,1.0834
131,-0.0084167,0.0299524,-2.6250171,2.6798432,553.9581651,16.5923207,4.6623004,-0.065185,1.0917
132,-0.007904,0.029891,-2.184216,2.618637,553.741616,16.551707,4.376786,-0.098269,1.1
133,-0.007373,0.029797,-1.9197754,2.8864062,553.505109,16.492696,4.080978,-0.128017,1.1084
134,-0.0069981,0.0297951,-1.6286595,3.1266354,553.578036,16.4940342,3.8739943,-0.1487779,1.1167
135,-0.006548,0.029588,-1.479907,3.1546,554.096717,16.394351,3.628032,-0.157987,1.125
136,-0.0061576,0.0294348,-1.658394,3.0668112,554.921217,16.3341466,3.4170126,-0.203938,1.1334
137,-0.0055482,0.0291722,-1.6354789,3.0053337,556.7987697,16.2430186,3.0892767,-0.2177985,1.1417
138,-0.005055,0.028881,-1.488186,2.624964,558.399999,16.127185,2.82254,-0.250145,1.15
139,-0.0044892,0.028393,-1.4915314,2.3066754,560.0175762,15.9006244,2.5139954,-0.3033172,1.1584
140,-0.0039569,0.0281445,-1.2550041,2.423248,560.9325836,15.7869357,2.2194503,-0.3241347,1.1667
141,-0.003503,0.028181,-1.141323,2.539917,560.815002,15.804382,1.964709,-0.355098,1.175
142,-0.0032086,0.0279762,-0.7875618,2.5769092,560.1311942,15.6702734,1.7972468,-0.360528,1.1834
143,-0.0029616,0.0278683,-0.787061,2.4545682,559.3224857,15.587434,1.6565134,-0.4018472,1.1917
144,0.027507,-0.002346,-0.414572,1.313046,15.393677,559.618515,2.190229,-0.789221,1.2
