Time,M024,,,M025,,,M026,,,M027,,,M028,,,M029,,,M030,,,
s,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,
,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,
1.31666,139.66,-71.8119,1111.31,146.227,-47.705,944.724,123.055,-39.561,436.856,129.613,-138.649,35.0229,93.5108,-178.076,-8.81034,166.541,-24.7933,-23.8643,117.824,68.3837,-22.7388,1.31666
1.325,139.926,-71.728,1111.31,146.263,-47.7622,944.658,122.771,-39.7566,436.675,129.648,-138.654,34.9935,93.5487,-178.123,-8.79091,166.523,-24.8396,-23.8693,117.668,68.2875,-22.6913,1.325
1.33333,139.9,-71.7845,1111.37,146.358,-47.7857,944.676,123.088,-39.6331,436.868,129.827,-138.558,35.1145,93.5514,-178.074,-8.79151,166.426,-24.8276,-23.855,117.655,68.2858,-22.6589,1.33333
1.34166,139.952,-71.7745,1111.35,146.264,-48.0037,944.674,123.104,-39.4825,436.62,129.68,-138.644,34.992,93.5645,-178.104,-8.79627,166.423,-24.8384,-23.8391,117.647,68.3447,-22.5497,1.34166
1.35,140.257,-71.7119,1111.39,146.379,-48.0731,944.677,122.95,-39.7282,436.677,129.343,-138.759,35.0943,93.5564,-178.108,-8.73905,166.472,-24.8643,-23.9032,117.673,68.3308,-22.6177,1.35
1.35833,140.344,-71.7371,1111.42,146.608,-47.9664,944.639,123.241,-39.4528,436.82,129.606,-138.64,35.0146,93.5226,-178.072,-8.82316,166.491,-24.8255,-23.8753,117.658,68.3909,-22.5842,1.35833
1.36666,140.471,-71.7363,1111.45,146.62,-48.014,944.604,122.99,-39.5963,436.538,129.688,-138.533,35.0345,93.4919,-178.086,-8.74418,166.431,-24.8246,-23.8907,117.629,68.3162,-22.687,1.36666
1.375,140.637,-71.7016,1111.47,146.541,-48.2051,944.658,122.93,-39.5913,436.554,129.66,-138.643,34.9662,93.5422,-178.081,-8.82697,166.436,-24.8286,-23.8291,117.653,68.3848,-22.5591,1.375
1.38333,140.752,-71.7223,1111.52,146.974,-47.9739,944.698,123.278,-39.442,436.82,129.657,-138.698,35.0376,93.5741,-178.123,-8.77792,166.444,-24.8669,-23.8664,117.686,68.3204,-22.6003,1.38333
1.39166,140.916,-71.6969,1111.53,146.604,-48.3541,944.618,123.102,-39.5455,436.603,129.717,-138.64,34.9784,93.5352,-178.081,-8.82512,166.436,-24.832,-23.8732,117.647,68.3396,-22.6205,1.39166
1.4,141.08,-71.6258,1111.59,146.979,-48.1611,944.642,123.173,-39.4695,436.823,129.947,-138.764,34.8607,93.5564,-178.084,-8.74185,166.407,-24.8101,-23.8894,117.673,68.355,-22.6409,1.4
1.40833,141.19,-71.6925,1111.6,146.874,-48.3387,944.619,123.465,-39.3281,436.712,129.733,-138.626,34.9581,93.5606,-178.099,-8.81672,166.552,-24.781,-23.7738,117.666,68.4023,-22.5793,1.40833
1.41666,141.343,-71.648,1111.61,146.894,-48.4523,944.685,122.999,-39.5439,436.417,129.52,-138.474,34.8456,93.5671,-178.094,-8.72785,166.415,-24.8546,-23.9084,117.666,68.3523,-22.675,1.41666
1.425,141.372,-71.6422,1111.62,147.288,-48.1256,944.656,123.333,-39.5203,436.746,129.624,-138.571,34.9743,93.5193,-178.071,-8.84479,166.385,-24.8688,-23.8174,117.668,68.3949,-22.5824,1.425
1.43333,141.463,-71.642,1111.64,147.259,-48.188,944.64,123.082,-39.6964,436.589,129.671,-138.627,34.9798,93.5338,-178.059,-8.73107,166.438,-24.8294,-23.8506,117.69,68.3608,-22.6533,1.43333
1.44166,141.687,-71.5643,1111.62,147.265,-48.1582,944.621,123.309,-39.601,436.582,129.694,-138.629,34.9479,93.5169,-178.056,-8.8197,166.432,-24.9128,-23.8641,117.593,68.3639,-22.6049,1.44166
1.45,141.739,-71.5848,1111.64,147.416,-48.1703,944.654,123.689,-39.3881,436.712,129.658,-138.582,34.9615,93.5929,-178.139,-8.75163,166.411,-24.8247,-23.9121,117.641,68.3384,-22.6517,1.45
1.45833,141.959,-71.4808,1111.63,147.294,-48.3063,944.576,123.404,-39.6045,436.425,129.687,-138.632,34.9362,93.5572,-178.109,-8.80748,166.408,-24.7602,-23.9176,117.778,68.4003,-22.745,1.45833
1.46666,142.121,-71.4706,1111.59,147.623,-48.0503,944.583,123.572,-39.5579,436.616,129.682,-138.6,34.9476,93.5805,-178.114,-8.74305,166.414,-24.817,-23.8776,117.634,68.3223,-22.6917,1.46666
1.475,142.163,-71.4307,1111.69,147.563,-48.2476,944.5,123.388,-39.8398,436.397,129.889,-138.543,35.0196,93.5535,-178.062,-8.82763,166.372,-24.8053,-23.8013,117.636,68.3496,-22.5459,1.475
1.48333,142.248,-71.3747,1111.66,147.755,-48.0225,944.55,123.444,-39.6776,436.5,129.708,-138.622,34.9281,93.5704,-178.107,-8.74549,166.444,-24.8294,-23.8643,117.687,68.3646,-22.5968,1.48333
1.49166,142.418,-71.3431,1111.73,147.991,-47.8995,944.608,123.846,-39.5358,436.809,129.331,-138.677,35.0317,93.4908,-178.074,-8.8498,166.433,-24.8519,-23.8414,117.679,68.363,-22.5691,1.49166
1.5,142.602,-71.2888,1111.76,147.92,-48.1138,944.545,123.608,-39.5786,436.502,129.643,-138.615,34.9125,93.5526,-178.112,-8.73363,166.413,-24.8183,-23.8944,117.664,68.3119,-22.6734,1.5
1.50833,142.838,-71.1979,1111.75,147.775,-48.2915,944.625,123.651,-39.6076,436.316,129.735,-138.493,34.953,93.5401,-178.122,-8.81904,166.415,-24.8335,-23.8606,117.598,68.3749,-22.5749,1.50833
1.51666,142.898,-71.2083,1111.76,148.361,-47.8541,944.596,123.941,-39.3829,436.635,129.707,-138.545,34.9264,93.6045,-178.134,-8.78876,166.409,-24.818,-23.8863,117.668,68.3178,-22.674,1.51666
1.525,143.093,-71.1447,1111.74,148.457,-47.8317,944.605,123.601,-39.4529,436.392,129.712,-138.635,34.8919,93.6154,-178.067,-8.87203,166.39,-24.8139,-23.881,117.685,68.2577,-22.6468,1.525
1.53333,143.138,-71.1577,1111.73,148.506,-47.8284,944.595,124.123,-39.3343,436.672,129.739,-138.564,34.9193,93.5939,-178.115,-8.76361,166.406,-24.813,-23.8255,117.655,68.3055,-22.6542,1.53333
1.54166,143.376,-71.0269,1111.76,148.438,-47.9433,944.561,123.929,-39.4341,436.484,130.062,-138.748,34.7089,93.6056,-178.166,-8.77768,166.398,-24.8646,-23.8177,117.656,68.4194,-22.5479,1.54166
1.55,143.561,-70.9765,1111.73,148.639,-47.8228,944.579,124.448,-39.104,436.623,129.793,-138.598,34.8605,93.5731,-178.125,-8.73983,166.528,-24.792,-23.793,117.661,68.3228,-22.6669,1.55
1.55833,143.676,-70.9818,1111.73,148.845,-47.7873,944.578,124.185,-39.2142,436.504,129.53,-138.358,34.7765,93.5669,-178.059,-8.829,166.386,-24.8567,-23.8592,117.643,68.3447,-22.6026,1.55833
1.56666,143.802,-70.9079,1111.71,148.773,-47.873,944.571,123.77,-39.44,436.218,129.676,-138.534,34.8709,93.5803,-178.09,-8.74567,166.315,-24.8377,-23.8585,117.646,68.328,-22.6904,1.56666
1.575,144.046,-70.8053,1111.69,148.796,-47.938,944.574,123.955,-39.3635,436.405,129.725,-138.579,34.8833,93.5595,-178.071,-8.80587,166.359,-24.8291,-23.8331,117.68,68.3904,-22.5719,1.575
1.58333,144.133,-70.7971,1111.69,149.264,-47.6335,944.558,124.475,-39.0688,436.601,129.74,-138.526,34.8777,93.6215,-178.139,-8.77351,166.316,-24.8901,-23.9122,117.562,68.2865,-22.7097,1.58333
1.59166,144.394,-70.6989,1111.7,149.257,-47.6635,944.568,124.462,-38.9977,436.458,129.76,-138.552,34.8534,93.5983,-178.149,-8.76766,166.42,-24.8067,-23.8408,117.668,68.3131,-22.6648,1.59166
1.6,144.522,-70.6649,1111.67,149.455,-47.5988,944.566,124.558,-38.9693,436.526,129.737,-138.514,34.8737,93.5757,-178.114,-8.73262,166.363,-24.8314,-23.868,117.81,68.3485,-22.7163,1.6
1.60833,144.822,-70.594,1111.62,149.5,-47.5962,944.62,124.803,-38.807,436.488,129.738,-138.554,34.8282,93.5604,-178.102,-8.80009,166.386,-24.8497,-23.8097,117.664,68.3665,-22.5855,1.60833
1.61666,144.97,-70.5326,1111.64,149.582,-47.7095,944.52,124.519,-39.0419,436.291,129.969,-138.463,34.9405,93.5995,-178.12,-8.74692,166.352,-24.8199,-23.8661,117.655,68.292,-22.6814,1.61666
1.625,145.065,-70.5767,1111.61,149.996,-47.2982,944.546,124.68,-38.9006,436.46,129.743,-138.512,34.8536,93.5712,-178.111,-8.83013,166.38,-24.8476,-23.8398,117.645,68.3535,-22.5745,1.625
1.63333,145.33,-70.5017,1111.62,150.272,-46.9822,944.407,124.721,-38.9536,436.412,129.357,-138.657,34.9087,93.5714,-178.127,-8.75485,166.368,-24.8476,-23.865,117.657,68.3075,-22.6293,1.63333
1.64166,145.626,-70.4033,1111.6,150.025,-47.5804,944.518,124.931,-38.7065,436.318,129.712,-138.566,34.812,93.5469,-178.095,-8.83549,166.352,-24.8624,-23.8302,117.669,68.4032,-22.559,1.64166
1.65,145.829,-70.3759,1111.6,150.281,-47.4591,944.607,125.049,-38.7107,436.363,129.793,-138.396,34.8887,93.5574,-178.122,-8.84354,166.363,-24.8114,-23.8867,117.644,68.3742,-22.6716,1.65
1.65833,146.122,-70.265,1111.59,150.49,-47.4374,944.474,124.807,-38.7777,436.155,129.817,-138.522,34.7984,93.6015,-178.145,-8.81123,166.366,-24.8125,-23.9203,117.664,68.3066,-22.7249,1.65833
1.66666,146.3,-70.278,1111.57,151.163,-46.9681,944.563,125.034,-38.541,436.25,129.779,-138.532,34.8094,93.5967,-178.125,-8.72475,166.357,-24.8466,-23.8616,117.679,68.2889,-22.6731,1.66666
1.675,146.513,-70.2379,1111.59,151.065,-47.1764,944.424,124.899,-38.7857,436.249,129.881,-138.497,34.7357,93.6169,-178.131,-8.81851,166.32,-24.8676,-23.8071,117.652,68.4346,-22.5818,1.675
1.68333,146.824,-70.1109,1111.58,151.043,-47.2914,944.467,125.123,-38.635,436.354,130.214,-138.677,34.5564,93.6208,-178.142,-8.75688,166.383,-24.8373,-23.8861,117.655,68.3932,-22.6724,1.68333
1.69166,146.967,-70.1531,1111.54,151.429,-47.0543,944.504,125.759,-38.3133,436.443,129.896,-138.452,34.7483,93.5942,-178.094,-8.83394,166.516,-24.765,-23.7761,117.647,68.4186,-22.6004,1.69166
1.7,147.152,-70.0932,1111.54,151.415,-47.1013,944.487,125.095,-38.6372,436.142,129.712,-138.279,34.599,93.616,-178.092,-8.74108,166.381,-24.8001,-23.8951,117.655,68.3476,-22.7422,1.7
1.70833,147.535,-69.9321,1111.48,151.523,-47.1553,944.51,125.144,-38.7152,436.163,129.798,-138.463,34.7328,93.646,-178.131,-8.8098,166.349,-24.8358,-23.8366,117.642,68.4472,-22.6547,1.70833
1.71666,147.681,-69.9005,1111.49,151.932,-46.9867,944.488,125.744,-38.4009,436.314,129.848,-138.447,34.7581,93.6257,-178.082,-8.78876,166.411,-24.8036,-23.8993,117.663,68.3882,-22.7128,1.71666
1.725,147.956,-69.7859,1111.43,151.967,-47.0247,944.504,125.423,-38.6134,436.171,129.872,-138.467,34.6891,93.6332,-178.107,-8.8228,166.39,-24.8809,-23.9459,117.556,68.3214,-22.7556,1.725
1.73333,148.089,-69.7675,1111.41,152.344,-46.8446,944.483,125.976,-38.359,436.329,129.859,-138.44,34.7023,93.6652,-178.14,-8.75896,166.411,-24.7883,-23.8905,117.685,68.3927,-22.6975,1.73333
1.74166,148.385,-69.6653,1111.38,152.482,-46.7786,944.46,125.839,-38.4904,436.234,129.933,-138.484,34.6763,93.6716,-178.139,-8.82274,166.413,-24.7164,-23.8733,117.795,68.5416,-22.6166,1.74166
1.75,148.702,-69.5521,1111.33,152.602,-46.7378,944.419,125.88,-38.5628,436.179,129.945,-138.499,34.6512,93.6702,-178.136,-8.74531,166.421,-24.7744,-23.9087,117.708,68.3809,-22.7028,1.75
1.75833,148.865,-69.5497,1111.32,152.958,-46.6193,944.366,126.205,-38.5292,436.23,130.204,-138.335,34.8253,93.6788,-178.14,-8.79866,166.422,-24.7504,-23.8662,117.676,68.4774,-22.629,1.75833
1.76666,149.048,-69.4963,1111.33,153.024,-46.604,944.343,125.927,-38.7367,436.053,129.985,-138.477,34.6202,93.7278,-178.158,-8.74823,166.468,-24.8095,-23.9283,117.705,68.463,-22.7244,1.76666
1.775,149.316,-69.3997,1111.32,153.259,-46.4371,944.333,126.245,-38.6934,436.092,129.663,-138.604,34.6609,93.713,-178.137,-8.85421,166.525,-24.787,-23.8594,117.707,68.5095,-22.6369,1.775
1.78333,149.505,-69.354,1111.31,153.608,-46.2292,944.302,126.556,-38.6627,436.338,129.984,-138.47,34.6188,93.7043,-178.133,-8.88914,166.44,-24.744,-23.9109,117.724,68.4369,-22.7208,1.78333
1.79166,149.755,-69.2442,1111.3,153.621,-46.2348,944.269,126.232,-39.0313,436.132,130.111,-138.375,34.6143,93.7109,-178.159,-8.89146,166.48,-24.7545,-23.9504,117.686,68.4906,-22.684,1.79166
1.8,149.962,-69.1498,1111.29,153.949,-46.0629,944.18,126.742,-38.788,436.359,130.101,-138.426,34.6001,93.7887,-178.177,-8.77535,166.497,-24.7573,-23.962,117.719,68.4582,-22.7407,1.8
1.80833,150.238,-69.0604,1111.28,154.039,-46.0529,944.214,126.307,-39.0381,435.962,130.124,-138.495,34.5548,93.8015,-178.147,-8.83192,166.544,-24.7349,-23.9247,117.724,68.4462,-22.6064,1.80833
1.81666,150.547,-68.8994,1111.27,154.198,-45.9247,944.201,126.491,-39.2563,436.13,130.188,-138.478,34.4937,93.8156,-178.193,-8.77118,166.521,-24.7515,-23.9794,117.692,68.4524,-22.7459,1.81666
1.825,150.791,-68.7982,1111.25,154.235,-45.9259,944.256,126.987,-39.1459,436.412,130.489,-138.642,34.3568,93.8323,-178.19,-8.8532,166.555,-24.762,-23.9297,117.69,68.5225,-22.6541,1.825
1.83333,150.985,-68.7041,1111.23,154.443,-45.7786,944.244,127.215,-39.2352,436.45,130.278,-138.501,34.4421,93.8726,-178.208,-8.81273,166.588,-24.734,-23.9553,117.685,68.4886,-22.7354,1.83333
1.84166,151.281,-68.555,1111.24,154.693,-45.5238,944.215,126.678,-39.6278,436.135,130.078,-138.345,34.3283,93.8832,-178.135,-8.93164,166.609,-24.7115,-23.9657,117.691,68.5523,-22.6389,1.84166
1.85,151.448,-68.5039,1111.22,155.094,-45.2547,944.168,127.145,-39.6646,436.341,130.233,-138.458,34.4653,93.893,-178.185,-8.87978,166.531,-24.7115,-24.0008,117.71,68.4987,-22.7396,1.85
1.85833,151.75,-68.3321,1111.2,155.155,-45.1739,944.174,126.965,-39.9926,436.284,130.312,-138.532,34.4378,93.9171,-178.228,-8.85588,166.596,-24.7272,-24.0056,117.698,68.4823,-22.7633,1.85833
1.86666,151.856,-68.2729,1111.18,154.984,-45.3262,944.237,127.369,-39.9186,436.418,130.318,-138.53,34.4324,93.952,-178.234,-8.81201,166.645,-24.7864,-24.0381,117.618,68.42,-22.8075,1.86666
1.875,152.089,-68.1652,1111.22,155.328,-44.9578,944.268,127.116,-40.1867,436.33,130.374,-138.542,34.3726,93.9836,-178.264,-8.86732,166.652,-24.7267,-23.9585,117.669,68.5448,-22.652,1.875
1.88333,152.318,-68.0408,1111.18,155.633,-44.7611,944.348,127.526,-40.1303,436.455,130.402,-138.541,34.3555,93.9844,-178.227,-8.83895,166.688,-24.5532,-24.0709,117.842,68.5979,-22.7796,1.88333
1.89166,152.474,-67.9735,1111.19,155.808,-44.5123,944.381,127.71,-40.2631,436.5,130.433,-138.531,34.353,94.015,-178.245,-8.92037,166.655,-24.6974,-23.9969,117.713,68.5652,-22.6344,1.89166
1.9,152.598,-67.8818,1111.19,156.026,-44.3116,944.402,127.51,-40.6535,436.373,130.76,-138.474,34.4392,94.0574,-178.267,-8.85773,166.597,-24.6688,-24.0337,117.69,68.463,-22.7597,1.9
1.90833,152.82,-67.7475,1111.14,156.233,-44.0423,944.339,127.382,-40.8258,436.305,130.567,-138.598,34.2956,94.0723,-178.293,-8.90118,166.712,-24.7074,-24.0217,117.689,68.4905,-22.6899,1.90833
1.91666,152.974,-67.6777,1111.16,156.261,-43.9479,944.403,127.732,-40.9306,436.56,130.2,-138.706,34.3685,94.085,-178.233,-8.97294,166.836,-24.7486,-24.0332,117.718,68.4477,-22.7752,1.91666
1.925,153.173,-67.5694,1111.1,156.527,-43.5714,944.296,127.65,-41.0094,436.327,130.61,-138.615,34.2063,94.1016,-178.268,-8.97813,166.793,-24.6814,-24.087,117.719,68.4897,-22.7587,1.925
1.93333,153.286,-67.5203,1111.11,156.357,-43.5278,944.426,128.149,-40.8401,436.434,130.726,-138.485,34.2516,94.2086,-178.29,-8.94684,166.748,-24.6449,-24.095,117.697,68.478,-22.7139,1.93333
1.94166,153.375,-67.4599,1111.07,156.679,-43.2618,944.297,127.891,-41.0559,436.384,130.758,-138.569,34.1796,94.2377,-178.291,-9.02158,166.709,-24.6557,-24.0507,117.711,68.5323,-22.6382,1.94166
1.95,153.61,-67.2956,1111,156.838,-43.0937,944.274,128.039,-40.9624,436.39,130.78,-138.628,34.1653,94.2815,-178.301,-8.92627,166.799,-24.646,-24.1401,117.737,68.4271,-22.7236,1.95
1.95833,153.634,-67.2558,1110.97,156.871,-42.9569,944.305,128.133,-41.0374,436.47,130.874,-138.55,34.1372,94.3147,-178.321,-8.97312,166.718,-24.6332,-24.0437,117.686,68.5262,-22.696,1.95833
1.96666,153.731,-67.1234,1110.94,156.88,-42.8919,944.295,127.718,-41.2466,436.421,131.2,-138.727,33.9527,94.3361,-178.323,-8.92991,166.741,-24.6326,-24.1182,117.651,68.5272,-22.8036,1.96666
1.975,153.886,-67.0119,1110.89,156.93,-42.7662,944.284,128.362,-40.8989,436.478,130.913,-138.556,34.0652,94.3422,-178.347,-8.99148,166.835,-24.5775,-23.993,117.651,68.5199,-22.665,1.975
