Frame number,5302
First frame,1
Point frequency,120
Analog frequency,120

Time,M024,,,M025,,,M026,,,M027,,,M028,,,M029,,,M030,,
s,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
35.1917,182.817,481.967,1377.49,188.26,407.441,1256.89,183.804,614.822,823.807,185.016,411.404,457.818,157.696,361.312,420.436,220.794,516.416,390.885,165.959,608.513,391.541
35.2,183.299,484.878,1378.58,188.552,410.817,1257.87,184.325,615.619,823.52,184.895,411.672,457.983,157.665,361.259,420.841,220.652,516.503,390.824,165.884,608.663,391.498
35.2083,183.535,487.94,1379.51,188.925,414.059,1258.87,184.746,616.244,823.417,184.785,411.748,458.391,157.577,361.43,421.011,220.586,516.448,391.001,165.795,608.49,391.718
35.2167,183.714,491.27,1379.89,189.192,417.149,1260.03,184.904,616.837,823.222,184.525,411.83,458.523,157.394,361.28,421.328,220.346,516.504,390.942,165.832,608.62,391.667
35.225,183.623,494.727,1380.19,189.445,420.107,1261.24,184.927,617.359,823.039,184.279,411.873,458.365,157.347,361.212,421.352,220.302,516.229,391.153,165.809,608.318,391.886
35.2333,183.571,498.421,1380.78,189.793,423.122,1262.36,185.099,617.869,822.801,184.149,411.799,458.236,157.279,361.01,421.285,220.143,516.05,391.124,165.876,608.273,391.832
35.2417,183.4,501.952,1381.36,189.783,426.115,1263.19,185.262,618.213,822.364,183.923,411.62,457.964,157.285,360.724,421.033,220.092,515.827,391.217,165.924,608.02,391.908
35.25,183.459,505.501,1382.27,189.729,429.04,1263.84,185.574,618.302,821.819,183.885,411.003,457.797,157.184,360.36,420.517,220.135,515.526,391.331,165.838,607.602,392.088
35.2583,183.993,509.187,1383.35,189.827,432.254,1264.16,185.931,618.331,820.96,183.764,410.365,457.15,157.127,359.965,419.556,220.196,515.16,391.473,166.024,607.01,392.287
35.2667,184.492,512.95,1384.42,189.932,435.357,1264.48,186.18,618.1,819.795,183.633,409.626,456.31,157.045,359.435,418.481,220.04,514.846,391.443,166.265,606.964,392.151
35.275,184.864,516.699,1385.38,189.968,438.378,1264.64,186.547,617.872,818.295,183.293,408.72,455.237,156.913,358.961,417.097,220.113,514.459,391.596,166.263,606.402,392.396
35.2833,185.33,520.463,1386.17,189.821,441.409,1264.75,186.727,617.696,816.48,182.82,408.098,453.832,156.714,358.292,415.905,219.952,513.962,391.536,166.542,606.11,392.285
35.2917,185.542,524.091,1386.42,189.818,444.308,1264.8,186.844,617.745,814.57,182.321,407.511,452.597,156.405,357.651,414.722,219.856,513.229,391.666,166.567,605.268,392.597
35.3,185.761,527.682,1386.24,190.055,447.321,1264.55,186.96,617.956,812.762,181.833,406.941,451.93,156.012,356.89,413.985,219.453,512.427,391.631,166.892,604.752,392.567
35.3083,186.078,531.153,1385.59,189.724,450.281,1264.33,186.762,618.673,811.025,181.251,406.437,451.545,155.749,356.298,413.622,219.045,511.549,391.73,167.105,604.167,392.645
35.3167,186.134,534.53,1384.51,189.679,453.261,1263.82,186.364,619.904,809.609,180.872,405.995,451.578,155.425,355.855,413.487,218.712,510.692,392.022,167.278,603.738,392.713
35.325,186.031,537.78,1382.99,189.426,456.149,1263.11,185.89,621.66,808.447,180.596,406.3,451.245,155.179,355.727,413.273,218.509,510.394,392.131,167.449,603.54,392.763
35.3333,185.984,541.118,1381.16,189.489,459.131,1262.09,185.267,623.796,807.555,180.376,406.546,450.987,155.067,355.707,413.223,218.355,510.499,392.013,167.73,603.721,392.494
35.3417,185.729,544.287,1379.15,189.815,462.098,1260.85,184.892,626.068,806.783,180.191,406.905,450.918,155.032,355.878,413.149,218.341,510.561,392.091,167.803,603.816,392.595
35.35,185.431,547.452,1377.09,189.996,465.049,1259.57,184.409,628.542,805.848,180.011,407.425,450.736,154.978,355.936,413.283,218.256,510.915,391.939,167.978,604.201,392.426
35.3583,185.453,550.616,1375.01,190.244,468.085,1258.16,183.535,631.026,804.752,179.758,407.706,450.756,154.901,356.043,413.364,218.132,510.9,392.072,168.007,604.144,392.518
35.3667,185.512,553.781,1373.04,190.69,471.316,1256.62,182.61,633.53,803.542,179.533,407.759,450.932,154.787,355.997,413.457,217.785,510.946,392.043,168.098,604.25,392.344
35.375,185.398,556.659,1370.9,191.132,474.583,1255.11,181.557,636.054,802.111,179.196,407.908,450.811,154.588,355.947,413.491,217.52,510.757,392.055,168.152,604.263,392.31
35.3833,185.31,559.844,1368.77,191.531,477.902,1253.69,180.408,638.363,800.557,178.617,408.016,450.621,154.267,355.871,413.561,217.347,510.646,392.133,168.107,604.136,392.321
35.3917,185.387,563,1366.64,192.067,481.381,1252.33,179.235,640.721,798.746,178.273,408.065,450.504,153.99,355.806,413.399,217.261,510.412,392.362,168.105,603.791,392.48
35.4,185.543,566.339,1364.52,192.449,484.941,1250.82,178.022,643.001,796.87,177.815,408.109,450.335,153.646,355.645,413.439,216.735,510.238,392.244,168.188,603.847,392.32
35.4083,185.565,569.938,1362.59,192.743,488.571,1249.3,176.85,645.28,794.967,177.57,408.118,450.35,153.368,355.559,413.267,216.608,510.035,392.418,168.198,603.555,392.356
35.4167,185.509,573.733,1360.75,193.06,492.631,1247.93,175.78,647.703,792.981,177.041,408.055,450.035,153.098,355.321,413.276,216.211,509.913,392.268,168.298,603.562,392.154
35.425,185.574,577.728,1358.97,193.243,496.903,1246.48,174.707,650.089,791.049,176.655,408.053,449.786,152.921,355.218,413.155,216.133,509.58,392.389,168.303,603.237,392.221
35.4333,185.448,581.88,1357.37,193.498,501.044,1245.16,173.856,652.525,789.171,176.338,408.044,449.706,152.788,355.032,413.115,215.947,509.444,392.283,168.375,603.268,391.979
35.4417,185.299,586.368,1355.9,193.78,505.533,1244.03,173.041,655.072,787.251,176.144,408.21,449.581,152.706,354.92,413.121,215.624,509.247,392.317,168.393,603.085,391.894
35.45,184.94,591.121,1354.66,194.071,510.253,1242.96,172.059,657.531,785.363,175.975,408.217,449.574,152.635,354.772,413.219,215.768,509.237,392.248,168.349,603.05,391.832
35.4583,184.565,596.283,1353.66,194.368,515.356,1242.24,171.035,660.143,783.455,175.82,408.328,449.473,152.564,354.772,413.227,215.799,509.136,392.236,168.388,602.85,391.888
35.4667,184.213,601.634,1352.92,194.536,520.691,1241.73,170.319,662.653,781.753,175.707,408.578,449.426,152.406,354.765,413.349,215.622,509.192,392.112,168.41,603.137,391.615
35.475,183.991,607.342,1352.59,194.635,526.22,1241.48,169.412,664.907,780.222,175.46,408.662,449.303,152.218,354.891,413.262,215.672,509.184,392.092,168.384,603.126,391.489
35.4833,183.618,613.071,1352.69,194.721,532.153,1241.61,169.123,667.102,778.541,175.169,408.961,449.016,152.093,354.901,413.184,215.554,509.285,391.873,168.511,603.461,391.179
35.4917,183.21,618.922,1353.46,194.852,538.453,1242.09,169.056,668.914,777.069,174.95,408.983,448.748,151.798,355.004,412.879,215.663,509.261,391.811,168.417,603.303,391.029
35.5,182.787,625.341,1354.79,195,545.155,1243.08,168.982,670.282,775.658,174.607,408.822,448.331,151.567,354.871,412.545,215.554,509.269,391.485,168.575,603.455,390.539
35.5083,182.075,631.799,1356.96,195.395,552.515,1244.51,169.433,671.313,774.243,174.397,408.557,447.845,151.353,354.581,412.24,215.571,509.038,391.312,168.581,603.213,390.371
35.5167,181.355,638.426,1359.92,195.716,560.273,1246.49,170.229,671.715,773.187,174.393,408.117,447.733,151.143,354.298,412.154,215.57,508.561,391.175,168.592,602.947,390.219
35.525,180.73,645.376,1363.86,195.937,568.271,1249.2,171.311,671.679,772.481,174.352,407.967,447.43,151.268,354.063,412.016,215.972,508.198,391.129,168.613,602.443,390.306
35.5333,180.362,652.54,1369.21,196.183,576.762,1252.76,172.793,671.031,772.4,174.944,407.665,447.516,151.431,353.895,412.153,216.374,508.109,390.884,168.914,602.502,389.969
35.5417,180.22,660.278,1375.92,196.455,586.118,1257.11,174.403,669.729,773.158,175.539,407.517,447.851,151.836,354.035,412.273,217.02,508.114,390.903,169.025,602.235,390.14
35.55,180.024,668.826,1384.64,196.787,596.148,1262.65,176.061,667.98,774.748,176.163,407.904,448.22,152.177,354.355,412.855,217.472,508.65,390.677,169.319,602.67,389.883
35.5583,180.585,677.919,1394.87,197.099,606.382,1268.93,177.827,665.832,777.288,176.846,408.488,448.973,152.551,354.978,413.74,218.244,509.286,390.623,169.403,602.971,389.966
35.5667,181.533,687.258,1406.39,197.146,617.663,1275.96,179.485,663.209,780.883,177.747,409.098,450.334,153.01,355.567,415.301,218.854,510.16,390.337,169.729,603.767,389.724
35.575,182.485,696.693,1418.93,197.462,629.669,1284.1,181.206,660.716,785.226,178.712,409.767,452.445,153.59,356.26,418.348,219.3,510.613,390.219,170.015,603.952,389.809
35.5833,183.295,706.344,1432.4,197.496,642.329,1293.12,182.724,657.992,790.557,179.988,410.529,456.035,154.312,356.933,422.913,219.816,510.568,390.061,170.117,603.385,389.952
35.5917,184.069,716.398,1446.42,196.624,655.813,1303.39,183.789,656.196,797.03,181.415,411.642,461.071,155.354,358.201,429.702,219.778,509.943,390.098,169.74,602.473,390.53
35.6,185.074,726.698,1460.74,195.75,668.891,1314.47,184.55,656.257,804.787,183.459,413.536,468.424,156.558,360.164,438.962,219.184,509.472,390.311,169.214,601.619,391.039
35.6083,186.288,737.03,1475.18,194.247,681.317,1325.9,184.902,659.474,814.4,186.105,416.814,478.006,158.212,363.582,449.94,218.671,508.871,391.135,168.711,600.451,391.753
35.6167,187.834,747.222,1489.31,192.741,692.522,1337.89,184.323,666.921,825.389,189.148,421.916,489.078,160.317,368.37,462.887,218.145,509.249,392.446,168.267,599.738,392.261
35.625,188.73,756.387,1502.76,192.918,703.078,1349.92,184.104,677.65,836.442,192.293,428.831,501.503,162.633,374.266,476.959,218.015,509.829,394.369,168.003,598.024,393.145
35.6333,189.038,764.484,1515.67,190.211,710.753,1362.89,184.505,690.66,847.056,196.121,437.163,514.18,166.004,381.8,491.71,217.846,510.062,397.438,167.688,596.901,393.759
35.6417,189.737,772.024,1527.58,189.004,718.169,1375.22,183.945,705.5,856.773,199.784,447.782,525.991,169.644,390.213,506.417,217.808,513.147,404.329,167.679,598.552,393.382
35.65,190.454,778.785,1539.08,189.446,724.81,1386.69,183.107,721.57,866.134,202.94,459.551,538.179,173.774,399.662,520.956,218.441,517.239,409.591,168.97,602.248,392.235
35.6583,191.454,784.592,1549.56,190.395,730.72,1397.44,182.099,738.709,874.974,205.894,471.906,550.519,177.742,410.353,534.622,219.508,531.201,430.215,169.627,607.116,396.198
35.6667,192.397,789.821,1559.23,191.381,736.092,1407.21,180.86,756.409,883.28,208.402,484.184,562.755,181.627,420.957,546.862,221.591,543.399,442.081,166.626,618.006,410.292
35.675,193.212,794.704,1567.71,192.256,740.952,1415.81,179.634,774.159,890.793,210.386,496.631,574.311,184.478,433.517,557.373,223.965,557.309,454.13,165.982,624.273,416.619
35.6833,194.293,799.07,1574.84,193.283,746.556,1422.57,178.673,791.765,897.761,212.288,511.016,584.206,186.524,447.361,566.79,226.353,572.494,466.088,167.795,637.632,426.266
35.6917,194.48,803.318,1580.7,193.664,752.041,1428.02,177.543,808.168,904.167,213.091,527.1,592.31,188.127,462.854,574.462,229.25,586.906,475.734,171.302,652.412,434.821
35.7,194.39,807.739,1584.99,193.863,757.367,1431.92,177.741,824.902,911.023,214.331,544.337,598.753,189.373,479.423,580.213,233.772,604.494,482.847,175.874,668.79,441.725
35.7083,194.612,812.52,1588.05,193.787,762.985,1434.97,178.553,841.204,917.322,215.67,562.293,603.167,190.526,497.182,583.681,238.777,624.469,489.171,181.121,687.67,448.345
35.7167,194.36,817.87,1589.88,193.655,768.882,1437.11,178.575,855.154,924.131,217.702,581.182,605.695,191.605,516.279,585.049,243.705,646.146,494.875,191.458,725.737,458.335
35.725,193.822,823.616,1590.7,193.495,774.67,1438.58,179.076,868.638,930.702,220.024,601.546,606.444,192.846,536.518,583.777,248.286,669.229,498.936,197.399,750.137,463.17
35.7333,193.062,829.639,1590.71,192.736,780.296,1439.57,180.046,881.007,936.805,222.409,622.331,604.97,195.715,557.811,581.388,253.443,693.91,500.977,203.754,775.228,466.732
35.7417,192.237,835.938,1590.21,191.991,785.683,1439.79,181.061,892.364,942.359,225.242,644.262,602.017,198.727,580.336,577.06,258.46,719.318,501.918,209.418,800.523,469.63
35.75,191.503,842.346,1589.05,191.704,791.08,1439.79,181.857,903.164,946.798,228.786,666.892,598.086,202.121,603.396,571.862,261.96,745.834,500.882,214.389,827.812,471.533
35.7583,190.974,848.924,1587.33,191.536,796.286,1439.18,182.276,913.142,950.394,232.884,690.047,593.402,206.609,627.529,565.73,265.279,772.68,499.138,216.298,854.497,473.457
35.7667,190.42,855.329,1585.2,191.616,801.455,1438.22,183.458,922.591,952.745,237.088,713.616,588.147,211.185,651.205,559.017,268.036,799.98,495.959,217.077,880.736,472.841
35.775,190.207,861.829,1582.73,191.806,806.785,1437,184.697,931.969,954.354,241.874,737.176,582.557,216.474,675.353,551.999,270.149,826.972,491.487,218.541,907.522,471.88
35.7833,190.226,868.342,1579.61,192.182,812.277,1435.2,185.159,941.112,954.793,245.931,761.051,576.334,222.186,699.118,545.392,271.798,853.295,485.719,217.126,932.824,469.343
35.7917,190.279,874.84,1576.11,192.595,818.08,1432.95,186.156,950.311,954.368,250.31,784.276,569.655,227.791,722.295,538.44,273.143,878.452,478.808,216.803,955.63,465.111
35.8,190.648,881.316,1572.39,192.887,824.247,1430.06,187.472,959.246,953.179,253.859,806.813,562.94,233.01,744.61,531.697,274.534,902.535,471.182,216.272,978.186,458.822
35.8083,190.739,887.874,1568.4,193.181,830.763,1426.44,188.924,967.737,951.1,257.247,828.117,556.061,237.261,765.968,524.617,276.002,924.336,463.076,216.946,999.479,451.66
35.8167,190.539,894.548,1563.57,193.126,837.502,1422.33,190.593,976.134,947.991,260.44,848.174,548.894,240.935,786.424,517.556,277.611,944.208,454.698,218.098,1019.86,443.497
35.825,190.612,901.199,1558.21,193.156,844.838,1417.19,192.463,984.339,943.812,263.215,866.755,541.401,243.671,805.754,509.938,280.635,963.15,445.743,220.462,1038.09,434.264
35.8333,190.134,908.016,1552.52,192.895,852.531,1411.38,194.09,991.881,938.547,264.815,883.868,533.08,245.821,823.825,502.039,283.714,980.401,436.701,224.126,1056.07,423.899
35.8417,189.71,915.22,1545.97,192.396,860.372,1404.77,196.476,999.959,932.456,267.538,900.429,524.728,247.267,840.931,493.551,286.903,996.416,427.727,228.568,1072.71,413.491
35.85,189.696,922.807,1539.01,191.778,868.55,1397.39,198.805,1007.57,925.184,270.046,915.771,515.465,248.153,857.043,484.526,290.228,1011.77,418.365,232.631,1088.5,403.14
35.8583,189.423,930.581,1531.36,190.984,877.084,1389.33,200.55,1014.31,917.122,271.235,929.589,505.786,248.155,872.566,474.451,293.702,1025.63,409.051,237.82,1104.45,392.113
35.8667,189.115,938.545,1523.07,190.56,885.864,1380.28,202.375,1021.06,908.08,272.36,942.924,495.646,248.558,886.981,464.034,297.608,1039.5,399.042,242.988,1120.17,380.527
35.875,188.755,946.73,1514.24,189.198,894.587,1370.66,204.302,1027.47,897.799,273.244,954.947,484.22,247.716,901.221,452.374,300.216,1052.49,388.818,248.087,1134.47,369.064
35.8833,188.351,955.109,1504.8,188.018,903.821,1360.3,206.382,1034.24,886.589,273.8,966.653,471.952,247.45,914.704,439.8,302.667,1064.84,377.51,252.296,1147.94,356.525
35.8917,187.843,963.612,1494.69,187.189,913.256,1349.14,208.249,1040.96,874.394,274.053,978.823,458.558,245.965,928.063,426.823,304.753,1076.68,365.257,256.57,1161.36,343.361
35.9,187.297,972.331,1484.01,186.217,922.857,1337.15,209.431,1047.36,861.466,273.895,990.475,444.559,244.752,941.282,413.054,306.304,1088.34,351.5,258.414,1173.49,329.107
35.9083,186.426,980.892,1472.47,185.208,932.784,1324.49,212.241,1054.04,847.058,273.572,1001.87,429.689,243.412,953.792,398.38,307.556,1099.8,336.702,260.358,1185.66,314.034
35.9167,185.518,989.646,1460.36,184.21,942.805,1311.04,215.049,1060.43,832.068,273.29,1013.01,414.293,241.846,965.705,383.488,308.237,1111.12,320.997,263.367,1198.53,298.986
35.925,184.712,998.629,1447.5,183.251,953.131,1296.97,216.485,1066.52,815.822,273.043,1024.41,398.014,240.599,978.388,367.562,308.514,1122.37,304.427,263.866,1210.66,282.009
35.9333,183.835,1007.73,1434.08,182.272,963.495,1282.11,218.053,1072.26,798.974,272.885,1035.81,381.207,239.132,990.738,351.656,308.411,1133.63,286.683,263.092,1221.64,263.076
35.9417,182.956,1016.77,1419.96,180.936,973.707,1266.44,219.233,1077.71,781.562,272.705,1047.12,363.917,238.654,1002.65,334.401,308.58,1145.41,268.405,263.155,1233.34,244.642
35.95,182.042,1025.85,1405.36,179.875,984.584,1250.44,220.438,1083.81,763.367,272.895,1058.34,346.259,238.403,1014.22,317.14,307.013,1155.82,248.465,261.497,1243.79,224.875
35.9583,181.062,1034.87,1389.96,178.469,995.119,1233.8,221.157,1090.3,744.716,272.218,1069.42,328.011,237.704,1025.58,298.996,304.524,1165.88,229.419,260.516,1255.04,206.741
35.9667,180.416,1043.61,1373.92,177.315,1005.81,1216.32,221.416,1097.43,725.748,271.482,1079.85,309.5,236.492,1036.36,281.423,303.551,1178.04,210.251,258.02,1266.27,188.577
35.975,179.287,1052.03,1357.46,175.965,1016.67,1198.68,221.376,1105.5,706.031,269.834,1089.38,290.094,235.547,1046.64,262.572,302.12,1189.61,191.642,253.862,1276.55,170.076
35.9833,178.461,1060.21,1340.18,174.744,1026.64,1179.92,221.453,1114.67,686.886,269.081,1098.72,270.996,234.383,1056.49,243.294,300.133,1200.68,172.971,250.061,1286.69,151.732
35.9917,178.018,1068.22,1322.23,173.214,1036.66,1160.57,221.842,1125.07,666.856,268.7,1107.7,250.817,231.903,1065.78,223.113,298.172,1210.93,153.017,247.681,1296.18,133.563
36,177.64,1076.1,1303.39,172.012,1046.23,1140.77,221.194,1134.95,646.917,266.345,1116.23,230.896,230.927,1074.95,203,296.407,1219.22,131.598,244.984,1304.26,111.943
36.0083,177.442,1084.06,1283.7,171.133,1055.48,1120.05,220.511,1145.73,626.592,263.949,1124.8,210.78,228.5,1083.56,182.865,295.881,1225.95,108.91,244.031,1311.02,89.0524
36.0167,177.333,1091.87,1263.08,169.83,1064.28,1098.88,220.216,1158.26,605.656,261.627,1132.09,190.139,225.592,1091.24,162.853,293.285,1231.57,86.1212,243.713,1316.79,65.1447
36.025,177.292,1099.54,1241.6,169.476,1072.58,1077.23,219.514,1172.01,584.882,258.717,1138.61,169.082,222.937,1098.06,142.946,290.053,1235.68,63.0944,245.209,1322.02,42.7858
36.0333,177.238,1107.11,1219.25,168.094,1080.04,1054.5,218.334,1187.82,563.857,255.684,1144.67,148.258,219.994,1104.06,123.244,289.464,1239.37,41.6741,245.652,1327.43,19.0586
36.0417,176.742,1114.08,1195.8,167.738,1087.03,1031.2,217.152,1206.25,542.683,253.508,1150.41,127.638,217.787,1110.12,104.593,286.906,1242.52,19.8315,238.801,1327.75,-7.01457
36.05,176.928,1121.51,1171.81,167.994,1093.33,1007.04,216.311,1224.79,521.312,248.513,1156.88,107.397,213.263,1114.9,85.3997,281.877,1245.15,-2.86078,231.719,1328.8,-32.3256
36.0583,176.967,1128.31,1146.82,168.717,1099.65,981.979,216.498,1244.62,499.684,243.642,1158.17,86.6433,208.639,1112.56,63.5506,275.59,1248.24,-25.191,0,0,0
36.0667,176.832,1134.61,1121.05,169.39,1106.03,956.231,216.952,1265.65,477.383,239.709,1143.12,68.5689,203.791,1101.12,48.6798,270.053,1247.2,-30.4042,227.305,1337.28,-14.366
36.075,176.121,1140.59,1094.58,170.07,1112.08,929.844,217.277,1287.36,456.54,0,0,0,201.805,1095,36.658,279.663,1239.46,-15.5789,223.329,1325.4,-14.362
36.0833,175.439,1145.98,1067.43,170.38,1116.5,902.466,217.677,1307.01,436.417,0,0,0,201.383,1091.31,21.4961,279.337,1238.68,-11.166,228.473,1332.72,-12.2331
36.0917,174.902,1151.27,1040.19,172.989,1121.77,876.21,219.072,1320.73,417.739,0,0,0,199.18,1089.18,10.202,280.957,1239.69,-12.156,228.685,1335,-12.849
36.1,174.532,1156.24,1013.05,175.629,1126.29,849.932,220.009,1318.44,416.842,227.102,1134.17,39.773,198.649,1086.72,7.72709,279.098,1238.52,-15.0217,228.433,1333.11,-13.0949
36.1083,173.561,1160.89,986.214,176.281,1128.25,825.313,223.583,1330.65,405.023,225.419,1134.6,38.279,197.53,1089.88,10.2991,276.053,1232.99,-13.2743,229.414,1331.6,-13.2009
36.1167,172.516,1165.46,959.54,176.678,1128.27,802.388,223.535,1355.1,400.111,224.457,1139.8,44.5459,196.159,1090.78,12.9727,276.852,1238.56,-9.91994,228.962,1334.81,-14.1384
36.125,170.896,1169.3,934.471,177.967,1128.4,783.885,223.676,1371.68,400.769,223.568,1142.49,51.5944,195.477,1091.5,15.8341,276.634,1239.47,-14.2501,228.946,1334.9,-13.9345
36.1333,166.37,1171.12,911.151,179.788,1128.71,771.735,224.676,1385.06,396.527,223.033,1140.53,53.9856,194.758,1091.75,17.577,276.129,1238.65,-14.0562,229.301,1334.46,-13.979
36.1417,164.103,1170.07,895.81,179.024,1129.2,763.017,225.236,1395.42,390.965,222.924,1140.95,53.6336,194.192,1091.88,19.5771,275.914,1237.29,-12.4407,229.716,1333.45,-13.7452
36.15,168.674,1170.88,886.175,176.659,1130.69,755.665,227.394,1403.89,385.561,223.062,1142.79,53.4229,193.53,1092.1,21.9764,274.826,1236.44,-13.5432,230.071,1332.99,-13.7442
36.1583,172.751,1172.83,878.791,176.012,1131.58,747.819,229.515,1410.01,381.489,222.331,1144.07,55.0155,193.194,1092.72,25.2869,274.868,1236.52,-12.9821,230.276,1332.37,-13.5455
36.1667,175.11,1176.5,872.22,176.177,1131.51,740.956,231.533,1414.07,378.403,221.526,1145.96,57.7866,193.288,1093.58,29.1686,274.144,1236.45,-11.982,230.206,1332.42,-13.5649
36.175,177.166,1179.85,865.386,176.26,1131.43,732.272,234.165,1417.95,375.881,221.715,1148.47,60.6959,193.717,1094.71,33.2981,273.426,1236.7,-12.2335,230.108,1332.25,-13.5366
36.1833,179.323,1182.71,859.129,177.065,1131.46,724.308,236.436,1421.46,375.209,223.109,1149.65,64.9161,194.32,1096.07,37.5491,273.593,1237.39,-11.6415,230.083,1332.29,-13.4391
36.1917,181.626,1185.41,853.475,177.972,1132.81,717.425,240.614,1426.08,375.257,224.168,1150.84,68.4135,194.982,1097.32,40.8323,274.347,1237.7,-10.6137,230.095,1332.01,-13.2658
36.2,183.103,1188.15,846.22,178.478,1134.31,711.552,244.63,1430.7,376.206,225.062,1152.27,70.3083,195.806,1098.02,43.6589,274.17,1238.31,-11.0017,229.916,1332.16,-13.4008
36.2083,183.247,1190.26,838.648,178.955,1135.62,706.021,247.378,1434.95,376.592,226.483,1153.08,71.1523,197.123,1098.7,45.3589,274.701,1238.54,-10.96,229.949,1331.87,-13.2234
36.2167,182.678,1191.96,831.068,180.004,1137.51,700.419,249.56,1438.85,375.839,227.963,1153.56,71.3683,198.706,1098.87,46.5717,274.826,1238.98,-11.6444,229.855,1332.12,-13.4201
36.225,181.699,1193.62,823.801,180.674,1138.87,695.503,251.3,1441.89,374.3,229.088,1153.93,71.6121,200.201,1099.06,47.3064,276.184,1239.15,-11.539,229.865,1331.8,-13.256
36.2333,181.253,1195.6,817.87,181.046,1140.25,691.732,253.233,1444.3,372.257,230.218,1154.22,71.5486,201.482,1099.12,47.7459,276.291,1239.17,-12.4356,229.829,1331.94,-13.4032
36.2417,180.736,1197.58,813.584,181.821,1142.78,688.291,255.26,1446.35,369.944,231.028,1154.57,71.2675,202.628,1099.17,48.2343,276.637,1239.18,-12.6684,229.764,1331.94,-13.4305
36.25,180.326,1199.66,810.485,181.676,1144.62,686.222,257.004,1447.33,367.77,231.893,1154.64,71.3409,203.296,1099.21,48.6152,277.008,1239.39,-12.7823,229.797,1331.87,-13.4021
36.2583,179.696,1201.35,808.405,181.901,1147.21,684.786,259.376,1448.51,365.609,232.213,1154.58,71.3652,203.665,1099.29,48.8214,277.756,1239.33,-12.4806,229.869,1331.67,-13.2398
36.2667,179.63,1202.6,807.439,181.864,1149.31,684.562,260.997,1448.78,363.631,232.514,1154.51,71.6514,203.773,1099.29,49.1438,277.089,1239.47,-12.9173,229.723,1331.98,-13.4649
36.275,179.634,1203.87,806.932,181.731,1150.82,685.453,262.296,1448.75,362.215,232.773,1154.34,72.028,203.888,1099.42,49.2989,277.539,1239.26,-12.5387,229.872,1331.85,-13.3696
36.2833,179.654,1205.48,807.659,182.038,1152.96,686.76,263.523,1449.09,361.134,232.544,1154.47,71.8293,203.741,1099.39,49.4117,277.035,1239.38,-12.9301,229.748,1332.05,-13.5099
36.2917,179.599,1207.6,809.745,182.288,1154.97,688.727,264.519,1449.34,360.627,232.141,1154.47,71.3288,203.65,1099.42,49.3351,277.941,1239.09,-12.4505,229.877,1331.75,-13.3982
36.3,179.477,1210.21,812.793,182.289,1156.72,691.395,265.046,1449.34,360.571,232.347,1154.45,71.3012,203.557,1099.42,49.2724,276.871,1239.21,-12.9602,229.799,1331.95,-13.4783
36.3083,179.124,1212.46,816.563,182.833,1159.21,694.082,266.025,1450.08,360.278,232.234,1154.25,71.2716,203.498,1099.4,49.2054,277.093,1239.25,-12.8961,229.759,1331.99,-13.4712
36.3167,179.22,1214.89,821.145,182.876,1161.05,697.217,266.221,1449.86,360.544,232.693,1154.1,71.5665,203.612,1099.37,49.3666,276.956,1239.29,-12.99,229.741,1331.99,-13.4979
36.325,179.159,1217.11,826.727,183.435,1163.42,700.509,266.627,1449.8,360.91,232.826,1154.23,71.7091,203.848,1099.54,49.549,277.569,1239.16,-12.5741,229.738,1331.87,-13.3516
36.3333,178.905,1219.3,832.445,183.735,1165.4,704.522,266.43,1449.41,361.929,233.141,1154.48,71.9972,204.183,1099.66,49.9793,277.332,1239.39,-12.8653,229.552,1332.05,-13.561
36.3417,178.803,1221.65,838.482,183.503,1167.06,709.471,265.907,1448.43,363.54,233.508,1154.72,72.5407,204.534,1099.99,50.2648,278.016,1239.37,-12.3793,229.819,1331.8,-13.2853
36.35,178.294,1223.78,845.348,183.931,1169.66,714.964,265.643,1447.98,365.03,233.674,1155,73.0229,204.873,1100.08,50.7751,277.463,1239.66,-12.7902,229.66,1332.04,-13.4674
36.3583,177.558,1225.63,852.649,183.99,1172.11,721.409,265.1,1447.04,366.679,233.967,1155.16,73.4876,205.145,1100.34,50.9905,277.918,1239.64,-12.4368,229.706,1331.78,-13.3041
36.3667,176.995,1227.25,860.537,183.383,1174.12,728.644,264.187,1445.64,368.508,234.144,1155.11,73.8186,205.265,1100.34,51.0071,277.452,1239.89,-12.8918,229.613,1332.1,-13.5112
36.375,176.444,1228.68,869.098,183.436,1177.29,736.546,263.64,1444.66,370.011,234.258,1154.96,73.8438,205.364,1100.29,50.896,277.771,1239.98,-12.6901,229.573,1332.12,-13.5651
36.3833,176.226,1230.01,878.206,183.307,1180.35,744.674,262.412,1442.74,371.77,234.096,1154.57,73.7165,205.403,1100.12,50.6053,277.662,1239.86,-12.6483,229.594,1332.04,-13.5332
36.3917,176.081,1231.38,887.815,182.904,1183.27,753.157,261.394,1440.88,373.42,233.798,1154.13,73.2957,205.145,1099.93,49.8652,278.523,1239.7,-12.1157,229.731,1331.72,-13.2768
36.4,176.52,1232.77,897.885,182.693,1186.55,761.851,260.066,1438.43,375.327,233.51,1153.61,72.8756,204.925,1099.57,49.1523,277.749,1239.83,-12.6663,229.532,1331.92,-13.5259
