Frame number,5302
First frame,1
Point frequency,120
Analog frequency,120

Time,M024,,,M025,,,M026,,,M027,,,M028,,,M029,,,M030,,
s,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
4.80833,92.5389,-133.657,1112.2,109.983,-145.756,949.347,142.798,90.8149,518.622,98.8985,-135.903,171.209,60.9726,-186.593,142.527,144.532,-56.967,83.1021,116.268,39.1828,65.5686
4.81667,92.0179,-134.985,1113.17,109.778,-146.639,951.043,145.768,96.848,526.958,98.4549,-136.544,184.948,59.8451,-187.381,156.796,144.436,-59.3328,96.0131,116.845,36.2388,76.1604
4.825,91.4769,-136.218,1114.06,109.167,-147.829,952.538,148.683,103.028,535.698,97.56,-137.181,199.131,59.2103,-188.4,171.436,144.401,-61.709,109.355,117.339,33.916,87.4674
4.83333,90.8735,-137.417,1114.9,107.775,-150.588,954.238,151.234,108.382,545.028,97.6882,-137.536,213.339,58.8745,-189.327,186.44,144.47,-63.6374,122.854,117.531,31.3669,99.072
4.84167,90.3774,-138.422,1115.55,105.912,-153,955.929,154.082,113.774,554.283,97.9842,-137.85,227.867,59.1475,-189.777,201.732,144.441,-65.3425,136.641,117.745,28.8717,110.939
4.85,89.6765,-139.408,1116.07,105.557,-154.097,957.134,156.457,119.357,564.056,98.4065,-138.267,242.583,59.5485,-190.941,216.906,144.439,-66.8716,150.552,116.914,27.0622,123.629
4.85833,89.2067,-140.085,1116.43,105.034,-155.095,958.614,158.763,124.885,573.829,99.1554,-138.289,257.286,59.6885,-191.791,232.614,143.632,-68.3731,164.828,116.344,25.1881,136.432
4.86667,88.4968,-140.877,1116.79,103.15,-157.203,959.758,161.117,129.891,583.869,99.9372,-138.726,272.187,60.8558,-192.3,248.17,143.635,-69.6546,178.797,116.067,23.4889,149.144
4.875,87.8138,-141.525,1116.96,102.169,-158.504,960.998,163.423,134.62,594.005,101.211,-139.087,286.912,61.9246,-192.675,263.665,144.121,-70.7261,192.885,113.746,21.1064,161.856
4.88333,87.27,-141.959,1117.18,101.21,-159.732,962.271,165.309,139.515,604.068,101.981,-139.039,301.683,63.1825,-193.461,279.196,143.925,-71.9264,206.773,112.88,19.2394,174.478
4.89167,86.6997,-142.564,1117.33,100.272,-161.013,963.55,167.7,143.924,614.334,102.574,-138.916,316.011,64.6041,-193.848,294.352,144.293,-72.7832,220.963,113.032,17.5616,187.134
4.9,86.2121,-142.885,1117.33,99.4967,-162.187,964.557,169.274,148.084,624.408,103.822,-139.272,330.46,65.8532,-194.602,309.351,144.649,-73.8037,234.544,113.124,15.7651,199.224
4.90833,85.754,-143.301,1117.29,98.6042,-163.464,965.489,171.103,152.134,634.221,104.601,-139.368,344.152,67.3744,-195.346,323.921,145.365,-74.9601,247.99,113.847,14.1212,211.495
4.91667,85.4097,-143.758,1117.3,97.9736,-164.535,966.468,172.558,155.454,643.874,106.204,-139.607,357.871,68.4729,-195.703,338.515,146.12,-76.2457,261.279,114.543,12.6963,223.743
4.925,85.1238,-144.18,1117.21,97.396,-165.456,967.299,174.673,159.017,653.386,107.294,-139.64,370.822,69.8733,-196.322,352.379,147.351,-77.1111,274.553,115.52,11.456,235.823
4.93333,84.9021,-144.611,1117.12,96.9468,-166.38,968.168,176.225,161.852,662.718,108.051,-139.591,383.347,70.9686,-196.534,365.626,148.432,-77.8583,286.84,115.561,9.88358,247.163
4.94167,84.5182,-144.963,1117.1,96.6057,-167.158,968.974,177.956,164.576,671.765,109.29,-139.797,395.583,72.2909,-197.064,378.241,149.556,-78.7761,299.024,117.12,9.01306,258.185
4.95,84.3473,-145.268,1116.91,96.3789,-167.866,969.704,179.735,167.463,680.34,109.93,-139.963,406.674,73.4537,-197.385,390.269,149.909,-79.7666,310.072,118.508,8.21322,268.726
4.95833,84.088,-145.514,1116.72,95.9528,-168.611,970.544,181.133,169.42,688.305,110.868,-139.935,417.199,74.6237,-197.759,401.327,151.026,-80.5426,320.681,119.441,7.0712,278.326
4.96667,83.8888,-145.765,1116.6,96.0068,-168.695,971.127,182.591,171.397,695.833,111.876,-140.145,427.233,75.6212,-197.884,411.413,151.558,-81.3841,330.242,120.601,6.4795,287.238
4.975,83.7621,-146.005,1116.44,95.5927,-169.657,971.938,184.001,172.869,702.561,112.544,-140.114,435.985,76.435,-198.082,420.446,152.216,-81.8506,338.978,120.554,5.46068,295.593
4.98333,83.7112,-146.193,1116.36,95.4447,-170.046,972.538,185.218,173.887,708.724,113.44,-140.169,443.924,77.8491,-198.246,428.953,152.931,-82.2846,346.839,0,0,0
4.99167,83.633,-146.411,1116.29,95.3318,-170.364,973.03,186.348,175.031,714.178,114.102,-140.386,450.677,78.536,-198.602,436.133,154.104,-82.4714,353.958,122.265,4.64213,309.797
5,83.794,-146.404,1116.12,95.3704,-170.695,973.49,187.231,175.941,718.797,114.986,-140.522,456.375,79.5255,-199.17,442.386,154.311,-82.8995,359.539,122.651,4.29124,315.524
5.00833,83.7228,-146.549,1116.18,95.202,-170.843,973.621,187.96,176.291,722.781,116.175,-140.969,461.445,80.6601,-199.506,447.235,155.434,-82.863,364.772,123.275,4.12643,320.567
5.01667,83.8496,-146.548,1116.09,95.1627,-170.991,973.718,188.833,176.683,725.584,116.932,-141.435,465.088,81.7466,-200.018,451.413,155.818,-82.8645,368.783,123.86,4.33522,324.8
5.025,84.0176,-146.18,1116.02,95.0924,-171.257,973.591,189.147,176.827,727.649,117.589,-141.822,467.784,82.7572,-200.542,454.125,156.564,-82.6484,372.134,124.029,4.57227,328.27
5.03333,84.142,-145.868,1115.97,95.3117,-171.228,973.522,189.306,176.729,728.81,118.413,-142.255,469.568,83.7738,-201.157,455.859,157.049,-82.4684,374.364,124.556,4.91005,330.632
5.04167,84.34,-145.134,1115.67,95.4564,-171.186,973.262,189.379,176.609,728.991,119.026,-142.725,469.897,84.6181,-201.649,456.453,157.722,-82.3722,375.492,124.854,5.08803,331.888
5.05,84.4624,-144.474,1115.38,95.4464,-171.205,973.06,189.21,176.237,728.38,119.774,-143.218,469.367,85.4304,-202.306,455.996,158.376,-82.3777,375.323,125.259,5.09447,331.99
5.05833,84.6191,-143.798,1114.96,95.5309,-171.117,972.658,189.082,175.816,726.726,120.185,-143.691,467.502,86.1539,-202.882,454.266,159.231,-82.3811,374.146,125.863,5.16784,331.034
5.06667,84.7721,-143.025,1114.45,95.7501,-171.12,972.001,188.72,175.133,724.245,120.579,-144.224,464.635,86.6637,-203.365,451.415,159.328,-82.7093,371.48,126.34,5.31304,328.768
5.075,84.9758,-142.369,1113.95,96.0928,-171.002,971.236,188.224,174.201,720.876,121.015,-144.796,460.672,87.2259,-204,447.278,159.991,-82.6119,368.082,126.958,5.48512,325.641
5.08333,85.0895,-141.624,1113.4,96.4968,-170.827,970.235,187.894,173.168,716.477,121.089,-145.345,455.241,87.6215,-204.559,442.072,160.619,-82.553,363.443,127.605,5.68289,321.121
5.09167,85.4947,-140.934,1112.71,96.9406,-170.548,968.978,187.282,171.896,711.28,120.966,-146.092,448.601,88.0639,-205.135,435.37,161.234,-82.5309,357.788,128.176,5.99635,315.777
5.1,85.8072,-140.217,1112,97.4177,-170.248,967.681,186.363,170.011,705.159,121.576,-146.668,441.272,88.3781,-205.72,427.54,161.552,-82.599,350.61,128.959,6.32381,309.161
5.10833,86.1983,-139.478,1111.24,97.9251,-169.889,966.079,185.718,168.491,697.994,121.602,-147.402,432.403,88.5789,-206.29,418.457,161.784,-82.6057,342.493,129.311,6.87766,301.42
5.11667,86.5665,-138.737,1110.43,98.6212,-169.414,964.411,184.674,166.132,690.116,121.907,-148.005,422.425,88.6194,-206.864,408.147,161.931,-82.3277,333.122,129.578,7.39479,292.979
5.125,86.9997,-137.905,1109.53,99.2878,-168.885,962.615,183.865,163.643,681.007,121.94,-148.572,410.928,88.8955,-207.259,396.491,162.208,-82.0032,322.875,129.938,8.13395,283.179
5.13333,87.3224,-137.132,1108.5,100.111,-168.185,960.78,182.658,161.056,671.289,121.649,-149.253,398.267,88.781,-207.759,383.497,162.096,-81.7751,310.791,127.796,7.75969,272.244
5.14167,87.9059,-136.202,1107.44,101.05,-167.374,958.915,180.97,157.928,660.716,121.788,-149.671,384.447,88.4827,-208.408,369.027,161.712,-81.3149,297.578,130.603,9.72104,260.516
5.15,88.2572,-135.47,1106.45,101.967,-166.528,956.904,179.545,154.375,649.258,121.303,-150.402,369.064,88.7738,-208.669,353.097,161.976,-80.5504,283.492,129.213,10.998,246.92
5.15833,88.8286,-134.633,1105.33,102.988,-165.59,954.84,177.946,150.206,636.938,121.271,-151.036,352.278,88.901,-208.865,335.728,162.597,-79.4243,268.41,130.446,13.0557,233.251
5.16667,89.4209,-133.6,1104.31,103.976,-164.599,952.644,175.302,145.446,624.288,121.604,-151.481,334.821,89.0306,-208.779,316.879,162.099,-78.386,251.425,130.693,15.134,218.378
5.175,90.0844,-132.707,1103.29,105.191,-163.336,950.391,173.153,140.126,610.856,121.689,-151.747,315.4,89.4468,-208.032,296.608,161.724,-76.7581,233.407,131.483,18.7548,201.598
5.18333,90.9886,-131.273,1102.11,106.494,-161.856,948.099,169.816,134.093,596.71,121.691,-151.51,295.118,89.7041,-207.905,275.326,161.373,-74.5968,214.346,127.364,19.3315,185.099
5.19167,91.8194,-130.041,1101.02,107.52,-160.236,945.765,166.755,127.632,581.897,121.587,-151.096,272.982,90.2495,-207.191,252.383,161.084,-71.9945,194.257,128.745,23.2224,168.011
5.2,92.4091,-128.671,1099.97,108.549,-158.258,943.416,162.737,119.99,566.563,121.877,-150.389,250.055,90.7506,-206.035,228.517,158.68,-70.4567,172.049,125.965,26.3342,148.814
5.20833,93.1337,-127.057,1098.8,109.601,-155.67,941.068,159.111,111.918,551.273,122.016,-149.307,226.71,91.5644,-204.857,203.611,159.362,-65.5378,151.043,127.366,31.4143,130.171
5.21667,93.7492,-125.487,1097.65,110.655,-152.716,938.636,154.64,102.603,535.445,121.504,-147.777,201.769,91.8422,-202.388,177.279,162.125,-58.8946,127.967,125.848,36.0137,110.213
5.225,94.4162,-123.742,1096.28,111.402,-149.771,936.411,150.848,92.7353,518.96,121.274,-145.831,175.956,92.2484,-199.66,149.973,158.531,-56.9977,105.109,123.663,40.262,89.7255
5.23333,95.2721,-121.783,1094.96,112.454,-145.732,934.088,146.413,81.9593,502.704,121.676,-143.966,149.49,92.7152,-196.254,122.123,152.248,-52.8089,81.8177,122.432,45.3034,68.7366
5.24167,96.1474,-119.605,1093.51,113.365,-141.266,931.591,141.844,69.3333,485.636,122.818,-140.755,123.001,93.3521,-192.066,93.8023,157.08,-46.8784,56.7725,121.114,51.2316,48.1058
5.25,97.1123,-117.197,1092.12,114.394,-135.901,928.979,136.917,55.7871,468.869,123.522,-137.067,96.6319,94.242,-187.266,65.8587,164.985,-40.2065,36.0843,120.544,58.1433,27.3569
5.25833,98.3614,-114.324,1090.72,115.036,-129.661,925.82,131.853,39.9626,452.106,124.72,-132.526,70.8262,95.0936,-181.816,38.8855,155.524,-39.6526,33.1638,119.285,65.0788,8.32456
5.26667,99.9422,-110.853,1089.25,115.38,-122.504,922.358,126.177,22.6743,435.868,126.055,-127.483,46.324,95.9622,-176.71,14.811,153.426,-26.4591,-13.3932,113.715,70.6576,-10.6812
5.275,101.456,-106.879,1087.78,115.724,-114.361,918.462,120.503,4.15039,420.227,127.477,-122.246,24.4069,97.4335,-171.351,-5.47028,151.404,-20.3329,-35.2246,110.841,74.9089,-30.5449
5.28333,103.203,-102.132,1086.2,115.759,-105.433,914.236,114.819,-15.115,406.093,122.995,-121.36,8.44848,97.1582,-178.777,-11.3602,161.303,-7.18474,-42.1518,114.089,80.7914,-34.821
5.29167,104.21,-96.6195,1084.6,114.094,-95.4668,910.182,113.841,-7.65955,416.179,0,0,0,95.1672,-183.157,-11.8704,0,0,0,116.851,65.125,-20.2995
5.3,103.23,-90.4865,1083.22,113.294,-87.6626,907.681,106.528,12.2921,440.642,0,0,0,93.3481,-179.211,-7.9335,0,0,0,114.241,61.6071,-23.1184
5.30833,100.635,-84.0552,1082.11,109.952,-86.8381,905.987,104.732,15.8033,447.496,125.3,-135.543,45.2449,92.1989,-176.058,-4.88788,159.601,-28.7144,-22.6527,113.999,71.6927,-22.3055
5.31667,97.3461,-78.339,1081.15,110.435,-88.7192,908.938,104.667,17.6445,446.481,124.211,-132.733,46.5538,90.9905,-175.08,-2.78622,167.089,-15.2592,-20.2453,113.13,73.3982,-22.3852
5.325,94.5666,-74.3205,1080.7,110.039,-89.4572,915.717,104.247,20.2125,446.034,124.034,-132.139,45.8776,90.3663,-174.871,-0.522852,161.952,-21.8623,-20.1162,113.338,72.4257,-22.2996
5.33333,93.0663,-74.0659,1082.05,107.749,-87.8509,924,105.5,20.1917,445.265,124.221,-132.852,45.5858,90.0599,-175.157,-0.176966,162.214,-23.8915,-21.18,114.215,70.6702,-22.2685
5.34167,94.9115,-75.5625,1085.22,106.512,-84.1412,931.186,106.247,18.9928,441.435,124.151,-132.062,44.3326,90.1458,-174.977,-0.0973344,163.219,-23.807,-22.1355,114.441,70.5547,-22.3612
5.35,98.1805,-77.5752,1089.22,107.178,-80.4795,934.688,105.437,18.2565,436.912,124.505,-131.35,43.183,90.493,-175.002,-0.301301,163.678,-23.1485,-22.5234,114.34,70.9135,-22.4876
5.35833,101.368,-79.7669,1093.98,108.69,-76.8319,936.733,104.943,16.4219,433.116,124.405,-130.508,41.9219,90.714,-175.138,-0.846684,164.053,-22.8382,-22.6668,114.441,70.9842,-22.4081
5.36667,103.978,-81.5931,1098.85,110.234,-72.8293,938.055,105.964,13.8001,430.299,124.49,-130.1,40.5378,90.6281,-175.264,-1.44434,164.633,-22.9236,-22.9944,114.685,70.8547,-22.5628
5.375,105.479,-82.6656,1103.1,111.441,-69.7868,938.746,107.44,10.9216,428.597,124.523,-131.184,39.8837,90.4622,-175.436,-2.09606,165.019,-22.7794,-23.0402,114.854,70.7864,-22.6205
5.38333,107.045,-82.564,1106.28,112.619,-66.8167,939.201,108.588,7.60156,428.261,124.739,-132.26,40.022,90.5216,-175.598,-2.69341,165.308,-23.0283,-23.1507,115.106,70.6046,-22.6381
5.39167,108.784,-81.439,1108.32,113.276,-63.6933,939.545,109.764,4.38583,428.988,125.134,-133.308,39.9179,90.7763,-175.809,-3.31569,165.714,-23.2069,-23.2699,115.357,70.426,-22.5315
5.4,109.499,-79.1467,1109.14,113.925,-60.6376,939.181,110.965,0.281513,429.915,125.791,-134.175,39.6311,91.1359,-176.01,-3.80111,166.23,-23.3005,-23.4191,115.515,70.2705,-22.6488
5.40833,109.459,-75.5521,1109.35,113.798,-57.3438,938.565,111.806,-4.47941,430.53,126.091,-134.704,39.376,91.2754,-176.26,-4.32736,166.507,-23.3825,-23.5277,115.664,70.1431,-22.5438
5.41667,109.403,-71.248,1109.66,113.506,-53.8142,937.977,112.055,-8.78727,431.183,125.967,-135.162,38.8566,91.0858,-176.256,-4.79126,166.688,-23.4886,-23.584,115.84,69.9356,-22.622
5.425,108.946,-67.1309,1110.52,113.512,-49.9277,937.424,111.917,-11.6157,431.736,125.6,-135.383,38.57,90.8039,-176.338,-5.01239,166.45,-23.6631,-23.5484,115.882,69.8823,-22.5875
5.43333,108.408,-63.4639,1111.6,113.613,-46.0533,937.641,111.534,-12.5644,432.423,125.361,-135.348,38.555,90.618,-176.331,-5.10091,166.459,-23.7071,-23.5397,116.018,69.8541,-22.733
5.44167,108.15,-59.9406,1112.94,113.809,-42.9699,938.85,110.709,-12.7396,433.333,125.472,-135.614,38.6704,90.4731,-176.339,-5.15848,166.423,-23.7283,-23.5481,116.084,69.8797,-22.7231
5.45,108.124,-56.9713,1114.29,114.191,-40.5881,940.45,110.258,-12.693,434.57,125.319,-135.799,39.0056,90.4749,-176.343,-5.23531,166.402,-23.76,-23.5262,116.087,69.8189,-22.6662
5.45833,108.53,-54.449,1115.3,113.924,-38.6277,941.565,109.578,-13.4177,435.501,125.494,-136.095,38.9885,90.6216,-176.356,-5.50634,166.29,-23.7775,-23.5333,116.013,69.9178,-22.5347
5.46667,109.279,-52.1513,1115.61,113.759,-36.5866,942.091,108.807,-14.6826,436.062,125.795,-136.549,39.0257,90.7826,-176.514,-5.63484,166.311,-23.7323,-23.5595,115.949,69.8126,-22.6218
5.475,109.921,-50.5564,1115.2,113.751,-34.6547,942.124,108.231,-15.6412,436.266,125.971,-136.784,38.9326,90.9245,-176.638,-5.90914,166.3,-23.725,-23.5072,115.872,69.8165,-22.5064
5.48333,110.462,-49.3265,1114.03,114.121,-33.0636,941.872,107.638,-16.2972,436.015,126.023,-136.787,38.5652,91.1258,-176.77,-6.1537,166.324,-23.7674,-23.5617,115.676,69.6381,-22.631
5.49167,111.263,-48.451,1112.81,114.728,-31.8463,941.393,107.021,-16.6113,435.421,125.941,-136.56,38.0959,91.1727,-176.899,-6.46001,166.087,-23.7433,-23.4021,115.701,69.7732,-22.4681
5.5,112.035,-48.0966,1111.94,115.531,-30.6193,940.949,106.502,-16.6433,434.807,125.823,-136.366,37.7058,91.1796,-177.032,-6.71804,165.947,-23.7703,-23.4016,115.765,69.7169,-22.5438
5.50833,112.848,-47.7802,1111.01,116.172,-29.3552,940.563,105.721,-16.611,434.065,125.77,-136.363,37.3479,91.1882,-177.133,-6.91396,165.673,-23.8762,-23.3268,115.68,69.6822,-22.4952
5.51667,112.997,-47.794,1109.98,116.688,-28.3326,940.322,104.994,-16.7419,433.586,125.734,-136.427,37.1525,91.1771,-177.155,-7.07763,165.434,-23.9193,-23.2636,115.669,69.5744,-22.4539
5.525,113.099,-48.0723,1108.77,117.099,-27.6256,939.993,104.527,-16.8239,433.039,125.794,-136.549,36.9535,91.2644,-177.243,-7.28464,165.492,-24.0276,-23.2057,115.611,69.5978,-22.3479
5.53333,113.569,-48.5689,1107.95,117.744,-27.0866,939.472,104.399,-16.8191,432.526,125.791,-136.518,36.7414,91.4031,-177.31,-7.29126,165.425,-24.0569,-23.2196,115.612,69.4432,-22.4287
5.54167,113.871,-49.4139,1107.63,118.732,-26.7502,938.968,104.558,-16.6498,432.088,126.119,-136.202,36.4923,91.6017,-177.327,-7.43276,165.42,-24.0523,-23.156,115.623,69.5647,-22.3064
5.55,114.363,-50.1595,1107.61,119.433,-26.6558,938.537,104.807,-16.5153,431.677,126.319,-135.839,36.3911,91.7062,-177.372,-7.44712,165.463,-23.9722,-23.2341,115.595,69.4898,-22.3816
5.55833,114.831,-50.8782,1107.58,120.443,-26.3439,938.143,105.26,-16.4834,431.454,126.506,-135.904,36.3597,91.9815,-177.318,-7.50887,165.546,-23.9335,-23.208,115.567,69.5685,-22.2728
5.56667,115.016,-51.6195,1107.49,121.202,-25.7516,938.227,105.858,-16.933,431.795,126.777,-136.166,36.5531,92.181,-177.308,-7.51185,165.641,-23.8518,-23.2859,115.608,69.5431,-22.3985
5.575,115.525,-52.1815,1107.51,121.451,-25.0747,938.773,106.452,-17.5655,432.233,127.134,-136.453,36.5774,92.3484,-177.313,-7.51811,165.716,-23.839,-23.3312,115.615,69.4696,-22.4072
5.58333,116.052,-52.6057,1107.85,121.737,-24.1173,939.83,107.392,-18.2759,433.024,127.656,-136.807,36.5797,92.5783,-177.311,-7.46578,165.889,-23.8186,-23.4029,115.698,69.5031,-22.427
5.59167,116.45,-53.0701,1108.36,121.751,-23.4137,940.9,108.32,-19.1314,433.634,127.864,-136.956,36.6284,92.7903,-177.346,-7.59751,166.141,-23.7572,-23.3406,115.72,69.5594,-22.3167
5.6,116.862,-53.2363,1108.89,121.798,-22.8263,941.829,109.118,-20.2078,434.076,128.082,-137.067,36.6071,92.9768,-177.32,-7.55346,166.232,-23.761,-23.5187,115.787,69.4383,-22.4093
5.60833,117.242,-53.228,1109.36,122.12,-22.276,942.511,110.274,-20.8732,434.39,128.24,-137.138,36.6743,93.0869,-177.366,-7.65103,166.267,-23.7822,-23.4818,115.795,69.4848,-22.3138
5.61667,117.736,-53.1071,1109.84,122.431,-22.0375,942.94,110.912,-21.8217,434.459,128.288,-137.155,36.5946,93.0878,-177.346,-7.59125,166.382,-23.7876,-23.5801,115.959,69.3431,-22.3891
5.625,118.236,-52.9731,1110.38,122.996,-21.6568,943.246,111.316,-22.9679,434.577,128.21,-137.121,36.4956,93.0905,-177.4,-7.72142,166.341,-23.8833,-23.5763,115.861,69.3427,-22.3787
5.63333,118.61,-52.8938,1110.97,123.54,-21.3372,943.607,111.606,-24.2704,434.981,128.163,-137.148,36.4438,93.0343,-177.468,-7.75105,166.343,-23.8922,-23.6139,115.991,69.2238,-22.4848
5.64167,119.222,-52.6916,1111.52,123.94,-21.3217,943.843,111.843,-25.1848,435.073,128.037,-137.233,36.3119,92.9168,-177.456,-7.85488,166.312,-23.9382,-23.6226,116.086,69.1529,-22.4872
5.65,119.878,-52.6875,1112.11,124.737,-21.1536,943.94,112.063,-26.0112,435.192,127.953,-137.283,36.2921,92.792,-177.504,-7.83664,166.293,-24.0249,-23.6126,116.021,69.1357,-22.4046
5.65833,120.455,-52.7995,1112.77,125.19,-21.2849,943.945,112.167,-26.8207,434.986,127.864,-137.318,36.1676,92.6602,-177.496,-7.9509,166.125,-24.1083,-23.491,116.069,69.1652,-22.2319
5.66667,121.069,-52.9633,1113.2,125.797,-21.6065,943.829,112.22,-27.4885,434.869,127.799,-137.368,36.0976,92.5802,-177.532,-7.89309,166.207,-24.1856,-23.6005,116.155,69.0236,-22.3569
5.675,121.708,-53.2235,1113.53,126.697,-21.7526,943.336,112.505,-28.0579,435.089,127.619,-137.485,36.1602,92.5244,-177.58,-8.00097,166.154,-24.245,-23.526,116.198,68.9651,-22.3073
5.68333,122.292,-53.52,1113.63,127.24,-22.5275,942.896,112.715,-28.4685,434.958,127.793,-137.606,36.0922,92.5407,-177.618,-7.94631,166.244,-24.3154,-23.6152,116.277,68.9296,-22.4466
5.69167,122.708,-53.8537,1113.52,127.579,-23.4416,942.592,113.502,-28.5272,434.997,127.887,-137.692,36.2094,92.5047,-177.693,-8.06135,166.192,-24.3618,-23.5331,116.283,68.9365,-22.3168
5.7,123.051,-54.2566,1113.29,128.598,-23.5635,942.401,114.449,-28.3792,435.239,128.009,-137.939,36.2699,92.6166,-177.677,-8.05461,166.399,-24.3264,-23.6094,116.444,68.8438,-22.4314
5.70833,123.424,-54.6336,1112.98,129.506,-24.09,942.395,114.479,-28.7056,435.125,128.127,-138.11,36.2719,92.6552,-177.598,-8.13615,166.477,-24.3703,-23.6772,116.514,68.779,-22.4733
5.71667,123.659,-55.1623,1112.64,129.944,-25.1785,942.075,115.315,-28.5586,435.369,128.301,-138.15,36.2813,92.7205,-177.633,-8.06361,166.54,-24.3705,-23.6959,116.56,68.7452,-22.4651
5.725,123.978,-55.7206,1112.32,130.463,-26.2613,941.804,115.872,-28.3172,435.353,128.608,-138.264,36.1414,92.7744,-177.61,-8.16745,166.563,-24.4257,-23.6565,116.649,68.7054,-22.3833
5.73333,124.349,-56.3706,1112.09,131.469,-26.7289,941.726,116.283,-28.0358,435.293,128.503,-138.132,36.2408,92.8623,-177.603,-8.06248,166.637,-24.3852,-23.7067,116.654,68.7088,-22.499
5.74167,124.711,-57.1343,1111.98,132.116,-27.2674,941.871,116.408,-27.8974,435.303,128.361,-137.895,36.1921,92.9053,-177.54,-8.12095,166.587,-24.389,-23.6558,116.665,68.7996,-22.4138
5.75,125.121,-57.9008,1111.89,132.232,-28.1295,942.025,116.627,-27.6701,435.046,128.4,-137.822,36.174,92.8874,-177.54,-8.03327,166.662,-24.2857,-23.7243,116.652,68.8637,-22.5213
5.75833,125.545,-58.6748,1111.83,132.722,-28.5599,942.273,116.868,-27.3938,435.06,128.435,-137.738,36.1345,92.8633,-177.539,-8.01599,166.575,-24.3015,-23.6785,116.695,68.9011,-22.3795
5.76667,125.879,-59.4391,1111.92,133.274,-28.7938,942.635,117.168,-27.1428,435.253,128.472,-137.682,36.1521,92.8986,-177.542,-8.0542,166.625,-24.3233,-23.7923,116.542,68.8527,-22.5852
5.775,126.259,-60.1452,1112.02,133.387,-29.2519,943.008,117.071,-27.1063,435.065,128.51,-137.714,36.0875,92.8925,-177.541,-8.02541,166.601,-24.2266,-23.7347,116.603,68.939,-22.5711
5.78333,126.54,-60.7797,1112.19,133.907,-29.3959,943.241,117.216,-27.1816,435.142,128.488,-137.67,36.0692,92.8601,-177.52,-7.99817,166.53,-24.2231,-23.6971,116.728,69.0158,-22.589
5.79167,126.881,-61.3171,1112.43,134.026,-29.8795,943.427,117.111,-27.4933,435.01,128.461,-137.646,35.9419,92.8405,-177.52,-8.05026,166.43,-24.2546,-23.6345,116.611,69.0055,-22.4124
5.8,127.151,-61.696,1112.72,134.572,-30.1837,943.25,116.79,-28.2922,434.942,128.479,-137.587,35.8749,92.8527,-177.538,-8.01778,166.395,-24.1934,-23.6797,116.6,68.9597,-22.4774
5.80833,127.367,-62.0419,1112.98,135.43,-29.978,943.239,117.194,-28.564,435.366,128.533,-137.599,35.8789,92.8546,-177.536,-8.10856,166.376,-24.2869,-23.6312,116.585,68.8987,-22.4345
5.81667,127.61,-62.2302,1113.28,135.657,-30.0803,943.166,116.834,-29.5888,435.243,128.396,-137.715,35.886,92.8818,-177.583,-8.06248,166.382,-24.3085,-23.7227,116.634,68.8878,-22.5193
5.825,127.862,-62.3352,1113.51,135.8,-30.7478,943.478,116.91,-30.2451,435.236,128.61,-137.774,35.7893,92.9107,-177.628,-8.14873,166.367,-24.3407,-23.6599,116.685,68.8661,-22.3981
5.83333,128.05,-62.3788,1113.78,135.914,-31.2757,943.767,117.52,-30.8291,435.598,128.752,-137.748,35.8511,92.8775,-177.685,-8.20154,166.438,-24.3561,-23.7175,116.685,68.7724,-22.5203
5.84167,128.18,-62.3888,1113.91,136.876,-31.0863,943.796,117.476,-31.8313,435.508,128.857,-137.982,35.7448,92.9877,-177.659,-8.24302,166.425,-24.3714,-23.7277,116.727,68.7251,-22.5275
5.85,128.287,-62.3238,1114.09,137.742,-31.0091,943.974,118.194,-32.4959,435.985,128.933,-138.148,35.7956,93.0721,-177.724,-8.21489,166.465,-24.3852,-23.7293,116.748,68.6801,-22.4839
5.85833,128.437,-62.2338,1114.2,137.563,-31.7363,943.971,118.436,-33.2433,435.891,129.092,-138.179,35.7125,93.1358,-177.787,-8.30847,166.453,-24.4935,-23.6787,116.819,68.6209,-22.3636
5.86667,128.544,-62.1965,1114.28,137.836,-32.0171,944.245,118.551,-34.1188,436.086,129.4,-138.432,35.589,93.1316,-177.808,-8.28725,166.524,-24.4927,-23.7952,116.908,68.561,-22.4711
5.875,128.65,-62.1982,1114.39,138.235,-32.2313,944.494,119.274,-34.7036,436.381,129.196,-138.414,35.7388,93.1311,-177.82,-8.37672,166.639,-24.5041,-23.6942,116.961,68.5003,-22.4184
5.88333,128.833,-62.2896,1114.52,138.358,-32.6973,944.696,120.119,-35.1196,436.415,129.211,-138.457,35.6086,93.1963,-177.823,-8.38089,166.593,-24.5722,-23.8129,117.075,68.4622,-22.5216
5.89167,129.084,-62.2521,1114.55,138.518,-33.2103,944.781,119.925,-36.073,436.351,129.326,-138.699,35.6669,93.2309,-177.883,-8.49545,166.648,-24.6601,-23.8165,117.113,68.4258,-22.4285
5.9,129.264,-62.4422,1114.66,138.955,-33.585,944.805,120.592,-36.5506,436.678,129.414,-138.828,35.7078,93.2616,-177.877,-8.54254,166.695,-24.6862,-23.8753,117.253,68.3548,-22.4866
5.90833,129.51,-62.6147,1114.73,139.164,-34.0682,944.848,120.856,-37.1167,436.618,129.477,-138.906,35.6098,93.3465,-177.92,-8.57896,166.764,-24.7678,-23.952,117.225,68.2243,-22.548
