Time,Fx,Fy,Fz,Mx,My,Mz,CoPx,CoPy
11.579,-0.033528,0.038662,-0.176252,-0.040024,-0.026666,0.004098,0,0
11.58,-0.034376,-0.050734,-0.002962,-0.068496,-0.049949,-0.007861,0,0
11.581,0.054267,-0.05049,-0.003476,-0.068656,-0.045631,-0.024664,0,0
11.582,0.053994,-0.050968,-0.174817,0.029684,-0.022737,-0.024594,0,0
11.583,0.054739,0.039026,-0.348241,-0.007474,-0.045455,-0.012793,0,0
11.584,-0.033212,0.039345,-0.178709,-0.039889,-0.026482,-0.029546,0,0
11.585,0.054776,0.039283,-0.177524,-0.105909,-0.022273,-0.012766,0,0
11.586,0.054711,0.038524,-0.004846,-0.007324,0.000702,-0.0126,0,0
11.587,-0.033212,0.039345,-0.178709,-0.039889,-0.026482,-0.029546,0,0
11.588,0.054335,0.038643,-0.176321,0.025385,-0.022405,-0.012688,0,0
11.589,0.05437,-0.051087,-0.003342,-0.003025,0.00037,-0.024505,0,0
11.59,-0.033931,0.038279,-0.004332,-0.007165,-0.003616,0.004203,0,0
11.591,0.054711,0.038524,-0.004846,-0.007324,0.000702,-0.0126,0,0
11.592,0.054711,0.038524,-0.004846,-0.007324,0.000702,-0.0126,0,0
11.593,0.05437,-0.051087,-0.003342,-0.003025,0.00037,-0.024505,0,0
11.594,-0.033904,0.038782,-0.347727,-0.007315,-0.049773,0.004009,0,0
11.595,0.054267,-0.05049,-0.003476,-0.068656,-0.045631,-0.024664,0,0
11.596,0.054774,-0.050705,-0.175262,-0.035885,-0.02268,-0.02461,0,0
11.597,-0.033763,0.038441,-0.176876,-0.04012,0.01941,0.004194,0,0
11.598,-0.123142,0.039052,-0.005964,-0.006931,-0.053807,-0.012781,0,0
11.599,-0.122766,0.038933,0.165511,-0.03964,-0.0307,-0.012693,0,0
11.6,-0.033931,0.038279,-0.004332,-0.007165,-0.003616,0.004203,0,0
11.601,-0.033616,0.038962,-0.006789,-0.007029,-0.003432,-0.029442,0,0
11.602,0.05437,-0.051087,-0.003342,-0.003025,0.00037,-0.024505,0,0
11.603,0.054711,0.038524,-0.004846,-0.007324,0.000702,-0.0126,0,0
11.604,0.055284,0.039068,-0.34931,-0.073139,0.000677,-0.012713,0,0
11.605,0.055491,0.038787,-0.005291,-0.072894,0.000759,-0.012616,0,0
11.606,0.054774,-0.050705,-0.175262,-0.035885,-0.02268,-0.02461,0,0
11.607,0.054539,-0.050926,-0.175886,-0.03598,0.023395,-0.024514,0,0
11.608,-0.035156,-0.050997,-0.002517,-0.002927,-0.050006,-0.007845,0,0
11.609,-0.033931,0.038279,-0.004332,-0.007165,-0.003616,0.004203,0,0
11.61,0.053863,-0.050872,0.168444,-0.035796,-0.022581,-0.024559,0,0
11.611,-0.033957,-0.050649,-0.005285,-0.00273,-0.003764,-0.041347,0,0
11.612,-0.122259,0.038718,-0.006275,-0.00687,-0.007749,-0.012639,0,0
11.613,-0.034307,0.038399,-0.175807,0.025545,-0.026723,0.004114,0,0
11.614,-0.033992,0.039081,-0.178264,0.02568,-0.026539,-0.02953,0,0
11.615,0.054608,0.039121,-0.00498,-0.072954,-0.045299,-0.012758,0,0
11.616,0.054774,-0.050705,-0.175262,-0.035885,-0.02268,-0.02461,0,0
11.617,0.053927,0.036986,-0.173835,0.025586,-0.022855,-0.036609,0,0
11.618,0.053994,-0.050968,-0.174817,0.029684,-0.022737,-0.024594,0,0
11.619,-0.033869,-0.050949,-0.174748,-0.035726,-0.026998,-0.007808,0,0
11.62,0.054055,-0.05177,-0.000886,-0.003161,0.000185,0.009139,0,0
11.621,0.05437,-0.051087,-0.003342,-0.003025,0.00037,-0.024505,0,0
11.622,0.053863,-0.050872,0.168444,-0.035796,-0.022581,-0.024559,0,0
11.623,0.054204,0.038738,0.16694,-0.040095,-0.022249,-0.012653,0,0
11.624,0.05437,-0.051087,-0.003342,-0.003025,0.00037,-0.024505,0,0
11.625,-0.034273,-0.051331,-0.002828,-0.002866,-0.003948,-0.007703,0,0
11.626,-0.034307,0.038399,-0.175807,0.025545,-0.026723,0.004114,0,0
11.627,-0.034649,-0.051212,-0.174303,0.029844,-0.027055,-0.007792,0,0
11.628,0.054335,0.038643,-0.176321,0.025385,-0.022405,-0.012688,0,0
11.629,0.054268,0.126597,-0.175338,0.021287,-0.022523,-0.024703,0,0
11.63,-0.033869,-0.050949,-0.174748,-0.035726,-0.026998,-0.007808,0,0
11.631,0.053655,-0.050591,-0.175575,-0.036041,-0.022663,-0.024656,0,0
11.632,0.05488,0.038685,-0.17739,-0.040279,0.023727,-0.012608,0,0
11.633,0.054711,0.038524,-0.004846,-0.007324,0.000702,-0.0126,0,0
11.634,-0.034273,-0.051331,-0.002828,-0.002866,-0.003948,-0.007703,0,0
11.635,-0.034273,-0.051331,-0.002828,-0.002866,-0.003948,-0.007703,0,0
11.636,-0.034104,-0.05117,-0.175372,-0.035821,0.019078,-0.007712,0,0
11.637,0.054539,-0.050926,-0.175886,-0.03598,0.023395,-0.024514,0,0
11.638,0.053994,-0.050968,-0.174817,0.029684,-0.022737,-0.024594,0,0
11.639,-0.1226,-0.050893,-0.004771,-0.002571,-0.008081,-0.024545,0,0
11.64,-0.034465,-0.050434,0.166501,-0.035501,-0.026714,-0.041401,0,0
11.641,-0.034296,-0.050272,-0.006043,-0.068456,-0.003689,-0.041409,0,0
11.642,-0.034672,-0.050153,-0.177518,-0.035746,-0.026796,-0.041498,0,0
11.643,0.053487,-0.050753,-0.003031,-0.003086,-0.045688,-0.024647,0,0
11.644,0.05437,-0.051087,-0.003342,-0.003025,0.00037,-0.024505,0,0
11.645,0.05437,-0.051087,-0.003342,-0.003025,0.00037,-0.024505,0,0
11.646,-0.034296,-0.050272,-0.006043,-0.068456,-0.003689,-0.041409,0,0
11.647,-0.034024,0.037305,-0.004302,-0.006829,-0.003881,-0.053362,0,0
11.648,0.054774,-0.050705,-0.175262,-0.035885,-0.02268,-0.02461,0,0
11.649,-0.034716,0.036742,-0.17332,0.025745,-0.027173,-0.019806,0,0
11.65,-0.034612,-0.050955,-0.003586,-0.068591,-0.003873,-0.007765,0,0
11.651,0.053759,-0.051189,-0.175441,0.029589,0.023338,-0.024498,0,0
11.652,-0.034988,-0.050835,-0.175061,-0.035882,-0.02698,-0.007854,0,0
11.653,-0.122808,-0.050612,-0.34879,-0.002816,-0.008162,-0.024642,0,0
11.654,0.054162,-0.050806,-0.347361,-0.00327,0.000288,-0.024602,0,0
11.655,0.053996,0.039019,-0.177079,-0.04034,-0.022331,-0.01275,0,0
11.656,-0.122939,-0.050517,-0.005529,-0.068296,-0.008006,-0.024607,0,0
11.657,-0.035396,-0.052493,-0.172575,-0.035682,-0.02743,-0.031774,0,0
11.658,-0.035156,-0.050997,-0.002517,-0.002927,-0.050006,-0.007845,0,0
11.659,-0.034649,-0.051212,-0.174303,0.029844,-0.027055,-0.007792,0,0
11.66,-0.034743,0.03624,0.170075,0.025895,0.018984,-0.019613,0,0
11.661,0.053962,-0.052744,-0.000856,-0.002825,-0.00008,-0.048426,0,0
11.662,0.053655,-0.050591,-0.175575,-0.036041,-0.022663,-0.024656,0,0
11.663,0.054031,-0.050711,-0.0041,-0.068751,0.000445,-0.024567,0,0
11.664,0.053964,0.037243,-0.003118,-0.072849,0.000327,-0.036582,0,0
11.665,0.053863,-0.050872,0.168444,-0.035796,-0.022581,-0.024559,0,0
11.666,0.053863,-0.050872,0.168444,-0.035796,-0.022581,-0.024559,0,0
11.667,-0.03448,-0.05105,-0.346847,-0.003111,-0.004029,-0.0078,0,0
11.668,-0.035156,-0.050997,-0.002517,-0.002927,-0.050006,-0.007845,0,0
11.669,0.053679,-0.05165,-0.172361,0.029549,-0.022922,0.00905,0,0
11.67,-0.03478,-0.051117,0.168958,-0.035637,-0.026899,-0.007757,0,0
11.671,-0.034612,-0.050955,-0.003586,-0.068591,-0.003873,-0.007765,0,0
11.672,-0.035329,-0.140446,-0.173558,-0.031583,-0.027312,-0.019759,0,0
11.673,-0.03448,-0.05105,-0.346847,-0.003111,-0.004029,-0.0078,0,0
11.674,-0.034104,-0.05117,-0.175372,-0.035821,0.019078,-0.007712,0,0
11.675,-0.035329,-0.140446,-0.173558,-0.031583,-0.027312,-0.019759,0,0
11.676,0.053487,-0.050753,-0.003031,-0.003086,-0.045688,-0.024647,0,0
11.677,0.053994,-0.050968,-0.174817,0.029684,-0.022737,-0.024594,0,0
11.678,-0.034847,0.036837,0.169941,-0.039735,-0.027017,-0.019771,0,0
11.679,-0.03556,-0.05138,0.169403,0.029933,-0.026956,-0.00774,0,0
11.68,-0.035391,-0.051218,-0.003141,-0.003022,-0.00393,-0.007749,0,0
11.681,0.05359,-0.05135,-0.002897,0.062544,0.000313,-0.024489,0,0
11.682,0.054095,0.037148,-0.346379,-0.007369,0.00017,-0.036617,0,0
11.683,-0.03448,-0.05105,-0.346847,-0.003111,-0.004029,-0.0078,0,0
11.684,-0.03448,-0.05105,-0.346847,-0.003111,-0.004029,-0.0078,0,0
11.685,-0.034679,0.036999,-0.002603,-0.07269,-0.003991,-0.01978,0,0
11.686,-0.035055,0.037118,-0.174078,-0.03998,-0.027098,-0.019868,0,0
11.687,-0.034988,-0.050835,-0.175061,-0.035882,-0.02698,-0.007854,0,0
11.688,0.05334,-0.051274,-0.173119,-0.036177,-0.022847,0.008988,0,0
11.689,0.053184,0.03698,-0.002673,-0.00728,0.000269,-0.036566,0,0
11.69,0.053247,-0.052248,-0.173089,-0.035841,-0.023113,-0.048576,0,0
11.691,-0.035396,-0.052493,-0.172575,-0.035682,-0.02743,-0.031774,0,0
11.692,-0.035223,0.036957,-0.001534,-0.007026,-0.050124,-0.01986,0,0
11.693,0.05356,0.03686,0.168802,-0.03999,0.023377,-0.036477,0,0
11.694,-0.035391,-0.051218,-0.003141,-0.003022,-0.00393,-0.007749,0,0
11.695,-0.034612,-0.050955,-0.003586,-0.068591,-0.003873,-0.007765,0,0
11.696,-0.034104,-0.05117,-0.175372,-0.035821,0.019078,-0.007712,0,0
11.697,-0.034822,-0.140661,-0.345344,0.001188,-0.004361,-0.019706,0,0
11.698,-0.035396,-0.052493,-0.172575,-0.035682,-0.02743,-0.031774,0,0
11.699,-0.034104,-0.05117,-0.175372,-0.035821,0.019078,-0.007712,0,0
11.7,-0.035156,-0.050997,-0.002517,-0.002927,-0.050006,-0.007845,0,0
11.701,-0.035329,-0.140446,-0.173558,-0.031583,-0.027312,-0.019759,0,0
11.702,-0.034822,-0.140661,-0.345344,0.001188,-0.004361,-0.019706,0,0
11.703,-0.034988,-0.050835,-0.175061,-0.035882,-0.02698,-0.007854,0,0
11.704,-0.034988,-0.050835,-0.175061,-0.035882,-0.02698,-0.007854,0,0
11.705,0.052742,-0.140746,0.170392,0.034072,-0.02297,-0.036448,0,0
11.706,0.05342,0.037201,-0.002049,-0.007185,-0.045806,-0.036662,0,0
11.707,-0.035055,0.037118,-0.174078,-0.03998,-0.027098,-0.019868,0,0
11.708,-0.035055,0.037118,-0.174078,-0.03998,-0.027098,-0.019868,0,0
11.709,-0.035015,-0.051338,0.168334,-0.035732,0.019177,-0.00766,0,0
11.71,-0.035424,-0.052995,0.17082,-0.035532,0.018727,-0.031581,0,0
11.711,-0.035459,0.036736,-0.002158,-0.007121,-0.004048,-0.019764,0,0
11.712,-0.035015,-0.051338,0.168334,-0.035732,0.019177,-0.00766,0,0
11.713,-0.035459,0.036736,-0.002158,-0.007121,-0.004048,-0.019764,0,0
11.714,-0.035055,0.037118,-0.174078,-0.03998,-0.027098,-0.019868,0,0
11.715,-0.034889,-0.052707,-0.344361,-0.002911,-0.004479,-0.03172,0,0
11.716,0.052931,-0.052931,-0.170632,-0.035977,-0.023297,-0.014932,0,0
11.717,-0.035055,0.037118,-0.174078,-0.03998,-0.027098,-0.019868,0,0
11.718,-0.035329,-0.140446,-0.173558,-0.031583,-0.027312,-0.019759,0,0
11.719,-0.034988,-0.050835,-0.175061,-0.035882,-0.02698,-0.007854,0,0
11.72,-0.03448,-0.05105,-0.346847,-0.003111,-0.004029,-0.0078,0,0
11.721,0.053184,0.03698,-0.002673,-0.00728,0.000269,-0.036566,0,0
11.722,0.053314,-0.140202,-0.174072,-0.031742,-0.022995,-0.036562,0,0
11.723,0.052936,-0.051656,-0.001199,-0.003317,0.000203,0.009093,0,0
11.724,-0.035396,-0.052493,-0.172575,-0.035682,-0.02743,-0.031774,0,0
11.725,-0.035396,-0.052493,-0.172575,-0.035682,-0.02743,-0.031774,0,0
11.726,-0.034988,-0.050835,-0.175061,-0.035882,-0.02698,-0.007854,0,0
11.727,-0.035497,-0.140608,-0.001014,0.001372,-0.050338,-0.019751,0,0
11.728,-0.123799,-0.051241,-0.002003,-0.002768,-0.054323,0.008957,0,0
11.729,0.053247,-0.052248,-0.173089,-0.035841,-0.023113,-0.048576,0,0
11.73,-0.035329,-0.140446,-0.173558,-0.031583,-0.027312,-0.019759,0,0
11.731,-0.035329,-0.140446,-0.173558,-0.031583,-0.027312,-0.019759,0,0
11.732,0.053716,-0.051393,-0.001644,-0.068886,0.00026,0.009077,0,0
11.733,0.05202,-0.053099,0.173074,-0.035888,-0.023198,-0.014881,0,0
11.734,-0.0358,-0.052875,-0.000655,-0.002822,-0.00438,-0.031669,0,0
11.735,-0.035396,-0.052493,-0.172575,-0.035682,-0.02743,-0.031774,0,0
11.736,-0.03502,-0.052612,-0.0011,-0.068391,-0.004323,-0.031685,0,0
11.737,-0.035223,0.036957,-0.001534,-0.007026,-0.050124,-0.01986,0,0
11.738,-0.03499,-0.140823,-0.1728,0.034143,-0.027387,-0.019697,0,0
11.739,-0.124376,-0.141073,-0.001124,0.001436,-0.00858,-0.002852,0,0
11.74,-0.0358,-0.052875,-0.000655,-0.002822,-0.00438,-0.031669,0,0
11.741,0.14117,-0.053069,0.000774,-0.003276,0.004071,-0.03163,0,0
11.742,0.0527,0.036136,0.172328,0.025539,-0.022941,-0.002913,0,0
11.743,-0.035396,-0.052493,-0.172575,-0.035682,-0.02743,-0.031774,0,0
11.744,-0.03502,-0.052612,-0.0011,-0.068391,-0.004323,-0.031685,0,0
11.745,-0.034822,-0.140661,-0.345344,0.001188,-0.004361,-0.019706,0,0
11.746,-0.035592,-0.053156,0.343364,-0.002577,-0.004299,-0.031572,0,0
11.747,-0.035396,-0.052493,-0.172575,-0.035682,-0.02743,-0.031774,0,0
11.748,-0.035733,-0.140829,-0.001638,0.001277,-0.004262,-0.019655,0,0
11.749,-0.035901,-0.140991,0.170906,0.034232,-0.027288,-0.019646,0,0
11.75,-0.034988,-0.050835,-0.175061,-0.035882,-0.02698,-0.007854,0,0
11.751,0.052998,-0.140885,-0.171615,-0.031878,-0.023179,-0.002917,0,0
11.752,-0.035228,-0.052331,-0.345119,-0.068636,-0.004404,-0.031782,0,0
11.753,-0.035055,0.037118,-0.174078,-0.03998,-0.027098,-0.019868,0,0
11.754,-0.0358,-0.052875,-0.000655,-0.002822,-0.00438,-0.031669,0,0
11.755,-0.035329,-0.140446,-0.173558,-0.031583,-0.027312,-0.019759,0,0
11.756,-0.035424,-0.052995,0.17082,-0.035532,0.018727,-0.031581,0,0
11.757,-0.12495,-0.052905,0.171645,-0.035433,-0.031648,-0.01492,0,0
11.758,-0.035707,-0.051901,-0.000684,-0.003158,-0.004114,0.025895,0,0
11.759,0.052936,-0.051656,-0.001199,-0.003317,0.000203,0.009093,0,0
11.76,-0.035329,-0.140446,-0.173558,-0.031583,-0.027312,-0.019759,0,0
11.761,0.052998,-0.140885,-0.171615,-0.031878,-0.023179,-0.002917,0,0
11.762,0.052323,-0.140831,0.172715,-0.031694,-0.069156,-0.002963,0,0
11.763,-0.035329,-0.140446,-0.173558,-0.031583,-0.027312,-0.019759,0,0
11.764,-0.035705,-0.140327,-0.345033,0.001127,-0.050419,-0.019848,0,0
11.765,-0.035396,-0.052493,-0.172575,-0.035682,-0.02743,-0.031774,0,0
11.766,0.053273,0.03668,-0.172136,-0.040275,-0.022965,-0.003026,0,0
11.767,-0.035459,0.036736,-0.002158,-0.007121,-0.004048,-0.019764,0,0
11.768,-0.0358,-0.052875,-0.000655,-0.002822,-0.00438,-0.031669,0,0
11.769,0.141641,-0.14064,-0.172129,-0.032037,-0.018861,-0.01972,0,0
11.77,0.05369,-0.140322,-0.002597,-0.064452,0.000112,-0.036473,0,0
11.771,0.052998,-0.140885,-0.171615,-0.031878,-0.023179,-0.002917,0,0
11.772,-0.12495,-0.052905,0.171645,-0.035433,-0.031648,-0.01492,0,0
11.773,-0.036307,-0.05266,0.171131,-0.035593,-0.027331,-0.031723,0,0
11.774,-0.035904,-0.052278,-0.000789,-0.068452,-0.050381,-0.031827,0,0
11.775,-0.035396,-0.052493,-0.172575,-0.035682,-0.02743,-0.031774,0,0
11.776,0.052998,-0.140885,-0.171615,-0.031878,-0.023179,-0.002917,0,0
11.777,0.052971,-0.141387,0.17178,-0.031728,0.022978,-0.002724,0,0
11.778,0.053312,-0.051776,0.170276,-0.036027,0.02331,0.009181,0,0
11.779,-0.035391,-0.051218,-0.003141,-0.003022,-0.00393,-0.007749,0,0
11.78,-0.035966,0.03695,0.169628,-0.039891,-0.026999,-0.019817,0,0
11.781,0.053247,-0.052248,-0.173089,-0.035841,-0.023113,-0.048576,0,0
11.782,-0.035396,-0.052493,-0.172575,-0.035682,-0.02743,-0.031774,0,0
11.783,-0.035055,0.037118,-0.174078,-0.03998,-0.027098,-0.019868,0,0
11.784,-0.035627,0.036574,0.170386,0.025834,-0.027074,-0.019755,0,0
11.785,-0.124544,-0.141235,0.17142,0.034391,-0.031605,-0.002844,0,0
11.786,-0.035396,-0.052493,-0.172575,-0.035682,-0.02743,-0.031774,0,0
11.787,0.05243,-0.139868,-0.173761,-0.031803,-0.069053,-0.036704,0,0
11.788,-0.036213,-0.140112,-0.173247,-0.031644,-0.07337,-0.019901,0,0
11.789,0.052998,-0.140885,-0.171615,-0.031878,-0.023179,-0.002917,0,0
11.79,-0.035055,0.037118,-0.174078,-0.03998,-0.027098,-0.019868,0,0
11.791,0.052998,-0.140885,-0.171615,-0.031878,-0.023179,-0.002917,0,0
11.792,0.052936,-0.051656,-0.001199,-0.003317,0.000203,0.009093,0,0
11.793,-0.035733,-0.140829,-0.001638,0.001277,-0.004262,-0.019655,0,0
11.794,0.052843,-0.052631,-0.001169,-0.002981,-0.000063,-0.048471,0,0
11.795,-0.0358,-0.052875,-0.000655,-0.002822,-0.00438,-0.031669,0,0
11.796,-0.124479,-0.140476,-0.001258,-0.064194,-0.05458,-0.00301,0,0
11.797,-0.123631,-0.05108,-0.174547,-0.035722,-0.031297,0.008949,0,0
11.798,0.053588,0.037362,-0.174593,-0.04014,-0.022781,-0.036671,0,0
11.799,-0.035223,0.036957,-0.001534,-0.007026,-0.050124,-0.01986,0,0
11.8,-0.035055,0.037118,-0.174078,-0.03998,-0.027098,-0.019868,0,0
11.801,-0.035396,-0.052493,-0.172575,-0.035682,-0.02743,-0.031774,0,0
11.802,-0.12438,-0.142348,-0.170557,-0.031223,-0.032079,-0.026877,0,0
11.803,-0.034889,-0.052707,-0.344361,-0.002911,-0.004479,-0.03172,0,0
11.804,0.053588,0.037362,-0.174593,-0.04014,-0.022781,-0.036671,0,0
11.805,0.053588,0.037362,-0.174593,-0.04014,-0.022781,-0.036671,0,0
11.806,0.053588,0.037362,-0.174593,-0.04014,-0.022781,-0.036671,0,0
11.807,-0.034886,0.03728,-0.346622,-0.072935,-0.004072,-0.019877,0,0
11.808,0.052696,-0.053152,-0.171256,-0.036072,0.022779,-0.014836,0,0
11.809,-0.035228,-0.052331,-0.345119,-0.068636,-0.004404,-0.031782,0,0
11.81,-0.036213,-0.140112,-0.173247,-0.031644,-0.07337,-0.019901,0,0
11.811,-0.035631,-0.052714,-0.173199,-0.035777,0.018646,-0.031678,0,0
11.812,0.052931,-0.052931,-0.170632,-0.035977,-0.023297,-0.014932,0,0
11.813,-0.035396,-0.052493,-0.172575,-0.035682,-0.02743,-0.031774,0,0
11.814,-0.035055,0.037118,-0.174078,-0.03998,-0.027098,-0.019868,0,0
11.815,0.05202,-0.053099,0.173074,-0.035888,-0.023198,-0.014881,0,0
11.816,-0.036683,-0.052541,-0.000344,-0.002883,-0.050438,-0.031811,0,0
11.817,0.053247,-0.052248,-0.173089,-0.035841,-0.023113,-0.048576,0,0
11.818,0.142291,0.036805,-0.001175,-0.073144,0.00446,-0.01974,0,0
11.819,0.0531,-0.052769,-0.343176,-0.068931,-0.000271,-0.014941,0,0
11.82,-0.03529,0.036897,-0.174702,-0.040076,0.018978,-0.019772,0,0
11.821,0.141408,0.037139,-0.000864,-0.073205,-0.041598,-0.019882,0,0
11.822,0.052998,-0.140885,-0.171615,-0.031878,-0.023179,-0.002917,0,0
11.823,0.052595,-0.141267,0.000305,0.000982,-0.000129,-0.002813,0,0
11.824,0.052424,-0.052716,0.001154,-0.068747,-0.046248,-0.014986,0,0
11.825,0.052931,-0.052931,-0.170632,-0.035977,-0.023297,-0.014932,0,0
11.826,-0.035947,-0.053396,-0.170742,-0.035912,0.018462,0.001966,0,0
11.827,0.052528,-0.053313,0.001288,-0.003117,-0.000247,-0.014827,0,0
11.828,0.053441,0.036842,-0.34468,-0.07323,0.000061,-0.003035,0,0
11.829,-0.035631,-0.052714,-0.173199,-0.035777,0.018646,-0.031678,0,0
11.83,-0.035712,-0.053175,-0.170118,-0.035817,-0.027614,0.00187,0,0
11.831,0.140794,-0.05295,-0.170701,0.029433,-0.019036,-0.031718,0,0
11.832,0.052151,-0.053194,-0.170187,0.029593,-0.023354,-0.014916,0,0
11.833,0.053035,-0.053528,-0.170498,0.029654,0.022704,-0.014774,0,0
11.834,0.052528,-0.053313,0.001288,-0.003117,-0.000247,-0.014827,0,0
11.835,-0.0358,-0.052875,-0.000655,-0.002822,-0.00438,-0.031669,0,0
11.836,-0.035733,-0.140829,-0.001638,0.001277,-0.004262,-0.019655,0,0
11.837,-0.035899,-0.051003,0.168645,-0.035793,-0.026881,-0.007802,0,0
11.838,0.141237,-0.141023,-0.000209,0.000823,0.004189,-0.019615,0,0
11.839,-0.0358,-0.052875,-0.000655,-0.002822,-0.00438,-0.031669,0,0
11.84,-0.035966,0.03695,0.169628,-0.039891,-0.026999,-0.019817,0,0
11.841,-0.0358,-0.052875,-0.000655,-0.002822,-0.00438,-0.031669,0,0
11.842,-0.035459,0.036736,-0.002158,-0.007121,-0.004048,-0.019764,0,0
11.843,-0.035459,0.036736,-0.002158,-0.007121,-0.004048,-0.019764,0,0
11.844,0.052931,-0.052931,-0.170632,-0.035977,-0.023297,-0.014932,0,0
11.845,-0.035772,-0.052373,-0.34405,-0.002972,-0.050537,-0.031862,0,0
11.846,-0.034822,-0.140661,-0.345344,0.001188,-0.004361,-0.019706,0,0
11.847,-0.0358,-0.052875,-0.000655,-0.002822,-0.00438,-0.031669,0,0
11.848,0.05202,-0.053099,0.173074,-0.035888,-0.023198,-0.014881,0,0
11.849,-0.035329,-0.140446,-0.173558,-0.031583,-0.027312,-0.019759,0,0
11.85,-0.124819,-0.053,-0.171616,0.030047,-0.031805,-0.014955,0,0
11.851,0.052048,-0.052597,-0.170321,-0.036037,-0.069355,-0.015074,0,0
11.852,-0.036139,-0.052499,-0.001413,-0.068547,-0.004305,-0.031731,0,0
11.853,-0.124819,-0.053,-0.171616,0.030047,-0.031805,-0.014955,0,0
11.854,0.052931,-0.052931,-0.170632,-0.035977,-0.023297,-0.014932,0,0
11.855,0.052424,-0.052716,0.001154,-0.068747,-0.046248,-0.014986,0,0
11.856,-0.035631,-0.052714,-0.173199,-0.035777,0.018646,-0.031678,0,0
11.857,-0.036176,-0.052756,-0.17213,0.029888,-0.027487,-0.031758,0,0
11.858,0.05232,-0.053032,-0.342731,-0.003362,-0.000328,-0.014924,0,0
11.859,-0.036323,-0.053277,-0.342217,-0.003203,-0.004646,0.001878,0,0
11.86,-0.125326,-0.052785,0.00017,-0.002723,-0.054755,-0.015009,0,0
11.861,0.050899,-0.142973,0.175023,0.033981,-0.023587,-0.02677,0,0
11.862,-0.037575,-0.143055,0.002993,0.001185,-0.004878,-0.009977,0,0
11.863,-0.037643,-0.055102,0.003976,-0.002914,-0.004996,-0.021991,0,0
11.864,0.050477,-0.055259,-0.338101,-0.003453,-0.000945,-0.005246,0,0
11.865,0.050136,-0.14487,-0.336597,0.000845,-0.001277,-0.017152,0,0
11.866,-0.038507,-0.145114,-0.336083,0.001005,-0.005594,-0.00035,0,0
11.867,0.049903,0.03291,-0.165332,-0.040323,-0.024013,-0.017315,0,0
11.868,-0.127201,-0.056788,0.178762,-0.035325,-0.032715,-0.029163,0,0
11.869,-0.127826,-0.145305,0.008761,0.001348,-0.055888,0.016408,0,0
11.87,-0.03925,-0.057107,0.00923,-0.00291,-0.051689,-0.012409,0,0
11.871,-0.039176,0.030507,0.181064,-0.039814,0.017376,-0.024239,0,0
11.872,-0.039589,-0.05673,0.008472,-0.068635,-0.051614,-0.012471,0,0
11.873,-0.128195,0.030382,0.010103,-0.006945,-0.010048,-0.007525,0,0
11.874,-0.040209,-0.059667,0.013549,-0.002941,-0.006247,-0.002589,0,0
11.875,-0.128368,-0.059067,-0.160937,-0.0356,0.012646,-0.019439,0,0
11.876,-0.128027,0.030543,-0.162441,-0.039899,0.012978,-0.007534,0,0
11.877,0.048503,-0.05739,0.009791,-0.069025,-0.001405,0.004467,0,0
11.878,0.048095,-0.059047,0.012277,-0.068825,-0.001855,-0.019454,0,0
11.879,-0.129044,-0.059014,0.183393,-0.035416,-0.033331,-0.019485,0,0
11.88,-0.128635,-0.057357,0.180906,-0.035616,-0.032881,0.004436,0,0
11.881,0.136286,-0.05787,0.012802,-0.003656,-0.043404,0.021228,0,0
11.882,-0.039894,-0.058985,0.011092,-0.002805,-0.006063,-0.036233,0,0
11.883,-0.039928,0.030745,-0.161886,0.025606,-0.028838,-0.024416,0,0
11.884,0.048775,0.030188,0.011532,-0.007399,-0.001598,-0.007486,0,0
11.885,-0.039047,-0.146675,0.009664,-0.064276,-0.005888,-0.024235,0,0
11.886,-0.039081,-0.056945,-0.163314,-0.035865,-0.028663,-0.012418,0,0
11.887,-0.039458,-0.056826,-0.334789,-0.003155,-0.05177,-0.012506,0,0
11.888,-0.039458,-0.056826,-0.334789,-0.003155,-0.05177,-0.012506,0,0
11.889,-0.127348,-0.057309,0.008675,-0.068415,-0.009873,0.004473,0,0
11.89,-0.039081,-0.056945,-0.163314,-0.035865,-0.028663,-0.012418,0,0
11.891,0.049561,-0.056701,-0.163828,-0.036024,-0.024345,-0.02922,0,0
11.892,-0.039081,-0.056945,-0.163314,-0.035865,-0.028663,-0.012418,0,0
11.893,-0.03874,0.032666,-0.164818,-0.040164,-0.028331,-0.000512,0,0
11.894,0.049393,-0.056863,0.008716,-0.003069,-0.047371,-0.029212,0,0
11.895,-0.039081,-0.056945,-0.163314,-0.035865,-0.028663,-0.012418,0,0
11.896,-0.038673,-0.055288,-0.165801,-0.036065,-0.028213,0.011502,0,0
11.897,0.049967,-0.145031,-0.164053,0.0338,-0.024302,-0.017144,0,0
11.898,-0.038297,-0.055407,0.005674,-0.068774,-0.005106,0.011591,0,0
11.899,-0.038465,-0.055569,0.178218,-0.03582,-0.028132,0.011599,0,0
11.9,0.050685,-0.05554,0.005918,-0.003208,-0.000863,-0.005149,0,0
11.901,0.050685,-0.05554,0.005918,-0.003208,-0.000863,-0.005149,0,0
11.902,0.050512,-0.144989,-0.165122,-0.031864,0.021831,-0.017063,0,0
11.903,-0.037474,-0.05494,-0.168568,-0.035868,0.018029,-0.022,0,0
11.904,-0.03815,-0.054887,0.175762,-0.035684,-0.027947,-0.022045,0,0
