Frame number,13130
First frame,1
Point frequency,120
Analog frequency,120

Time,M024,,,M025,,,M026,,,M027,,,M028,,,M029,,,M030,,
19.55,54.5803,-163.609,1103.51,79.0484,-166.911,939.97,69.2851,-44.4431,447.441,71.6055,-203.755,59.6233,41.5969,-233.948,20.3767,119.379,-91.8373,-14.9438,87.0449,3.3831,-17.763
19.5583,53.4524,-163.984,1103.47,78.3855,-167.473,940.399,70.6323,-38.909,450.241,70.9421,-203.368,64.3274,40.769,-233.923,25.0406,117.995,-91.559,-10.3589,84.5724,3.70002,-12.587
19.5667,52.22,-164.63,1103.5,77.4539,-169.018,940.811,72.239,-32.8054,453.367,70.2244,-203.272,69.7844,40.3019,-234.052,30.7274,116.482,-91.2188,-4.64278,81.7148,4.0198,-7.18129
19.575,51.2481,-165.063,1103.64,76.9022,-170.249,941.806,73.299,-26.7134,457.187,69.6198,-203.156,76.1593,39.5826,-234.447,37.2696,114.996,-91.4551,0.720322,79.7629,3.32177,-2.35742
19.5833,49.8254,-165.929,1104.02,74.872,-172.708,942.477,74.5705,-20.2817,461.543,68.9511,-203.017,83.4074,38.9004,-235.039,44.5042,113.532,-92.5098,6.19489,78.6652,2.38639,2.70277
19.5917,48.6567,-166.501,1104.4,73.1454,-175.094,943.496,75.7427,-13.3948,466.28,68.3368,-203.093,91.1643,37.9969,-235.88,52.5789,112.436,-93.8923,12.4288,78.1883,1.08534,8.32087
19.6,47.5092,-167.245,1104.83,71.8577,-177.068,944.679,77.3395,-6.33472,471.266,67.2764,-202.915,99.7723,37.0809,-236.69,61.5299,111.741,-95.573,19.8245,77.6867,-0.443757,14.5175
19.6083,46.4505,-168.096,1105.44,71.0376,-178.598,945.979,79.2422,0.759661,476.96,66.4373,-203.103,109.219,35.924,-237.117,71.1024,111.449,-97.385,28.0394,77.9152,-2.32691,21.0231
19.6167,45.4807,-169.065,1106.08,69.6353,-180.604,947.369,80.8194,7.91651,482.996,65.4211,-203.298,119.268,34.7529,-238.411,81.8874,111.16,-99.6496,36.8484,78.6857,-4.44412,28.0184
19.625,44.5738,-170.196,1106.73,68.4288,-182.315,948.804,82.5348,15.0259,489.468,64.2794,-203.732,130.072,33.5676,-239.4,93.3004,111.26,-102.025,46.3805,79.5719,-6.60688,35.6498
19.6333,43.5673,-171.064,1107.57,66.8503,-184.332,950.294,84.1927,22.0704,496.199,63.3288,-204.402,141.644,32.4998,-240.515,105.51,111.328,-104.398,56.7639,80.1272,-8.94523,44.0966
19.6417,42.7073,-172.069,1108.38,65.6938,-185.897,951.845,86.5012,29.5036,503.686,62.6285,-205.01,154.216,31.5175,-241.606,118.584,111.358,-106.798,67.8465,80.7117,-11.4878,53.1012
19.65,41.8008,-172.863,1109.15,64.6512,-187.357,953.365,88.7645,36.8615,511.61,62.1299,-205.604,167.874,30.7469,-242.752,132.386,111.339,-108.908,79.7318,80.6821,-14.1069,63.1349
19.6583,40.8325,-173.604,1110.09,63.4612,-188.905,954.94,90.828,44.025,519.879,61.7989,-206.315,182.108,30.1252,-243.808,147.033,110.967,-111.515,92.1769,81.0324,-16.7865,73.418
19.6667,40.262,-174.384,1110.77,61.9375,-191.369,956.232,93.2312,51.5883,528.867,61.2551,-207.07,197.012,29.7452,-244.911,162.255,110.629,-113.785,105.338,80.6567,-19.4411,84.7158
19.675,39.3068,-174.977,1111.51,61.4683,-191.678,958.097,95.6349,58.4052,538.037,61.497,-207.449,212.775,29.5111,-245.962,178.043,110.34,-115.903,119.123,80.2273,-21.6894,96.5252
19.6833,38.6309,-175.47,1112.34,60.9438,-191.967,959.529,98.2053,65.5616,547.364,60.9149,-207.957,228.999,29.4165,-246.909,194.241,109.983,-118.323,133.3,80.2123,-24.086,108.679
19.6917,37.8434,-175.916,1113.1,59.7477,-194.085,961.287,100.648,72.1182,557.078,61.7398,-207.969,245.045,29.3457,-247.543,210.596,109.239,-120.363,147.801,79.8617,-26.7372,121.082
19.7,37.2506,-176.21,1113.89,57.6014,-196.289,963.064,103.213,78.6988,566.859,62.4623,-207.848,261.477,30.2405,-247.997,227.301,110.301,-121.691,162.23,79.9289,-29.4042,133.736
19.7083,36.5583,-176.67,1114.49,57.6588,-196.665,964.19,105.554,84.9143,576.691,63.1904,-208.262,277.797,30.5876,-248.885,243.984,110.866,-123.291,177.005,78.1046,-32.0246,146.783
19.7167,36.131,-176.91,1115.11,57.8422,-196.477,965.873,107.408,90.5004,586.751,64.0907,-208.195,294.246,31.0787,-249.666,260.723,109.987,-125.046,192.412,76.4307,-34.3786,159.522
19.725,35.4869,-177.316,1115.83,55.9816,-197.934,967.126,109.55,96.2977,596.584,64.8741,-208.366,310.535,31.9917,-250.028,277.445,109.091,-126.787,207.24,77.2095,-36.6937,173.372
19.7333,35.0918,-177.654,1116.36,54.7397,-198.983,968.449,111.498,101.593,606.571,66.3881,-208.733,326.513,33.043,-250.449,293.857,110.521,-127.676,222.397,76.7341,-38.7304,186.766
19.7417,34.715,-177.739,1117,54.1814,-199.383,969.673,112.892,106.467,616.695,67.1102,-208.193,342.6,34.0905,-250.808,310.011,110.215,-128.931,236.919,76.0036,-40.6396,199.666
19.75,34.4068,-177.903,1117.48,53.3742,-199.993,970.794,114.826,111.285,626.583,68.2113,-207.967,357.873,35.4903,-250.908,325.709,111.593,-129.453,251.613,75.7941,-42.2611,212.423
19.7583,34.0372,-177.867,1117.94,52.6665,-200.48,971.869,115.892,115.728,636.276,69.3942,-207.545,372.434,36.5752,-251.238,340.94,112.591,-130.051,265.666,77.2047,-43.2281,225.1
19.7667,33.6958,-177.935,1118.31,51.9869,-201.108,972.913,117.449,120.041,645.622,70.6068,-206.985,386.132,38.1128,-251.671,355.22,113.577,-130.653,279.081,78.5412,-44.1748,237.235
19.775,33.3182,-177.925,1118.55,51.5818,-201.399,973.816,118.46,123.539,654.704,71.4978,-206.395,399.039,39.1848,-251.525,369.111,114.162,-131.507,291.448,80.035,-45.0132,248.715
19.7833,32.9864,-178.002,1118.81,51.2266,-201.741,974.751,119.792,126.962,663.718,72.5227,-205.796,411.19,40.5745,-251.781,381.93,115.038,-131.764,303.735,80.434,-46.1233,259.337
19.7917,32.6312,-177.954,1118.84,50.8768,-202.227,975.535,120.667,129.913,671.76,73.7398,-205.454,422.378,41.7722,-251.672,393.716,115.808,-132.299,314.683,81.128,-47.332,269.569
19.8,32.1901,-177.908,1119.02,50.4929,-202.659,976.283,121.643,132.738,679.034,74.6837,-205.117,432.434,43.016,-251.725,404.277,116.768,-132.41,324.868,82.4996,-47.7002,278.737
19.8083,32.1791,-178.041,1118.91,50.6198,-203.001,976.713,122.001,135.142,685.739,76.0704,-204.906,441.79,44.2611,-251.877,413.748,117.437,-132.537,333.775,83.2211,-48.8415,287.34
19.8167,31.9474,-178.043,1118.83,50.7141,-202.901,977.275,122.091,136.924,691.27,76.5525,-204.786,449.349,45.6388,-252.047,421.868,118.827,-132.503,341.594,84.5536,-48.6004,294.276
19.825,31.9862,-178.124,1118.9,50.8089,-202.96,977.75,121.755,138.4,696.189,77.7563,-204.874,456.191,46.9557,-252.266,428.623,120.31,-132.527,348.233,85.5468,-48.817,300.781
19.8333,31.9475,-178.115,1118.86,50.8354,-203.294,978.077,121.207,139.506,699.905,78.608,-205.014,461.325,48.3388,-252.389,433.587,121.667,-131.912,353.807,86.4228,-48.6019,306.036
19.8417,32.1735,-177.94,1118.83,50.914,-203.521,978.347,120.398,140.299,702.554,79.6852,-204.758,465.161,50.034,-252.398,437.483,122.727,-131.147,357.745,87.8233,-48.3757,309.562
19.85,31.9781,-178.015,1118.63,51.0875,-203.716,978.478,119.178,140.956,704.379,81.1139,-204.724,467.43,51.4365,-252.362,439.422,123.984,-130.4,360.125,89.7979,-46.9609,312.354
19.8583,32.2618,-177.783,1118.35,51.3221,-203.897,978.525,118.093,141.594,704.864,82.1076,-204.483,467.816,52.9242,-252.214,439.843,125.231,-129.567,360.879,88.2357,-46.1218,312.333
19.8667,32.1467,-177.834,1118.2,51.5173,-204.034,978.402,116.777,141.611,704.537,83.2125,-203.799,466.414,54.6793,-251.828,438.272,126.734,-128.21,360.452,90.1329,-45.2536,312.198
19.875,32.1128,-177.756,1117.85,51.8698,-204.09,978.157,115.166,141.326,703.212,84.8172,-203.19,463.439,56.2558,-251.215,435.081,127.885,-126.569,358.131,91.4994,-43.4992,310.32
19.8833,32.2626,-177.372,1117.59,52.2262,-204.186,977.68,113.875,141.067,700.529,85.8274,-202.457,458.374,57.8972,-250.585,429.975,129.179,-124.569,354.21,92.6009,-41.4644,306.935
19.8917,32.428,-177.305,1117.27,52.6883,-204.208,976.982,112.346,140.359,696.724,87.2605,-201.561,451.652,59.4417,-249.369,423.181,130.455,-122.1,348.634,93.7022,-38.8138,301.94
19.9,32.5088,-177.179,1116.67,53.359,-204.099,975.98,111.068,139.55,691.571,88.2618,-200.409,442.696,61.1296,-248.382,414.417,131.938,-119.341,341.675,94.8545,-35.5078,295.497
19.9083,32.7699,-177.137,1115.95,53.9729,-203.916,974.719,109.398,138.113,685.532,89.6356,-199.315,432.27,62.8366,-247.097,403.946,133.142,-116.221,332.839,95.5382,-32.2001,287.396
19.9167,32.9416,-177.046,1115.18,54.7656,-203.466,973.192,107.727,136.311,678.123,91.2283,-198.072,420.345,64.6244,-245.622,391.609,134.351,-112.796,322.536,96.2965,-28.2221,278.249
19.925,33.3581,-176.928,1114.29,55.579,-202.883,971.323,106.223,134.244,669.564,92.748,-196.674,406.688,66.4469,-244.101,377.849,135.208,-109.496,310.222,96.8609,-24.4607,267.145
19.9333,33.7324,-176.616,1113.23,56.5001,-202.178,969.123,104.658,131.627,659.833,93.8131,-195.189,391.512,68.1742,-242.271,362.112,136.223,-105.664,296.514,97.1405,-20.1108,254.93
19.9417,33.9859,-176.246,1112.12,57.4391,-201.237,966.691,103.197,128.641,648.943,95.6447,-193.722,375.158,69.9977,-240.321,344.935,136.47,-102.375,281.141,97.0328,-15.7852,241.153
19.95,34.5753,-175.75,1110.54,58.3952,-200.115,963.916,101.804,125.441,636.95,96.4511,-192.405,356.708,71.8293,-238.257,326.231,136.665,-98.2405,264.308,96.5757,-11.1054,226.291
19.9583,34.9024,-175.051,1108.75,59.3363,-198.587,960.975,100.157,121.268,623.721,98.3253,-190.742,337.363,73.5186,-236.147,306.013,136.694,-94.8536,245.555,96.064,-6.3495,210.165
19.9667,35.4464,-174.135,1106.8,60.3301,-196.865,957.637,98.6726,117.118,609.174,98.8806,-189.309,316.2,75.1145,-233.925,284.078,138.479,-90.7022,226.768,95.6443,-1.68478,192.976
19.975,35.9794,-173.023,1104.49,61.3366,-194.741,954.05,96.9729,111.206,594.312,100.463,-187.77,293.418,76.0934,-231.385,260.742,138.325,-86.2179,205.81,98.7765,5.63306,174.44
19.9833,36.5239,-171.73,1101.94,62.4016,-192.25,950.385,95.5146,104.863,578.337,102.202,-186.054,269.608,76.8264,-229.047,235.746,139.228,-82.0394,183.796,94.4387,8.34656,155.296
19.9917,37.123,-170.333,1099.11,63.6171,-189.449,946.493,93.7547,97.9251,561.482,103.427,-184.393,244.068,78.6376,-226.005,210.177,140.66,-77.6565,160.705,95.4009,12.4455,134.221
20,38.0338,-168.585,1096.01,64.8707,-186.195,942.452,91.6134,89.2539,543.835,103.531,-181.237,216.593,79.1064,-223.242,183.317,141.674,-73.0697,136.592,97.319,16.5611,113.317
20.0083,38.5395,-166.979,1093.05,66.217,-182.542,938.329,89.2997,79.5317,525.53,104.125,-179.804,189.607,80.3479,-219.632,155.394,141.91,-68.3229,110.969,95.5806,22.1739,88.7935
20.0167,39.3497,-165.165,1089.85,67.604,-178.491,933.847,86.6237,68.4749,506.851,105.542,-177.271,161.587,80.849,-215.764,126.699,138.34,-64.6275,82.9804,92.549,27.0335,63.3016
20.025,40.3561,-162.906,1086.73,69.0658,-173.906,929.084,84.6157,56.2629,487.641,106.696,-173.813,132.928,81.6179,-211.489,98.2551,136.296,-59.8758,54.0714,92.887,33.466,36.123
20.0333,41.4152,-160.432,1083.73,69.8446,-169.041,924.118,82.4317,42.3254,468.587,108.358,-170.733,104.475,81.9593,-206.085,69.7612,134.56,-55.4518,24.8818,91.2253,36.8999,9.82434
20.0417,42.5759,-157.427,1080.86,70.4299,-163.425,919.053,79.0903,26.6621,449.497,107.615,-165.157,74.6567,81.8539,-201.411,42.7853,132.118,-50.706,-5.09727,91.3191,43.4325,-20.1322
20.05,43.6607,-154.173,1078.18,71.2102,-156.83,913.851,76.4442,9.3075,431.087,107.352,-159.944,46.1094,80.7721,-196.061,17.6682,129.281,-45.2273,-34.7452,84.0413,45.312,-47.2776
20.0583,45.0163,-150.111,1075.61,71.4765,-149.433,908.563,74.2571,-9.71877,413.437,106.335,-162.597,36.7076,81.1016,-198.553,-7.86132,128.128,-43.2903,-53.2266,0,0,0
20.0667,46.1718,-145.677,1073.48,71.3456,-141.455,902.808,74.4374,-28.2631,397.12,105.677,-172.932,21.9937,80.0472,-211.011,-11.2087,134.114,-46.1888,-26.6201,85.4068,48.6464,-24.4319
20.075,46.4278,-140.863,1071.52,70.8678,-132.176,898.733,77.1386,-16.6044,411.537,101.535,-184.71,36.9813,79.2267,-214.709,-8.47894,147.302,-54.0161,-23.492,80.4195,31.4546,-21.52
20.0833,45.0037,-135.526,1069.98,70.2842,-126.05,896.697,74.926,-3.8203,432.239,0,0,0,78.2997,-210.007,-3.26431,129.01,-67.591,-24.896,0,0,0
20.0917,42.1634,-130.071,1068.85,70.8037,-132.837,899.527,71.2554,-4.59677,438.794,0,0,0,77.5338,-206.762,0.200152,132.315,-56.657,-25.9085,100.442,33.3754,-11.5346
20.1,39.757,-125.466,1068.92,70.419,-134.228,907.687,72.6476,-1.89853,440.949,0,0,0,75.858,-205.554,0.735521,132.331,-50.6771,-24.6634,99.5157,42.749,-20.0148
20.1083,37.1306,-125.022,1070.73,67.0896,-133.49,914.987,72.9048,1.58852,444.865,0,0,0,75.9537,-204.817,1.45775,132.428,-49.1137,-23.3215,97.7199,41.7606,-17.0208
20.1167,38.4875,-127.605,1075.09,65.5413,-132.328,924.114,72.9419,-0.138879,447.353,102.194,-175.868,49.5371,76.2577,-204.314,1.95265,132.486,-49.1102,-24.0165,96.914,41.373,-16.4304
20.125,41.8684,-130.649,1080.97,65.3329,-130.189,930.8,72.2661,-3.32189,444.288,103.289,-180.483,46.1003,76.9791,-204.71,0.840783,133.455,-49.6805,-24.6078,98.6206,43.5444,-18.9596
20.1333,44.7164,-133.546,1087.52,67.8151,-127.177,933.832,69.8317,-5.93722,438.888,101.658,-180.784,48.6051,77.2828,-205.195,-0.61208,133.818,-50.3445,-24.7494,97.9096,43.6464,-18.3172
20.1417,46.5259,-135.704,1094.3,69.8847,-124.094,935.596,67.6907,-8.80736,433.76,102.655,-180.794,45.6088,77.2436,-205.939,-2.21014,134.128,-51.0631,-25.1319,96.3797,39.9442,-16.8918
20.15,47.6098,-136.558,1099.99,71.1283,-121.47,937.218,66.0931,-13.6068,429.662,103.343,-178.68,41.1713,77.5546,-206.774,-3.61806,134.261,-51.7725,-25.3129,97.3703,41.172,-17.9963
20.1583,48.5875,-136.216,1104.63,71.8955,-118.303,939.117,65.4566,-18.667,426.407,103.666,-177.427,38.8474,77.5998,-206.989,-3.78621,134.219,-52.1945,-25.3391,97.4989,37.4231,-15.9254
20.1667,50.8672,-135.143,1108.66,72.0781,-114.887,940.914,64.594,-23.3745,424.263,104.144,-177.45,39.7289,77.6721,-206.937,-3.77506,134.325,-52.2121,-25.1688,97.5587,37.2117,-15.7002
20.175,51.9684,-133.557,1111.68,72.2817,-111.237,942.24,64.2964,-27.7998,424.874,103.156,-177.995,39.1862,77.5258,-207.02,-3.59374,134.317,-51.9255,-25.1413,97.4953,37.7358,-16.0321
20.1833,52.4405,-130.152,1113.22,72.7494,-107.268,943.289,64.7557,-32.4318,427.261,101.521,-178.281,38.2209,77.1771,-207.015,-3.48568,133.83,-51.8597,-24.9131,97.3765,37.8999,-16.0607
20.1917,52.5443,-126.308,1114.92,72.294,-103.066,944.517,65.2394,-36.8017,430.24,100.777,-178.228,38.927,76.8129,-207.21,-3.62885,133.53,-52.0183,-24.8488,97.5056,37.6983,-16.1152
20.2,52.0379,-122.393,1116.78,71.7983,-98.2736,945.519,65.5047,-40.4567,432.865,100.822,-178.207,39.5749,76.361,-207.323,-3.74097,133.523,-52.3762,-24.8179,99.6976,40.9847,-17.3628
20.2083,50.6795,-118.774,1118.83,71.6429,-93.66,945.95,65.9013,-43.4184,434.926,100.966,-178.772,40.0106,76.0662,-207.371,-3.5553,133.549,-52.3525,-24.7333,97.7324,37.2231,-15.9791
20.2167,49.8636,-115.188,1121.08,70.978,-90.1294,947.208,66.1909,-46.1701,436.712,101.295,-180.636,40.8063,75.8696,-207.312,-3.42691,133.537,-52.2726,-24.7309,95.8821,35.8565,-14.9531
20.225,49.3541,-111.93,1123.48,70.8867,-86.9577,948.647,67.1018,-48.2865,438.686,101.622,-183.542,42.9813,75.7188,-207.208,-3.25972,133.559,-52.3641,-24.7007,97.7101,37.0106,-15.908
20.2333,49.8263,-108.955,1125.54,69.9574,-84.3692,950.02,68.2001,-50.0566,440.096,101.871,-185.523,45.6605,75.8743,-207.287,-3.31533,133.538,-52.323,-24.6473,98.168,37.3714,-16.0654
20.2417,50.6245,-106.307,1126.68,69.1,-81.8666,950.969,69.6437,-51.6695,441.023,101.635,-185.864,46.6201,76.0911,-207.287,-3.4014,134.023,-52.5181,-24.9919,98.3184,36.9484,-16.2559
20.25,51.449,-104.078,1126.87,68.5938,-79.4113,951.43,71.1361,-53.766,441.242,101.714,-186.142,46.1693,76.4899,-207.417,-3.80313,134.575,-52.6566,-25.0576,98.3597,36.9163,-16.0243
20.2583,52.5243,-102.203,1126.41,67.5194,-76.9774,951.889,72.0102,-56.3945,441.038,102.456,-186.692,44.1959,77.0111,-207.575,-4.18985,134.983,-52.5166,-25.3597,98.398,36.8263,-16.0827
20.2667,53.836,-100.649,1125.64,66.6578,-75.1159,952.293,73.169,-57.6968,440.409,103.186,-186.914,41.3046,77.6638,-207.651,-4.73481,135.271,-52.4296,-25.4722,99.1772,36.5338,-16.3939
20.275,54.4595,-99.5054,1124.4,66.8488,-73.9645,952.074,74.0554,-57.8538,439.557,103.616,-185.615,39.9405,78.305,-207.869,-5.25469,135.685,-52.3498,-25.66,98.4122,36.6827,-16.0685
20.2833,54.8271,-98.4167,1122.5,67.7147,-73.0282,951.249,73.9306,-57.9265,438.486,0,0,0,78.7973,-207.978,-5.70029,135.94,-52.3368,-25.8116,97.8564,37.5568,-16.7027
20.2917,54.7601,-97.7906,1120.26,68.0663,-72.18,950.42,73.4196,-57.8881,437.73,104.946,-182.607,37.9406,79.1201,-208.036,-6.0029,136.052,-52.3304,-25.854,98.3115,36.5993,-16.0299
20.3,54.7981,-97.353,1118,68.4818,-71.2247,949.327,72.4293,-57.8868,437.065,105.324,-181.394,37.2838,79.2483,-208.185,-6.23786,135.924,-52.3285,-25.7691,98.4182,36.4894,-15.9219
20.3083,54.6614,-97.3211,1116,69.2485,-70.4246,947.768,71.4732,-57.7505,436.629,105.154,-180.501,37.2659,79.1961,-208.096,-6.24621,135.871,-52.3004,-25.6625,98.3439,36.6299,-16.021
20.3167,54.5794,-97.4179,1114.47,70.2351,-69.8571,946.187,70.7619,-57.5228,436.246,104.845,-179.896,37.5457,79.1319,-208.17,-6.34026,135.4,-52.3738,-25.5632,98.242,36.8772,-15.9662
20.325,54.5188,-97.7284,1113.44,71.4732,-69.4724,944.426,70.0202,-57.0699,435.57,104.472,-179.614,37.2316,78.9603,-208.099,-6.30259,135.305,-52.344,-25.4798,98.1276,36.9336,-16.0564
20.3333,54.7628,-98.094,1112.43,72.3943,-69.526,943.14,69.346,-56.0796,434.953,104.088,-179.43,36.5821,78.7363,-208.126,-6.39653,134.998,-52.3592,-25.283,97.9142,37.0572,-15.9603
20.3417,54.8756,-98.4612,1111.61,73.6411,-69.612,941.938,68.5882,-55.0043,434.626,103.752,-179.327,36.2545,78.6582,-208.124,-6.39695,134.824,-52.4736,-25.2895,99.4143,37.9561,-15.327
20.35,55.5794,-98.6693,1110.94,74.7242,-69.9,940.999,67.6104,-54.2928,434.354,103.806,-179.795,36.7248,78.5249,-208.064,-6.34098,134.651,-52.2762,-25.0542,97.64,37.1411,-15.9908
20.3583,56.211,-98.8809,1110.61,75.3611,-69.8318,940.938,67.3374,-53.6248,434.604,103.863,-180.767,37.4744,78.4162,-207.942,-6.22374,134.52,-52.1127,-24.9831,95.4283,36.1171,-15.347
20.3667,56.9833,-99.0837,1110.95,75.4508,-69.3289,941.616,67.347,-52.8305,434.896,103.764,-182.053,38.0314,78.3816,-207.914,-6.15138,134.335,-52.1319,-24.8015,97.3692,37.3203,-15.9765
20.375,58.1962,-99.0658,1111.62,75.5986,-68.7377,942.599,67.7557,-52.1115,435.352,103.537,-182.841,38.4845,78.338,-207.769,-6.05971,134.181,-51.9804,-24.7237,97.7523,37.5686,-16.169
20.3833,59.0883,-99.1067,1112.46,75.8971,-68.2995,943.385,68.2984,-51.6676,435.762,103.429,-182.878,39.0289,78.3198,-207.762,-6.02847,134.266,-52.0694,-24.7513,97.5404,37.3815,-16.1945
20.3917,59.9324,-99.1338,1113.24,75.9394,-68.0662,943.997,68.6522,-51.7304,435.866,103.391,-182.743,39.441,78.2496,-207.62,-5.94884,134.34,-52.066,-24.7228,97.446,37.582,-16.0519
20.4,60.6998,-99.1329,1114.08,76.1703,-68.0262,944.456,69.2156,-51.7939,436.104,103.556,-182.689,38.8309,78.2046,-207.596,-6.00976,134.284,-51.9425,-24.722,97.4202,37.8509,-15.9927
20.4083,61.2708,-99.1276,1114.86,76.9831,-67.4286,944.725,70.1746,-51.6303,436.375,103.396,-182.479,38.9038,78.3435,-207.561,-5.97763,134.336,-51.9448,-24.8072,98.26,37.4005,-16.5352
20.4167,61.8665,-99.1138,1115.43,76.5228,-67.3366,945.402,70.657,-51.9574,436.229,103.534,-182.456,38.8747,78.3008,-207.625,-6.04546,134.468,-51.9834,-24.8334,97.514,37.6511,-16.1085
20.425,62.3158,-99.1697,1115.77,76.1717,-67.0313,945.839,71.4,-52.3252,436.277,103.638,-182.12,38.6404,78.2418,-207.609,-6.0094,134.523,-52.0337,-24.8827,97.0185,38.5922,-16.7301
20.4333,62.8002,-99.2779,1115.8,76.4121,-66.3934,946.364,71.8946,-52.7558,436.142,103.758,-181.875,38.1246,78.2963,-207.647,-6.10208,134.495,-52.0562,-24.8612,97.5668,37.7241,-15.9839
20.4417,63.472,-99.4229,1115.85,76.5359,-66.2929,946.599,72.2967,-52.9683,436.043,103.875,-181.407,38.0018,78.2874,-207.675,-6.13368,134.668,-52.0351,-24.9469,97.7253,37.4436,-16.0326
20.45,64.1797,-99.8803,1115.92,77.2745,-66.0008,946.378,72.8292,-53.213,436.138,104.065,-180.924,38.1454,78.3132,-207.67,-6.18333,134.793,-52.0423,-24.7925,97.7437,37.5853,-16.0282
20.4583,64.9362,-100.247,1116,78.0992,-66.1884,945.801,72.9428,-53.3684,435.79,104.113,-180.626,37.8694,78.3559,-207.635,-6.20663,134.748,-52.1451,-25.0189,97.8273,37.508,-16.1522
20.4667,65.6522,-100.483,1115.81,78.7135,-66.3783,945.501,73.4702,-53.4556,435.775,104.078,-180.615,37.2785,78.4309,-207.696,-6.28149,134.92,-52.1374,-25.0481,97.881,37.5922,-16.085
20.475,66.3279,-100.739,1115.51,79.1797,-66.445,945.515,74.2077,-53.4419,435.901,104.053,-180.579,37.0296,78.4939,-207.699,-6.32,134.981,-52.1964,-25.1203,97.8381,37.5425,-16.2177
20.4833,66.7425,-100.695,1115.17,79.4968,-66.4923,945.504,74.6839,-53.473,435.901,104.264,-180.588,37.1142,78.5695,-207.688,-6.35028,135.102,-52.3372,-25.2965,99.6331,38.3788,-15.5053
20.4917,67.1043,-100.622,1114.8,80.0952,-66.3711,945.335,75.1997,-53.4083,436.018,104.451,-180.789,37.4436,78.6564,-207.675,-6.33138,135.169,-52.1333,-25.2407,98.0053,37.507,-16.2093
20.5,67.382,-100.421,1114.42,80.4433,-66.6768,944.908,75.3171,-53.279,435.871,104.61,-181.221,37.4941,78.7501,-207.694,-6.37513,135.265,-52.0407,-25.2411,96.0424,36.4526,-15.5638
20.5083,67.5929,-100.153,1114.12,80.9346,-66.7185,944.491,75.5955,-53.0347,435.895,104.632,-181.563,37.5058,78.7789,-207.657,-6.3622,135.212,-52.1237,-25.2854,98.0183,37.4761,-16.3608
20.5167,67.8285,-99.8656,1113.97,81.83,-65.8877,944.417,75.8874,-53.0673,436.006,104.674,-181.705,37.7064,78.7677,-207.692,-6.43754,135.15,-52.0256,-25.1778,98.3933,37.6897,-16.369
20.525,68.062,-99.5903,1113.9,81.4318,-66.2528,944.4,75.837,-53.2196,435.911,104.65,-181.868,37.8092,78.8127,-207.661,-6.37549,135.341,-52.0917,-25.3191,98.2628,37.3453,-16.4627
20.5333,68.389,-99.4018,1113.89,81.4117,-66.1392,944.78,75.8457,-53.4369,435.992,104.516,-181.941,37.9105,78.7493,-207.71,-6.42776,135.342,-52.1208,-25.3068,98.1045,37.4613,-16.0919
20.5417,68.7746,-99.2318,1114.04,82.0564,-65.0229,944.992,75.8587,-53.4774,436.063,104.459,-181.982,37.9558,78.7142,-207.694,-6.42884,135.319,-52.1422,-25.3304,98.0917,37.6192,-16.2486
20.55,69.2201,-99.134,1114.2,82.3664,-64.6787,945.16,75.62,-53.8215,435.901,104.449,-182.217,38.0107,78.8031,-207.652,-6.36691,135.168,-52.1647,-25.2693,98.8161,37.2261,-16.7032
20.5583,69.7355,-99.0828,1114.49,82.5693,-64.4768,945.374,75.4366,-54.0147,436.101,104.409,-182.29,38.2073,78.6706,-207.713,-6.38002,135.135,-52.1594,-25.2299,98.0765,37.5215,-16.2864
20.5667,70.2591,-99.0034,1114.73,82.425,-64.5068,945.604,75.2129,-54.2545,436.074,104.333,-182.235,38.2085,78.6128,-207.777,-6.39862,135.133,-52.1622,-25.194,97.6975,38.2458,-16.5573
20.575,70.7675,-98.9301,1114.97,82.9572,-63.8745,945.967,75.0262,-54.7255,436.077,104.27,-182.287,38.1619,78.5808,-207.737,-6.37037,134.983,-52.1695,-25.1576,97.925,37.5552,-16.197
20.5833,71.3197,-98.7201,1115.24,83.3613,-63.3398,946.244,75.1077,-55.0093,436.304,104.214,-182.329,38.1268,78.5455,-207.814,-6.42776,134.937,-52.195,-25.118,98.0085,37.4611,-16.0708
20.5917,71.7461,-98.7763,1115.34,83.4197,-63.2057,946.245,75.3539,-55.3476,436.336,104.261,-182.323,37.9406,78.5441,-207.757,-6.36768,135.151,-52.0847,-25.0518,97.9992,37.4365,-16.2247
20.6,72.1861,-98.7088,1115.45,83.6536,-63.2092,946.255,75.1574,-55.8772,436.064,104.32,-182.225,37.7662,78.6069,-207.809,-6.4103,134.904,-52.1997,-25.1329,98.0217,37.4835,-16.1934
20.6083,72.5751,-98.5615,1115.58,84.257,-62.8328,946.297,75.7744,-56.2034,436.327,104.405,-182.152,37.6622,78.6469,-207.831,-6.41835,135.051,-52.1761,-25.2268,98.0424,37.4808,-16.2629
20.6167,72.9875,-98.4469,1115.58,84.3871,-62.7911,946.435,76.1942,-56.6279,436.356,104.521,-182.065,37.4538,78.699,-207.853,-6.41632,135.05,-52.2138,-25.2141,97.9771,37.4227,-16.3197
20.625,73.2718,-98.1611,1115.67,84.7645,-62.5469,946.53,76.6587,-57.0397,436.591,104.623,-181.893,37.3209,78.7355,-207.794,-6.42782,135.171,-52.4652,-25.4095,99.6358,38.3937,-15.6853
