Frame number,13130
First frame,1
Point frequency,120
Analog frequency,120

Time,M024,,,M025,,,M026,,,M027,,,M028,,,M029,,,M030,,
0.175,133.594,-137.483,1112.42,144.109,-110.425,942.489,113.203,-126.59,435.705,109.183,-244.067,33.8227,79.3366,-270.125,-7.23201,151.942,-117.91,-25.6291,106.134,-22.6267,-23.6063
0.183333,133.384,-137.399,1112.51,144.11,-110.477,942.504,113.412,-126.5,435.887,109.202,-244.113,33.8842,79.3761,-270.127,-7.28416,151.875,-117.952,-25.6206,106.107,-22.5798,-23.4978
0.191667,133.206,-137.307,1112.45,143.947,-110.67,942.456,113.428,-126.517,435.684,109.179,-244.145,33.8477,79.2962,-270.14,-7.27063,151.875,-118.034,-25.7084,106.137,-22.6906,-23.5938
0.2,133.13,-137.166,1112.41,143.793,-110.776,942.4,113.526,-126.526,435.693,109.184,-244.207,33.8765,79.3333,-270.224,-7.29793,151.923,-117.981,-25.6264,106.153,-22.6577,-23.5019
0.208333,132.874,-137.15,1112.3,143.741,-110.759,942.401,113.584,-126.497,435.801,109.143,-244.18,33.9144,79.3051,-270.174,-7.32565,151.995,-117.965,-25.6362,106.175,-22.7563,-23.6129
0.216667,132.744,-137.193,1112.14,143.589,-110.825,942.366,113.453,-126.497,435.638,109.163,-244.202,33.8135,79.3046,-270.223,-7.34359,151.974,-117.996,-25.6526,106.142,-22.8059,-23.6011
0.225,132.464,-137.404,1112.07,143.651,-110.682,942.376,113.536,-126.386,435.73,109.123,-244.204,33.8935,79.2669,-270.156,-7.34574,151.97,-118.024,-25.6231,106.203,-22.8268,-23.5595
0.233333,132.318,-137.588,1111.95,143.247,-110.893,942.284,113.509,-126.232,435.665,109.109,-244.229,33.8417,79.3075,-270.209,-7.41744,151.916,-118.053,-25.5699,106.19,-22.7748,-23.4586
0.241667,132.194,-137.831,1111.86,143.2,-110.86,942.232,113.463,-126.076,435.597,109.081,-244.18,33.8444,79.2169,-270.139,-7.35223,151.961,-118.053,-25.6717,106.217,-22.8136,-23.5809
0.25,132.053,-138.188,1111.79,143.045,-110.882,942.267,113.446,-125.951,435.686,108.981,-244.159,33.92,79.2479,-270.205,-7.37196,151.886,-118.054,-25.5647,106.222,-22.8158,-23.5113
0.258333,131.852,-138.519,1111.78,142.822,-110.98,942.246,113.243,-125.854,435.548,109.071,-244.113,33.896,79.1863,-270.129,-7.33751,151.942,-118.053,-25.6062,106.198,-22.8491,-23.607
0.266667,131.79,-138.857,1111.76,142.66,-110.949,942.317,113.131,-125.74,435.53,109.08,-244.169,33.8331,79.2203,-270.185,-7.34842,151.896,-118.029,-25.5551,106.177,-22.782,-23.4932
0.275,131.577,-139.295,1111.75,142.588,-110.998,942.385,113.24,-125.513,435.682,108.846,-244.208,34.0161,79.2568,-270.176,-7.36725,151.886,-118.048,-25.5662,106.191,-22.7619,-23.5718
0.283333,131.569,-139.635,1111.69,142.253,-111.072,942.37,113,-125.493,435.572,108.959,-244.132,33.9105,79.2099,-270.14,-7.37297,151.904,-118.052,-25.5982,106.171,-22.7945,-23.5695
0.291667,131.361,-140.117,1111.67,142.125,-111.054,942.457,112.97,-125.466,435.608,108.944,-244.049,34.0303,79.2179,-270.066,-7.32076,151.856,-118.047,-25.5763,106.154,-22.8167,-23.5525
0.3,131.252,-140.518,1111.59,141.913,-111.156,942.496,112.776,-125.378,435.5,108.93,-244.117,33.9619,79.3049,-270.207,-7.42555,151.829,-118.009,-25.5191,106.183,-22.7677,-23.4719
0.308333,131.268,-140.816,1111.51,141.63,-111.249,942.515,112.592,-125.346,435.44,108.945,-244.097,33.9187,79.033,-270.155,-7.29757,151.814,-118.06,-25.5536,106.209,-22.8814,-23.5124
0.316667,131.1,-141.213,1111.46,141.639,-111.229,942.62,112.625,-125.352,435.653,108.906,-244.122,34.009,79.1612,-270.169,-7.37119,151.792,-118.054,-25.4901,106.163,-22.801,-23.4777
0.325,131.003,-141.491,1111.42,141.366,-111.369,942.694,112.504,-125.402,435.556,108.909,-244.149,33.9283,79.1098,-270.038,-7.3306,151.79,-118.051,-25.5098,106.161,-22.8015,-23.5698
0.333333,130.975,-141.735,1111.35,141.158,-111.535,942.707,112.428,-125.417,435.551,108.87,-244.158,33.928,79.1261,-270.173,-7.41595,151.859,-118.052,-25.4576,106.135,-22.7573,-23.4402
0.341667,130.859,-141.972,1111.35,141.006,-111.604,942.715,112.455,-125.434,435.696,108.833,-244.089,34.0074,79.1124,-270.143,-7.39497,151.811,-118.089,-25.5463,106.174,-22.8363,-23.5278
0.35,130.939,-141.992,1111.3,140.842,-111.759,942.72,112.242,-125.515,435.505,108.801,-244.101,33.9262,79.1218,-270.158,-7.42078,151.796,-118.078,-25.5482,106.185,-22.8656,-23.5547
0.358333,130.85,-142.076,1111.28,140.769,-111.818,942.693,112.197,-125.533,435.575,108.807,-244.107,33.9634,79.0624,-270.11,-7.38388,151.715,-118.09,-25.5339,106.079,-22.8903,-23.5903
0.366667,130.791,-142.074,1111.28,140.658,-111.891,942.705,112.163,-125.566,435.494,108.84,-244.162,33.8716,79.1078,-270.149,-7.45153,151.762,-118.109,-25.4951,106.157,-22.867,-23.451
0.375,130.825,-142.049,1111.26,140.402,-112.125,942.606,111.95,-125.69,435.474,108.803,-244.164,33.8825,79.0629,-270.131,-7.41315,151.738,-118.087,-25.4949,106.195,-22.9207,-23.5444
0.383333,130.677,-142.134,1111.23,140.375,-112.058,942.555,112.008,-125.731,435.691,108.764,-244.128,33.9815,79.1166,-270.184,-7.45046,151.757,-118.1,-25.4371,106.193,-22.8108,-23.4448
0.391667,130.663,-142.161,1111.18,140.018,-112.353,942.52,111.732,-125.904,435.583,108.729,-244.168,33.9385,79.0398,-270.145,-7.39384,151.748,-118.091,-25.5053,106.137,-22.9129,-23.5531
0.4,130.633,-142.215,1111.14,139.916,-112.515,942.469,111.649,-125.995,435.565,108.824,-244.149,33.9707,79.0788,-270.188,-7.43335,151.756,-118.115,-25.4781,106.13,-22.8771,-23.451
0.408333,130.511,-142.424,1111.13,139.787,-112.507,942.55,111.758,-125.987,435.709,108.843,-244.221,33.9674,79.0866,-270.2,-7.43592,151.779,-118.087,-25.4903,106.166,-22.9123,-23.5057
0.416667,130.569,-142.598,1111.12,139.602,-112.698,942.588,111.45,-126.184,435.553,108.652,-244.29,33.9735,79.1097,-270.191,-7.44563,151.755,-118.106,-25.4747,106.193,-22.8847,-23.5252
0.425,130.543,-142.913,1111.11,139.511,-112.76,942.594,111.664,-126.139,435.758,108.716,-244.178,33.978,79.0148,-270.155,-7.44528,151.717,-118.111,-25.4895,106.181,-22.9399,-23.4861
0.433333,130.57,-143.259,1111.09,139.311,-113.022,942.614,111.449,-126.383,435.68,108.772,-244.173,33.9211,79.137,-270.125,-7.43693,151.726,-118.117,-25.4422,106.144,-22.8554,-23.3876
0.441667,130.682,-143.592,1111.06,139.187,-113.223,942.665,111.296,-126.5,435.707,108.74,-244.241,33.9278,79.0914,-270.181,-7.48712,151.713,-118.128,-25.5024,106.189,-22.9536,-23.496
0.45,130.731,-144.045,1111.07,139.152,-113.404,942.644,111.548,-126.437,435.853,108.705,-244.189,33.9721,78.9684,-270.236,-7.42412,151.725,-118.112,-25.4671,106.201,-22.9881,-23.4169
0.458333,130.875,-144.453,1111.05,138.995,-113.761,942.737,111.201,-126.701,435.745,108.707,-244.26,33.9031,79.0045,-270.151,-7.42429,151.741,-118.137,-25.4887,106.18,-23.0132,-23.5528
0.466667,131.106,-144.803,1111.05,138.98,-114.015,942.766,111.263,-126.719,435.723,108.705,-244.256,33.8935,79.0633,-270.176,-7.49212,151.748,-118.138,-25.4519,106.19,-22.9251,-23.4621
0.475,131.15,-145.278,1111.03,139.064,-114.238,942.797,111.353,-126.704,435.868,108.639,-244.224,33.9848,79.0681,-270.224,-7.50345,151.712,-118.143,-25.5029,106.183,-23.0277,-23.5386
0.483333,131.394,-145.594,1110.98,138.844,-114.672,942.814,111.329,-126.814,435.841,108.634,-244.258,33.9408,79.0562,-270.189,-7.54541,151.788,-118.136,-25.4788,106.19,-22.9514,-23.5007
0.491667,131.452,-146.031,1110.92,138.953,-114.949,942.804,111.362,-126.86,435.968,108.629,-244.231,33.9974,78.9829,-270.129,-7.44706,151.781,-118.134,-25.5001,106.246,-22.9572,-23.4819
0.5,131.509,-146.472,1110.85,138.817,-115.405,942.811,111.156,-127.057,435.788,108.661,-244.264,33.9216,78.9961,-270.154,-7.4715,151.751,-118.122,-25.4404,106.183,-22.9463,-23.4752
0.508333,131.712,-146.726,1110.73,139.042,-115.606,942.857,111.157,-127.237,435.76,108.66,-244.292,33.8937,78.9692,-270.127,-7.44384,151.771,-118.159,-25.4894,106.167,-23.0159,-23.5354
0.516667,131.724,-147.183,1110.6,139.027,-116.013,942.79,111.34,-127.309,436.035,108.638,-244.314,33.9569,79.0179,-270.184,-7.51835,151.754,-118.142,-25.4504,106.259,-22.948,-23.4303
0.525,131.878,-147.58,1110.39,139.095,-116.438,942.725,111.359,-127.461,435.938,108.654,-244.37,33.8867,78.9611,-270.143,-7.46489,151.815,-118.135,-25.4858,106.296,-22.9841,-23.5335
0.533333,132.006,-147.991,1110.18,139.051,-116.963,942.727,111.407,-127.635,435.961,108.636,-244.395,33.8738,79.0101,-270.186,-7.53999,151.768,-118.157,-25.471,106.25,-22.9353,-23.4206
0.541667,132.097,-148.453,1109.99,139.228,-117.404,942.695,111.446,-127.802,436.164,108.681,-244.315,33.9969,78.9868,-270.194,-7.51519,151.806,-118.179,-25.515,106.243,-23.0331,-23.4939
0.55,132.311,-148.89,1109.78,139.157,-117.904,942.812,111.304,-128.134,435.989,108.714,-244.453,33.873,78.9898,-270.164,-7.51388,151.829,-118.182,-25.515,106.292,-23.062,-23.5134
0.558333,132.311,-149.435,1109.58,139.354,-118.327,942.823,111.474,-128.259,436.14,108.501,-244.55,33.987,79.0099,-270.137,-7.50929,151.824,-118.201,-25.4998,106.303,-23.066,-23.5428
0.566667,132.396,-150.012,1109.37,139.269,-118.903,942.825,111.364,-128.563,436.08,108.686,-244.491,33.8413,79.003,-270.177,-7.57271,151.85,-118.179,-25.4632,106.311,-23.0165,-23.4219
0.575,132.388,-150.558,1109.17,139.255,-119.529,942.918,111.446,-128.799,436.082,108.733,-244.463,33.8342,79.0753,-270.099,-7.52741,151.874,-118.192,-25.5383,106.33,-23.104,-23.4851
0.583333,132.325,-151.174,1109,139.432,-120.044,942.967,111.707,-128.772,436.334,108.654,-244.489,33.8821,79.1392,-270.246,-7.66838,151.878,-118.173,-25.4984,106.314,-23.0212,-23.4195
0.591667,132.309,-151.772,1108.78,139.47,-120.699,943.045,111.518,-129.032,436.241,108.73,-244.505,33.7953,78.8954,-270.217,-7.54011,151.961,-118.206,-25.5467,106.373,-23.1625,-23.4542
0.6,132.388,-152.286,1108.57,139.607,-121.266,943.078,111.444,-129.217,436.21,108.7,-244.594,33.7949,79.0021,-270.226,-7.62433,151.909,-118.241,-25.5049,106.366,-23.0891,-23.4531
0.608333,132.34,-152.793,1108.4,139.734,-121.816,943.155,111.7,-129.282,436.323,108.686,-244.622,33.8142,79.0105,-270.186,-7.61402,151.919,-118.257,-25.5406,106.395,-23.1469,-23.5146
0.616667,132.298,-153.23,1108.25,139.659,-122.503,943.174,111.599,-129.431,436.266,108.662,-244.636,33.7752,79.0012,-270.239,-7.64823,151.848,-118.267,-25.5834,106.377,-23.1816,-23.4974
0.625,132.2,-153.693,1108.21,139.898,-122.915,943.192,111.759,-129.512,436.417,108.625,-244.587,33.8286,78.9804,-270.194,-7.59596,151.931,-118.242,-25.5504,106.376,-23.1472,-23.4759
0.633333,132.203,-153.866,1108.15,139.874,-123.507,943.2,111.549,-129.714,436.304,108.667,-244.605,33.7725,79.039,-270.243,-7.68256,151.964,-118.257,-25.5029,106.349,-23.0516,-23.3981
0.641667,132.292,-153.95,1108.1,139.987,-123.938,943.188,111.398,-129.892,436.331,108.674,-244.632,33.7975,78.9862,-270.194,-7.61366,151.951,-118.254,-25.5695,106.325,-23.1647,-23.5105
0.65,132.258,-154.006,1108.11,140.208,-124.196,943.18,111.574,-129.921,436.479,108.616,-244.625,33.85,78.995,-270.23,-7.63178,151.916,-118.255,-25.5234,106.372,-23.1044,-23.4371
0.658333,132.241,-154.02,1108.19,140.127,-124.766,943.044,111.4,-130.093,436.35,108.656,-244.639,33.7984,78.9472,-270.174,-7.60049,151.916,-118.255,-25.561,106.41,-23.2066,-23.5072
0.666667,132.35,-153.94,1108.23,140.072,-125.044,943.035,111.36,-130.214,436.335,108.652,-244.681,33.7983,78.9899,-270.228,-7.64799,151.915,-118.264,-25.5033,106.404,-23.1047,-23.4423
0.675,132.37,-153.919,1108.21,140.078,-125.27,943.088,111.514,-130.221,436.52,108.555,-244.647,33.8365,78.9723,-270.189,-7.66855,151.938,-118.235,-25.569,106.372,-23.1609,-23.4745
0.683333,132.478,-153.853,1108.24,140.051,-125.485,942.969,111.46,-130.317,436.411,108.71,-244.693,33.8621,78.986,-270.243,-7.6549,151.964,-118.251,-25.5802,106.394,-23.1995,-23.4708
0.691667,132.479,-153.886,1108.19,139.978,-125.502,943.077,111.537,-130.409,436.574,108.626,-244.712,33.8395,78.9601,-270.181,-7.61765,151.944,-118.282,-25.6043,106.406,-23.1762,-23.4655
0.7,132.67,-153.886,1108.17,139.969,-125.492,943.07,111.465,-130.456,436.451,108.483,-244.827,33.8494,78.9961,-270.199,-7.66158,151.943,-118.252,-25.5403,106.42,-23.0848,-23.4439
0.708333,132.828,-153.861,1108.11,139.908,-125.502,943.083,111.391,-130.566,436.467,108.618,-244.751,33.7633,78.8869,-270.152,-7.64257,151.952,-118.26,-25.5876,106.391,-23.1867,-23.5004
0.716667,132.827,-153.953,1108.08,139.74,-125.451,943.156,111.483,-130.586,436.585,108.639,-244.638,33.8486,79.0807,-270.207,-7.67761,151.962,-118.265,-25.5253,106.359,-23.1249,-23.4314
0.725,132.909,-153.947,1108.02,139.743,-125.403,943.009,111.316,-130.594,436.459,108.683,-244.684,33.7812,79.0489,-270.237,-7.68202,151.977,-118.274,-25.5537,106.383,-23.1966,-23.4654
0.733333,133.081,-153.821,1107.97,139.679,-125.263,942.956,111.217,-130.515,436.432,108.679,-244.633,33.7265,78.8966,-270.258,-7.63053,151.913,-118.241,-25.514,106.418,-23.1689,-23.3616
0.741667,132.969,-153.78,1107.95,139.69,-125.079,943.035,111.25,-130.439,436.567,108.577,-244.602,33.8104,79.019,-270.222,-7.7011,151.972,-118.247,-25.563,106.355,-23.1988,-23.4699
0.75,133.019,-153.591,1107.92,139.679,-124.887,942.926,111.16,-130.341,436.38,108.614,-244.631,33.7473,78.9753,-270.172,-7.65145,151.953,-118.238,-25.5548,106.355,-23.1772,-23.5264
0.758333,132.878,-153.463,1107.88,139.559,-124.685,942.888,111.141,-130.219,436.429,108.591,-244.586,33.8067,78.9666,-270.181,-7.61867,151.913,-118.255,-25.5421,106.356,-23.1879,-23.5205
0.766667,132.808,-153.259,1107.88,139.491,-124.479,942.78,110.908,-130.182,436.282,108.631,-244.615,33.745,79.0184,-270.196,-7.68506,151.878,-118.223,-25.4853,106.32,-23.0798,-23.4025
0.775,132.786,-152.982,1107.83,139.488,-124.238,942.741,110.933,-130.04,436.296,108.628,-244.589,33.7358,78.9633,-270.174,-7.62504,151.87,-118.225,-25.5076,106.306,-23.1233,-23.4691
0.783333,132.624,-152.77,1107.85,139.453,-123.899,942.744,111.084,-129.823,436.473,108.56,-244.504,33.8439,79.0011,-270.238,-7.66009,151.859,-118.226,-25.4741,106.271,-23.0479,-23.3963
0.791667,132.557,-152.564,1107.83,139.527,-123.453,942.722,110.874,-129.774,436.303,108.598,-244.531,33.7948,78.971,-270.188,-7.60817,151.836,-118.189,-25.5091,106.266,-23.1742,-23.4898
0.8,132.611,-152.254,1107.83,139.413,-123.325,942.635,110.781,-129.692,436.231,108.606,-244.519,33.7856,78.9534,-270.185,-7.63607,151.815,-118.2,-25.4822,106.278,-23.0735,-23.4135
0.808333,132.491,-152.055,1107.84,139.318,-123.082,942.644,110.883,-129.536,436.378,108.557,-244.488,33.8467,78.9716,-270.195,-7.6437,151.814,-118.201,-25.5258,106.277,-23.1222,-23.4777
0.816667,132.531,-151.791,1107.83,139.043,-122.907,942.679,110.778,-129.456,436.218,108.598,-244.507,33.7659,78.9869,-270.199,-7.6409,151.811,-118.189,-25.5016,106.258,-23.0907,-23.4703
0.825,132.416,-151.619,1107.83,139.223,-122.589,942.635,110.862,-129.313,436.378,108.675,-244.388,33.8897,78.9724,-270.175,-7.59053,151.801,-118.165,-25.4679,106.249,-23.0827,-23.4416
0.833333,132.438,-151.384,1107.84,138.907,-122.381,942.659,110.742,-129.376,436.242,108.681,-244.503,33.7828,79.0178,-270.196,-7.66647,151.819,-118.19,-25.459,106.207,-23.0464,-23.3939
0.841667,132.538,-151.134,1107.82,138.892,-122.08,942.666,110.756,-129.286,436.144,108.483,-244.523,33.8204,79.006,-270.166,-7.59649,151.846,-118.229,-25.4826,106.254,-23.0787,-23.4846
0.85,132.498,-150.969,1107.84,138.933,-121.802,942.687,110.82,-129.314,436.288,108.569,-244.43,33.8454,78.9887,-270.182,-7.67338,151.794,-118.186,-25.4605,106.241,-23.0585,-23.4222
0.858333,132.529,-150.815,1107.84,138.605,-121.628,942.739,110.756,-129.373,436.114,108.646,-244.417,33.7677,79.104,-270.081,-7.55334,151.786,-118.162,-25.4962,106.255,-23.1212,-23.4821
0.866667,132.637,-150.606,1107.85,138.798,-121.31,942.667,110.777,-129.282,436.146,108.672,-244.444,33.7445,79.1735,-270.314,-7.69663,151.811,-118.18,-25.4614,106.252,-23.0324,-23.3914
0.875,132.63,-150.453,1107.86,138.809,-121.027,942.624,110.873,-129.28,436.317,108.645,-244.36,33.785,78.9955,-270.272,-7.63917,151.818,-118.194,-25.5031,106.285,-23.1378,-23.3855
0.883333,132.808,-150.236,1107.89,138.773,-120.842,942.597,110.701,-129.308,436.167,108.628,-244.402,33.7573,79.0736,-270.227,-7.64483,151.846,-118.19,-25.5237,106.253,-23.1108,-23.459
0.891667,132.863,-150.094,1107.93,138.817,-120.615,942.626,110.858,-129.161,436.236,108.66,-244.415,33.7891,79.0232,-270.154,-7.5807,151.758,-118.169,-25.5403,106.225,-23.1128,-23.4641
0.9,132.888,-149.952,1107.96,138.736,-120.538,942.589,110.889,-129.022,436.119,108.64,-244.348,33.7521,79.0022,-270.179,-7.64292,151.818,-118.165,-25.44,106.217,-23.0325,-23.4037
0.908333,133.026,-149.777,1107.99,138.765,-120.402,942.54,110.739,-129.013,435.989,108.653,-244.37,33.7409,79.0155,-270.146,-7.61348,151.793,-118.173,-25.5083,106.221,-23.1683,-23.4736
0.916667,133.034,-149.66,1108.02,138.932,-120.22,942.577,110.904,-128.881,436.156,108.6,-244.341,33.8119,79.021,-270.178,-7.63333,151.762,-118.193,-25.4436,106.211,-23.0481,-23.3867
0.925,133.098,-149.521,1108.02,138.889,-120.158,942.503,110.742,-128.885,436.058,108.639,-244.369,33.7588,79.0465,-270.184,-7.62171,151.811,-118.142,-25.4681,106.199,-23.0843,-23.4689
0.933333,133.21,-149.418,1108.05,139.074,-119.951,942.553,110.729,-128.798,436.034,108.626,-244.371,33.7552,79.0228,-270.225,-7.63911,151.786,-118.162,-25.478,106.229,-22.9887,-23.3488
0.941667,133.142,-149.39,1108.06,139.115,-119.94,942.497,110.966,-128.572,436.126,108.567,-244.352,33.837,79.0087,-270.189,-7.63255,151.77,-118.132,-25.4868,106.244,-23.0785,-23.4616
0.95,133.336,-149.309,1108.07,139.04,-119.997,942.439,110.905,-128.524,436.005,108.585,-244.322,33.785,78.9909,-270.164,-7.6254,151.803,-118.145,-25.5331,106.234,-23.0822,-23.5094
0.958333,133.294,-149.327,1108.07,139.228,-119.858,942.435,111.01,-128.403,436.037,108.56,-244.334,33.8241,78.9765,-270.141,-7.59488,151.763,-118.153,-25.4618,106.224,-23.0747,-23.4925
0.966667,133.412,-149.351,1108.06,139.273,-119.913,942.369,110.981,-128.322,435.988,108.732,-244.296,33.8118,79.048,-270.222,-7.65061,151.78,-118.141,-25.4307,106.21,-22.9332,-23.3655
0.975,133.579,-149.315,1108.04,139.351,-119.789,942.45,110.965,-128.326,435.957,108.689,-244.375,33.7251,78.989,-270.141,-7.58815,151.768,-118.146,-25.4794,106.202,-23.0374,-23.4379
0.983333,133.634,-149.376,1108.05,139.455,-119.694,942.44,111.15,-128.18,436.092,108.39,-244.407,33.9056,79.0876,-270.212,-7.61449,151.787,-118.143,-25.4564,106.185,-22.9666,-23.405
0.991667,133.817,-149.431,1108.08,139.529,-119.664,942.412,111.06,-128.198,435.901,108.584,-244.33,33.7905,78.9513,-270.106,-7.63279,151.81,-118.159,-25.5158,106.214,-23.0438,-23.4914
1,134.067,-149.403,1108.07,139.441,-119.694,942.447,111.086,-128.21,435.832,108.624,-244.288,33.776,79.1112,-270.031,-7.57331,151.76,-118.158,-25.4512,106.192,-23.005,-23.4213
1.00833,134.05,-149.479,1108.04,139.814,-119.601,942.344,111.233,-128.09,435.987,108.617,-244.269,33.8111,79.0684,-270.16,-7.68715,151.775,-118.152,-25.4967,106.232,-23.1156,-23.528
1.01667,134.251,-149.435,1108.03,139.842,-119.631,942.323,111.121,-128.105,435.859,108.658,-244.236,33.7036,78.9063,-270.229,-7.60663,151.789,-118.167,-25.4878,106.27,-23.1185,-23.4523
1.025,134.398,-149.474,1108.06,140.047,-119.57,942.293,111.313,-128.043,436.03,108.587,-244.248,33.7943,78.9529,-270.114,-7.59029,151.818,-118.164,-25.4837,106.244,-23.0495,-23.4641
1.03333,134.581,-149.414,1108.1,139.998,-119.644,942.238,111.353,-128.052,435.877,108.598,-244.27,33.7262,79.0133,-270.147,-7.63833,151.81,-118.132,-25.4559,106.221,-22.9535,-23.3868
1.04167,134.849,-149.347,1108.06,140.137,-119.632,942.234,111.463,-127.994,435.915,108.61,-244.268,33.7537,78.9634,-270.107,-7.60305,151.806,-118.155,-25.5431,106.23,-23.0334,-23.495
1.05,134.936,-149.397,1108.09,140.419,-119.558,942.203,111.55,-128.04,436.012,108.602,-244.252,33.8082,78.9783,-270.172,-7.59262,151.83,-118.141,-25.4616,106.244,-22.9679,-23.433
1.05833,135.125,-149.279,1108.05,140.464,-119.572,942.235,111.471,-128.093,435.864,108.657,-244.297,33.7173,78.977,-270.121,-7.5922,151.853,-118.167,-25.5069,106.256,-23.0348,-23.5036
1.06667,135.378,-149.194,1107.99,140.605,-119.549,942.207,111.63,-128.041,435.876,108.653,-244.307,33.7112,78.996,-270.17,-7.64102,151.82,-118.141,-25.466,106.199,-22.9743,-23.4501
1.075,135.406,-149.186,1107.99,140.899,-119.348,942.219,111.84,-127.953,436.026,108.629,-244.289,33.7824,79.0389,-270.204,-7.64841,151.819,-118.149,-25.5271,106.243,-23.004,-23.484
