TIME,Fx,Fy,Fz,Mx,My,Mz,CoPx,CoPy,M000X,M000Y,M000Z,M001X,M001Y,M001Z,M002X,M002Y,M002Z,M003X,M003Y,M003Z,M004X,M004Y,M004Z,M005X,M005Y,M005Z,M006X,M006Y,M006Z
1.70833,-5.206096,-5.471007,549.84899,-18.263925,6.651354,0.365962,-0.012097,-0.033216,-307.764,175.732,-23.2682,-340.178,273.518,-18.2603,-266.835,419.281,-0.860155,-298.166,393.332,34.4622,-322.036,282.593,444.407,-323.781,255.946,962.439,-321.644,272.713,1123.7
1.71667,-5.554296,-5.820816,548.803043,-18.705999,6.773208,0.322663,-0.012342,-0.034085,-308.095,175.817,-23.4402,-340.195,273.358,-18.1193,-266.91,419.388,-0.796735,-298.225,393.345,34.5336,-322.296,282.415,444.406,-323.366,255.94,962.207,-321.803,272.351,1123.61
1.725,-5.728059,-6.792306,548.450851,-19.250528,6.856875,0.358962,-0.012502,-0.0351,-308.105,175.847,-23.4407,-340.258,273.562,-18.2281,-266.939,419.368,-0.829041,-298.385,393.462,34.4467,-322.416,282.383,444.28,-323.283,255.453,962.177,-321.806,271.937,1123.4
1.73333,-5.93046842,-7.49652832,547.5831152,-19.73060522,6.82391785,0.3355846,-0.01246169,-0.03603201,-308.239,175.956,-23.3429,-340.276,273.667,-18.3952,-266.933,419.335,-0.874758,-298.415,393.416,34.4787,-322.713,282.122,444.308,-323.347,255.419,962.17,-321.703,271.892,1123.47
1.74167,-5.78042711,-8.40819455,546.6016248,-20.37782954,6.77743726,0.37363086,-0.01239946,-0.03728119,-307.918,175.73,-23.2944,-340.36,273.456,-18.4125,-266.989,419.38,-0.919402,-298.464,393.299,34.4997,-322.8,281.919,444.259,-323.391,255.204,962.265,-321.671,271.732,1123.5
1.75,-5.806454,-9.526663,545.50879,-20.926726,6.736996,0.392056,-0.01235,-0.038362,-308.069,175.83,-23.3785,-340.344,273.48,-18.1465,-267.004,419.367,-0.937343,-298.456,393.175,34.5808,-322.9,281.771,444.2,-323.356,254.584,962.074,-321.74,271.33,1123.3
1.75833,-5.53844024,-10.58593426,544.7018485,-21.5991772,6.67272898,0.3991049,-0.01225015,-0.03965344,-308.043,175.893,-23.3116,-340.435,273.595,-18.2651,-266.947,419.425,-0.994384,-298.51,393.229,34.5114,-323.014,281.505,444.162,-323.133,254.39,962.21,-321.751,271.246,1123.33
1.76667,-5.39067328,-11.46947526,544.7578381,-22.18166433,6.53347808,0.37085676,-0.01199354,-0.04071856,-308.31,176.022,-23.4182,-340.416,273.378,-18.0743,-267.025,419.434,-0.922203,-298.517,393.213,34.6204,-323.057,281.373,444.027,-323.215,253.946,962.006,-321.678,270.84,1123.12
1.775,-5.099325,-12.710648,546.193007,-22.745966,6.354863,0.324815,-0.011635,-0.041645,-308.252,176.119,-23.2888,-340.432,273.571,-18.3163,-267.025,419.428,-1.01429,-298.536,393.225,34.5481,-323.093,281.037,443.961,-323.203,253.849,962.048,-321.581,270.67,1123.19
1.78333,-4.840306,-13.245242,548.267348,-22.851804,6.09046,0.351353,-0.011109,-0.04168,-308.34,176.151,-23.3273,-340.347,273.489,-18.1956,-266.968,419.481,-0.931024,-298.445,393.105,34.6304,-323.106,280.624,443.918,-323.174,253.808,962.121,-321.615,270.488,1123.12
1.79167,-4.668913,-12.539783,550.338676,-22.819196,5.960993,0.336795,-0.010831,-0.041464,-308.264,176.042,-23.3698,-340.355,273.605,-18.326,-267.052,419.559,-1.05393,-298.485,393.152,34.5804,-323.063,280.314,443.758,-322.983,253.391,962.002,-321.523,270.286,1122.96
1.8,-4.495775,-10.682242,551.378787,-22.316182,5.832069,0.276037,-0.010577,-0.040473,-308.257,176.043,-23.3401,-340.342,273.59,-18.2399,-266.957,419.533,-1.0854,-298.509,393.165,34.5658,-323.06,279.851,443.683,-323.023,253.641,961.893,-321.387,270.142,1122.9
1.80833,-4.26452432,-9.47463582,551.2751937,-21.84895924,5.58214306,0.21509515,-0.0101261,-0.03963325,-308.108,176.022,-23.3003,-340.291,273.652,-18.196,-266.96,419.5,-1.04409,-298.532,393.109,34.5687,-323.082,279.406,443.696,-323.03,252.711,961.933,-321.369,269.908,1122.9
1.81667,-3.91222384,-8.47221056,551.7441253,-21.41535784,5.52250802,0.20205567,-0.01000919,-0.03881368,-308.249,175.994,-23.3703,-340.295,273.503,-18.0259,-266.927,419.412,-0.895739,-298.412,392.981,34.7354,-323.078,278.967,443.525,-322.861,252.324,961.723,-321.356,269.54,1122.58
1.825,-3.621347,-8.032671,552.784849,-21.130143,5.367449,0.188294,-0.00971,-0.038225,-308.101,175.974,-23.3239,-340.281,273.505,-18.2167,-266.955,419.48,-0.917196,-298.453,392.932,34.6711,-322.942,278.475,443.511,-322.906,252.191,961.816,-321.348,269.369,1122.55
1.83333,-3.35908,-7.858114,553.649333,-20.908958,5.356965,0.147707,-0.009676,-0.037766,-308.264,175.998,-23.3586,-340.202,273.525,-18.0794,-266.902,419.388,-0.863075,-298.328,392.813,34.7834,-322.965,278.085,443.37,-322.812,251.915,961.583,-321.338,269.046,1122.3
1.84167,-3.451981,-7.773092,555.203136,-20.747902,5.237166,0.128674,-0.009433,-0.03737,-308.058,175.957,-23.2766,-340.255,273.454,-18.2797,-266.893,419.496,-0.941276,-298.39,392.835,34.6817,-322.83,277.689,443.252,-322.848,251.614,961.688,-321.243,268.941,1122.37
1.85,-3.542812,-7.687112,555.893901,-20.619938,5.186456,0.075981,-0.00933,-0.037093,-308.019,175.858,-23.3386,-340.138,273.493,-18.0586,-266.851,419.376,-0.876427,-298.303,392.747,34.7841,-322.852,277.194,443.266,-322.978,251.233,961.682,-321.355,268.71,1122.26
1.85833,-3.48531456,-7.68871652,556.2967407,-20.54320218,5.15053228,0.02970679,-0.00925823,-0.03692857,-308.038,175.936,-23.3475,-340.103,273.537,-18.122,-266.859,419.405,-0.929892,-298.367,392.8,34.6635,-322.769,276.892,443.152,-322.556,250.942,961.361,-321.235,268.274,1122.01
1.86667,-3.63344956,-7.69021865,556.0104681,-20.3781874,5.13533648,-0.02231945,-0.00923602,-0.03665035,-308.089,175.977,-23.3313,-340.175,273.59,-18.1873,-266.865,419.444,-0.910759,-298.347,392.778,34.6953,-322.675,276.767,443.026,-322.447,250.695,961.527,-321.173,268.074,1122.01
1.875,-3.633066,-7.779053,555.553601,-20.286569,5.088905,-0.068012,-0.00916,-0.036516,-307.986,175.905,-23.296,-340.082,273.5,-18.1483,-266.819,419.339,-0.829816,-298.34,392.752,34.7586,-322.764,276.246,443.055,-322.435,250.521,961.286,-321.233,267.68,1121.92
1.88333,-3.5732506,-8.04380219,554.4630491,-20.1761968,5.06834584,-0.07848785,-0.00914071,-0.03638841,-308.121,175.982,-23.3414,-340.055,273.401,-17.9685,-266.849,419.331,-0.809193,-298.217,392.598,34.8431,-322.683,276.01,442.959,-322.554,249.835,961.272,-321.237,267.127,1121.66
1.89167,-3.45441443,-8.19117935,553.2026183,-20.16995245,5.02737046,-0.09396411,-0.00908737,-0.03646046,-307.891,175.857,-23.2265,-340.206,273.346,-18.1966,-266.83,419.332,-0.891268,-298.292,392.69,34.7753,-322.691,275.68,442.935,-322.318,249.947,961.248,-321.163,266.869,1121.74
1.9,-3.452141,-8.484856,552.11555,-20.189251,5.004005,-0.078132,-0.009063,-0.036567,-307.969,175.893,-23.2594,-340.072,273.375,-18.0067,-266.832,419.319,-0.852406,-298.29,392.616,34.8144,-322.683,275.373,442.882,-322.249,249.201,961.192,-321.198,266.354,1121.59
1.90833,-3.36193,-8.747677,551.420732,-20.308271,5.008547,-0.150325,-0.009083,-0.036829,-307.968,175.914,-23.2416,-340.049,273.43,-18.0888,-266.874,419.283,-0.906825,-298.422,392.661,34.7379,-322.659,275.279,442.847,-322.326,249.027,961.137,-321.047,265.9,1121.62
1.91667,-3.272273,-9.281555,551.593159,-20.512645,5.127202,-0.190488,-0.009295,-0.037188,-308.196,176.099,-23.2687,-340.03,273.319,-17.9411,-266.896,419.354,-0.798523,-298.338,392.531,34.8448,-322.697,274.992,442.772,-322.273,248.669,961.024,-321.138,265.355,1121.53
1.925,-3.445503,-9.634891,551.585773,-20.888961,5.257077,-0.223762,-0.009531,-0.037871,-308.184,175.994,-23.338,-340.037,273.448,-18.1606,-266.922,419.361,-0.858664,-298.444,392.556,34.7715,-322.695,274.735,442.672,-322.202,248.401,960.954,-321.116,264.757,1121.24
1.93333,-3.44150973,-10.28163338,551.0627174,-21.3068799,5.38761705,-0.20251477,-0.00977672,-0.03866496,-308.077,175.92,-23.3103,-340.095,273.496,-18.1958,-266.98,419.385,-0.904918,-298.529,392.499,34.7795,-322.672,274.508,442.589,-322.173,248.353,961.025,-320.99,264.456,1121.28
1.94167,-3.28844086,-11.34317361,550.0239204,-21.80476122,5.56345442,-0.19801315,-0.01011536,-0.03964335,-307.932,175.906,-23.2252,-340.118,273.323,-18.1903,-266.954,419.314,-0.9256,-298.507,392.44,34.8011,-322.692,274.233,442.597,-321.93,248.95,960.755,-320.895,264.053,1121.23
1.95,-3.160104,-12.547459,547.775173,-22.656794,5.868648,-0.14091,-0.010714,-0.041361,-308.052,175.934,-23.2921,-339.984,273.281,-17.857,-267.001,419.421,-0.876605,-298.424,392.291,34.8414,-322.699,273.965,442.436,-322.108,247.613,960.736,-320.981,263.268,1120.98
1.95833,-3.415053,-13.958731,546.211164,-23.541531,6.109544,-0.085208,-0.011185,-0.0431,-308.035,176.013,-23.2682,-340.044,273.518,-18.0872,-267.004,419.416,-0.949204,-298.533,392.325,34.7449,-322.728,273.666,442.445,-322.046,247.37,960.699,-320.942,262.8,1120.87
1.96667,-4.112426,-15.546023,544.810512,-24.515062,6.398635,-0.079839,-0.011745,-0.044997,-308.085,175.938,-23.3672,-339.988,273.366,-17.8851,-266.992,419.434,-0.92721,-298.574,392.277,34.8114,-322.741,273.48,442.233,-321.985,247.326,960.62,-321.011,262.165,1120.52
1.975,-4.988355,-16.958943,544.09985,-25.561527,6.678844,-0.122373,-0.012275,-0.046979,-308.133,176.114,-23.3423,-340.146,273.491,-18.1479,-267.051,419.478,-1.03724,-298.708,392.35,34.7837,-322.798,273.095,442.172,-321.87,247.562,960.591,-320.903,261.777,1120.41
1.98333,-5.83560046,-17.9590006,544.7621984,-26.40757253,7.007331,-0.22311099,-0.01286305,-0.04847589,-308.348,176.215,-23.3668,-340.055,273.552,-17.9796,-267.153,419.601,-1.04213,-298.677,392.219,34.8568,-322.907,272.527,442.125,-321.638,247.557,960.528,-320.78,261.341,1120.29
1.99167,-6.59742442,-18.45661221,545.0843403,-27.2354567,7.23291461,-0.26997753,-0.01326923,-0.0499654,-308.401,176.235,-23.4333,-340.176,273.607,-18.1491,-267.248,419.681,-1.1524,-298.924,392.348,34.7688,-323.02,272.115,441.98,-321.949,247.051,960.436,-320.865,260.775,1119.95
2,-7.004627,-18.543105,546.100352,-27.972968,7.459789,-0.34878,-0.01366,-0.051223,-308.319,176.165,-23.4418,-340.226,273.642,-18.1236,-267.328,419.764,-1.19883,-299.039,392.324,34.7185,-323.103,271.514,441.811,-321.408,247.573,960.192,-320.796,260.362,1119.79
2.00833,-7.06036485,-18.42156787,546.9497869,-28.68880224,7.52739848,-0.36324189,-0.01376264,-0.05245224,-308.38,176.275,-23.3951,-340.168,273.641,-18.0789,-267.312,419.698,-1.20044,-298.925,392.201,34.8077,-323.196,270.979,441.664,-321.206,247.6,960.044,-320.841,259.726,1119.47
2.01667,-7.38124834,-18.1817367,548.3713121,-29.41014575,7.67475235,-0.34164968,-0.01399592,-0.05363195,-308.545,176.296,-23.4435,-340.1,273.47,-17.8147,-267.305,419.652,-1.10173,-298.855,392.102,34.8595,-323.281,270.422,441.45,-321.263,247.372,959.698,-320.932,258.973,1118.89
2.025,-7.522199,-18.266265,549.157478,-30.149066,7.945731,-0.322055,-0.014469,-0.054901,-308.415,176.249,-23.4386,-340.151,273.594,-18.0824,-267.253,419.679,-1.17278,-298.869,392.132,34.8808,-323.331,269.684,441.362,-321.148,247.849,959.648,-320.9,258.498,1118.62
2.03333,-7.66320085,-18.55810711,550.5160642,-31.14019725,8.27783944,-0.34453231,-0.01503636,-0.05656529,-308.472,176.318,-23.4536,-340.07,273.561,-17.9137,-267.238,419.659,-1.18077,-298.795,392.016,34.9023,-323.26,269.229,441.169,-321.025,247.773,959.327,-320.908,257.868,1118.17
2.04167,-7.77555595,-18.93795925,551.0160583,-31.87655587,8.51198694,-0.39457368,-0.01544804,-0.05785066,-308.411,176.373,-23.3564,-340.128,273.675,-18.0931,-267.257,419.702,-1.26815,-298.938,392.063,34.8538,-323.274,268.534,441.06,-320.772,248.092,959.239,-320.912,257.362,1117.89
2.05,-7.860404,-19.408995,551.347896,-32.618873,8.645866,-0.510333,-0.015681,-0.059162,-308.517,176.384,-23.4596,-339.98,273.461,-17.783,-267.273,419.742,-1.22762,-298.809,391.932,34.8868,-323.193,268.069,440.898,-320.757,248.375,958.76,-320.753,256.729,1117.46
2.05833,-7.76901,-19.760023,551.85555,-33.225745,8.720055,-0.503044,-0.015801,-0.060207,-308.586,176.451,-23.4451,-340.048,273.625,-17.9087,-267.288,419.859,-1.31106,-298.854,391.938,34.8892,-323.105,267.557,440.732,-320.69,248.391,958.374,-320.795,255.885,1116.8
2.06667,-7.590385,-20.201508,552.714061,-33.828469,8.705808,-0.457316,-0.015751,-0.061204,-308.607,176.479,-23.4091,-339.959,273.656,-17.9172,-267.252,419.82,-1.28496,-298.898,391.914,34.8861,-323.002,267.116,440.569,-320.515,248.99,958.272,-320.673,255.307,1116.36
2.075,-7.145419,-20.11081,553.742151,-34.4899,8.82023,-0.428396,-0.015928,-0.062285,-308.58,176.444,-23.4359,-339.977,273.691,-17.938,-267.232,419.797,-1.27906,-298.94,391.822,34.9019,-322.902,266.5,440.49,-320.371,249.24,958.015,-320.605,254.667,1115.92
2.08333,-6.78749803,-19.72433778,553.9667041,-34.88075797,8.91508137,-0.40849258,-0.01609321,-0.06296551,-308.558,176.402,-23.531,-339.849,273.557,-17.7346,-267.204,419.751,-1.23399,-298.822,391.667,34.9916,-322.821,266.103,440.296,-320.097,250.03,957.456,-320.517,253.903,1115.29
2.09167,-6.31067214,-19.51428003,553.2194393,-35.18812556,9.09994644,-0.35011452,-0.01644892,-0.06360609,-308.6,176.5,-23.4351,-339.901,273.669,-17.8787,-267.25,419.859,-1.36948,-298.86,391.744,34.9415,-322.772,265.631,440.275,-320.003,249.853,957.613,-320.124,253.579,1114.95
2.1,-6.157425,-19.303672,551.667904,-35.319479,9.192059,-0.270435,-0.016662,-0.064023,-308.614,176.464,-23.5653,-339.757,273.479,-17.6108,-267.2,419.842,-1.3203,-298.782,391.695,34.9485,-322.726,265.276,440.124,-319.94,249.633,957.17,-320.202,252.622,1114.26
2.10833,-6.26987559,-18.94490727,549.3137119,-35.3042979,9.20988689,-0.25049857,-0.01676599,-0.06426953,-308.679,176.567,-23.5078,-339.752,273.624,-17.7254,-267.192,419.901,-1.38414,-298.795,391.73,34.9092,-322.737,265.002,440.014,-319.678,250.441,957.051,-319.935,252.028,1113.68
2.11667,-6.85383376,-18.43491128,546.2606741,-35.25150973,9.20569992,-0.2138931,-0.01685237,-0.06453243,-308.847,176.551,-23.6441,-339.737,273.554,-17.6009,-267.151,419.846,-1.32674,-298.729,391.72,34.9865,-322.72,264.748,439.988,-319.307,251.991,956.669,-320.056,251.235,1113.1
2.125,-7.471783,-18.047038,543.733188,-35.050575,9.037864,-0.26158,-0.016622,-0.064463,-308.846,176.523,-23.6726,-339.912,273.678,-17.8355,-267.23,419.906,-1.38229,-298.787,391.76,34.9485,-322.809,264.61,439.881,-319.111,252.047,956.46,-320.03,250.333,1112.4
2.13333,-8.23867832,-18.10101594,541.204877,-34.98126763,8.80128818,-0.31879938,-0.01626256,-0.06463558,-308.988,176.556,-23.7144,-339.918,273.758,-17.847,-267.204,419.877,-1.38062,-298.768,391.754,35.0025,-322.885,264.367,439.82,-318.734,252.944,956.286,-319.792,249.779,1111.97
2.14167,-8.91800874,-18.48045089,537.9884787,-34.72179242,8.42977745,-0.36995272,-0.01566903,-0.06453973,-308.856,176.546,-23.6065,-339.989,273.7,-17.864,-267.246,419.977,-1.39922,-298.819,391.823,35.0248,-322.975,264.182,439.749,-318.538,253.319,956.132,-319.584,249.013,1111.35
2.15,-9.241054,-18.562128,532.545773,-34.271258,8.00634,-0.352913,-0.015034,-0.064354,-309.018,176.555,-23.7461,-339.833,273.632,-17.6251,-267.244,419.899,-1.33544,-298.771,391.76,35.071,-323.04,264.075,439.727,-318.348,253.431,955.81,-319.463,247.844,1110.5
2.15833,-9.15125585,-18.34395474,524.7027375,-33.57463244,7.34207032,-0.29718797,-0.01399309,-0.06398816,-308.944,176.564,-23.6945,-339.969,273.731,-17.7892,-267.302,419.901,-1.35088,-298.946,391.845,35.0442,-323.122,263.833,439.675,-318.054,254.359,955.674,-319.494,246.915,1109.85
2.16667,-8.79244115,-18.47600193,512.8951362,-32.63331723,6.52668335,-0.23505003,-0.01272488,-0.06362584,-309.111,176.635,-23.7894,-339.992,273.604,-17.6799,-267.194,419.787,-1.25355,-298.751,391.779,35.1493,-323.172,263.649,439.562,-317.627,254.995,955.339,-319.227,245.774,1109
2.175,-8.788645,-19.139434,499.724531,-31.535772,5.556635,-0.20702,-0.011119,-0.063106,-309.008,176.585,-23.7216,-340.064,273.745,-17.8716,-267.267,419.833,-1.33568,-298.787,391.865,35.2154,-323.173,263.283,439.452,-317.292,255.778,955.298,-319.1,244.861,1108.27
2.18333,-8.521187,-19.302744,487.524835,-30.319126,4.575987,-0.314938,-0.009386,-0.06219,-309.14,176.627,-23.7692,-340.115,273.74,-17.7767,-267.226,419.808,-1.26588,-298.684,391.861,35.3509,-323.281,262.614,439.386,-316.895,256.86,954.917,-319.009,243.882,1107.36
2.19167,-8.161251,-18.842828,473.256715,-29.066937,3.599933,-0.519671,-0.007607,-0.061419,-309.074,176.601,-23.7871,-340.241,273.708,-17.8841,-267.263,419.895,-1.34718,-298.683,391.976,35.4176,-323.311,261.845,439.223,-316.575,257.623,954.399,-318.722,242.615,1106.23
2.2,-7.269889,-18.554426,454.524155,-27.284912,2.279874,-0.711608,-0.005016,-0.06003,-309.102,176.576,-23.8197,-340.201,273.766,-17.8798,-267.274,419.838,-1.23245,-298.692,392.01,35.5216,-323.399,260.932,439.002,-316.184,259.159,953.871,-318.677,241.578,1105.24
2.20833,-6.34946717,-16.58417458,437.3527683,-25.68130158,0.87881478,-0.79543589,-0.00200901,-0.05872014,-309.001,176.525,-23.7632,-340.191,273.64,-17.8813,-267.255,419.699,-1.12581,-298.558,391.897,35.6602,-323.481,259.873,438.681,-315.882,261.236,953.445,-318.554,240.472,1103.95
2.21667,-5.51328409,-13.09943346,420.0964036,-24.00519427,-0.47202279,-0.77777683,0.00112375,-0.05714155,-309.113,176.517,-23.8652,-340.086,273.575,-17.6929,-267.077,419.459,-0.837505,-298.335,391.695,35.9776,-323.473,258.674,438.316,-315.548,262.323,952.549,-318.596,239.059,1102.38
2.225,-4.937443,-9.621088,403.824098,-22.449931,-1.318978,-0.850557,0.003266,-0.055593,-309.064,176.444,-23.8597,-340.119,273.498,-17.8133,-266.99,419.391,-0.777066,-298.275,391.647,36.1132,-323.59,257.043,437.995,-315.043,264.144,951.788,-318.764,238.039,1100.93
2.23333,-3.94146944,-7.67371924,383.8766705,-20.93391608,-1.85615994,-0.97552409,0.00483513,-0.05453246,-309.032,176.29,-23.9367,-340.109,273.456,-17.6651,-266.773,419.141,-0.510931,-297.979,391.477,36.4537,-323.583,255.433,437.525,-314.975,266.015,950.736,-319.097,237.004,1099.05
2.24167,-2.9650335,-7.58582069,360.9144357,-19.24158067,-2.07380603,-1.0544049,0.00574633,-0.05331357,-309.017,176.238,-23.9058,-340.173,273.447,-17.7742,-266.612,419.074,-0.342667,-297.687,391.264,36.6489,-323.47,253.71,437.093,-314.714,268.436,949.714,-319.495,236.092,1097.17
2.25,-2.280599,-8.384129,335.856756,-17.520069,-2.099598,-1.155045,0.006251,-0.052165,-309.052,176.089,-24.0309,-339.906,273.209,-17.495,-266.343,418.715,-0.0368357,-297.402,391.048,36.9382,-323.585,251.712,436.685,-314.483,270.356,948.222,-319.874,235.172,1094.86
2.25833,-1.76953321,-9.74070849,309.0181397,-15.67451898,-2.03439595,-1.20360087,0.00658349,-0.05072288,-309.072,175.88,-24.0201,-339.765,273.127,-17.4844,-266.089,418.547,0.14025,-297.224,390.928,37.1128,-323.605,249.859,436.136,-314.806,272.745,946.159,-320.21,234.227,1092.15
2.26667,-1.11101161,-11.2480878,283.4128936,-13.84101119,-2.03871896,-1.21992437,0.00719358,-0.04883639,-309.032,175.873,-24.0595,-339.739,273.061,-17.4603,-265.93,418.469,0.340283,-296.965,390.837,37.4004,-323.709,247.746,435.607,-313.972,275.246,944.744,-320.617,233.425,1089.4
2.275,0.39934,-12.459513,258.596554,-12.08075,-2.102102,-1.182684,0.008129,-0.046717,-308.695,175.801,-23.8664,-339.577,272.974,-17.4882,-265.69,418.29,0.545502,-296.642,390.63,37.7139,-323.836,245.679,435.023,-313.559,277.868,942.622,-321.165,232.674,1086.26
2.28333,2.50820083,-13.25148474,230.2250967,-9.97235305,-1.96740364,-0.93964396,0.00854553,-0.04331389,-308.858,175.821,-23.9291,-339.326,272.841,-17.2133,-265.497,418.121,0.841618,-296.292,390.375,38.0507,-323.828,243.536,434.374,-313.176,280.628,940.123,-321.683,231.711,1082.46
2.29167,4.46249751,-13.28376885,208.1941987,-8.38679815,-1.95373243,-0.72672861,0.00938455,-0.04028274,-308.751,175.872,-23.8594,-339.239,272.88,-17.2771,-265.37,418.186,0.960886,-296.207,390.332,38.2034,-324.076,241.187,433.711,-312.733,283.338,937.47,-322.233,231.062,1078.43
2.3,5.907684,-13.618124,190.490069,-7.081087,-1.803099,-0.529568,0.009466,-0.037173,-308.636,175.817,-23.8596,-338.969,272.578,-16.9478,-265.121,418.078,1.20759,-295.915,390.112,38.5428,-324.068,238.837,432.856,-312.11,285.917,934.469,-322.579,229.895,1073.56
2.30833,6.814048,-14.049738,178.967193,-6.050676,-1.508637,-0.384208,0.00843,-0.033809,-308.509,175.821,-23.7244,-338.681,272.738,-16.9868,-265.029,418.052,1.36626,-295.738,389.929,38.6758,-324.203,236.393,432.016,-311.393,289.011,931.425,-323.169,229.062,1068.45
2.31667,7.536487,-15.37528,172.601725,-5.434492,-1.038743,-0.342523,0.006018,-0.031486,-308.442,175.86,-23.6743,-338.302,272.508,-16.5755,-264.728,417.976,1.55056,-295.54,389.718,38.9629,-324.604,233.346,431.092,-310.506,291.998,928.026,-323.553,228.034,1062.76
2.325,8.599676,-18.488741,172.617623,-4.961411,-0.53155,-0.384435,0.003079,-0.028742,-308.338,176.05,-23.4742,-338.095,272.598,-16.5565,-264.75,418.222,1.51741,-295.465,389.587,39.0453,-324.815,230.197,429.969,-309.466,294.672,924.208,-323.932,226.951,1056.17
2.33333,10.37582836,-23.29765827,182.8534712,-5.2367324,-0.54315919,-0.50301293,0.00296983,-0.02864003,-308.054,176.017,-23.3866,-337.741,272.393,-16.2273,-264.594,418.288,1.47116,-295.344,389.341,39.0555,-325.12,226.989,428.596,-308.659,297.87,920.116,-324.25,226.104,1049.27
2.34167,13.49824785,-25.3872891,214.7274279,-6.46858454,-1.48443027,-0.45564744,0.00690952,-0.03012362,-307.98,176.253,-23.0453,-337.449,272.342,-16.0262,-264.504,418.36,1.51825,-295.201,389.17,38.9794,-325.563,223.389,427.224,-307.878,300.499,915.476,-324.389,225.325,1041.91
2.35,13.990591,-26.60883,265.711468,-8.819819,-2.89964,-0.323104,0.010913,-0.033193,-307.759,176.231,-23.0696,-337.275,272.221,-15.7478,-264.421,418.287,1.56492,-294.995,388.902,39.0698,-325.828,219.765,425.473,-307.042,303.057,910.343,-324.457,224.251,1033.44
2.35833,10.56313172,-33.56594575,316.3668963,-11.37830019,-3.99502574,-0.78892414,0.01262744,-0.03596375,-307.775,176.425,-22.7684,-337.003,272.452,-15.8153,-264.394,418.535,1.44559,-295.003,388.775,38.914,-326.386,215.882,423.828,-306.572,305.365,904.651,-324.185,223.684,1024.83
2.36667,6.59228515,-43.1544252,355.9330319,-13.16208904,-4.46071721,-1.25301406,0.01253268,-0.03697958,-307.447,176.174,-23.0062,-336.931,272.431,-15.6972,-264.247,418.606,1.39594,-294.839,388.648,38.9326,-326.95,212.156,421.854,-306.338,307.518,898.092,-324.246,223.583,1015.14
2.375,8.36411,-49.589196,382.49739,-12.982927,-4.796764,-1.065206,0.012541,-0.033943,-307.603,176.385,-22.7534,-336.951,272.518,-15.9492,-264.038,418.719,1.20848,-294.513,388.534,38.7619,-327.685,208.312,419.863,-305.979,309.951,891.143,-323.95,223.68,1005.43
2.38333,14.19047542,-50.19723494,400.1026687,-11.42354641,-4.97322002,-0.39995478,0.01242978,-0.02855247,-307.683,176.51,-22.79,-336.779,272.621,-15.6717,-263.636,418.714,1.20848,-294.14,388.518,38.8015,-328.63,204.637,417.954,-305.862,311.841,883.685,-323.753,223.975,995.129
2.39167,19.18864301,-49.3714534,428.0493522,-10.09901404,-4.44942695,0.21739943,0.01039542,-0.02359451,-307.655,176.562,-22.808,-336.717,272.765,-15.6925,-263.298,418.979,1.21415,-293.766,388.596,38.6237,-329.692,201.191,415.77,-305.636,313.765,876.009,-323.175,224.259,984.121
2.4,19.550691,-51.277528,464.843064,-9.526659,-2.81255,0.489918,0.006051,-0.020494,-307.769,176.677,-22.8369,-336.659,272.963,-15.6961,-262.851,418.945,1.36101,-293.46,388.567,38.6588,-330.539,197.734,413.756,-305.531,315.728,868.192,-322.714,225.226,973.245
2.40833,20.66428533,-53.11096277,489.2667993,-8.00164141,-1.5414824,0.68831762,0.00315059,-0.016355,-307.956,176.784,-22.7948,-336.648,273.09,-15.8378,-262.723,418.95,1.42056,-293.275,388.368,38.6926,-331.619,194.158,411.661,-305.37,317.254,860.337,-322.04,225.646,961.962
2.41667,20.49444495,-53.92788572,507.1466209,-6.58819641,-0.13009724,0.82520813,0.00025726,-0.01299057,-307.66,176.234,-23.1732,-336.679,273.127,-16.0522,-262.602,418.715,1.54513,-293.146,387.892,38.667,-332.378,190.531,409.397,-305.168,318.943,852.696,-321.382,226.046,950.524
2.425,17.530244,-58.338741,522.045862,-5.426449,1.458354,1.002483,-0.002794,-0.010395,-307.666,176.362,-22.9529,-336.665,273.148,-16.4719,-262.521,418.777,1.56355,-293.014,387.583,38.4949,-333.229,186.764,407.361,-304.971,320.844,845.524,-320.759,226.55,939.338
2.43333,15.390102,-63.427407,534.612763,-4.29086,2.894159,1.279246,-0.005414,-0.008026,-307.409,175.957,-23.1054,-336.485,273.086,-16.2864,-262.178,418.474,1.71602,-292.724,387.168,38.5268,-334.111,183.005,404.944,-305.448,321.997,837.724,-320.112,226.875,927.882
2.44167,11.731398,-61.704636,563.850779,-3.828425,4.612411,1.652336,-0.00818,-0.00679,-307.504,176.042,-23.035,-336.422,273.084,-16.4157,-262.084,418.567,1.87868,-292.565,386.878,38.3778,-335.16,178.995,402.695,-305.75,323.591,830.332,-319.703,227.307,917.107
2.45,10.35067,-67.978074,604.823772,-4.10791,6.850035,2.614531,-0.011326,-0.006792,-307.647,176.136,-23.0878,-336.337,273.07,-16.16,-261.706,418.333,1.98358,-292.351,386.557,38.3888,-336.093,175.063,400.279,-306.565,324.787,823.061,-320.163,227.584,906.405
2.45833,12.87353869,-67.84731189,646.7074711,-3.13699377,8.10248027,3.69999469,-0.01252874,-0.00485084,-307.724,176.021,-23.1812,-336.378,273.268,-16.2801,-261.493,418.251,2.03842,-292.173,386.257,38.2634,-337.219,171.092,397.621,-307.444,325.539,815.686,-320.018,227.175,895.806
