Time,,Fx,Fy,Fz,Mx,My,Mz,CoPx,CoPy,,,,,Time,,,,,,,,,M000,,,M001,,,M002,,,M003,,,M004,,,M005,,,M006,,
0,0,-3.241824,-2.762992,551.471625,-22.953602,-1.334591,-0.18398,0.00242,-0.041622,,,,,s,,,,,,,,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
0.001,0.001,-3.242368,-2.763034,551.472694,-22.887938,-1.380724,-0.18406,0.002504,-0.041503,,,,,,Fx,Fy,Fz,Mx,My,Mz,CoPx,CoPy,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0.591,0.591,-3.813406,-3.218311,551.056703,-22.669478,2.969478,-0.08642,-0.005389,-0.041138,,,,,4.90833,-0.04492196,0.13722721,-0.03637654,0.04151506,0.00730767,0.00804734,0,0,-362.485,-1463.53,-124.469,-373.935,-1388.62,-70.5385,-272.203,-1287.1,17.8505,-303.602,-1329.92,34.3478,-337.582,-1669.85,271.478,-299.068,-1658.76,776.251,-304.007,-1689.18,939.743
0.592,0.592,-3.901632,-3.129757,550.883199,-22.706237,2.988253,-0.115285,-0.005424,-0.041218,,,,,4.91667,-0.16243143,0.04921443,-0.09676501,0.03485513,-0.00611744,0.0008357,0,0,-364.827,-1475.12,-126.178,-375.836,-1400.2,-72.1664,-271.952,-1297.64,13.3286,-303.428,-1340.35,30.0115,-337.94,-1680.33,267.071,-300.461,-1662.06,767.15,-302.86,-1692.85,929.6
0.593,0.593,-3.813473,-3.130357,551.057686,-22.673577,2.96936,-0.098435,-0.005388,-0.041146,,,,,4.925,0.014666,0.01962,0.191001,0.02506,0.040922,0.004998,0,0,-367.584,-1485.48,-129.184,-377.195,-1411.31,-74.8984,-271.781,-1308.7,8.41796,-303.777,-1351.48,25.6615,-338.651,-1691.26,263.104,-302.597,-1664.98,758.876,-301.418,-1697.17,920.501
0.594,0.594,-3.901801,-3.129919,551.055743,-22.673282,2.965227,-0.115277,-0.005381,-0.041145,,,,,4.93333,0.01406353,0.0496873,0.01827168,-0.00937467,0.01799956,0.00877665,0,0,-369.89,-1496.59,-132.05,-378.113,-1422.46,-78.2645,-270.708,-1320.39,3.80152,-303.475,-1362.9,21.3736,-339.604,-1702,259.878,0,0,0,-300.048,-1702.89,912.895
0.595,0.595,-3.901632,-3.129757,550.883199,-22.706237,2.988253,-0.115285,-0.005424,-0.041218,,,,,4.94167,0.04343791,0.01959446,0.02016686,0.05767265,0.01917889,0.01046786,0,0,-370.877,-1510.42,-133.337,-378.076,-1433,-81.5428,-269.154,-1332.43,-0.428319,-302.698,-1374.4,17.294,-340.202,-1712.5,257.75,-305.255,-1671.7,748.122,-300.065,-1708.54,907.991
0.596,0.596,-3.90166,-3.130259,551.226594,-22.706087,3.03441,-0.115092,-0.005505,-0.041192,,,,,4.95,0.103713,0.020246,0.018566,-0.007959,0.02219,-0.011909,0,0,-372.317,-1522.05,-136.453,-377.271,-1444.28,-84.2754,-266.47,-1345.07,-4.47613,-301.029,-1386.07,13.7144,-341.907,-1722.51,256.217,-306.241,-1675.31,746.58,-301.421,-1712.76,906.746
0.597,0.597,-3.901256,-3.129877,551.054674,-22.738947,3.01136,-0.115196,-0.005465,-0.041264,,,,,4.95833,-0.07363889,-0.00896682,0.18873361,0.02670767,0.03682794,-0.00787838,0,0,-374.187,-1532.68,-138.734,-376.769,-1457.51,-87.1142,-264.718,-1357.84,-9.01806,-299.538,-1398.34,10.1088,-343.156,-1732.16,255.612,-307.42,-1680.55,745.696,-303.04,-1715.42,907.821
0.598,0.598,-3.901256,-3.129877,551.054674,-22.738947,3.01136,-0.115196,-0.005465,-0.041264,,,,,4.96667,-0.01501697,0.04930106,0.07588868,0.04558937,0.00892612,0.01436582,0,0,-373.786,-1547.95,-140.212,-375.766,-1471.66,-88.9484,-262.845,-1370.44,-12.8621,-297.534,-1411.27,6.48957,-344.426,-1741.74,255.765,-307.957,-1686.43,746.112,-305.377,-1718.46,909.548
0.599,0.599,-3.901425,-3.130038,551.227218,-22.705992,2.988334,-0.115188,-0.005421,-0.041192,,,,,4.975,-0.073154,0.019843,0.017272,0.058125,0.05974,-0.01179,0,0,-372.454,-1565.71,-140.58,-374.328,-1486.92,-91.1137,-259.667,-1385.71,-17.8205,-295.606,-1424.84,2.71749,-345.847,-1750.98,256.291,-308.884,-1692.17,746.982,-307.372,-1722.56,911.451
0.6,0.6,-3.902308,-3.129704,551.227529,-22.706053,2.942276,-0.11533,-0.005338,-0.041192,,,,,4.98333,-0.10317663,0.02020502,-0.09785186,0.03603762,0.02768481,-0.0063927,0,0,-371.526,-1583.85,-139.53,-372.538,-1501.85,-93.3586,-256.46,-1400.6,-22.1251,-293.129,-1438.52,-0.754654,-346.695,-1760.33,257.512,-310.006,-1697.73,747.733,-308.936,-1727.51,913.749
0.601,0.601,-3.813436,-3.1301,551.228403,-22.772012,2.992542,-0.098408,-0.005429,-0.041311,,,,,4.99167,-0.10422446,0.01992244,-0.03837095,0.04719903,0.01975208,0.00488023,0,0,-372.239,-1597.42,-141.562,-371.2,-1516.97,-95.9966,-253.656,-1416.26,-26.6171,-290.877,-1453.13,-4.37003,-348.111,-1769.74,259.37,-311.049,-1702.86,748.888,-309.959,-1732.69,916.314
0.602,0.602,-3.813265,-3.218651,551.227554,-22.702283,3.038661,-0.086235,-0.005513,-0.041185,,,,,5,0.014904,0.109828,0.189363,-0.044869,-0.004747,0.016746,0,0,-371.072,-1616.53,-140.24,-369.847,-1532.47,-97.6698,-250.024,-1432.54,-30.5843,-288.074,-1467.72,-7.94023,-349.707,-1779.28,261.535,-311.81,-1708.51,751.022,-310.595,-1738.75,918.98
0.603,0.603,-3.90204,-3.2188,551.571329,-22.767604,3.034499,-0.069398,-0.005502,-0.041278,,,,,5.00833,-0.04522945,0.02017651,0.13332081,0.03601108,-0.00033128,-0.00640965,0,0,-371.397,-1631.61,-141.673,-367.903,-1548.78,-99.4224,-247.128,-1447.91,-34.7215,-285.812,-1483.02,-11.1551,-350.979,-1788.07,264.651,-312.03,-1714.3,754.029,-310.934,-1745.18,921.682
0.604,0.604,-3.901284,-3.130379,551.398069,-22.738797,3.057517,-0.115003,-0.005545,-0.041238,,,,,5.01667,-0.07414887,0.02030141,0.01733286,0.03637542,0.01370675,-0.01195246,0,0,-370.822,-1648.79,-141.708,-366.446,-1564.88,-101.283,-244.079,-1464.29,-38.5068,-283.58,-1498.37,-14.3246,-352.566,-1796.72,268.394,-311.832,-1720.36,757.915,-311.134,-1751.85,924.442
0.605,0.605,-3.813503,-3.307946,551.572943,-22.763369,2.992409,-0.098202,-0.005425,-0.04127,,,,,5.025,-0.073258,0.020441,0.017138,-0.007505,0.013739,-0.011948,0,0,-370.237,-1666.69,-141.255,-364.815,-1582.83,-102.641,-241.092,-1482.03,-42.8836,-281.817,-1514.54,-17.7401,-354.167,-1804.79,272.721,-311.775,-1727.28,762.288,-311.235,-1758.57,927.709
0.606,0.606,-3.900813,-3.21795,551.225166,-22.767557,3.034585,-0.103093,-0.005505,-0.041304,,,,,5.03333,-0.07392444,0.02028554,-0.09802148,0.03598515,0.02910942,-0.01193736,0,0,-370.533,-1683.93,-141.224,-363.412,-1600.86,-104.164,-238.149,-1500.33,-46.4957,-279.805,-1531.07,-20.6541,-355.687,-1812.33,277.621,-311.832,-1734.49,766.771,-311.462,-1764.67,931.21
0.607,0.607,-3.812993,-3.218173,551.398895,-22.800623,3.015767,-0.086305,-0.005469,-0.041351,,,,,5.04167,-0.04428277,0.02038012,-0.32619559,0.01381088,0.03020222,-0.006435,0,0,-369.241,-1703.77,-139.902,-360.9,-1618.33,-106.209,-235.988,-1518.92,-50.7254,-278.121,-1548.48,-23.6378,-357.146,-1819.61,282.824,-312.025,-1741.91,771.549,-312.213,-1770.11,935.247
0.608,0.608,-3.901636,-3.218417,551.399409,-22.800464,3.011449,-0.069503,-0.005461,-0.04135,,,,,5.05,-0.074376,0.020554,0.016825,-0.007661,0.013757,-0.011994,0,0,-369.131,-1723.58,-138.97,-358.585,-1636.12,-108.17,-233.76,-1537.07,-54.7172,-275.88,-1566.09,-26.4872,-358.497,-1826.42,288.359,-312.049,-1749.18,776.984,-313.083,-1774.69,939.825
0.609,0.609,-3.812958,-3.307903,551.571874,-22.829034,3.038542,-0.098122,-0.005509,-0.041389,,,,,5.05833,-0.04401965,0.04893638,-0.09622566,0.0344873,0.03041498,0.00092615,0,0,-369.147,-1744.42,-137.612,-356.657,-1655.13,-109.999,-231.329,-1557.47,-58.6441,-274.274,-1584,-30.1606,-359.697,-1833,293.984,-311.565,-1756.85,782.639,-314.085,-1779.14,945.297
0.61,0.61,-3.813193,-3.308124,551.57125,-22.829129,3.084618,-0.098026,-0.005592,-0.041389,,,,,5.06667,-0.04391999,-0.0090598,-0.15381396,0.02631749,0.03809111,0.00885275,0,0,-367.902,-1767.96,-134.684,-355.703,-1675.45,-111.048,-229.924,-1576.29,-62.8598,-272.933,-1602.08,-33.2129,-360.615,-1839.14,299.65,-314.1,-1762.41,789.168,-315.01,-1783.4,951.269
0.611,0.611,-3.81279,-3.307742,551.39933,-22.861989,3.061568,-0.098131,-0.005552,-0.041462,,,,,5.075,0.014835,0.019781,0.018457,-0.007895,0.063948,0.00499,0,0,-366.746,-1791.87,-131.432,-355.307,-1696.45,-112.266,-228.096,-1597.06,-66.6903,-271.574,-1621.03,-36.2244,-361.148,-1844.89,305.258,-315.615,-1769.33,796.045,-316.16,-1787.93,957.863
0.612,0.612,-3.901432,-3.307986,551.399844,-22.861829,3.05725,-0.081328,-0.005545,-0.041461,,,,,5.08333,0.01429,0.019739,0.019526,0.05777,0.017815,0.00491,0,0,-366.677,-1814.15,-128.83,-353.855,-1715.82,-112.764,-226.194,-1617.03,-70.0791,-270.068,-1639.51,-38.9693,-361.419,-1850.93,310.837,-317.421,-1775.83,803.055,-317.501,-1792.98,964.951
0.613,0.613,-3.81279,-3.307742,551.39933,-22.861989,3.061568,-0.098131,-0.005552,-0.041462,,,,,5.09167,0.0446141,-0.03885711,0.30445344,0.00584058,0.02715306,-0.003803,0,0,-366.048,-1837.7,-125.269,-352.036,-1735.28,-113.987,-225.354,-1638,-73.5598,-269.249,-1658.82,-41.4122,-361.602,-1856.65,316.21,-318.434,-1782.88,810.544,-318.956,-1798.62,972.727
0.614,0.614,-3.901595,-3.395299,551.397473,-22.79193,3.01142,-0.103038,-0.005461,-0.041335,,,,,5.1,-0.073933,-0.067519,0.187317,-0.036272,0.036982,0.000109,0,0,-366.793,-1858.96,-122.633,-352.327,-1756.67,-113.655,-225.07,-1657.41,-76.3904,-268.87,-1677.2,-43.3386,-360.952,-1862.45,321.503,-320.701,-1788.61,818.09,-320.57,-1804.18,980.365
0.615,0.615,-3.813126,-3.396078,551.570267,-22.82503,3.084736,-0.086011,-0.005593,-0.041382,,,,,5.10833,-0.10398913,0.02014344,-0.03774695,0.04729403,-0.02632392,0.00478423,0,0,0,0,0,-352.423,-1777.54,-113.505,-226.667,-1676.48,-79.1035,-269.36,-1696.29,-45.6612,-360.367,-1868.16,326.797,-321.953,-1796.06,825.431,-322.214,-1810.18,988.211
0.616,0.616,-3.812346,-3.395815,551.569822,-22.890599,3.084793,-0.086027,-0.005593,-0.041501,,,,,5.11667,0.0437118,0.13730555,0.07642914,0.04140556,0.02685681,-0.00869164,0,0,0,0,0,-352.681,-1797.97,-113.318,-226.65,-1697.21,-81.8292,-269.901,-1714.48,-47.3457,-359.14,-1873.48,331.752,-313.431,-1797.14,834.213,-324.037,-1816.43,995.963
0.617,0.617,-3.812688,-3.485426,551.571325,-22.886301,3.084461,-0.097933,-0.005592,-0.041493,,,,,5.125,-0.074169,0.020273,0.360844,-0.007416,0.013838,-0.011897,0,0,0,0,0,-353.041,-1819.15,-112.837,-227.985,-1717.55,-84.1103,-271.617,-1732.46,-49.2802,-357.553,-1879.16,336.455,-318.416,-1806.1,840.328,-325.857,-1822.49,1003.55
0.618,0.618,-3.812688,-3.485426,551.571325,-22.886301,3.084461,-0.097933,-0.005592,-0.041493,,,,,5.13333,-0.07450011,-0.03853718,0.18871039,0.02804033,-0.00918994,-0.00393562,0,0,0,0,0,-355.099,-1839.39,-112.493,-229.97,-1736.97,-86.0913,-273.646,-1750.41,-50.9149,-355.952,-1884.7,340.865,-320.285,-1813.32,847.971,-327.848,-1828.84,1010.94
0.619,0.619,-3.989658,-3.485232,551.569897,-22.885846,3.07601,-0.097972,-0.005577,-0.041492,,,,,5.14167,-0.01529757,0.07913559,0.07572427,0.00027017,0.00884847,-0.00875694,0,0,0,0,0,-357.552,-1859.16,-111.422,-232.898,-1755.32,-87.5776,-275.998,-1767.97,-52.3478,-354.136,-1890.42,344.72,-318.928,-1818.26,853.952,-329.97,-1834.93,1017.63
0.62,0.62,-3.901734,-3.486052,551.74376,-22.853282,3.103193,-0.081026,-0.005624,-0.04142,,,,,5.15,-0.073661,0.020058,0.189058,0.025355,0.036789,-0.011843,0,0,0,0,0,-357.895,-1878.95,-111.067,-235.516,-1773,-89.4638,-278.315,-1785.52,-53.4888,-352.128,-1896.14,348.236,-324.472,-1827.54,860.497,-332.003,-1840.49,1023.86
0.621,0.621,-3.813193,-3.573924,551.914807,-22.816387,3.084603,-0.085805,-0.005589,-0.04134,,,,,5.15833,-0.07314209,0.08037183,0.1317348,0.01169452,-0.00146598,-0.00396562,0,0,-375.573,-1981.78,-98.9073,-359.653,-1898.28,-110.417,-239.1,-1790.29,-91.4847,-281.017,-1802.76,-54.8305,-350.312,-1901.82,351.32,-328.424,-1837.58,866.389,-333.704,-1846.28,1029.55
0.622,0.622,-3.812621,-3.573379,551.570343,-22.882202,3.084579,-0.085918,-0.005592,-0.041486,,,,,5.16667,-0.07376297,-0.00892722,0.13214686,0.03750164,0.02920263,-0.00790742,0,0,-376.183,-2000.52,-96.8437,-360.892,-1917.29,-109.734,-240.848,-1807.54,-93.1441,-283.164,-1819.12,-56.1531,-348.712,-1907.56,353.774,-328.379,-1841.56,869.851,-335.988,-1851.58,1034.09
0.623,0.623,-3.812989,-3.663492,551.915241,-22.877753,3.130404,-0.097631,-0.005672,-0.041452,,,,,5.175,-0.073696,0.109788,0.016079,0.053766,0.014014,-2.6E-05,0,0,-376.456,-2018.52,-95.396,-362.377,-1935.46,-109.589,-245.186,-1823.9,-94.242,-285.738,-1835.46,-57.215,-347.214,-1913.08,355.787,-325.659,-1842.3,875.165,-337.895,-1857.09,1038
0.624,0.624,-3.812962,-3.66299,551.571846,-22.877903,3.084247,-0.097824,-0.005592,-0.041478,,,,,5.18333,-0.07365209,0.02022366,0.07573765,0.0253055,0.02155719,-0.01190702,0,0,-377,-2036.3,-95.1039,-363.701,-1953.39,-110.479,-248.657,-1839.56,-95.4725,-287.97,-1851.14,-58.2834,-346.171,-1918.74,357.148,-330.818,-1855.44,876.07,-340.114,-1862.31,1041.19
0.625,0.625,-3.812962,-3.66299,551.571846,-22.877903,3.084247,-0.097824,-0.005592,-0.041478,,,,,5.19167,-0.04477656,0.04960409,0.01772787,0.05654898,0.01515545,-0.00244549,0,0,-377.627,-2052.97,-95.0208,-364.547,-1970.31,-112.166,-249.823,-1855.76,-96.4127,-290.089,-1866.9,-59.72,-345.566,-1924.44,357.963,-333.556,-1863.64,877.629,-342.28,-1867.13,1043.31
0.626,0.626,-3.901229,-3.663354,551.743835,-22.910453,3.103036,-0.080933,-0.005624,-0.041524,,,,,5.2,-0.073258,0.020441,0.017138,-0.007505,0.013739,-0.011948,0,0,-377.779,-2069.95,-95.0618,-364.1,-1985.29,-114.081,-250.839,-1871.87,-97.524,-291.348,-1881.49,-61.379,-345.197,-1929.86,358.245,-335.663,-1870.83,878.891,-344.314,-1872.67,1044.89
0.627,0.627,-3.901229,-3.663354,551.743835,-22.910453,3.103036,-0.080933,-0.005624,-0.041524,,,,,5.20833,-0.07349464,0.02037173,0.07615573,0.02536915,-0.00931373,-0.01197201,0,0,-378.038,-2085.96,-93.9437,-365.854,-2001.91,-113.372,-252.11,-1886.16,-99.3776,-293.054,-1895.17,-62.8622,-345.077,-1935.18,357.957,-337.841,-1877.69,879.141,-346.279,-1877.88,1045.42
0.628,0.628,-3.989932,-3.662796,551.570418,-22.877448,3.075796,-0.097863,-0.005576,-0.041477,,,,,5.21667,-0.04389295,0.05009315,0.01647206,-0.00897614,0.0152735,-0.01356401,0,0,-378.745,-2100.9,-92.9701,-366.204,-2016.86,-112.751,-252.457,-1900.84,-101.324,-293.982,-1908.71,-64.7481,-345.267,-1940.59,357.206,-339.833,-1884.96,878.521,-348.228,-1883.41,1045.16
0.629,0.629,-3.90103,-3.751403,551.399591,-22.840874,3.102998,-0.068953,-0.005627,-0.041423,,,,,5.225,-0.074206,0.020016,0.190127,0.091019,-0.009344,-0.011923,0,0,-378.54,-2115.33,-91.8403,-367.171,-2031.08,-113.051,-254.061,-1913.97,-103.351,-294.609,-1921.75,-66.8747,-345.448,-1945.87,355.98,-342.005,-1892.48,877.419,-350.041,-1889.42,1044.4
0.63,0.63,-3.901161,-3.751307,551.742852,-22.906354,3.103154,-0.068918,-0.005624,-0.041516,,,,,5.23333,-0.07378508,0.02009727,0.13247125,0.0361493,0.02916369,-0.01187237,0,0,-378.918,-2129.03,-92.0129,-366.901,-2043.65,-114.071,-254.179,-1927.1,-105.317,-295.089,-1934.2,-68.8838,-346.077,-1951.37,354.178,-343.808,-1899.61,875.494,-352.058,-1895.44,1042.8
0.631,0.631,-3.901371,-3.841014,551.401095,-22.836575,3.102666,-0.080859,-0.005627,-0.041416,,,,,5.24167,0.014631,0.10935,0.018022,0.053471,0.018147,0.016815,0,0,-379.076,-2141.48,-92.9984,-367.552,-2056.25,-116.113,-254.465,-1939.86,-107.548,-295.817,-1945.7,-71.0514,-346.59,-1957.03,351.916,-346.436,-1907.2,872.737,-353.978,-1902.02,1040.63
0.632,0.632,-3.90133,-3.751469,551.915396,-22.8734,3.080128,-0.06891,-0.005581,-0.041444,,,,,5.25,0.014098,0.020636,0.188855,0.025135,-0.004951,-0.028788,0,0,-379.189,-2153.3,-95.0136,-367.391,-2067.45,-118.696,-254.742,-1950.78,-109.688,-296.236,-1956.89,-73.7665,-347.395,-1962.8,349.298,-349.019,-1914.66,869.391,-355.653,-1908.23,1037.89
0.633,0.633,-3.900995,-3.841133,551.57257,-22.869285,3.125773,-0.080771,-0.005667,-0.041462,,,,,5.25833,-0.07343253,0.08009737,0.18805032,0.02247467,0.03701144,-0.00386665,0,0,-379.482,-2164.26,-98.1978,-367.595,-2078.59,-122.376,-255.031,-1961.54,-112.407,-296.754,-1967.13,-76.822,-348.267,-1968.84,346.224,-351.491,-1922.07,865.607,-357.674,-1914.19,1034.45
0.634,0.634,-3.989154,-3.840533,551.398083,-22.901945,3.144666,-0.097621,-0.005703,-0.041534,,,,,5.26667,-0.01374043,0.110012,0.0735365,-0.00076915,0.04000614,-0.01123263,0,0,-379.422,-2174.23,-102.115,-367.322,-2088.82,-126.257,-255.119,-1971.56,-115.54,-297.151,-1976.79,-80.0183,-348.935,-1975.09,342.725,-353.868,-1929.67,861.424,-359.681,-1920.59,1030.7
0.635,0.635,-3.900827,-3.840971,551.400026,-22.90224,3.148799,-0.080779,-0.005711,-0.041535,,,,,5.275,-0.07332,0.109669,0.187554,0.021056,0.037121,6.2E-05,0,0,-379.14,-2183.54,-106.863,-367.698,-2097.78,-131.095,-255.498,-1980.63,-119.015,-297.52,-1985.51,-83.6413,-349.937,-1981.49,338.925,-356.387,-1937.27,856.975,-361.321,-1926.89,1026.61
0.636,0.636,-3.900592,-3.84075,551.40065,-22.902144,3.102723,-0.080875,-0.005627,-0.041534,,,,,5.28333,0.07445388,-0.00876034,0.07433435,0.00433449,0.02847155,-0.01346726,0,0,-379.141,-2192.15,-112.663,-367.819,-2105.36,-135.896,-255.584,-1988.55,-122.393,-297.909,-1993.44,-87.6766,-351.197,-1988.53,334.63,-358.73,-1945.46,851.853,-363.312,-1932.96,1021.87
0.637,0.637,-3.989167,-3.928948,551.400181,-22.897886,3.098524,-0.052058,-0.005619,-0.041527,,,,,5.29167,0.01501522,0.04964458,0.07527406,-0.02003277,0.01040773,0.00880516,0,0,-378.847,-2200.08,-119.361,-367.878,-2113.17,-142.192,-256.195,-1995.94,-126.597,-298.562,-2001.06,-92.2948,-352.062,-1995.29,330.057,-361.79,-1953.32,846.905,-364.946,-1939.35,1016.92
0.638,0.638,-3.900017,-3.928919,551.227881,-22.865275,3.125792,-0.068807,-0.005671,-0.041481,,,,,5.3,-0.07319,-0.067513,0.016155,-0.003406,0.013857,6.7E-05,0,0,-379.151,-2206.83,-127.059,-367.815,-2119.26,-148.627,-256.049,-2002.6,-130.263,-299.19,-2007.59,-96.943,-353.221,-2002.35,325.113,-364.579,-1960.68,841.331,-367.084,-1945.32,1011.39
0.639,0.639,-3.899676,-3.839308,551.226378,-22.869574,3.126124,-0.056901,-0.005671,-0.041489,,,,,5.30833,-0.04466073,0.02021825,0.07400013,0.04721823,0.02273225,-0.01744762,0,0,-376.776,-2213.89,-136.243,-366.97,-2124.25,-156.39,-256.826,-2007.44,-131.961,-299.508,-2014.11,-102.114,-354.517,-2009.31,319.95,-367.934,-1968.88,835.592,-369.028,-1951.87,1005.75
0.64,0.64,-3.900017,-3.928919,551.227881,-22.865275,3.125792,-0.068807,-0.005671,-0.041481,,,,,5.31667,-0.07370753,0.0201702,0.13267717,0.03618065,0.01395861,-0.01190405,0,0,-369.733,-2226.2,-153.203,-372.019,-2118.13,-153.08,-253.137,-2007.25,-129.98,-298.19,-2019.34,-105.452,-356.767,-2017.04,315.083,-371.806,-1977.46,830.466,-371.136,-1958.53,999.738
0.641,0.641,-3.900797,-3.929182,551.228326,-22.799706,3.125735,-0.068791,-0.00567,-0.041362,,,,,5.325,-0.07332,0.109669,0.187554,0.021056,0.037121,6.2E-05,0,0,-372.955,-2217.11,-149.825,-368.629,-2120.58,-151.524,-250.009,-2006.51,-127.959,-295.099,-2018.09,-104.568,-359.497,-2027.92,312.789,-374.832,-1984.99,825.594,-373.265,-1965.11,993.662
0.642,0.642,-3.988748,-3.928863,551.397858,-22.83212,3.144709,-0.085544,-0.005703,-0.041408,,,,,5.33333,-0.07326989,0.08114618,-0.15616539,0.02225867,-0.00899706,0.00383395,0,0,-371.416,-2219.34,-150.171,-366.546,-2120.52,-150.471,-250.98,-2005.54,-127.807,-294.671,-2016.81,-102.059,-361.977,-2041.88,315.078,-380.151,-1993.45,821.462,-374.526,-1971.96,987.93
0.643,0.643,-3.899703,-3.83981,551.569773,-22.869424,3.172281,-0.056708,-0.005751,-0.041462,,,,,5.34167,-0.07329954,0.08022376,0.13131672,0.01163087,0.02940494,-0.0039013,0,0,-372.909,-2218.51,-151.321,-369.218,-2119.05,-151.705,-252.474,-2005.18,-128.283,-295.946,-2017.38,-99.812,-364.014,-2053.36,316.878,-383.904,-1999.36,817.324,-375.547,-1979.22,982.465
0.644,0.644,-3.899676,-3.839308,551.226378,-22.869574,3.126124,-0.056901,-0.005671,-0.041489,,,,,5.35,-0.073568,0.021033,0.189028,0.025019,0.037055,0.045721,0,0,-373.369,-2219.09,-151.766,-369.844,-2118.77,-151.969,-253.181,-2005.17,-128.001,-296.86,-2018.63,-97.7645,-367.365,-2063.11,317.964,-386.651,-2004.26,816.223,-376.383,-1986.21,977.183
0.645,0.645,-3.988003,-3.83887,551.224435,-22.869279,3.121991,-0.073743,-0.005664,-0.041488,,,,,5.35833,-0.073661,0.020058,0.189058,0.025355,0.036789,-0.011843,0,0,-372.412,-2220.26,-151.574,-369.776,-2119.61,-151.922,-253.096,-2005.28,-127.934,-296.977,-2019.6,-96.3571,-371.506,-2071.46,318.406,-388.237,-2009.73,818.138,-376.639,-1994.57,972.822
0.646,0.646,-3.987394,-3.750969,550.881088,-22.873562,3.16785,-0.085713,-0.005751,-0.041522,,,,,5.36667,0.01487568,0.02067761,-0.0981174,0.03588947,0.0025555,-0.02880435,0,0,-373.048,-2220.89,-152.013,-369.752,-2119.92,-151.814,-253.786,-2005.64,-127.339,-297.441,-2020.12,-95.4462,-375.425,-2078.62,318.426,-388.616,-2015.4,821.137,-377.227,-2002.84,969.957
0.647,0.647,-3.987902,-3.750754,551.052874,-22.906332,3.144899,-0.085766,-0.005707,-0.041568,,,,,5.375,-0.073696,0.109788,0.016079,0.053766,0.014014,-2.6E-05,0,0,-373.081,-2221.02,-151.96,-370.272,-2120.11,-152.104,-254.667,-2006.59,-127.179,-298.435,-2021.3,-95.6982,-379.299,-2084.14,317.814,-389.077,-2021.89,823.882,-378.441,-2011.26,969.093
0.648,0.648,-3.987902,-3.750754,551.052874,-22.906332,3.144899,-0.085766,-0.005707,-0.041568,,,,,5.38333,-0.07329789,0.08064418,0.18722961,0.02240867,0.03715994,0.00402695,0,0,-373.114,-2221.53,-152.019,-370.285,-2119.91,-152.026,-254.201,-2006.18,-126.993,-298.589,-2021.62,-96.357,-382.561,-2088.57,316.699,-389.99,-2028.83,826.046,-379.112,-2017.96,970.259
0.649,0.649,-3.987018,-3.751089,551.052563,-22.906272,3.190957,-0.085624,-0.005791,-0.041568,,,,,5.39167,-0.01391576,-0.00789415,0.07318273,0.00435982,0.02445505,0.01936181,0,0,-373.058,-2221.77,-151.965,-370.283,-2120.16,-152.128,-254.065,-2006.27,-126.944,-298.218,-2022.28,-97.1256,-385.413,-2092.19,314.993,-391.834,-2035.62,827.065,-379.345,-2021.98,972.873
0.65,0.65,-3.988306,-3.751137,551.224794,-22.873473,3.167949,-0.085662,-0.005747,-0.041496,,,,,5.4,0.015137,-0.067951,0.018098,-0.003701,0.01799,0.016908,0,0,-373.329,-2221.68,-152.217,-370.247,-2120,-152.13,-253.512,-2006.75,-126.697,-297.788,-2022.27,-97.3039,-387.402,-2095.08,312.526,-392.99,-2042.62,827.828,-380.441,-2025.17,975.991
0.651,0.651,-3.899471,-3.75179,551.05495,-22.840997,3.195033,-0.068766,-0.005798,-0.04145,,,,,5.40833,-0.0439715,0.11015879,-0.04248435,0.02093438,-0.00758433,-0.00564365,0,0,-373.263,-2221.62,-152.039,-370.166,-2119.92,-152.213,-253.154,-2006.94,-126.665,-297.528,-2022.1,-97.3433,-388.464,-2097.75,309.835,-394.551,-2049.39,828.164,-382.325,-2028.67,979.042
0.652,0.652,-3.987798,-3.751352,551.053008,-22.840702,3.1909,-0.085608,-0.005791,-0.041449,,,,,5.41667,-0.01399683,0.02133167,0.18704733,0.0251138,0.03998356,-0.00707394,0,0,-373.349,-2221.69,-152.151,-370.033,-2119.71,-152.015,-253.036,-2006.67,-126.352,-297.538,-2021.93,-97.2731,-389.054,-2100.83,307.562,-396.138,-2055.74,828.483,-384.203,-2032.43,981.761
0.653,0.653,-3.987524,-3.573787,551.052487,-22.8491,3.191114,-0.085717,-0.005791,-0.041464,,,,,5.425,0.015286,0.022557,0.185923,-0.040635,-0.004444,-0.004884,0,0,-373.079,-2221.61,-151.842,-370.008,-2120.08,-152.168,-253.477,-2006.77,-126.606,-297.669,-2022.47,-97.5493,-388.889,-2104.09,306.529,-398.382,-2062.51,828.359,-386.1,-2037.2,984.456
0.654,0.654,-3.987524,-3.573787,551.052487,-22.8491,3.191114,-0.085717,-0.005791,-0.041464,,,,,5.43333,-0.13205087,0.05141595,0.01367425,-0.00886002,0.01138095,-0.00327676,0,0,-373.123,-2221.75,-152.012,-369.867,-2119.95,-151.958,-252.986,-2006.75,-126.38,-297.343,-2022.47,-97.3365,-387.939,-2107.12,306.839,-401.186,-2068.82,828.275,-387.968,-2042.14,986.828
