Time,Fx,Fy,Fz,Mx,My,Mz,CoPx,CoPy,,act time
4.477,-0.074184,0.019657,-0.152504,0.024974,0.036524,0.021704,0,0,,
4.478,-0.074593,0.018,-0.150018,0.025174,0.036074,-0.002217,0,0,,
4.479,-0.074184,0.019657,-0.152504,0.024974,0.036524,0.021704,0,0,,
4.48,0.014052,0.108231,-0.152794,-0.045009,0.040798,-0.007175,0,0,,
4.481,0.01405,0.018244,-0.150532,0.025015,0.040391,-0.019019,0,0,,
4.482,-0.073781,0.020039,-0.324424,-0.007885,0.013474,0.021599,0,0,,
4.483,-0.074184,0.019657,-0.152504,0.024974,0.036524,0.021704,0,0,,
4.484,0.014117,-0.06971,-0.151515,0.029114,0.040509,-0.007004,0,0,,
4.485,-0.074593,0.018,-0.150018,0.025174,0.036074,-0.002217,0,0,,
4.486,-0.074526,-0.069954,-0.151001,0.029273,0.036192,0.009798,0,0,,
4.487,-0.074526,-0.069954,-0.151001,0.029273,0.036192,0.009798,0,0,,
4.488,-0.074424,0.018161,-0.322562,-0.00778,0.059099,-0.002225,0,0,,
4.489,-0.074016,0.019818,-0.325048,-0.00798,0.059549,0.021695,0,0,,
4.49,0.014052,0.108231,-0.152794,-0.045009,0.040798,-0.007175,0,0,,
4.491,-0.0751,0.018214,0.021768,-0.007596,0.013123,-0.00227,0,0,,
4.492,-0.0751,0.018214,0.021768,-0.007596,0.013123,-0.00227,0,0,,
4.493,0.01361,-0.069495,0.020271,-0.003657,0.017558,-0.007058,0,0,,
4.494,-0.075476,0.018334,-0.149707,0.025113,-0.009984,-0.002359,0,0,,
4.495,-0.074593,0.018,-0.150018,0.025174,0.036074,-0.002217,0,0,,
4.496,-0.074593,0.018,-0.150018,0.025174,0.036074,-0.002217,0,0,,
4.497,-0.074593,0.018,-0.150018,0.025174,0.036074,-0.002217,0,0,,
4.498,-0.074593,0.018,-0.150018,0.025174,0.036074,-0.002217,0,0,,
4.499,0.014117,-0.06971,-0.151515,0.029114,0.040509,-0.007004,0,0,,
4.5,-0.075033,-0.069739,0.020785,-0.003497,0.013241,0.009745,0,0,,
4.501,-0.163022,-0.069678,0.019601,0.062523,0.009033,-0.007035,0,0,,
4.502,-0.074694,-0.070116,0.021543,0.062228,0.013166,0.009807,0,0,,
4.503,-0.074526,-0.069954,-0.151001,0.029273,0.036192,0.009798,0,0,,
4.504,-0.07421,-0.069272,-0.153458,0.029409,0.036376,-0.023846,0,0,,
4.505,-0.07421,-0.069272,-0.153458,0.029409,0.036376,-0.023846,0,0,,
4.506,-0.074593,0.018,-0.150018,0.025174,0.036074,-0.002217,0,0,,
4.507,-0.074593,0.018,-0.150018,0.025174,0.036074,-0.002217,0,0,,
4.508,-0.162853,-0.069516,-0.152943,0.029568,0.032058,-0.007044,0,0,,
4.509,-0.074526,-0.069954,-0.151001,0.029273,0.036192,0.009798,0,0,,
4.51,-0.074526,-0.069954,-0.151001,0.029273,0.036192,0.009798,0,0,,
4.511,0.01405,0.018244,-0.150532,0.025015,0.040391,-0.019019,0,0,,
4.512,-0.074593,0.018,-0.150018,0.025174,0.036074,-0.002217,0,0,,
4.513,0.01405,0.018244,-0.150532,0.025015,0.040391,-0.019019,0,0,,
4.514,0.014117,-0.06971,-0.151515,0.029114,0.040509,-0.007004,0,0,,
4.515,0.013949,-0.069872,0.021029,0.062068,0.017483,-0.006996,0,0,,
4.516,-0.162512,0.020095,-0.154447,0.025269,0.03239,0.004862,0,0,,
4.517,-0.074526,-0.069954,-0.151001,0.029273,0.036192,0.009798,0,0,,
4.518,-0.073744,0.107396,-0.323307,0.053646,0.059357,0.009743,0,0,,
4.519,0.014767,0.107735,0.019439,-0.011994,0.06383,-0.007025,0,0,,
4.52,0.014391,0.107854,-0.152036,0.020716,0.040723,-0.007113,0,0,,
4.521,-0.163296,0.018557,-0.323435,0.058179,0.008833,-0.019147,0,0,,
4.522,-0.162853,-0.069516,-0.152943,0.029568,0.032058,-0.007044,0,0,,
4.523,-0.074593,0.018,-0.150018,0.025174,0.036074,-0.002217,0,0,,
4.524,-0.074593,0.018,-0.150018,0.025174,0.036074,-0.002217,0,0,,
4.525,-0.0751,0.018214,0.021768,-0.007596,0.013123,-0.00227,0,0,,
4.526,-0.162579,0.108049,-0.153464,0.02117,0.032272,-0.007153,0,0,,
4.527,-0.075476,0.018334,-0.149707,0.025113,-0.009984,-0.002359,0,0,,
4.528,-0.074252,0.10761,-0.151521,0.020875,0.036406,0.009689,0,0,,
4.529,-0.074593,0.018,-0.150018,0.025174,0.036074,-0.002217,0,0,,
4.53,-0.074217,0.01788,0.021457,-0.007535,0.059181,-0.002128,0,0,,
4.531,-0.074593,0.018,-0.150018,0.025174,0.036074,-0.002217,0,0,,
4.532,-0.074759,0.107825,0.020265,-0.011895,0.013455,0.009636,0,0,,
4.533,0.014117,-0.06971,-0.151515,0.029114,0.040509,-0.007004,0,0,,
4.534,-0.075202,-0.069901,0.193329,0.029457,-0.009785,0.009753,0,0,,
4.535,0.01405,0.018244,-0.150532,0.025015,0.040391,-0.019019,0,0,,
4.536,-0.163428,0.018653,0.019826,-0.007301,0.00899,-0.019112,0,0,,
4.537,0.01405,0.018244,-0.150532,0.025015,0.040391,-0.019019,0,0,,
4.538,-0.074526,-0.069954,-0.151001,0.029273,0.036192,0.009798,0,0,,
4.539,-0.075033,-0.069739,0.020785,-0.003497,0.013241,0.009745,0,0,,
4.54,-0.16292,0.018438,-0.15196,0.025469,0.03194,-0.019058,0,0,,
4.541,-0.075033,-0.069739,0.020785,-0.003497,0.013241,0.009745,0,0,,
4.542,-0.0751,0.018214,0.021768,-0.007596,0.013123,-0.00227,0,0,,
4.543,-0.07415,-0.070074,0.020474,-0.003437,0.059299,0.009887,0,0,,
4.544,0.014391,0.107854,-0.152036,0.020716,0.040723,-0.007113,0,0,,
4.545,-0.074277,0.018682,-0.152475,0.02531,0.036258,-0.035861,0,0,,
4.546,-0.074184,0.019657,-0.152504,0.024974,0.036524,0.021704,0,0,,
4.547,-0.163229,-0.069397,-0.324418,0.062278,0.008951,-0.007132,0,0,,
4.548,-0.074252,0.10761,-0.151521,0.020875,0.036406,0.009689,0,0,,
4.549,-0.074355,0.108208,-0.151655,-0.044755,-0.009595,0.009531,0,0,,
4.55,-0.073848,0.107993,-0.323441,-0.011984,0.013356,0.009584,0,0,,
4.551,-0.074593,0.018,-0.150018,0.025174,0.036074,-0.002217,0,0,,
4.552,-0.073808,0.019537,0.018971,-0.007735,0.059631,0.021792,0,0,,
4.553,-0.07421,-0.069272,-0.153458,0.029409,0.036376,-0.023846,0,0,,
4.554,-0.0751,0.018214,0.021768,-0.007596,0.013123,-0.00227,0,0,,
4.555,-0.163259,0.018814,-0.152718,-0.040256,0.032015,-0.01912,0,0,,
4.556,-0.162918,0.108425,-0.154222,-0.044555,0.032347,-0.007215,0,0,,
4.557,-0.0751,0.018214,0.021768,-0.007596,0.013123,-0.00227,0,0,,
4.558,0.013543,0.018458,0.021254,-0.007756,0.01744,-0.019072,0,0,,
4.559,0.01405,0.018244,-0.150532,0.025015,0.040391,-0.019019,0,0,,
4.56,0.01361,-0.069495,0.020271,-0.003657,0.017558,-0.007058,0,0,,
4.561,-0.074184,0.019657,-0.152504,0.024974,0.036524,0.021704,0,0,,
4.562,0.013884,0.108069,0.01975,-0.012055,0.017772,-0.007167,0,0,,
4.563,-0.074184,0.019657,-0.152504,0.024974,0.036524,0.021704,0,0,,
4.564,-0.074593,0.018,-0.150018,0.025174,0.036074,-0.002217,0,0,,
4.565,-0.16292,0.018438,-0.15196,0.025469,0.03194,-0.019058,0,0,,
4.566,-0.162888,0.020214,-0.325922,0.057979,0.009283,0.004773,0,0,,
4.567,-0.074184,0.019657,-0.152504,0.024974,0.036524,0.021704,0,0,,
4.568,-0.074184,0.019657,-0.152504,0.024974,0.036524,0.021704,0,0,,
4.569,0.014117,-0.06971,-0.151515,0.029114,0.040509,-0.007004,0,0,,
4.57,-0.074526,-0.069954,-0.151001,0.029273,0.036192,0.009798,0,0,,
4.571,-0.074526,-0.069954,-0.151001,0.029273,0.036192,0.009798,0,0,,
4.572,-0.074252,0.10761,-0.151521,0.020875,0.036406,0.009689,0,0,,
4.573,-0.162108,0.020478,-0.326367,-0.00759,0.00934,0.004757,0,0,,
4.574,-0.07421,-0.069272,-0.153458,0.029409,0.036376,-0.023846,0,0,,
4.575,-0.074277,0.018682,-0.152475,0.02531,0.036258,-0.035861,0,0,,
4.576,-0.074277,0.018682,-0.152475,0.02531,0.036258,-0.035861,0,0,,
4.577,0.01405,0.018244,-0.150532,0.025015,0.040391,-0.019019,0,0,,
4.578,-0.074184,0.019657,-0.152504,0.024974,0.036524,0.021704,0,0,,
4.579,0.01405,0.018244,-0.150532,0.025015,0.040391,-0.019019,0,0,,
4.58,-0.0751,0.018214,0.021768,-0.007596,0.013123,-0.00227,0,0,,
4.581,-0.0751,0.018214,0.021768,-0.007596,0.013123,-0.00227,0,0,,
4.582,-0.074252,0.10761,-0.151521,0.020875,0.036406,0.009689,0,0,,
4.583,-0.074593,0.018,-0.150018,0.025174,0.036074,-0.002217,0,0,,
4.584,-0.074593,0.018,-0.150018,0.025174,0.036074,-0.002217,0,0,,
4.585,-0.074593,0.018,-0.150018,0.025174,0.036074,-0.002217,0,0,,
4.586,-0.074593,0.018,-0.150018,0.025174,0.036074,-0.002217,0,0,,
4.587,-0.074357,0.01822,-0.149394,0.025269,-0.010002,-0.002313,0,0,,
4.588,-0.073781,0.020039,-0.324424,-0.007885,0.013474,0.021599,0,0,,
4.589,0.014184,-0.157664,-0.152498,0.033213,0.040627,0.00501,0,0,,
4.59,-0.074526,-0.069954,-0.151001,0.029273,0.036192,0.009798,0,0,,
4.591,0.013778,-0.069334,-0.152273,-0.036612,0.040584,-0.007066,0,0,,
4.592,-0.074692,0.019871,0.019282,-0.007796,0.013573,0.02165,0,0,,
4.593,0.014117,-0.06971,-0.151515,0.029114,0.040509,-0.007004,0,0,,
4.594,-0.074526,-0.069954,-0.151001,0.029273,0.036192,0.009798,0,0,,
4.595,-0.0751,0.018214,0.021768,-0.007596,0.013123,-0.00227,0,0,,
4.596,-0.075033,-0.069739,0.020785,-0.003497,0.013241,0.009745,0,0,,
4.597,-0.074526,-0.069954,-0.151001,0.029273,0.036192,0.009798,0,0,,
4.598,-0.074184,0.019657,-0.152504,0.024974,0.036524,0.021704,0,0,,
4.599,-0.074902,-0.069835,-0.322476,0.061983,0.013084,0.009709,0,0,,
4.6,0.013166,0.018578,-0.150221,0.024954,-0.005667,-0.019161,0,0,,
4.601,0.101937,-0.069934,0.022214,-0.003952,0.021691,0.009784,0,0,,
4.602,0.013711,0.01862,-0.15129,-0.04071,0.040466,-0.019081,0,0,,
4.603,-0.074424,0.018161,-0.322562,-0.00778,0.059099,-0.002225,0,0,,
4.604,-0.074692,0.019871,0.019282,-0.007796,0.013573,0.02165,0,0,,
4.605,-0.074252,0.10761,-0.151521,0.020875,0.036406,0.009689,0,0,,
4.606,-0.074593,0.018,-0.150018,0.025174,0.036074,-0.002217,0,0,,
4.607,-0.074526,-0.069954,-0.151001,0.029273,0.036192,0.009798,0,0,,
4.608,-0.074526,-0.069954,-0.151001,0.029273,0.036192,0.009798,0,0,,
4.609,-0.074184,0.019657,-0.152504,0.024974,0.036524,0.021704,0,0,,
4.61,0.014458,0.019901,-0.153018,0.024815,0.040841,0.004901,0,0,,
4.611,0.013543,0.018458,0.021254,-0.007756,0.01744,-0.019072,0,0,,
4.612,-0.074184,0.019657,-0.152504,0.024974,0.036524,0.021704,0,0,,
4.613,0.014391,0.107854,-0.152036,0.020716,0.040723,-0.007113,0,0,,
4.614,0.014288,0.108452,-0.15217,-0.044914,-0.005278,-0.007271,0,0,,
4.615,-0.07432,0.018478,0.021323,-0.073166,0.01318,-0.002286,0,0,,
4.616,-0.075033,-0.069739,0.020785,-0.003497,0.013241,0.009745,0,0,,
4.617,0.01405,0.018244,-0.150532,0.025015,0.040391,-0.019019,0,0,,
4.618,0.014117,-0.06971,-0.151515,0.029114,0.040509,-0.007004,0,0,,
4.619,0.014117,-0.06971,-0.151515,0.029114,0.040509,-0.007004,0,0,,
4.62,-0.073869,0.020339,-0.154961,0.02511,0.036708,-0.01194,0,0,,
4.621,0.014117,-0.06971,-0.151515,0.029114,0.040509,-0.007004,0,0,,
4.622,0.014391,0.107854,-0.152036,0.020716,0.040723,-0.007113,0,0,,
4.623,-0.07459,0.107987,-0.152279,-0.04485,0.036481,0.009627,0,0,,
4.624,0.013951,0.020116,0.018768,-0.007956,0.01789,0.004848,0,0,,
4.625,-0.162343,0.020257,-0.326991,-0.007685,0.055416,0.004853,0,0,,
4.626,-0.162343,0.020257,-0.326991,-0.007685,0.055416,0.004853,0,0,,
4.627,-0.163086,0.108263,0.018322,-0.0116,0.009322,-0.007206,0,0,,
4.628,-0.0751,0.018214,0.021768,-0.007596,0.013123,-0.00227,0,0,,
4.629,-0.074277,0.018682,-0.152475,0.02531,0.036258,-0.035861,0,0,,
4.63,0.01361,-0.069495,0.020271,-0.003657,0.017558,-0.007058,0,0,,
4.631,-0.074759,0.107825,0.020265,-0.011895,0.013455,0.009636,0,0,,
4.632,-0.162175,0.108431,-0.325384,-0.011689,0.009222,-0.007257,0,0,,
4.633,-0.074184,0.019657,-0.152504,0.024974,0.036524,0.021704,0,0,,
4.634,-0.074184,0.019657,-0.152504,0.024974,0.036524,0.021704,0,0,,
4.635,0.013884,0.108069,0.01975,-0.012055,0.017772,-0.007167,0,0,,
4.636,-0.074184,0.019657,-0.152504,0.024974,0.036524,0.021704,0,0,,
4.637,-0.074122,-0.069572,-0.322921,-0.003586,0.013142,0.009693,0,0,,
4.638,0.014391,0.107854,-0.152036,0.020716,0.040723,-0.007113,0,0,,
4.639,0.01361,-0.069495,0.020271,-0.003657,0.017558,-0.007058,0,0,,
4.64,0.014521,-0.069327,-0.323435,-0.003746,0.017459,-0.007109,0,0,,
4.641,-0.074718,-0.069057,0.018328,-0.003362,0.013425,-0.0239,0,0,,
4.642,-0.074376,0.020554,0.016825,-0.007661,0.013757,-0.011994,0,0,,
4.643,-0.074628,0.10773,-0.322996,0.053585,0.013299,0.0096,0,0,,
4.644,0.014391,0.107854,-0.152036,0.020716,0.040723,-0.007113,0,0,,
4.645,0.014391,0.107854,-0.152036,0.020716,0.040723,-0.007113,0,0,,
4.646,-0.074252,0.10761,-0.151521,0.020875,0.036406,0.009689,0,0,,
4.647,-0.073936,0.108293,-0.153978,0.021011,0.03659,-0.023955,0,0,,
4.648,0.014117,-0.06971,-0.151515,0.029114,0.040509,-0.007004,0,0,,
4.649,-0.073612,0.020201,-0.496968,-0.04084,0.036499,0.02159,0,0,,
4.65,0.014117,-0.06971,-0.151515,0.029114,0.040509,-0.007004,0,0,,
4.651,0.014117,-0.06971,-0.151515,0.029114,0.040509,-0.007004,0,0,,
4.652,0.014117,-0.06971,-0.151515,0.029114,0.040509,-0.007004,0,0,,
4.653,-0.073869,0.020339,-0.154961,0.02511,0.036708,-0.01194,0,0,,
4.654,-0.074184,0.019657,-0.152504,0.024974,0.036524,0.021704,0,0,,
4.655,-0.162957,-0.068919,-0.153077,-0.036062,-0.013943,-0.007202,0,0,,
4.656,-0.162512,0.020095,-0.154447,0.025269,0.03239,0.004862,0,0,,
4.657,-0.074252,0.10761,-0.151521,0.020875,0.036406,0.009689,0,0,,
4.658,-0.074184,0.019657,-0.152504,0.024974,0.036524,0.021704,0,0,,
4.659,-0.074184,0.019657,-0.152504,0.024974,0.036524,0.021704,0,0,,
4.66,-0.075033,-0.069739,0.020785,-0.003497,0.013241,0.009745,0,0,,
4.661,-0.162992,0.020812,-0.326056,-0.007651,-0.036718,0.004615,0,0,,
4.662,-0.074561,0.019776,-0.323979,0.057684,0.013416,0.021615,0,0,,
4.663,-0.074184,0.019657,-0.152504,0.024974,0.036524,0.021704,0,0,,
4.664,-0.074694,-0.070116,0.021543,0.062228,0.013166,0.009807,0,0,,
4.665,-0.073869,0.020339,-0.154961,0.02511,0.036708,-0.01194,0,0,,
4.666,-0.074037,0.020177,0.017583,0.058065,0.013682,-0.011932,0,0,,
4.667,-0.07442,0.107449,0.021023,0.05383,0.01338,0.009698,0,0,,
4.668,-0.074353,0.019495,0.02004,0.057929,0.013498,0.021712,0,0,,
4.669,-0.074184,0.019657,-0.152504,0.024974,0.036524,0.021704,0,0,,
4.67,-0.07486,0.01971,0.191826,0.025158,-0.009453,0.021659,0,0,,
4.671,-0.074545,0.020392,0.189369,0.025294,-0.009269,-0.011985,0,0,,
4.672,-0.074277,0.018682,-0.152475,0.02531,0.036258,-0.035861,0,0,,
4.673,0.01405,0.018244,-0.150532,0.025015,0.040391,-0.019019,0,0,,
4.674,0.013951,0.020116,0.018768,-0.007956,0.01789,0.004848,0,0,,
4.675,0.014458,0.019901,-0.153018,0.024815,0.040841,0.004901,0,0,,
4.676,-0.251155,0.019851,-0.153933,0.025429,0.028073,0.021664,0,0,,
4.677,-0.074252,0.10761,-0.151521,0.020875,0.036406,0.009689,0,0,,
4.678,0.014391,0.107854,-0.152036,0.020716,0.040723,-0.007113,0,0,,
4.679,0.013949,-0.069872,0.021029,0.062068,0.017483,-0.006996,0,0,,
4.68,0.013573,-0.069752,-0.150446,0.094778,-0.005624,-0.007084,0,0,,
4.681,0.013951,0.020116,0.018768,-0.007956,0.01789,0.004848,0,0,,
4.682,0.014391,0.107854,-0.152036,0.020716,0.040723,-0.007113,0,0,,
4.683,-0.074692,0.019871,0.019282,-0.007796,0.013573,0.02165,0,0,,
4.684,-0.0751,0.018214,0.021768,-0.007596,0.013123,-0.00227,0,0,,
4.685,-0.074759,0.107825,0.020265,-0.011895,0.013455,0.009636,0,0,,
4.686,-0.074593,0.018,-0.150018,0.025174,0.036074,-0.002217,0,0,,
4.687,-0.074593,0.018,-0.150018,0.025174,0.036074,-0.002217,0,0,,
4.688,-0.073848,0.107993,-0.323441,-0.011984,0.013356,0.009584,0,0,,
4.689,0.014458,0.019901,-0.153018,0.024815,0.040841,0.004901,0,0,,
4.69,-0.162853,-0.069516,-0.152943,0.029568,0.032058,-0.007044,0,0,,
4.691,-0.074526,-0.069954,-0.151001,0.029273,0.036192,0.009798,0,0,,
4.692,-0.073973,0.020936,-0.155095,-0.04052,-0.009293,-0.012099,0,0,,
4.693,-0.163019,0.02031,0.017339,-0.007501,0.009439,0.004808,0,0,,
4.694,-0.074379,-0.069433,0.019087,0.062363,0.01335,-0.023838,0,0,,
4.695,-0.073869,0.020339,-0.154961,0.02511,0.036708,-0.01194,0,0,,
4.696,-0.074785,0.018897,0.019311,-0.007461,0.013307,-0.035914,0,0,,
4.697,-0.162579,0.108049,-0.153464,0.02117,0.032272,-0.007153,0,0,,
4.698,0.014117,-0.06971,-0.151515,0.029114,0.040509,-0.007004,0,0,,
4.699,0.013505,0.018201,-0.149463,0.090679,-0.005742,-0.019099,0,0,,
4.7,0.014391,0.107854,-0.152036,0.020716,0.040723,-0.007113,0,0,,
4.701,0.013715,0.107908,0.192294,0.0209,-0.005254,-0.007158,0,0,,
4.702,-0.074612,0.108346,0.190352,0.021195,-0.009387,-0.024,0,0,,
4.703,0.014223,0.107693,0.020508,0.053671,0.017697,-0.007105,0,0,,
4.704,0.01405,0.018244,-0.150532,0.025015,0.040391,-0.019019,0,0,,
4.705,-0.074184,0.019657,-0.152504,0.024974,0.036524,0.021704,0,0,,
4.706,-0.074184,0.019657,-0.152504,0.024974,0.036524,0.021704,0,0,,
4.707,0.014458,0.019901,-0.153018,0.024815,0.040841,0.004901,0,0,,
4.708,0.014862,0.020283,-0.324938,-0.008045,0.017791,0.004797,0,0,,
4.709,-0.162512,0.020095,-0.154447,0.025269,0.03239,0.004862,0,0,,
4.71,-0.074612,0.108346,0.190352,0.021195,-0.009387,-0.024,0,0,,
4.711,0.013783,0.019954,0.191312,0.024999,-0.005136,0.004856,0,0,,
4.712,-0.074692,0.019871,0.019282,-0.007796,0.013573,0.02165,0,0,,
4.713,0.014117,-0.06971,-0.151515,0.029114,0.040509,-0.007004,0,0,,
4.714,0.014458,0.019901,-0.153018,0.024815,0.040841,0.004901,0,0,,
4.715,0.014458,0.019901,-0.153018,0.024815,0.040841,0.004901,0,0,,
4.716,-0.073936,0.108293,-0.153978,0.021011,0.03659,-0.023955,0,0,,
4.717,-0.073869,0.020339,-0.154961,0.02511,0.036708,-0.01194,0,0,,
4.718,0.014795,0.108237,-0.323956,-0.012144,0.017673,-0.007218,0,0,,
4.719,0.01429,0.019739,0.019526,0.05777,0.017815,0.00491,0,0,,
4.72,0.014433,-0.069028,-0.153972,0.029249,0.040693,-0.040648,0,0,,
4.721,0.014458,0.019901,-0.153018,0.024815,0.040841,0.004901,0,0,,
4.722,-0.074184,0.019657,-0.152504,0.024974,0.036524,0.021704,0,0,,
4.723,0.01405,0.018244,-0.150532,0.025015,0.040391,-0.019019,0,0,,
4.724,0.014117,-0.06971,-0.151515,0.029114,0.040509,-0.007004,0,0,,
4.725,0.014493,-0.069829,0.01996,-0.003596,0.063616,-0.006916,0,0,,
4.726,-0.074526,-0.069954,-0.151001,0.029273,0.036192,0.009798,0,0,,
4.727,-0.074526,-0.069954,-0.151001,0.029273,0.036192,0.009798,0,0,,
4.728,0.014458,0.019901,-0.153018,0.024815,0.040841,0.004901,0,0,,
4.729,0.013951,0.020116,0.018768,-0.007956,0.01789,0.004848,0,0,,
4.73,-0.073936,0.108293,-0.153978,0.021011,0.03659,-0.023955,0,0,,
4.731,-0.16268,0.019933,0.018097,0.058224,0.009365,0.00487,0,0,,
4.732,0.013949,-0.069872,0.021029,0.062068,0.017483,-0.006996,0,0,,
4.733,0.01405,0.018244,-0.150532,0.025015,0.040391,-0.019019,0,0,,
4.734,0.014795,0.108237,-0.323956,-0.012144,0.017673,-0.007218,0,0,,
4.735,-0.073936,0.108293,-0.153978,0.021011,0.03659,-0.023955,0,0,,
4.736,-0.163022,-0.069678,0.019601,0.062523,0.009033,-0.007035,0,0,,
4.737,-0.162853,-0.069516,-0.152943,0.029568,0.032058,-0.007044,0,0,,
4.738,-0.163019,0.02031,0.017339,-0.007501,0.009439,0.004808,0,0,,
4.739,-0.074184,0.019657,-0.152504,0.024974,0.036524,0.021704,0,0,,
4.74,-0.073869,0.020339,-0.154961,0.02511,0.036708,-0.01194,0,0,,
4.741,-0.162853,-0.069516,-0.152943,0.029568,0.032058,-0.007044,0,0,,
4.742,0.014862,0.020283,-0.324938,-0.008045,0.017791,0.004797,0,0,,
4.743,0.014862,0.020283,-0.324938,-0.008045,0.017791,0.004797,0,0,,
4.744,0.014862,0.020283,-0.324938,-0.008045,0.017791,0.004797,0,0,,
4.745,-0.073936,0.108293,-0.153978,0.021011,0.03659,-0.023955,0,0,,
4.746,0.014082,0.02002,-0.324493,0.057525,0.017734,0.004813,0,0,,
4.747,-0.074526,-0.069954,-0.151001,0.029273,0.036192,0.009798,0,0,,
4.748,-0.074484,0.01959,0.363301,-0.007551,0.013654,0.021747,0,0,,
4.749,-0.074016,0.107831,-0.150897,0.020971,-0.00967,0.009593,0,0,,
4.75,-0.074157,0.020159,-0.495899,0.024824,-0.009634,0.02151,0,0,,
4.751,0.103505,0.020527,-0.325453,-0.008204,0.022108,-0.012006,0,0,,
4.752,-0.073807,-0.068889,-0.325378,-0.003451,0.013326,-0.023951,0,0,,
4.753,-0.163022,-0.069678,0.019601,0.062523,0.009033,-0.007035,0,0,,
4.754,-0.073875,0.107491,0.019954,-0.011834,0.059513,0.009778,0,0,,
4.755,-0.074184,0.019657,-0.152504,0.024974,0.036524,0.021704,0,0,,
4.756,0.01429,0.019739,0.019526,0.05777,0.017815,0.00491,0,0,,
4.757,-0.073949,0.019878,-0.15188,0.025069,-0.009552,0.021607,0,0,,
4.758,-0.073848,0.107993,-0.323441,-0.011984,0.013356,0.009584,0,0,,
4.759,-0.074288,0.020254,-0.152638,-0.040656,-0.009477,0.021545,0,0,,
4.76,-0.07442,0.107449,0.021023,0.05383,0.01338,0.009698,0,0,,
4.761,0.014391,0.107854,-0.152036,0.020716,0.040723,-0.007113,0,0,,
4.762,0.01405,0.018244,-0.150532,0.025015,0.040391,-0.019019,0,0,,
4.763,0.102185,0.018703,0.02074,-0.007915,0.021758,-0.035875,0,0,,
4.764,0.013783,0.019954,0.191312,0.024999,-0.005136,0.004856,0,0,,
4.765,-0.074551,0.107544,0.364284,-0.01165,0.013536,0.009733,0,0,,
4.766,0.014426,0.018124,0.020943,-0.007695,0.063498,-0.01893,0,0,,
4.767,-0.074759,0.107825,0.020265,-0.011895,0.013455,0.009636,0,0,,
4.768,0.013884,0.108069,0.01975,-0.012055,0.017772,-0.007167,0,0,,
4.769,0.014253,0.198182,-0.325148,-0.016503,-0.028053,0.004546,0,0,,
4.77,-0.074184,0.019657,-0.152504,0.024974,0.036524,0.021704,0,0,,
4.771,-0.163188,0.020148,0.189883,0.025453,-0.013586,0.004817,0,0,,
4.772,-0.074759,0.107825,0.020265,-0.011895,0.013455,0.009636,0,0,,
4.773,0.013543,0.018458,0.021254,-0.007756,0.01744,-0.019072,0,0,,
4.774,-0.07429,-0.069733,-0.150377,0.029368,-0.009884,0.009702,0,0,,
4.775,-0.162853,-0.069516,-0.152943,0.029568,0.032058,-0.007044,0,0,,
4.776,0.014458,0.019901,-0.153018,0.024815,0.040841,0.004901,0,0,,
4.777,0.10246,-0.069532,0.363776,-0.003571,0.021957,-0.023763,0,0,,
4.778,-0.16336,-0.069301,0.018843,-0.003202,0.009107,-0.007097,0,0,,
4.779,-0.075033,-0.069739,0.020785,-0.003497,0.013241,0.009745,0,0,,
4.78,0.01429,0.019739,0.019526,0.05777,0.017815,0.00491,0,0,,
4.781,0.01429,0.019739,0.019526,0.05777,0.017815,0.00491,0,0,,
4.782,0.013949,-0.069872,0.021029,0.062068,0.017483,-0.006996,0,0,,
4.783,0.014391,0.107854,-0.152036,0.020716,0.040723,-0.007113,0,0,,
4.784,-0.073936,0.108293,-0.153978,0.021011,0.03659,-0.023955,0,0,,
4.785,0.01405,0.018244,-0.150532,0.025015,0.040391,-0.019019,0,0,,
4.786,0.014117,-0.06971,-0.151515,0.029114,0.040509,-0.007004,0,0,,
4.787,0.01405,0.018244,-0.150532,0.025015,0.040391,-0.019019,0,0,,
4.788,0.013949,-0.069872,0.021029,0.062068,0.017483,-0.006996,0,0,,
4.789,-0.074545,0.020392,0.189369,0.025294,-0.009269,-0.011985,0,0,,
4.79,-0.074353,0.019495,0.02004,0.057929,0.013498,0.021712,0,0,,
4.791,-0.163089,0.018276,0.020584,0.058424,0.008915,-0.01905,0,0,,
4.792,-0.162645,-0.069797,0.191076,0.029813,0.03214,-0.006947,0,0,,
4.793,0.014426,0.018124,0.020943,-0.007695,0.063498,-0.01893,0,0,,
4.794,0.014767,0.107735,0.019439,-0.011994,0.06383,-0.007025,0,0,,
4.795,-0.162304,0.019814,0.189572,0.025514,0.032472,0.004959,0,0,,
4.796,-0.073869,0.020339,-0.154961,0.02511,0.036708,-0.01194,0,0,,
4.797,-0.073975,-0.069051,-0.152834,0.029504,-0.0097,-0.023942,0,0,,
4.798,-0.073975,-0.069051,-0.152834,0.029504,-0.0097,-0.023942,0,0,,
4.799,-0.073871,-0.069648,-0.152699,0.095134,0.036301,-0.023784,0,0,,
4.8,-0.16268,0.019933,0.018097,0.058224,0.009365,0.00487,0,0,,
4.801,-0.162512,0.020095,-0.154447,0.025269,0.03239,0.004862,0,0,,
4.802,0.014835,0.019781,0.018457,-0.007895,0.063948,0.00499,0,0,,
4.803,0.013949,-0.069872,0.021029,0.062068,0.017483,-0.006996,0,0,,
4.804,-0.073701,0.108514,-0.153354,0.021106,-0.009486,-0.024051,0,0,,
