Time,Fx,Fy,Fz,Mx,My,Mz,CoPx,CoPy,,act time
-1.793,-5.559307,0.304362,552.42935,-23.714849,-11.275607,-0.118822,0.020411,-0.042928,,1.793
-1.792,-5.558629,0.21651,552.600466,-23.743365,-11.298458,-0.106815,0.020446,-0.042967,,
-1.791,-5.646984,0.216446,552.941918,-23.74292,-11.256434,-0.123464,0.020357,-0.042939,,
-1.79,-5.557665,0.216637,552.597074,-23.743263,-11.20614,-0.140221,0.020279,-0.042967,,
-1.789,-5.645932,0.216274,552.769063,-23.775813,-11.18735,-0.12333,0.020239,-0.043012,,
-1.788,-5.46933,0.125967,553.11539,-23.771819,-11.133075,-0.135003,0.020128,-0.042978,,
-1.787,-5.646028,0.125725,552.941552,-23.738689,-11.072498,-0.134893,0.020025,-0.042932,,
-1.786,-5.733952,0.126546,552.767689,-23.771254,-11.099682,-0.151839,0.02008,-0.043004,,
-1.785,-5.821905,-0.051135,552.765332,-23.762595,-11.011895,-0.168334,0.019921,-0.042989,,
-1.784,-5.732928,0.125871,552.938229,-23.803998,-10.984441,-0.151512,0.019866,-0.04305,,
-1.783,-5.731729,0.12622,552.935461,-23.803801,-10.938198,-0.185014,0.019782,-0.04305,,
-1.782,-5.643401,0.125781,552.937404,-23.804096,-10.934065,-0.168173,0.019775,-0.04305,,
-1.781,-5.731897,0.038045,552.933854,-23.799797,-10.892005,-0.172904,0.019699,-0.043043,,
-1.78,-5.819682,-0.051462,552.933104,-23.795143,-10.850412,-0.201509,0.019623,-0.043034,,
-1.779,-5.731355,-0.0519,552.935047,-23.795438,-10.846279,-0.184667,0.019616,-0.043035,,
-1.778,-5.818798,-0.051796,552.932793,-23.795082,-10.804354,-0.201367,0.01954,-0.043034,,
-1.777,-5.81863,-0.051634,552.760249,-23.828036,-10.781328,-0.201375,0.019505,-0.043107,,
-1.776,-5.818115,-0.142081,553.104837,-23.823527,-10.689445,-0.212945,0.019326,-0.043072,,
-1.775,-5.728898,-0.230005,552.931553,-23.786817,-10.662059,-0.21768,0.019283,-0.043019,,
-1.774,-5.817439,-0.142134,552.760507,-23.823711,-10.643468,-0.2129,0.019255,-0.0431,,
-1.773,-5.727537,-0.142344,552.931156,-23.856519,-10.569986,-0.229472,0.019116,-0.043146,,
-1.772,-5.727772,-0.142565,552.930532,-23.856614,-10.52391,-0.229376,0.019033,-0.043146,,
-1.771,-5.727032,-0.320559,552.587481,-23.782675,-10.478222,-0.22916,0.018962,-0.043039,,
-1.77,-5.727032,-0.320559,552.587481,-23.782675,-10.478222,-0.22916,0.018962,-0.043039,,
-1.769,-5.813966,-0.230682,552.41118,-23.819573,-10.41294,-0.233962,0.01885,-0.043119,,
-1.768,-5.814033,-0.142728,552.412163,-23.823672,-10.413058,-0.245977,0.01885,-0.043127,,
-1.767,-5.90141,-0.230578,552.408926,-23.819217,-10.371015,-0.250662,0.018774,-0.043119,,
-1.766,-5.901241,-0.230416,552.236382,-23.852172,-10.347989,-0.25067,0.018738,-0.043192,,
-1.765,-5.90161,-0.320529,552.581281,-23.847723,-10.302164,-0.262383,0.018644,-0.043157,,
-1.764,-5.900558,-0.320702,552.408426,-23.880617,-10.23308,-0.262249,0.018524,-0.04323,,
-1.763,-5.899674,-0.321036,552.408115,-23.880556,-10.187022,-0.262107,0.018441,-0.04323,,
-1.762,-5.810863,-0.32063,552.235056,-23.91367,-10.159679,-0.278918,0.018397,-0.043303,,
-1.761,-5.987123,-0.410219,552.062277,-23.94181,-10.099378,-0.290729,0.018294,-0.043368,,
-1.76,-5.98658,-0.500164,552.063469,-23.937451,-10.053652,-0.302493,0.018211,-0.04336,,
-1.759,-5.985863,-0.410673,552.23344,-23.974459,-10.030213,-0.290499,0.018163,-0.043414,,
-1.758,-5.897797,-0.50026,552.233806,-23.970415,-9.980151,-0.31911,0.018072,-0.043406,,
-1.757,-5.984666,-0.588325,552.058783,-23.933189,-9.915158,-0.323742,0.01796,-0.043353,,
-1.756,-6.072108,-0.498233,552.054268,-24.002858,-9.872826,-0.328598,0.017884,-0.043479,,
-1.755,-6.160275,-0.500469,552.056958,-24.002437,-9.831535,-0.335574,0.017809,-0.043478,,
-1.754,-6.160297,-0.588123,552.225438,-23.965343,-9.808183,-0.357098,0.017761,-0.043398,,
-1.753,-6.248264,-0.58842,551.881622,-23.965368,-9.766524,-0.340251,0.017697,-0.043425,,
-1.752,-6.15935,-0.765698,551.88056,-24.022794,-9.716288,-0.356864,0.017606,-0.043529,,
-1.751,-6.246924,-0.588412,552.049705,-23.997976,-9.651099,-0.373568,0.017482,-0.043471,,
-1.75,-6.158938,-0.678461,552.053151,-23.993972,-9.647298,-0.368632,0.017475,-0.043463,,
-1.749,-6.24672,-0.677981,552.05014,-24.059342,-9.605298,-0.385394,0.017399,-0.043582,,
-1.748,-6.246617,-0.678578,552.050274,-23.993712,-9.559297,-0.385235,0.017316,-0.043463,,
-1.747,-6.422768,-0.766576,552.390812,-24.054578,-9.521415,-0.373083,0.017237,-0.043546,,
-1.746,-6.334365,-0.767828,552.220241,-24.087492,-9.494522,-0.413814,0.017193,-0.043619,,
-1.745,-6.422433,-0.85624,552.047986,-24.050463,-9.475771,-0.384944,0.017165,-0.043566,,
-1.744,-6.510451,-0.767968,552.218501,-24.086977,-9.456915,-0.413712,0.017125,-0.043619,,
-1.743,-6.510179,-0.768403,552.046091,-24.054301,-9.387888,-0.413562,0.017006,-0.043573,,
-1.742,-6.509708,-0.855974,551.873188,-24.083062,-9.41082,-0.401652,0.017053,-0.043639,,
-1.741,-6.509605,-0.856572,551.873322,-24.017432,-9.364819,-0.401494,0.016969,-0.04352,,
-1.74,-6.509401,-0.94614,551.873757,-24.078797,-9.319018,-0.413319,0.016886,-0.043631,,
-1.739,-6.508894,-0.946355,551.701971,-24.046027,-9.296067,-0.413266,0.01685,-0.043585,,
-1.738,-6.508859,-1.036085,551.874949,-24.074437,-9.273292,-0.425083,0.016803,-0.043623,,
-1.737,-6.685555,-1.124126,552.216557,-24.069639,-9.281544,-0.41301,0.016808,-0.043587,,
-1.736,-6.68463,-1.035543,551.870753,-24.073786,-9.235501,-0.458624,0.016735,-0.043622,,
-1.735,-6.684422,-1.123837,552.040621,-24.102492,-9.1662,-0.446425,0.016604,-0.043661,,
-1.734,-6.684422,-1.123837,552.040621,-24.102492,-9.1662,-0.446425,0.016604,-0.043661,,
-1.733,-6.684291,-1.123932,551.69736,-24.037012,-9.166356,-0.44646,0.016615,-0.043569,,
-1.732,-6.68337,-1.124009,551.867766,-24.135386,-9.097116,-0.446291,0.016484,-0.043734,,
-1.731,-6.683774,-1.124392,552.039686,-24.102527,-9.074066,-0.446186,0.016437,-0.043661,,
-1.73,-6.682994,-1.124129,552.039241,-24.168096,-9.074009,-0.446202,0.016437,-0.04378,,
-1.729,-6.683739,-1.214122,552.212665,-24.130937,-9.051291,-0.458003,0.016391,-0.043699,,
-1.728,-6.68262,-1.302248,552.038827,-24.159732,-8.982089,-0.445855,0.016271,-0.043765,,
-1.727,-6.682346,-1.124684,552.038306,-24.16813,-8.981875,-0.445964,0.01627,-0.04378,,
-1.726,-6.593265,-1.213787,552.03885,-24.22956,-8.977833,-0.474688,0.016263,-0.043891,,
-1.725,-6.769999,-1.301385,551.863895,-24.257961,-8.963139,-0.462722,0.016242,-0.043956,,
-1.724,-6.770235,-1.213593,552.037422,-24.229106,-8.986283,-0.474728,0.016278,-0.04389,,
-1.723,-6.769896,-1.301983,551.864029,-24.192331,-8.917139,-0.462563,0.016158,-0.043837,,
-1.722,-6.769896,-1.301983,551.864029,-24.192331,-8.917139,-0.462563,0.016158,-0.043837,,
-1.721,-6.681084,-1.301577,551.690971,-24.225445,-8.889795,-0.479374,0.016114,-0.043911,,
-1.72,-6.680542,-1.391522,551.692163,-24.221086,-8.844069,-0.491138,0.016031,-0.043903,,
-1.719,-6.67929,-1.301743,551.346954,-24.225473,-8.843836,-0.479283,0.01604,-0.043939,,
-1.718,-6.502659,-1.301561,551.347624,-24.291653,-8.835311,-0.479306,0.016025,-0.044059,,
-1.717,-6.502555,-1.302158,551.347758,-24.226023,-8.78931,-0.479147,0.015941,-0.04394,,
-1.716,-6.502179,-1.302278,551.519233,-24.258733,-8.766203,-0.479059,0.015895,-0.043985,,
-1.715,-6.501636,-1.392223,551.520426,-24.254373,-8.720477,-0.490822,0.015812,-0.043977,,
-1.714,-6.50106,-1.390404,551.345396,-24.287527,-8.697001,-0.466911,0.015774,-0.044051,,
-1.713,-6.501436,-1.390285,551.173921,-24.254818,-8.720108,-0.466999,0.015821,-0.044006,,
-1.712,-6.412225,-1.391057,551.175552,-24.255052,-8.669917,-0.450015,0.01573,-0.044006,,
-1.711,-6.411061,-1.300979,550.999806,-24.226445,-8.64645,-0.4717,0.015692,-0.043968,,
-1.71,-6.322565,-1.301255,550.829205,-24.259694,-8.619291,-0.454867,0.015648,-0.044042,,
-1.709,-6.410089,-1.389625,550.655881,-24.28833,-8.554407,-0.425916,0.015535,-0.044108,,
-1.708,-6.321614,-1.389543,550.827911,-24.255534,-8.573115,-0.44271,0.015564,-0.044035,,
-1.707,-6.32128,-1.479207,550.485084,-24.25142,-8.52747,-0.454571,0.015491,-0.044055,,
-1.706,-6.409572,-1.568499,550.65612,-24.279536,-8.508828,-0.48323,0.015452,-0.044092,,
-1.705,-6.320228,-1.479379,550.312229,-24.284313,-8.458387,-0.454437,0.01537,-0.044128,,
-1.704,-6.320569,-1.56899,550.313733,-24.280015,-8.458719,-0.466343,0.015371,-0.04412,,
-1.703,-6.319277,-1.567667,550.310935,-24.280154,-8.412211,-0.44228,0.015286,-0.044121,,
-1.702,-6.31877,-1.567882,550.139149,-24.247383,-8.38926,-0.442227,0.015249,-0.044075,,
-1.701,-6.318601,-1.56772,549.966605,-24.280338,-8.366234,-0.442235,0.015212,-0.044149,,
-1.7,-6.31867,-1.656853,550.13945,-24.374379,-8.38946,-0.454211,0.01525,-0.044306,,
-1.699,-6.22952,-1.656824,549.96715,-24.341768,-8.362191,-0.470959,0.015205,-0.04426,,
-1.698,-6.228839,-1.655602,549.792253,-24.309292,-8.292715,-0.446889,0.015083,-0.044215,,
-1.697,-6.317447,-1.745577,549.965746,-24.337544,-8.274257,-0.441904,0.015045,-0.044253,,
-1.696,-6.31694,-1.745792,549.79396,-24.304773,-8.251306,-0.441851,0.015008,-0.044207,,
-1.695,-6.316564,-1.745911,549.965435,-24.337483,-8.228199,-0.441762,0.014961,-0.044253,,
-1.694,-6.228094,-1.835116,549.793881,-24.366298,-8.201188,-0.470478,0.014917,-0.044319,,
-1.693,-6.316633,-1.835958,549.794529,-24.300508,-8.159504,-0.453518,0.014841,-0.044199,,
-1.692,-6.315874,-1.923348,549.962564,-24.328984,-8.136095,-0.475059,0.014794,-0.044238,,
-1.691,-6.315302,-1.922804,549.6181,-24.394798,-8.136119,-0.475172,0.014803,-0.044385,,
-1.69,-6.226661,-1.834133,549.961934,-24.399242,-8.085497,-0.446231,0.014702,-0.044365,,
-1.689,-6.314969,-1.924041,549.619622,-24.394968,-8.04417,-0.441289,0.014636,-0.044385,,
-1.688,-6.403059,-1.833395,549.616042,-24.464602,-8.093972,-0.446384,0.014727,-0.044512,,
-1.687,-6.313901,-1.923598,549.960115,-24.460251,-7.997771,-0.474756,0.014542,-0.044476,,
-1.686,-6.314278,-1.923478,549.78864,-24.427542,-8.020878,-0.474845,0.014589,-0.044431,,
-1.685,-6.402885,-2.013453,549.962133,-24.455793,-8.002421,-0.46986,0.014551,-0.044468,,
-1.684,-6.402442,-2.101526,550.132625,-24.484404,-7.979196,-0.457757,0.014504,-0.044506,,
-1.683,-6.490837,-2.013134,550.131665,-24.488208,-7.983447,-0.486613,0.014512,-0.044513,,
-1.682,-6.490094,-2.101141,549.786352,-24.484293,-7.937352,-0.474553,0.014437,-0.044534,,
-1.681,-6.489718,-2.10126,549.957827,-24.517003,-7.914245,-0.474465,0.014391,-0.04458,,
-1.68,-6.578449,-2.101204,550.127804,-24.483848,-7.895328,-0.491202,0.014352,-0.044506,,
-1.679,-6.577669,-2.100941,550.127359,-24.549418,-7.895271,-0.491218,0.014352,-0.044625,,
-1.678,-6.48924,-2.279063,550.301298,-24.574025,-7.868245,-0.474178,0.014298,-0.044656,,
-1.677,-6.577567,-2.278625,550.299355,-24.57373,-7.872378,-0.49102,0.014306,-0.044655,,
-1.676,-6.577971,-2.279008,550.471275,-24.54087,-7.849328,-0.490916,0.014259,-0.044582,,
-1.675,-6.66535,-2.278145,550.296343,-24.639099,-7.830378,-0.507782,0.014229,-0.044774,,
-1.674,-6.665754,-2.278527,550.468263,-24.606239,-7.807328,-0.507677,0.014183,-0.044701,,
-1.673,-6.75402,-2.278891,550.640253,-24.63879,-7.788539,-0.490786,0.014145,-0.044746,,
-1.672,-6.754361,-2.368501,550.641756,-24.634491,-7.788871,-0.502692,0.014145,-0.044738,,
-1.671,-6.842689,-2.368063,550.639813,-24.634196,-7.793004,-0.519534,0.014153,-0.044737,,
-1.67,-6.842486,-2.457632,550.640248,-24.695561,-7.747203,-0.531359,0.014069,-0.044849,,
-1.669,-6.842889,-2.458014,550.812168,-24.662702,-7.724153,-0.531255,0.014023,-0.044775,,
-1.668,-6.841602,-2.457966,550.639937,-24.6955,-7.701145,-0.531217,0.013986,-0.044849,,
-1.667,-6.841837,-2.458187,550.639313,-24.695596,-7.655069,-0.531121,0.013902,-0.044849,,
-1.666,-6.841496,-2.368576,550.637809,-24.699894,-7.654737,-0.519215,0.013902,-0.044857,,
-1.665,-6.841146,-2.457624,550.808331,-24.72817,-7.631778,-0.564676,0.013856,-0.044894,,
-1.664,-6.929281,-2.458083,550.637059,-24.69524,-7.613144,-0.547821,0.013826,-0.044848,,
-1.663,-7.017541,-2.545598,550.634134,-24.690846,-7.61716,-0.552648,0.013833,-0.044841,,
-1.662,-7.10564,-2.5458,550.633579,-24.756351,-7.575344,-0.535765,0.013758,-0.04496,,
-1.661,-7.016997,-2.545556,550.633065,-24.75651,-7.571027,-0.552568,0.01375,-0.04496,,
-1.66,-7.016997,-2.545556,550.633065,-24.75651,-7.571027,-0.552568,0.01375,-0.04496,,
-1.659,-7.016997,-2.545556,550.633065,-24.75651,-7.571027,-0.552568,0.01375,-0.04496,,
-1.658,-7.105324,-2.545118,550.631122,-24.756215,-7.57516,-0.569409,0.013757,-0.04496,,
-1.657,-7.105324,-2.545118,550.631122,-24.756215,-7.57516,-0.569409,0.013757,-0.04496,,
-1.656,-7.105497,-2.634567,550.460082,-24.784871,-7.552466,-0.581324,0.01372,-0.045026,,
-1.655,-7.193719,-2.456726,550.630162,-24.760019,-7.579411,-0.598266,0.013765,-0.044967,,
-1.654,-7.282765,-2.457352,550.802596,-24.727,-7.560679,-0.581359,0.013727,-0.044893,,
-1.653,-7.282534,-2.546419,550.459636,-24.788516,-7.561035,-0.593378,0.013736,-0.045032,,
-1.652,-7.193071,-2.457281,550.629227,-24.760053,-7.487277,-0.598028,0.013598,-0.044967,,
-1.651,-7.193071,-2.457281,550.629227,-24.760053,-7.487277,-0.598028,0.013598,-0.044967,,
-1.65,-7.19341,-2.368891,550.80262,-24.796828,-7.556422,-0.610192,0.013719,-0.045019,,
-1.649,-7.281817,-2.456927,550.629607,-24.825524,-7.537596,-0.581383,0.013689,-0.045086,,
-1.648,-7.28178,-2.369571,550.630724,-24.763993,-7.491713,-0.59324,0.013606,-0.044974,,
-1.647,-7.369877,-2.458199,550.285821,-24.825213,-7.496202,-0.6221,0.013622,-0.045113,,
-1.646,-7.369665,-2.457206,550.799273,-24.792309,-7.472621,-0.597978,0.013567,-0.045012,,
-1.645,-7.370382,-2.546697,550.629302,-24.7553,-7.49606,-0.609973,0.013614,-0.044958,,
-1.644,-7.370382,-2.546697,550.629302,-24.7553,-7.49606,-0.609973,0.013614,-0.044958,,
-1.643,-7.369837,-2.546655,550.628233,-24.820965,-7.449927,-0.609893,0.01353,-0.045078,,
-1.642,-7.369058,-2.546392,550.627788,-24.886534,-7.44987,-0.609909,0.01353,-0.045197,,
-1.641,-7.457385,-2.545954,550.625845,-24.886239,-7.454003,-0.62675,0.013537,-0.045196,,
-1.64,-7.457722,-2.63429,550.796782,-24.84928,-7.430835,-0.614631,0.013491,-0.045115,,
-1.639,-7.456434,-2.634241,550.624551,-24.882079,-7.407827,-0.614594,0.013453,-0.045189,,
-1.638,-7.368174,-2.546726,550.627477,-24.886473,-7.403812,-0.609767,0.013446,-0.045197,,
-1.637,-7.367623,-2.633836,550.451493,-24.915193,-7.380484,-0.631405,0.013408,-0.045263,,
-1.636,-7.367859,-2.546044,550.62502,-24.886337,-7.403628,-0.643411,0.013446,-0.045197,,
-1.635,-7.367623,-2.633836,550.451493,-24.915193,-7.380484,-0.631405,0.013408,-0.045263,,
-1.634,-7.367625,-2.723823,550.453755,-24.845169,-7.380891,-0.643248,0.013409,-0.045136,,
-1.633,-7.367625,-2.723823,550.453755,-24.845169,-7.380891,-0.643248,0.013409,-0.045136,,
-1.632,-7.367861,-2.724044,550.453131,-24.845264,-7.334815,-0.643152,0.013325,-0.045136,,
-1.631,-7.367861,-2.724044,550.453131,-24.845264,-7.334815,-0.643152,0.013325,-0.045136,,
-1.63,-7.367457,-2.723661,550.281211,-24.878124,-7.357865,-0.643257,0.013371,-0.04521,,
-1.629,-7.367081,-2.723781,550.452686,-24.910833,-7.334758,-0.643168,0.013325,-0.045255,,
-1.628,-7.367485,-2.724163,550.624606,-24.877974,-7.311708,-0.643063,0.013279,-0.045181,,
-1.627,-7.366573,-2.723995,550.2809,-24.878063,-7.311807,-0.643114,0.013287,-0.04521,,
-1.626,-7.366707,-2.9019,550.452272,-24.90247,-7.242838,-0.642821,0.013158,-0.04524,,
-1.625,-7.455101,-2.813508,550.451312,-24.906274,-7.247089,-0.671677,0.013166,-0.045247,,
-1.624,-7.455034,-2.901462,550.450329,-24.902175,-7.246971,-0.659662,0.013166,-0.04524,,
-1.623,-7.366601,-3.078023,550.277658,-24.992521,-7.265843,-0.676522,0.013204,-0.045418,,
-1.622,-7.454528,-3.078763,550.450405,-24.959346,-7.247128,-0.65957,0.013166,-0.045343,,
-1.621,-7.454967,-2.989416,550.449346,-24.898076,-7.246853,-0.647648,0.013165,-0.045232,,
-1.62,-7.455311,-2.990314,550.279155,-24.996461,-7.270279,-0.671735,0.013212,-0.045425,,
-1.619,-7.455036,-3.078548,550.622191,-24.992117,-7.270079,-0.659623,0.013203,-0.045389,,
-1.618,-7.543577,-2.990677,550.451144,-25.029011,-7.251489,-0.654844,0.013174,-0.04547,,
-1.617,-7.45436,-3.078602,550.277861,-24.992301,-7.224103,-0.659578,0.013128,-0.045418,,
-1.616,-7.631905,-2.990239,550.449201,-25.028716,-7.255622,-0.671686,0.013181,-0.04547,,
-1.615,-7.543003,-3.078846,550.278375,-24.992142,-7.22842,-0.642776,0.013136,-0.045417,,
-1.614,-7.45436,-3.078602,550.277861,-24.992301,-7.224103,-0.659578,0.013128,-0.045418,,
-1.613,-7.543134,-3.07875,550.621636,-25.057622,-7.228264,-0.642741,0.013127,-0.045508,,
-1.612,-7.454491,-3.078506,550.621122,-25.057781,-7.223946,-0.659543,0.01312,-0.045508,,
-1.611,-7.454867,-3.078387,550.449647,-25.025072,-7.247054,-0.659632,0.013166,-0.045463,,
-1.61,-7.277521,-3.0787,550.62255,-25.058236,-7.215496,-0.659503,0.013104,-0.045509,,
-1.609,-7.366292,-2.990189,550.450115,-25.02933,-7.242854,-0.688448,0.013158,-0.045471,,
-1.608,-7.365827,-2.990608,550.452127,-25.095035,-7.242981,-0.65482,0.013158,-0.04559,,
-1.607,-7.454217,-2.900942,550.620601,-25.066179,-7.223732,-0.659652,0.013119,-0.045524,,
-1.606,-7.365406,-2.900536,550.447543,-25.099293,-7.196389,-0.676463,0.013074,-0.045598,,
-1.605,-7.277378,-2.90104,550.96529,-25.132114,-7.215125,-0.659577,0.013095,-0.045615,,
-1.604,-7.277754,-2.900921,550.793815,-25.099404,-7.238233,-0.659666,0.013141,-0.04557,,
-1.603,-7.277754,-2.900921,550.793815,-25.099404,-7.238233,-0.659666,0.013141,-0.04557,,
-1.602,-7.277834,-2.989396,550.622745,-25.128396,-7.215273,-0.614016,0.013104,-0.045636,,
-1.601,-7.189258,-2.901198,550.623214,-25.132654,-7.211074,-0.642833,0.013096,-0.045644,,
-1.6,-7.189258,-2.901198,550.623214,-25.132654,-7.211074,-0.642833,0.013096,-0.045644,,
-1.599,-7.189768,-2.99097,550.797262,-25.0954,-7.234431,-0.65473,0.013134,-0.045562,,
-1.598,-7.100931,-2.901636,550.625157,-25.132949,-7.20694,-0.625991,0.013089,-0.045644,,
-1.597,-7.100659,-2.901158,550.796498,-25.231289,-7.229834,-0.626061,0.013126,-0.045809,,
-1.596,-6.924198,-2.991125,550.971974,-25.194489,-7.244741,-0.637918,0.013149,-0.045727,,
-1.595,-7.013212,-2.989975,550.970447,-25.128961,-7.248666,-0.59718,0.013156,-0.045609,,
-1.594,-7.013044,-2.989813,550.797903,-25.161915,-7.22564,-0.597188,0.013118,-0.045683,,
-1.593,-6.923621,-2.989306,550.796944,-25.227644,-7.221266,-0.614006,0.013111,-0.045802,,
-1.592,-6.923621,-2.989306,550.796944,-25.227644,-7.221266,-0.614006,0.013111,-0.045802,,
-1.591,-6.92379,-2.989468,550.969488,-25.194689,-7.244292,-0.613998,0.013148,-0.045728,,
-1.59,-6.835462,-2.989906,550.97143,-25.194984,-7.240158,-0.597156,0.013141,-0.045728,,
-1.589,-6.836519,-3.079021,550.800701,-25.223701,-7.263523,-0.609212,0.013187,-0.045795,,
-1.588,-6.836687,-3.079182,550.973245,-25.190746,-7.286548,-0.609204,0.013225,-0.04572,,
-1.587,-6.836311,-3.079302,551.14472,-25.223456,-7.263441,-0.609115,0.013179,-0.045766,,
-1.586,-6.836244,-3.167256,551.143737,-25.219357,-7.263323,-0.597101,0.013179,-0.045758,,
-1.585,-6.747916,-3.167694,551.14568,-25.219652,-7.25919,-0.580259,0.013171,-0.045759,,
-1.584,-6.747984,-3.07974,551.146663,-25.223751,-7.259308,-0.592273,0.013171,-0.045766,,
-1.583,-6.66054,-3.079844,551.148916,-25.224107,-7.301233,-0.575574,0.013247,-0.045766,,
-1.582,-6.659924,-3.078468,551.490449,-25.224062,-7.300702,-0.551556,0.013238,-0.045738,,
-1.581,-6.66054,-3.079844,551.148916,-25.224107,-7.301233,-0.575574,0.013247,-0.045766,,
-1.58,-6.660097,-3.167917,551.319408,-25.252718,-7.278008,-0.563471,0.013201,-0.045804,,
-1.579,-6.572379,-2.990457,551.321141,-25.261472,-7.319719,-0.54688,0.013277,-0.04582,,
-1.578,-6.571495,-2.990791,551.32083,-25.261411,-7.273661,-0.546738,0.013193,-0.04582,,
-1.577,-6.659755,-3.078307,551.317905,-25.257017,-7.277676,-0.551565,0.013201,-0.045812,,
-1.576,-6.660198,-2.990233,551.147413,-25.228406,-7.300901,-0.563668,0.013247,-0.045774,,
-1.575,-6.571596,-3.078906,551.492392,-25.224357,-7.296569,-0.534715,0.013231,-0.045738,,
-1.574,-6.571596,-3.078906,551.492392,-25.224357,-7.296569,-0.534715,0.013231,-0.045738,,
-1.573,-6.571428,-3.078745,551.319848,-25.257312,-7.273543,-0.534723,0.013193,-0.045812,,
-1.572,-6.571428,-3.078745,551.319848,-25.257312,-7.273543,-0.534723,0.013193,-0.045812,,
-1.571,-6.394352,-2.901536,551.493299,-25.233209,-7.287904,-0.534784,0.013215,-0.045754,,
-1.57,-6.306232,-2.901693,551.151223,-25.233749,-7.283852,-0.518039,0.013216,-0.045784,,
-1.569,-6.30593,-2.989426,551.150864,-25.229555,-7.32981,-0.506121,0.013299,-0.045776,,
-1.568,-6.394808,-2.989891,551.150754,-25.229491,-7.288051,-0.489223,0.013223,-0.045776,,
-1.567,-6.305385,-2.989384,551.149795,-25.29522,-7.283677,-0.506041,0.013215,-0.045895,,
-1.566,-6.394404,-2.989509,550.978834,-25.262351,-7.311101,-0.489327,0.013269,-0.04585,,
-1.565,-6.393897,-2.989723,550.807048,-25.22958,-7.288151,-0.489274,0.013232,-0.045805,,
-1.564,-6.217162,-2.902125,550.982004,-25.201178,-7.302844,-0.50124,0.013254,-0.045739,,
-1.563,-6.216994,-2.901964,550.80946,-25.234133,-7.279818,-0.501249,0.013217,-0.045813,,
-1.562,-6.393588,-2.901889,550.979506,-25.266388,-7.265161,-0.5012,0.013186,-0.045857,,
-1.561,-6.305321,-2.901526,550.807517,-25.233838,-7.283951,-0.518091,0.013224,-0.045812,,
-1.56,-6.305636,-2.902208,550.809974,-25.233974,-7.284135,-0.484447,0.013224,-0.045812,,
-1.559,-6.216927,-2.989918,550.808477,-25.230034,-7.2797,-0.489234,0.013216,-0.045805,,
-1.558,-6.217095,-2.990079,550.981021,-25.19708,-7.302726,-0.489226,0.013254,-0.045731,,
-1.557,-6.128768,-2.990517,550.982964,-25.197375,-7.298593,-0.472384,0.013246,-0.045732,,
-1.556,-6.217471,-2.98996,550.809546,-25.16437,-7.325833,-0.489314,0.0133,-0.045686,,
-1.555,-6.217095,-2.990079,550.981021,-25.19708,-7.302726,-0.489226,0.013254,-0.045731,,
-1.554,-6.216624,-3.07765,550.808118,-25.22584,-7.325658,-0.477316,0.0133,-0.045798,,
-1.553,-6.216864,-3.079146,550.638061,-25.258595,-7.303082,-0.501245,0.013263,-0.045872,,
-1.552,-6.30571,-2.989821,550.63814,-25.19707,-7.3532,-0.472617,0.013354,-0.04576,,
-1.551,-6.394886,-3.078779,550.809487,-25.225247,-7.380616,-0.501418,0.0134,-0.045797,,
-1.55,-6.394415,-3.16635,550.636584,-25.254008,-7.403548,-0.489508,0.013445,-0.045863,,
-1.549,-6.307375,-3.166837,550.810758,-25.221504,-7.422423,-0.472703,0.013475,-0.04579,,
-1.548,-6.395467,-3.166178,550.809439,-25.221114,-7.472632,-0.489641,0.013567,-0.045789,,
-1.547,-6.395467,-3.166178,550.809439,-25.221114,-7.472632,-0.489641,0.013567,-0.045789,,
-1.546,-6.39544,-3.165676,550.466044,-25.221264,-7.518789,-0.489835,0.013659,-0.045818,,
-1.545,-6.395911,-3.078105,550.638947,-25.192503,-7.495857,-0.501745,0.013613,-0.045751,,
-1.544,-6.395844,-3.166058,550.637964,-25.188404,-7.495739,-0.48973,0.013613,-0.045744,,
-1.543,-6.3084,-3.166162,550.640218,-25.18876,-7.537664,-0.47303,0.013689,-0.045744,,
-1.542,-6.308164,-3.165941,550.640842,-25.188665,-7.58374,-0.473127,0.013773,-0.045744,,
-1.541,-6.307996,-3.16578,550.468298,-25.22162,-7.560714,-0.473135,0.013735,-0.045818,,
-1.54,-6.308608,-3.077868,550.47035,-25.160054,-7.606965,-0.48523,0.013819,-0.045706,,
-1.539,-6.308372,-3.077647,550.470974,-25.159959,-7.653041,-0.485326,0.013903,-0.045706,,
-1.538,-6.220253,-3.077805,550.128898,-25.160499,-7.648989,-0.468581,0.013904,-0.045736,,
-1.537,-6.308642,-2.988138,550.297371,-25.131643,-7.62974,-0.473413,0.013865,-0.045669,,
-1.536,-6.220421,-3.077966,550.301442,-25.127544,-7.672015,-0.468573,0.013941,-0.045661,,
-1.535,-6.220209,-3.076686,550.298851,-25.193039,-7.717831,-0.502375,0.014025,-0.045781,,
-1.534,-6.132424,-2.98718,550.299601,-25.197694,-7.759424,-0.47377,0.0141,-0.045789,,
-1.533,-6.133236,-2.989219,550.474007,-25.164634,-7.736824,-0.497585,0.014055,-0.045714,,
-1.532,-6.044438,-3.077229,550.303047,-25.19369,-7.755623,-0.468834,0.014093,-0.045781,,
-1.531,-6.04549,-3.077056,550.475902,-25.160796,-7.824707,-0.468967,0.014214,-0.045707,,
