Time,,Gxp,Gyp,,Hxp,Hyp,,Kxp,Kyp,,Axp,Ayp,,Bxp,Byp,,Mxp,Myp,,Txp,Typ
43.8417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43.8583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43.8667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43.8833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43.8917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43.9083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43.9167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43.925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43.9333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43.9417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43.9583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43.9667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43.975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43.9833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43.9917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.0083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.0167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.0333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.0417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.0583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.0667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.0833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.0917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.1083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.1167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.1333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.1417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.1583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.1667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.1833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.1917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.2083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.2167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.2333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.2417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.2583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.2667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.2833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.2917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.3083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.3167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.3417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.3583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.3667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.3833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.3917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.4083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.4167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.4333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.4417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.4583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.4667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.4833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.4917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.5083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.5167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.5333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.5417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.5583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.5667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.5833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.5917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.6083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.6167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.6333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.6417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.6583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.6833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.6917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.7083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.7167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.7333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.7417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.7583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.7667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44.7833,43.8451,-65.1495,1141.12,0,0,0,202.683,307.648,1172.11,329.435,293.549,767.606,305.975,272.95,703.641,0,0,0,414.02,480.528,785.669
44.7917,43.9013,-67.1686,1141.79,0,0,0,207.157,305.813,1162.15,336.362,276.799,761.789,311.673,260.529,698.981,0,0,0,431.578,456.082,775.311
44.8,43.9782,-69.1716,1142.21,0,0,0,210.631,306.398,1154.82,342.126,264.651,756.049,316.143,248.255,693.453,0,0,0,441.171,441.098,768.179
44.8083,44.0078,-71.2497,1142.51,0,0,0,214.201,305.792,1147.37,346.749,253.084,750.414,321.445,235.339,688.219,0,0,0,449.528,427.338,759.435
44.8167,44.1268,-73.2927,1142.76,0,0,0,218.133,305.645,1139.25,350.916,240.711,743.659,325.623,221.937,681.944,0,0,0,457.197,413.662,749.672
44.825,44.1384,-75.4068,1142.88,0,0,0,222.574,305.46,1130.16,354.634,228.14,736.529,328.818,208.672,675.642,0,0,0,464.375,399.413,738.977
44.8333,44.2068,-77.4963,1142.91,0,0,0,227.61,304.957,1120.42,357.652,216.628,728.57,332.232,195.937,668.145,0,0,0,470.768,385.005,727.606
44.8417,44.4222,-79.669,1142.91,0,0,0,233.017,304.416,1109.85,360.533,204.467,719.95,334.497,183.024,660.577,0,0,0,476.268,370.827,715.535
44.85,44.6269,-81.7629,1142.87,0,0,0,237.756,303.567,1098.79,362.673,192.702,710.889,336.222,169.84,652.16,0,0,0,481.016,356.486,702.961
44.8583,44.8301,-83.8851,1142.78,0,0,0,243.22,302.58,1087.26,364.079,180.851,701.313,337.408,156.662,643.35,0,0,0,484.898,342.625,689.583
44.8667,45.0689,-85.821,1142.69,0,0,0,248.588,301.122,1074.91,365.143,168.607,690.863,337.95,144.122,633.658,0,0,0,487.771,328.884,676.402
44.875,45.2177,-87.7133,1142.53,0,0,0,254.616,299.478,1061.91,365.18,156.826,680.125,337.83,131.279,623.562,0,0,0,488.868,315.807,663.026
44.8833,45.3822,-89.3764,1142.37,0,0,0,260.899,297.575,1048.37,365.079,144.667,668.711,337.114,118.685,612.988,0,0,0,489.595,302.628,648.941
44.8917,45.5746,-90.972,1142.12,0,0,0,266.995,295.376,1034.23,364.409,132.848,656.815,335.693,106.25,602.201,471.931,205.814,656.236,0,0,0
44.9,45.6133,-92.3824,1141.78,0,0,0,273.108,292.923,1019.61,363.026,121.77,644.823,333.784,93.8322,590.931,471.634,192.434,643.254,0,0,0
44.9083,45.7491,-93.7819,1141.38,0,0,0,279.062,290.204,1004.41,361.451,110.131,631.968,331.305,81.6806,579.366,471.108,179.874,629.322,0,0,0
44.9167,46.0873,-95.2369,1140.94,0,0,0,285.25,287.624,988.825,360,98.509,619.073,328.419,69.476,567.41,0,0,0,0,0,0
44.925,46.5535,-96.797,1140.54,0,0,0,291.443,284.169,972.36,357.583,87.1268,605.869,325.194,56.9596,555.319,468.422,153.956,599.725,0,0,0
44.9333,47.456,-98.5142,1140.28,0,0,0,297.251,280.552,955.649,355.107,75.1457,592.349,321.549,44.8031,543.157,0,0,0,0,0,0
44.9417,48.5015,-100.266,1140.09,0,0,0,302.306,276.609,938.689,352.097,64.1776,578.847,317.15,33.34,530.627,464.266,128.255,566.601,0,0,0
44.95,49.8098,-101.908,1139.99,0,0,0,307.041,271.998,921.57,348.829,52.9553,565.188,313.326,20.8253,518.753,0,0,0,0,0,0
44.9583,50.9736,-103.453,1139.79,0,0,0,311.096,267.035,904.543,344.934,41.194,551.237,308.538,8.49789,506.18,457.146,100.804,530.695,0,0,0
44.9667,52.1406,-104.717,1139.6,0,0,0,314.789,261.732,887.143,340.624,29.802,537.318,302.836,-3.87335,493.793,452.447,87.8947,514.167,0,0,0
44.975,53.058,-105.842,1139.38,91.7094,-88.7674,1017.06,318.555,255.574,869.811,336.529,17.6962,523.062,297.689,-15.9078,480.993,448.122,75.111,497.696,0,0,0
44.9833,54.1148,-106.865,1139.09,96.0659,-97.1385,1014.15,322.464,249.258,851.938,331.858,5.52523,508.828,291.958,-28.4684,468.086,443.104,61.8483,480.678,0,0,0
44.9917,55.0183,-108.032,1138.77,97.6535,-97.4679,1012.12,325.259,242.924,833.96,326.495,-6.25741,494.846,285.94,-40.554,455.499,437.799,48.3961,463.313,455.311,135.053,423.905
45,56.0663,-109.44,1138.45,99.4526,-99.0602,1010.62,328.346,236.095,815.577,321.35,-18.5044,480.685,279.987,-53.2022,442.4,432.129,34.7027,446.207,452.851,122.948,406.158
45.0083,57.128,-110.966,1138.13,101.661,-100.337,1009.53,330.262,229.073,796.596,316.341,-30.9943,466.535,273.915,-66.1588,429.929,426.332,21.017,428.878,446.078,108.617,386.411
45.0167,58.4463,-112.801,1137.95,103.539,-102.093,1008.37,331.914,221.641,777.607,311.528,-43.8231,452.191,267.931,-79.1027,417.274,420.526,7.03984,411.444,439.958,94.0607,367.215
45.025,59.9258,-114.6,1137.91,105.744,-103.529,1007.19,332.549,213.427,758.658,306.722,-56.6515,438.022,261.901,-91.9289,404.837,414.046,-7.49159,393.549,433.414,79.4314,347.769
45.0333,61.5186,-116.404,1137.91,108.263,-104.706,1005.99,333.645,205.295,740.491,301.696,-69.4532,424.198,256.245,-104.712,392.196,408.118,-21.1117,376.335,426.577,64.3949,328.356
45.0417,63.1223,-117.924,1137.86,110.622,-105.991,1004.42,333.203,196.185,722.467,297.017,-82.3434,410.483,250.917,-118.296,380.247,402.33,-34.3376,358.289,419.428,49.8715,309.012
45.05,64.873,-119.229,1137.81,113.078,-106.982,1002.74,333.07,187.382,704.171,292.197,-95.126,396.887,246.132,-131.916,368.134,395.565,-49.1,340.654,411.606,35.0035,290.562
45.0583,66.7413,-120.426,1137.83,115.532,-107.897,1001.1,332.212,178.529,686.635,288.215,-107.572,383.787,241.87,-145.347,355.921,389.101,-62.5816,323.079,403.551,21.5195,272.052
45.0667,68.604,-121.478,1137.7,117.827,-108.306,999.549,330.477,168.626,668.821,284.218,-120.703,370.064,238.061,-159.803,344.053,383.13,-75.9624,305.686,395.195,8.68589,254.361
45.075,70.649,-122.496,1137.69,120.127,-108.748,997.963,328.713,159.271,651.436,280.105,-134.383,356.895,234.665,-173.965,332.025,377.492,-89.1064,289.113,381.523,-12.1677,222.671
45.0833,72.8058,-123.443,1137.58,122.571,-109.135,996.351,326.394,148.532,634.877,277.575,-147.745,343.219,231.405,-187.67,319.423,371.612,-101.855,272.342,372.672,-27.2177,207.112
45.0917,75.1198,-124.341,1137.43,125.015,-109.499,994.865,323.917,137.462,618.588,275.024,-161.159,330.014,229.157,-201.972,308.122,365.867,-115.13,256.019,364.859,-40.0797,191.098
45.1,77.4153,-125.163,1137.17,127.407,-109.741,993.405,320.968,126.51,603.138,272.421,-175.007,317.033,226.753,-216.506,295.859,361.234,-128.526,239.881,358.014,-54.1393,175.194
45.1083,79.9884,-125.803,1136.79,129.611,-110.196,992.102,317.578,115.221,587.894,270.458,-188.253,304.145,223.866,-230.746,284.649,357.072,-142.009,224.432,351.721,-68.5684,159.938
45.1167,82.697,-126.233,1136.34,132.266,-110.345,990.321,314.238,103.152,573.849,268.101,-202.046,291.942,222.687,-244.417,273.148,352.251,-155.581,209.104,347.473,-81.0849,146.198
45.125,85.564,-126.441,1135.81,134.906,-110.832,988.202,311.045,90.7593,560.804,266.454,-215.533,280.148,221.258,-258.453,262.286,348.285,-168.782,194.742,343.648,-93.114,132.155
45.1333,88.4807,-126.724,1135.12,137.433,-111.464,985.77,307.086,78.772,548.814,264.802,-228.582,268.92,220.207,-271.692,251.938,344.804,-181.471,181.425,335.946,-108.095,119.556
45.1417,91.3987,-127.043,1134.4,140.095,-112.231,983.137,303.674,66.6304,537.919,264.13,-241.601,258.499,219.523,-284.401,241.627,341.597,-193.684,168.909,333.862,-118.767,108.844
45.15,94.3327,-127.225,1133.54,142.618,-113.243,980.624,299.679,54.7458,527.371,263.144,-253.702,247.913,219.101,-297.938,231.694,338.965,-205.325,157.078,329.349,-129.999,97.1198
45.1583,97.2367,-127.681,1132.55,145.493,-114.333,978.052,296.156,42.87,517.736,262.4,-265.643,237.725,218.997,-310.644,221.81,336.525,-216.667,145.473,325.214,-141.148,85.8005
45.1667,100.084,-128.282,1131.59,148.303,-115.634,975.806,292.404,30.4455,508.785,262.066,-277.421,227.786,219.272,-323.079,211.834,332.4,-230.803,132.544,321.504,-151.673,75.0659
45.175,102.993,-129.194,1130.41,151.142,-117.126,973.791,289.315,18.4353,500.447,262.093,-288.888,217.767,219.664,-335.039,201.863,332.677,-245.066,113.544,317.928,-161.811,64.3487
45.1833,105.941,-130.484,1129.11,153.976,-118.811,971.971,285.803,5.66345,492.674,262.298,-300.062,207.796,220.339,-346.785,191.679,332.88,-252.346,100.353,314.698,-171.239,53.9653
45.1917,109.054,-131.983,1127.72,156.942,-120.522,970.044,283.151,-7.1755,485.189,262.64,-310.812,197.772,221.165,-358.012,181.415,330.244,-263.398,89.9274,311.588,-180.311,43.6493
45.2,112.117,-133.696,1126.33,159.721,-122.43,967.877,280.412,-20.1513,478.34,262.685,-321.468,187.291,222.097,-368.802,171.06,327.979,-273.229,79.9649,308.721,-189.347,33.8955
45.2083,115.48,-135.637,1125.15,162.344,-124.931,965.396,278.236,-34.2615,471.961,263.75,-331.338,177.204,223.151,-379.02,160.649,327.053,-282.098,69.7922,306.692,-197.539,23.6728
45.2167,118.701,-137.623,1123.94,164.893,-127.243,963.281,275.904,-47.6171,466.096,264.53,-341.018,167.017,224.331,-388.26,149.993,326.804,-290.13,59.737,305.41,-205.174,13.1852
45.225,122.015,-139.762,1122.84,167.228,-129.739,961.406,273.596,-62.3168,460.768,265.838,-350.006,156.595,225.776,-397.776,139.908,326.223,-297.862,49.2767,303.462,-214.062,3.02064
45.2333,125.159,-142.056,1121.83,169.472,-132.175,959.927,271.731,-77.1097,455.951,267.088,-358.784,146.202,226.703,-405.968,129.326,326.768,-305.046,39.4337,302.533,-221.623,-6.6939
45.2417,128.676,-144.187,1120.87,171.819,-134.683,958.327,269.643,-91.304,451.806,268.203,-366.513,136.277,228.053,-413.857,118.981,327.167,-312.08,29.7616,302.781,-228.998,-16.7578
45.25,132.012,-146.664,1119.84,174.59,-136.92,957.151,267.819,-105.763,448.214,269.283,-373.506,126.451,228.455,-421.067,109.037,328.074,-318.254,20.3803,303.785,-235.474,-25.7252
45.2583,135.587,-149.189,1118.59,176.399,-140.389,955.594,266.01,-120.037,444.934,270.209,-380.613,117.153,229.807,-427.465,98.7838,328.913,-323.73,11.4698,304.331,-240.596,-34.4666
45.2667,139.148,-151.878,1117.2,178.325,-144.022,954.159,264.579,-134.344,441.789,270.953,-387.009,108.391,230.51,-433.377,88.9072,329.959,-328.375,3.12954,305.267,-244.702,-36.5613
45.275,142.725,-155.04,1115.61,181.039,-147.204,952.662,262.509,-148.718,439.772,272.105,-393.893,100.069,230.942,-439.427,79.1367,330.765,-333.01,-5.13649,304.205,-243.354,-32.6213
45.2833,146.538,-158.218,1113.89,183.382,-150.988,951.009,261.13,-162.823,438.015,273.026,-401.693,93.1727,231.74,-445.472,69.9794,331.74,-336.659,-12.3239,304.518,-243.932,-30.1652
45.2917,150.468,-161.546,1112,186.146,-154.835,949.083,259.532,-176.282,436.277,272.778,-408.691,86.7088,232.135,-451.327,62.5064,332.464,-339.417,-17.4336,304.451,-245.513,-29.5719
45.3,154.606,-165.188,1110.06,189.05,-158.948,946.951,258.355,-189.34,435.003,272.398,-414.67,81.2341,231.983,-456.268,55.4901,331.902,-342.695,-21.4257,304.695,-247.865,-29.2047
45.3083,158.774,-168.887,1108.19,191.721,-163.481,944.683,256.989,-202.125,433.694,271.926,-420.062,76.31,231.517,-461.167,49.1525,331.131,-347.521,-26.5641,305.398,-249.592,-29.3866
45.3167,162.995,-172.619,1106.23,194.388,-168.283,942.353,256.178,-214.002,433.075,271.08,-425.126,71.6191,230.983,-465.275,42.7957,331.841,-350.097,-31.4831,306.177,-249.995,-29.5582
45.325,167.273,-176.749,1104.32,197.624,-172.781,940.102,254.906,-225.805,432.725,269.858,-429.597,67.3111,230.153,-468.458,36.6797,333.09,-350.322,-32.6585,306.619,-250.156,-29.842
45.3333,171.639,-180.903,1102.38,200.24,-177.872,938.1,254.147,-236.895,432.236,268.595,-433.093,63.1674,229.107,-470.864,30.9929,334.047,-350.034,-31.6981,306.942,-249.823,-29.9625
45.3417,175.774,-185.24,1100.46,202.983,-184.012,935.957,253.216,-247.198,432.178,266.942,-435.536,59.059,227.628,-472.576,25.7623,331.863,-348.85,-31.7073,307.07,-249.624,-30.1009
45.35,180.198,-189.859,1098.57,205.897,-189.108,934.598,252.084,-257.207,431.732,265.587,-437.699,55.4155,225.859,-473.916,20.7557,330.205,-348.783,-31.5188,307.185,-249.44,-30.0459
45.3583,184.446,-194.713,1096.6,210.133,-192.706,933.062,250.999,-265.606,431.044,263.649,-439.385,51.6303,223.715,-474.999,16.0894,330.997,-349.679,-31.9792,307.516,-249.376,-30.2873
45.3667,188.825,-199.879,1094.69,212.978,-200.003,932.205,250.064,-273.336,430.105,260.865,-440.958,48.2455,221.566,-475.712,11.4278,330.92,-350.248,-32.0488,307.772,-249.545,-30.1608
45.375,193.154,-205.359,1092.8,214.085,-208.089,931.542,249.639,-280.382,428.689,258.44,-442.386,44.6708,218.946,-476.068,6.82819,329.891,-350.928,-31.869,308.058,-249.61,-30.1943
45.3833,197.859,-210.818,1091.07,219.298,-212.367,929.734,249.243,-287.068,427.341,256.326,-443.64,41.5097,216.721,-476.458,2.22445,329.551,-351.332,-31.877,308.764,-249.657,-30.2548
45.3917,202.355,-216.617,1089.5,224.51,-216.651,928.722,248.825,-294.263,426.289,254.121,-444.562,38.0403,214.42,-476.675,-2.11322,329.297,-351.893,-31.6763,309.398,-250.007,-30.3434
45.4,207.274,-222.102,1087.83,225.955,-224.421,926.933,247.951,-301.846,425.152,252.891,-446.518,35.0302,213.335,-477.103,-6.28596,328.753,-352.294,-31.4902,309.835,-250.258,-30.5223
45.4083,212.134,-227.515,1086.42,229.515,-230.265,925.163,247.194,-309.71,424.105,252.485,-448.411,32.0951,213.662,-478.345,-9.57113,328.349,-352.956,-31.2861,309.917,-250.644,-30.4618
45.4167,216.86,-233.098,1084.9,232.327,-236.853,923.285,246.236,-316.891,422.761,254.163,-450.876,29.6066,215.409,-480.398,-11.4799,328.838,-353.663,-30.6858,309.753,-251.608,-30.0145
45.425,221.479,-238.464,1083.56,236.244,-241.619,921.484,247.293,-322.334,421.235,256.294,-452.464,28.3881,216.519,-481.53,-12.1943,329.285,-355.263,-30.8456,309.764,-253.438,-29.7021
45.4333,225.693,-243.318,1082.24,240.23,-245.111,919.813,250.767,-325.049,420.394,257.055,-452.22,27.9829,217.23,-481.953,-12.482,328.675,-356.856,-31.2536,309.984,-253.886,-29.6025
45.4417,229.461,-247.919,1081.05,242.187,-249.991,919.012,255.357,-326.257,421.422,258.695,-452.241,28.5795,218.295,-482.508,-12.5782,327.567,-357.265,-32.0941,309.887,-253.733,-29.7728
45.45,232.942,-251.947,1080.01,244.293,-254.042,918.996,259.739,-327.947,424.875,260.373,-452.162,28.8109,219.651,-483.268,-12.8668,329.327,-356.208,-31.6334,309.904,-253.637,-29.5873
45.4583,235.927,-255.267,1079.02,246.304,-257.666,920.039,262.237,-330.66,428.955,261.543,-452.315,28.8591,220.496,-483.647,-12.9241,329.896,-356.11,-32.0334,309.625,-254.099,-29.7791
45.4667,238.684,-258.255,1078.04,248.134,-260.834,921.895,263.545,-333.306,431.7,262.081,-452.627,28.7312,220.834,-483.803,-13.008,329.977,-356.013,-32.41,309.425,-254.155,-29.7634
45.475,240.963,-260.823,1077.1,250.119,-263.897,924.228,265.319,-334.47,432.848,262.044,-452.605,28.5363,220.865,-483.817,-13.0583,329.762,-355.935,-32.2082,309.468,-254.039,-29.6634
45.4833,242.866,-263.254,1076.6,252.058,-266.695,926.474,266.863,-334.28,432.463,261.489,-452.472,28.0032,220.763,-483.811,-13.1342,329.392,-356.041,-31.8404,309.532,-253.942,-29.5588
45.4917,244.833,-265.913,1076.68,253.841,-269.299,928.509,267.86,-333.38,430.932,261.602,-452.067,28.146,220.532,-483.611,-13.0318,329.138,-355.955,-31.8546,309.52,-253.97,-29.6206
45.5,246.991,-269.006,1077.7,255.913,-272.128,930.147,268.637,-331.397,429.4,261.423,-451.595,28.2381,220.315,-483.445,-12.9299,328.914,-355.86,-31.7745,309.649,-253.507,-29.5869
45.5083,249.468,-272.434,1079.46,257.74,-274.616,931.005,269.365,-328.804,427.825,261.359,-451.218,28.2289,220.078,-483.129,-12.6904,328.869,-355.839,-31.7283,309.698,-253.481,-29.5891
45.5167,252.006,-275.934,1081.75,259.52,-277.132,931.712,270.161,-326.898,426.738,261.171,-450.581,28.3804,219.879,-482.971,-12.5958,328.711,-355.563,-31.5353,309.687,-253.146,-29.4505
45.525,254.568,-279.198,1084.23,261.892,-279.559,931.804,270.784,-325.479,426.544,261.027,-450.232,28.4329,219.782,-482.73,-12.3982,328.741,-355.437,-31.6094,309.889,-252.977,-29.6745
