Time,,Gxp,Gyp,,Hxp,Hyp,,Kxp,Kyp,,Axp,Ayp,,Bxp,Byp,,Mxp,Myp,,Txp,Typ
39.1167,131.217,-33.0241,1101.67,138.339,-53.1721,940.383,119.864,-26.9169,432.892,118.089,-139.298,32.1301,85.6271,-179.661,-11.4564,153.302,-29.1295,-25.2472,110.607,62.7818,-22.2746
39.125,131.345,-32.158,1099.82,137.798,-55.8992,939.574,120.015,-24.334,432.462,117.735,-138.933,32.3345,85.421,-179.529,-11.2362,152.645,-28.4754,-25.4959,110.518,62.9348,-22.3106
39.1333,131.554,-31.3764,1097.55,137.365,-58.3131,938.282,119.878,-21.6094,431.777,117.421,-138.615,32.4284,85.1614,-179.386,-11.1598,153.192,-28.9674,-24.7393,110.436,63.036,-22.4445
39.1417,131.783,-30.6427,1095.01,136.754,-61.2329,936.844,120.085,-18.4082,431.169,117.088,-138.354,32.6893,85.0801,-179.273,-10.8185,153.171,-28.9523,-24.5234,110.406,63.0246,-22.4555
39.15,132.07,-30.0935,1091.96,136.383,-64.4352,934.899,120.169,-14.8163,430.313,116.657,-138.041,32.945,84.8361,-179.128,-10.6348,153.053,-28.8148,-24.3944,110.395,63.1331,-22.4109
39.1583,132.399,-29.5885,1088.51,135.766,-67.7376,932.554,120.713,-10.7538,429.5,116.246,-137.609,33.2378,84.5192,-178.855,-10.1861,152.953,-28.7904,-24.3009,110.236,63.5059,-22.9494
39.1667,132.729,-29.2822,1084.51,135.295,-71.1888,929.849,121.147,-6.2778,428.432,115.837,-137.078,33.609,84.1681,-178.624,-9.8086,152.774,-28.7327,-24.1084,110.411,63.273,-22.5225
39.175,133.171,-29.1393,1079.82,134.79,-74.776,926.531,121.413,-1.75005,427.229,115.311,-136.546,33.9672,83.7636,-178.211,-9.21994,152.564,-28.5996,-24.0072,110.415,63.3613,-22.149
39.1833,133.695,-29.0003,1074.49,134.263,-78.5953,922.63,122.271,3.21633,426.01,114.702,-136.056,34.3471,83.2908,-178.048,-8.86029,153.684,-27.8394,-22.8232,110.281,63.6258,-21.4816
39.1917,134.137,-29.1461,1068.38,133.598,-82.4943,918.188,123.48,8.39108,424.749,114.072,-135.528,34.7553,82.767,-177.904,-8.304,152.159,-28.4078,-23.0044,110.314,63.759,-21.1242
39.2,134.63,-29.1939,1061.37,132.766,-86.4993,913.174,124.636,13.7613,423.169,113.532,-134.965,35.0193,82.3227,-177.464,-7.9326,151.811,-28.4581,-22.3641,110.493,63.8904,-20.7162
39.2083,135.169,-29.3359,1053.49,132.323,-90.1657,907.338,125.76,19.0288,421.544,112.983,-134.415,35.3319,81.7932,-177.132,-7.36648,152.217,-28.1792,-21.844,110.788,64.0326,-20.302
39.2167,136.199,-28.9194,1045.23,131.698,-93.5512,900.967,127.31,24.6745,419.561,112.502,-133.812,35.5204,81.2583,-176.856,-6.87993,152.278,-28.5704,-21.7264,111.067,64.5467,-20.2924
39.225,136.528,-29.1405,1035.59,130.929,-97.4833,893.77,128.859,30.1707,417.39,112.053,-133.073,35.6485,80.7998,-176.477,-6.34038,152.127,-27.9334,-21.3665,110.702,64.4733,-21.1369
39.2333,136.921,-29.2402,1025.21,129.921,-101.42,885.889,130.561,35.7912,415.291,111.782,-132.387,35.7694,80.4539,-176.187,-5.99104,151.97,-28.0683,-21.4818,110.154,64.4439,-21.1629
39.2417,137.202,-29.6976,1013.81,128.528,-105.445,877.315,132.083,41.3101,412.993,111.557,-131.784,35.7562,80.1632,-175.876,-5.59413,151.954,-27.6191,-22.4127,110.755,64.9332,-21.6147
39.25,137.293,-30.3186,1001.72,127.354,-109.564,868.057,133.89,46.7225,410.401,111.306,-131.27,35.6308,79.9644,-175.756,-5.38164,151.932,-27.4184,-22.9967,111.053,65.1007,-21.5435
39.2583,137.469,-31.2718,988.913,126.264,-113.472,858.162,135.965,52.6058,408.034,111.135,-130.801,35.5011,79.753,-175.638,-5.24968,152.338,-27.635,-23.0356,111.362,64.957,-21.4607
39.2667,137.48,-31.9843,975.323,125.038,-117.398,847.677,138.09,58.3569,405.018,110.922,-130.431,35.1709,79.5305,-175.536,-5.21421,152.183,-27.4167,-22.8019,111.774,65.0212,-21.4891
39.275,137.356,-33.2138,960.992,124.205,-121.166,836.666,139.98,63.7557,401.842,110.686,-129.947,34.7025,79.1447,-175.363,-5.2433,152.948,-28.2051,-22.0238,112.271,64.8186,-22.0251
39.2833,136.905,-34.943,945.853,123.04,-124.835,825.129,141.859,69.3034,398.384,110.435,-129.372,34.0588,79.0225,-175.219,-5.19258,153.293,-28.2912,-22.4367,112.639,64.9258,-22.5031
39.2917,137.014,-36.1025,930.576,122.791,-128.26,812.954,143.713,74.4915,394.71,110.115,-128.727,33.6346,78.6429,-175.095,-5.03516,153.532,-27.8826,-23.1389,112.389,65.1622,-22.7951
39.3,136.46,-37.8492,914.91,122.694,-131.501,800.476,145.177,79.6803,391.229,109.723,-128.057,33.5363,78.1717,-174.8,-4.82374,153.314,-27.771,-22.9835,111.965,66.0245,-23.1484
39.3083,136.639,-38.911,898.38,121.917,-134.696,787.187,146.387,85.2888,387.495,109.326,-127.451,33.5042,77.7069,-174.531,-4.41539,153.074,-27.6625,-22.9296,112.185,65.8104,-23.0381
39.3167,136.482,-40.1965,881.697,122.01,-137.649,773.593,147.104,90.5904,383.955,108.915,-126.876,33.3828,77.264,-174.191,-4.19486,153.13,-27.4276,-22.9437,112.218,66.1737,-23.0588
39.325,136.254,-40.9109,864.554,122.298,-140.279,759.993,147.824,95.6511,380.442,108.484,-126.422,33.13,76.8947,-174.237,-4.15128,154.085,-26.4152,-22.3837,112.096,66.3809,-23.3265
39.3333,135.986,-41.4233,847.041,121.943,-142.709,746.557,148.095,100.88,376.601,108.144,-126.113,32.7796,76.523,-174.239,-4.06253,152.032,-26.9321,-23.3569,111.907,66.5553,-23.3631
39.3417,135.628,-41.5362,829.026,121.591,-144.813,733.445,148.492,105.901,373.178,107.741,-125.771,32.564,76.2734,-174.033,-3.91299,151.555,-27.0585,-23.4373,111.812,66.6687,-23.3906
39.35,135.192,-41.3826,810.772,120.716,-146.349,720.745,148.675,111.079,369.48,107.404,-125.359,32.3712,75.9795,-174.007,-3.84223,151.847,-26.8949,-23.342,111.99,66.9669,-23.1463
39.3583,134.825,-41.4807,792.4,120.088,-147.232,708.446,148.668,116.266,365.916,106.988,-124.902,32.2096,75.5833,-173.871,-3.61705,151.695,-27.3603,-23.6965,112.002,67.4395,-23.2348
39.3667,134.108,-40.7388,774.11,119.175,-148.217,696.031,148.037,120.81,362.369,106.457,-124.533,32.1016,75.1805,-173.916,-3.51959,151.398,-26.7136,-23.1652,111.554,67.3342,-23.3978
39.375,133.489,-40.8399,756.537,118.049,-149.139,684.364,147.849,125.67,358.696,105.935,-124.326,31.976,74.7054,-173.911,-3.35234,151.067,-27.0107,-22.7963,110.871,66.9463,-23.3229
39.3833,132.638,-40.8551,739.352,117.452,-148.635,673.495,146.296,129.818,355.633,105.434,-124.113,31.8848,74.3242,-173.955,-3.24708,150.678,-26.9433,-22.7241,111.479,67.215,-23.3605
39.3917,131.302,-40.5619,723.296,117.451,-148.372,663.371,144.28,133.524,352.536,104.889,-123.817,31.8803,73.9276,-173.964,-3.00819,150.168,-26.9319,-22.5521,111.636,67.1511,-23.4627
39.4,130.172,-40.9209,708.743,116.575,-148.426,653.936,142.03,137.941,350.16,104.389,-123.441,31.9264,73.5297,-173.952,-2.79689,149.934,-27.0268,-22.3851,111.556,67.1982,-23.4864
39.4083,129.134,-41.0678,696.101,116.343,-148.251,645.062,139.555,141.536,348.029,103.721,-123.067,32.0595,73.0831,-173.919,-2.47854,148.927,-26.4471,-22.6246,111.473,67.4092,-23.3924
39.4167,128.912,-40.8069,685.179,116.088,-148.414,636.918,137.44,145.57,345.379,103.012,-122.751,32.1545,72.4827,-173.929,-2.34991,149.133,-27.1916,-21.6559,111.441,67.4856,-23.3224
39.425,128.7,-40.3935,676.247,114.057,-148.53,629.435,134.718,149.254,343.413,102.487,-122.495,32.2195,72.3779,-173.889,-1.93232,148.845,-27.4516,-21.1763,111.539,67.4124,-23.4869
39.4333,128.696,-39.3879,669.135,0,0,0,132.537,152.012,341.39,102.161,-122.22,32.3523,72.1983,-173.994,-1.84023,148.651,-27.4832,-20.8325,111.497,67.4487,-23.3776
39.4417,128.821,-37.6977,663.401,0,0,0,130.851,154.976,339.272,101.939,-122.017,32.4126,72.03,-174.053,-1.49268,148.505,-27.4718,-20.7949,111.39,67.9042,-23.7169
39.45,129.112,-35.7465,658.625,0,0,0,129.537,157.921,337.357,101.778,-121.822,32.5496,72.0396,-174.073,-1.30653,148.492,-27.3645,-20.8238,111.512,67.5617,-23.4175
39.4583,129.32,-33.634,654.401,0,0,0,128.243,160.458,335.778,101.621,-121.625,32.7153,71.996,-173.991,-1.01614,148.461,-27.3093,-21.0856,111.624,67.4658,-23.5307
39.4667,129.394,-31.3188,650.898,0,0,0,127.977,162.916,334.032,101.546,-121.479,32.8018,71.9364,-174.126,-0.750124,150.096,-26.6378,-20.3778,111.59,67.49,-23.6624
39.475,129.364,-28.7623,648.25,0,0,0,128.611,165.321,332.207,101.571,-121.336,33.0361,71.9893,-174.152,-0.299096,148.525,-27.4066,-21.4623,111.773,67.602,-23.6983
39.4833,129.303,-25.956,646.854,0,0,0,129.107,167.472,330.684,101.776,-121.193,33.181,72.1333,-174.087,0.0469685,148.203,-27.609,-21.6211,111.849,67.7257,-23.7064
39.4917,129.229,-23.2367,647.018,0,0,0,129.967,169.308,329.171,102.053,-121.106,33.4421,72.3446,-174.099,0.532389,148.958,-27.517,-22.1396,112.214,67.6568,-23.7947
39.5,129.195,-20.4563,648.66,0,0,0,131.144,170.786,327.946,102.34,-120.996,33.8498,72.4959,-174.1,1.17242,149.508,-28.0761,-22.8,112.405,67.93,-23.8175
39.5083,129.143,-17.6976,651.428,0,0,0,132.584,172.117,326.674,102.775,-120.921,34.3524,72.8721,-174.068,2.00099,149.88,-27.5578,-22.6848,112.352,67.4539,-24.1494
39.5167,128.978,-14.9536,655.061,0,0,0,134.15,173.348,325.562,103.441,-120.822,34.8349,73.4485,-173.99,2.83569,150.234,-27.9322,-22.5892,112.038,67.1233,-23.9632
39.525,128.771,-12.0183,659.23,0,0,0,135.145,174.279,324.963,104.208,-120.589,35.5244,74.1995,-173.936,3.94887,150.76,-27.6387,-23.2303,112.455,67.1416,-24.3145
39.5333,128.159,-8.982,664.153,0,0,0,136.36,175.05,324.468,105.008,-120.27,36.4335,74.9242,-173.755,5.25522,151.138,-27.3895,-23.5814,112.788,67.0673,-24.3841
39.5417,127.297,-5.83523,669.615,0,0,0,136.543,175.937,325.027,105.743,-119.82,37.6335,75.7027,-173.522,6.65331,151.764,-27.2621,-23.8221,112.808,67.0711,-24.3854
39.55,126.806,-2.34264,676.163,0,0,0,136.57,176.837,325.754,106.346,-119.349,38.8216,76.4979,-173.293,8.04275,151.538,-26.3532,-24.2716,112.719,67.2515,-24.2154
39.5583,126.253,1.63776,683.445,0,0,0,136.013,177.788,326.741,106.849,-118.766,39.9278,77.0019,-172.96,9.36747,152.543,-26.6929,-23.6154,112.77,67.277,-24.3569
39.5667,125.428,5.95862,691.604,0,0,0,134.057,178.688,328.209,107.285,-118.195,41.1158,77.9246,-172.608,10.81,152.688,-26.4496,-23.263,112.717,67.3003,-24.3519
39.575,124.785,10.6974,700.872,0,0,0,132.551,179.366,329.406,107.681,-117.603,42.2369,78.529,-172.342,12.0812,152.676,-26.0673,-23.0516,112.623,67.2195,-24.5259
39.5833,124.434,15.7521,711.177,0,0,0,130.599,179.902,330.904,108.093,-117.102,43.3298,78.9392,-172.075,13.1364,152.836,-25.6667,-22.6517,112.601,67.7811,-24.7107
39.5917,124.029,21.0376,722.412,0,0,0,127.979,180.063,332.643,108.476,-116.679,44.3327,79.9143,-171.819,14.1991,152.966,-25.3258,-22.3629,112.812,67.2135,-24.4284
39.6,124.305,26.8019,734.783,0,0,0,124.959,179.949,334.475,108.862,-116.24,45.1034,80.6937,-171.522,15.1174,153.167,-24.9774,-21.9799,112.795,67.0994,-24.4022
39.6083,124.508,32.3676,747.584,0,0,0,121.896,179.477,336.479,109.158,-115.853,45.8735,81.4212,-171.437,15.9483,154.98,-23.9512,-20.6286,112.648,67.0288,-24.4781
39.6167,124.917,38.6227,760.988,0,0,0,118.572,178.814,338.627,109.455,-115.468,46.6343,82.1067,-171.334,16.7342,153.376,-24.4136,-20.9888,112.761,67.1108,-24.3765
39.625,125.136,44.7089,775.354,0,0,0,115.17,177.939,341.108,109.728,-115.002,47.445,82.8877,-170.996,17.642,152.909,-24.3564,-20.5325,112.829,67.0239,-24.4681
39.6333,125.305,51.0204,790.257,0,0,0,111.657,176.778,343.922,110.067,-114.507,48.4149,83.7111,-170.812,18.5411,153.623,-23.8481,-19.961,112.977,66.9923,-24.2419
39.6417,125.261,57.8893,806.164,0,0,0,108.023,175.297,347.091,110.544,-114.006,49.4915,84.4081,-170.413,19.9901,154.183,-24.1827,-19.6852,113.038,67.1018,-24.2747
39.65,125.19,65.016,822.496,117.026,-51.0609,737.233,105.233,173.764,350.998,111.082,-113.36,50.7985,85.1106,-169.957,21.4398,154.752,-23.4511,-18.645,112.682,66.998,-24.3372
39.6583,125.07,72.1298,839.544,123.769,-32.3362,762.324,102.292,171.882,355.43,111.553,-112.519,52.389,85.7182,-169.348,23.1524,155.204,-23.687,-18.761,112.387,66.8186,-24.2856
39.6667,124.983,79.5627,857.218,122.709,-26.4634,777.301,99.7769,169.764,360.268,111.922,-111.662,53.9538,86.2025,-168.716,24.9526,155.112,-23.5174,-19.7166,112.824,67.0411,-24.4566
39.675,124.57,87.4746,875.681,122.917,-19.05,790.615,97.541,167.185,365.643,112.177,-110.787,55.6344,86.4151,-167.935,26.8536,155.103,-23.1253,-20.0925,112.947,67.0369,-24.536
39.6833,124.767,95.6945,895.399,122.768,-10.1008,804.722,96.0129,163.968,371.505,112.446,-109.985,57.2796,86.5147,-167.15,28.7482,155.231,-22.9488,-19.4342,112.876,67.0374,-24.4649
39.6917,124.174,104.638,915.77,122.933,-0.451982,819.495,94.6714,159.47,377.932,112.678,-109.319,59.0861,86.3902,-166.244,30.9352,154.817,-22.1449,-19.3031,112.941,67.0728,-24.4238
39.7,123.797,113.7,937.138,123.112,9.23878,835.41,94.693,154.49,384.991,113.186,-108.699,61.1898,86.0504,-165.192,33.2009,155.835,-22.8426,-18.3958,112.929,67.0098,-24.3422
39.7083,123.12,122.73,959.318,123.503,19.7619,851.904,96.0766,148.443,392.779,114.091,-108.144,63.6327,86.4334,-163.912,36.4701,156.054,-22.9641,-18.894,112.879,66.8597,-24.4829
39.7167,123.191,132.435,982.835,122.806,31.4353,869.618,97.0403,141.257,401.944,115.438,-107.523,66.7649,86.6323,-162.486,40.1539,156.027,-23.0795,-19.7326,113.022,66.7137,-24.2488
39.725,122.38,142.289,1007.6,123.022,43.7144,888.249,99.0094,133.138,411.806,117.481,-106.713,70.8897,87.2529,-160.448,45.227,158.083,-22.3554,-19.5903,112.782,66.763,-24.5631
39.7333,121.988,152.901,1033.14,122.206,56.7929,907.182,102.836,124.286,423.611,120.136,-105.558,76.2069,88.6661,-157.607,51.7967,159.311,-22.1707,-19.8537,113.072,65.5825,-24.0259
39.7417,120.961,163.888,1059.66,121.651,70.4745,927.327,107.292,115.01,437.122,123.73,-104,83.5658,90.8094,-153.774,60.7976,158.213,-23.4284,-21.0328,113.656,63.9418,-23.5785
39.75,119.468,173.681,1086.33,120.236,84.5893,948.301,112.634,105.45,452.785,128.508,-101.533,93.0505,93.9597,-148.455,71.7698,163.413,-22.9257,-20.2677,114.241,62.2941,-23.1636
39.7583,118.371,183.248,1113.72,120.187,100.392,971.046,119.139,95.8809,471.342,134.464,-96.4075,104.308,97.8225,-140.644,85.1064,166.716,-22.5581,-20.8399,114.471,61.9112,-23.2077
39.7667,118.32,192.62,1141.5,118.498,115.647,994.525,126.116,86.4369,493.284,141.302,-87.4328,117.262,102.135,-129.883,100.742,164.943,-22.0351,-20.6093,115.112,63.504,-23.7605
39.775,119.123,200.791,1169.29,117.464,131.364,1017.46,132.411,76.7834,518.078,145.925,-79.5934,126.32,107.866,-119.87,122.104,168.567,-18.7997,-14.8542,0,0,0
39.7833,120.727,208.447,1196.75,117.124,146.913,1041.26,137.15,68.6771,544.748,160.333,-64.8074,156.567,115.149,-109.284,143.462,167.341,-17.5304,-2.47478,0,0,0
39.7917,122.706,215.646,1222.88,116.086,158.2,1064.29,138.648,67.2982,571.656,162.99,-57.7542,181.044,119.861,-104.288,165.236,176.792,-8.86226,25.1477,0,0,0
39.8,124.999,222.289,1248.51,113.396,166.899,1087.4,139.32,83.8123,594.414,164.129,-58.3087,205.374,121.69,-104.084,188.463,187.014,-3.43168,57.5091,0,0,0
39.8083,126.377,228.564,1272.2,109.572,171.925,1111.12,138.3,100.704,596.597,164.116,-60.3263,231.145,121.282,-104.095,216.131,0,0,0,0,0,0
39.8167,126.666,235.168,1294.51,106.049,174.129,1134.59,0,0,0,163.319,-62.7401,260.806,119.535,-106.059,246.759,0,0,0,0,0,0
39.825,126.237,239.964,1314.33,103.999,175.442,1157.6,139.139,146.822,632.812,160.506,-64.8255,292.16,119.372,-107.778,280.456,0,0,0,0,0,0
39.8333,126.068,242.688,1331.51,103.068,175.957,1178.83,0,0,0,158.919,-64.3548,327.534,120.199,-108.406,318.158,0,0,0,163.423,35.3375,104.787
39.8417,126.072,242.327,1346.44,104.182,174.825,1199.35,138.734,200.925,666.546,160.053,-61.0505,367.077,121.412,-107.481,359.777,0,0,0,161.927,22.8119,163.793
39.85,126.775,240.221,1359.42,107.032,173.17,1217.55,137.869,228.438,683.858,159.642,-55.8541,410.69,121.091,-105.071,403.963,0,0,0,161.603,18.0458,208.052
39.8583,127.247,237.009,1371.4,108.312,170.609,1233.71,135.894,255.891,703.851,157.549,-49.9868,455.557,119.822,-99.9685,450.606,196.034,-43.0295,272.3,157.356,16.0661,250.304
39.8667,127.807,233.847,1382.51,110.532,168.548,1247.02,133.655,282.572,726.439,155.3,-40.6793,501.602,117.053,-92.5617,498.841,190.357,-37.1062,368.845,158.383,18.5761,297.792
39.875,128.177,231.355,1392.99,112.238,166.904,1257.86,131.658,307.884,751.769,152.251,-28.5843,548.484,116.216,-82.2319,546.881,198.082,-21.6878,421.467,157.588,27.8505,344.89
39.8833,128.3,229.74,1402.33,113.067,164.839,1266.05,129.273,332.06,778.934,150.015,-15.1722,594.98,114.255,-69.9401,594.623,198.117,-12.8145,470.156,158.647,40.3275,393.11
39.8917,128.117,228.893,1410.09,113.832,162.198,1272.25,127.96,355.313,807.487,145.973,0.580311,642.306,111.747,-57.6152,640.303,194.402,-3.43508,517.303,161.181,55.4888,441.159
39.9,127.585,229.042,1416.12,114.903,159.276,1277.61,126.931,377.784,838.118,142.478,16.8692,688.639,108.931,-43.048,683.547,195.028,13.4006,564.213,164.679,73.1155,488.28
39.9083,126.598,230.475,1420.34,116.072,156.192,1282.98,124.484,399.188,869.515,139.136,33.5194,731.81,106.152,-28.9952,724.864,195.439,35.0477,612.298,168.67,93.2393,533.711
39.9167,125.353,233.105,1423.14,117.276,153.649,1288.16,122.625,419.356,902.158,136.795,50.0665,771.038,104.104,-14.2783,761.914,196.851,59.0858,658.301,172.617,115.819,577.41
39.925,124.204,236.682,1424.68,118.443,151.909,1293.32,120.672,437.74,935.816,133.245,67.2023,806.778,101.1,2.18034,795.591,198.061,83.8545,701.412,176.451,141.109,618.723
39.9333,123.159,241.132,1424.95,118.935,150.457,1298.54,117.915,453.846,970.669,130.728,84.3259,837.944,99.5407,18.402,824.933,196.357,109.077,740.54,179.786,166.954,656.453
39.9417,122.712,246.04,1424.3,119.078,149.731,1304.28,115.511,468.745,1006.2,129.073,101.437,864.455,98.3376,35.2753,849.299,194.235,135.307,774.832,181.488,193.378,689.92
39.95,122.431,251.12,1422.68,118.832,149.861,1310.63,111.103,492.57,1069.14,128.214,118.96,885.805,98.3106,52.46,868.813,193.138,163.445,803.408,179.272,220.893,718.454
39.9583,121.447,255.903,1420.5,118.341,150.92,1317.79,109.299,504.306,1102.98,127.489,136.806,901.799,99.3186,70.2484,883.457,194.608,169.681,796.234,175.85,249.836,741.561
39.9667,120.718,260.638,1418.21,117.735,152.603,1325.44,107.395,512.935,1134.94,128.77,155.981,913.622,101.038,89.331,892.648,0,0,0,170.072,279.682,759.188
39.975,120.211,265.188,1415.81,116.441,154.905,1333.13,104.99,518.222,1163.35,129.475,176.097,920,103.2,109.91,896.498,0,0,0,161.311,311.568,771.747
39.9833,119.909,269.035,1413.27,115.2,157.673,1340.24,104.125,523.305,1186.92,130.731,198.625,920.346,105.04,132.519,894.935,0,0,0,149.805,345.444,780.553
39.9917,119.445,272.223,1410.78,0,0,0,103.681,527.872,1207.06,130.978,223.111,916.063,105.787,156.766,888.541,0,0,0,136.568,380.921,786.777
40,118.814,274.811,1408.66,0,0,0,104.203,531.942,1222.94,130.286,248.463,907.078,106.48,182.931,878.448,0,0,0,124.426,414.943,789.743
40.0083,118.407,277.214,1407.55,0,0,0,105.207,535.909,1234.08,127.344,275.376,894.843,104.864,210.194,865.076,0,0,0,114.847,448.586,791.004
40.0167,118.119,279.789,1407.89,0,0,0,107.034,538.646,1240.29,123.807,302.822,880.077,103.045,238.502,848.957,0,0,0,106.624,480.965,788.367
40.025,117.927,282.81,1409.39,0,0,0,109.753,540.947,1240.97,121.08,329.844,863.786,100.797,266.78,831.646,0,0,0,0,0,0
40.0333,117.647,286.508,1412.95,0,0,0,111.589,542.613,1237.05,118.847,355.934,846.195,98.7293,293.945,812.677,0,0,0,0,0,0
40.0417,117.306,290.475,1417.79,0,0,0,113.401,543.897,1228.61,117.009,380.797,827.341,96.5693,319.833,792.988,0,0,0,0,0,0
40.05,116.843,294.763,1422.81,0,0,0,114.475,545.061,1216.56,115.791,403.119,808.087,94.5764,343.411,773.18,0,0,0,0,0,0
40.0583,116.218,299.319,1427.92,0,0,0,114.888,546.515,1202.11,115.119,422.735,788.326,93.4015,363.774,753.219,0,0,0,0,0,0
40.0667,115.815,304.157,1432.83,110.643,192.223,1375.85,114.71,548.493,1185.98,112.919,439.281,768.808,91.0138,379.169,734.187,0,0,0,0,0,0
40.075,115.573,309.483,1437.47,111.051,200.23,1376.58,114.429,551.164,1168.15,109.3,445.03,751.754,88.3201,386.226,717.094,0,0,0,0,0,0
40.0833,115.76,315.202,1441.53,111.539,205.62,1375.28,114.071,554.37,1149.68,107.813,437.231,747.423,86.2962,383.683,709.099,0,0,0,0,0,0
40.0917,116.083,321.353,1444.65,111.847,211.294,1372.93,111.821,559.556,1135.42,105.569,427.053,740.909,84.1342,379.354,706.949,0,0,0,0,0,0
40.1,116.07,328.651,1446.49,111.555,217.434,1369.02,107.705,567.671,1131.14,97.8887,422.671,745.983,81.0978,374.662,708.51,0,0,0,0,0,0
40.1083,115.593,336.579,1446.64,110.31,224.278,1364.64,106.306,576.508,1133.99,97.8701,417.5,753.534,79.9939,368.496,713.936,0,0,0,0,0,0
40.1167,114.252,344.95,1445.1,109.754,232.304,1359.79,106.029,585.837,1138.6,98.3085,409.849,760.254,78.7245,362.18,719.291,0,0,0,0,0,0
40.125,112.619,353.681,1442.23,108.933,239.131,1355.18,105.98,594.239,1140.68,99.3727,403.479,766.9,77.6233,358.029,723.054,0,0,0,0,0,0
40.1333,110.745,362.223,1438.65,108.177,245.501,1350.96,105.194,600.49,1140.58,98.2588,401.243,769.493,74.9813,355.932,724.249,0,0,0,0,0,0
40.1417,109.612,370.691,1435.34,107.875,250.818,1346.68,103.847,605.013,1138.22,94.0192,402.814,766.521,71.8039,356.223,722.759,0,0,0,0,0,0
40.15,109.136,378.64,1432.38,108.387,254.726,1343.04,101.611,608.509,1133.48,87.9712,406.246,760.707,67.0332,357.175,719.437,0,0,0,0,0,0
40.1583,108.781,384.973,1429.92,109.304,257.566,1339.17,99.6051,612.379,1125.91,81.551,408.701,755.645,61.1773,357.432,716.336,0,0,0,0,0,0
40.1667,108.391,389.846,1427.83,111.374,260.299,1335.19,96.9381,617.206,1116.7,79.8259,410.118,753.088,58.2818,360.777,713.411,0,0,0,0,0,0
40.175,107.344,392.234,1426.76,113.407,263.932,1331.99,92.214,622.544,1107.85,81.4505,414.986,750.969,60.076,365.599,711.914,0,0,0,0,0,0
40.1833,106.862,392.692,1426.72,114.68,268.34,1330.71,86.1129,628.101,1103.12,85.8011,421.804,750.22,63.9041,371.79,712.263,0,0,0,0,0,0
40.1917,106.825,392.83,1427.31,115.357,273.122,1331.33,80.6685,635.566,1106.21,90.7416,429.886,752.757,67.8323,379.085,714.325,0,0,0,0,0,0
40.2,106.329,393.283,1428.19,115.068,278.197,1333.39,76.9868,644.829,1114.09,93.7498,438.611,756.526,71.5944,386.382,717.625,0,0,0,0,0,0
40.2083,105.63,394.514,1429.58,0,0,0,74.2151,653.932,1121.52,93.8644,446.737,759.956,73.3767,391.58,721.399,0,0,0,0,0,0
40.2167,104.852,396.266,1431.28,113.047,289.675,1337.53,72.4611,661.134,1126.56,91.6138,452.241,762.438,73.588,395.98,724.232,129.298,553.995,702.681,0,0,0
40.225,103.958,398.364,1433.34,112.206,293.976,1340.16,71.7426,666.012,1129.71,88.598,456.109,764.42,72.0961,399.697,726.159,126.838,560.78,706.533,0,0,0
40.2333,103.117,401.016,1436.43,112.396,299.21,1342.01,71.9677,669.409,1131.13,85.807,458.705,765.174,69.4871,402.514,726.688,122.653,564.181,708.77,72.7902,649.233,702.9
40.2417,102.409,404.057,1440.4,111.742,303.795,1344.36,72.8633,671.696,1130.98,83.5164,459.641,765.032,66.7352,404.089,727.189,117.923,566.151,709.901,69.4681,654.388,703.134
40.25,102.335,407.685,1444.74,110.882,308.481,1347.41,74.4627,673.869,1129.44,82.3593,458.884,765.164,64.3507,404.588,727.502,116.636,567.761,710.482,68.2557,654.011,703.854
40.2583,102.169,411.997,1449.12,109.698,313.057,1351.05,76.171,675.651,1126.44,82.3866,457.051,766.031,63.1149,403.981,727.546,115.611,567.177,710.79,68.017,654.039,703.816
40.2667,101.601,416.219,1453.35,108.59,317.298,1354.75,77.8993,676.862,1122.32,83.2557,454.768,766.961,62.8797,402.933,727.286,116.225,564.794,711.103,68.7944,652.534,703.475
40.275,101.733,420.785,1457.98,108.748,321.016,1357.82,79.9839,677.306,1117.76,84.7492,452.793,765.822,63.9916,401.402,726.744,117.318,561.372,711.379,70.4542,650.753,702.78
40.2833,102.058,425.406,1462.55,108.219,324.526,1361.18,81.7426,676.951,1113.43,85.954,452.031,763.581,65.6623,399.466,725.639,119.187,557.808,710.974,72.4409,647.766,701.903
40.2917,103.272,431.56,1465.24,108.348,327.466,1364.48,82.7534,676.043,1109.59,87.3622,450.432,761.463,67.7239,396.761,724.528,122.167,555.726,709.435,74.4643,645.396,700.703
40.3,102.513,435.187,1469.8,109.362,330.109,1368.69,82.5181,674.662,1106.51,88.9116,447.48,759.895,69.4923,393.564,722.974,126.092,553.94,706.897,76.065,641.887,700.034
40.3083,101.468,437.536,1475.8,110.004,332.66,1373.03,81.9027,674.118,1103.65,90.4346,444.049,758.345,71.3891,390.504,721.728,129.182,551.664,703.564,76.7072,638.959,699.829
40.3167,101.062,440.809,1483.33,110.52,335.173,1377.44,80.4735,673.843,1101.11,91.163,441.245,756.814,71.9161,387.663,720.446,130.071,548.236,700.398,76.2357,635.412,700.15
40.325,99.4963,442.816,1490.28,111.133,337.661,1382,78.4896,673.338,1099.18,90.8078,439.332,755.771,71.8155,386.07,719.447,127.798,545.189,698.107,76.135,634.09,700.249
