Time,M024X,M024Y,M024Z,M025X,M025Y,M025Z,M026X,M026Y,M026Z,M027X,M027Y,M027Z,M028X,M028Y,M028Z,M029X,M029Y,M029Z,M030X,M030Y,M030Z
0,150.909,-81.0089,1104.13,159.162,-49.4673,942.382,132.264,-45.945,437.528,129.426,-133.884,30.5166,96.6742,-175.119,-9.06426,165.408,-21.8089,-26.6712,122.468,70.5558,-22.9946
0.0083,150.884,-81.0738,1104.13,159.176,-49.4893,942.34,132.299,-45.6936,437.431,129.667,-133.858,30.5015,96.6477,-175.1,-9.0971,165.182,-21.5734,-26.8865,122.445,70.5958,-23.0439
0.0167,150.757,-81.1739,1104.09,159.27,-49.5828,942.383,132.248,-45.6476,437.507,129.466,-133.922,30.6028,96.6291,-175.103,-9.04179,165.355,-21.8887,-26.6753,122.381,70.586,-23.0142
0.025,150.736,-81.2442,1104.06,159.214,-49.7194,942.412,131.98,-45.5421,437.467,129.367,-133.937,30.5542,96.5413,-175.131,-9.08554,165.343,-21.9855,-26.4832,122.358,70.6202,-22.7527
0.0333,150.708,-81.2833,1104.03,159.161,-49.8058,942.454,131.872,-45.4487,437.303,129.361,-133.918,30.551,96.6303,-175.133,-9.02384,165.276,-21.9399,-26.639,122.323,70.523,-23.0535
0.0417,150.624,-81.3466,1103.99,159.616,-49.5397,942.477,132.064,-45.2018,437.454,129.362,-133.725,30.5225,96.5372,-175.084,-9.09507,165.342,-21.9298,-26.5202,122.468,70.4795,-22.8154
0.05,150.569,-81.3703,1103.96,159.594,-49.6244,942.52,131.752,-44.9229,437.266,129.334,-133.804,30.5311,96.5492,-175.094,-9.0155,165.267,-21.902,-26.5868,122.31,70.5198,-22.997
0.0583,150.522,-81.3621,1103.93,159.492,-49.638,942.537,131.897,-44.6138,437.21,129.271,-133.76,30.6523,96.5427,-175.111,-9.09287,165.265,-21.9336,-26.4539,122.421,70.5841,-22.7722
0.0667,150.482,-81.3451,1103.9,159.613,-49.5188,942.53,131.746,-44.4205,437.31,129.325,-133.735,30.6524,96.5307,-175.086,-9.05764,165.529,-21.6188,-26.3388,122.29,70.5508,-22.9432
0.075,150.506,-81.2376,1103.87,159.434,-49.5404,942.542,131.332,-44.3081,437.128,129.323,-133.809,30.6454,96.5015,-175.069,-9.04512,165.086,-21.9337,-26.6138,122.216,70.5306,-22.9875
0.0833,150.431,-81.2106,1103.85,159.599,-49.3634,942.529,131.502,-43.9951,437.205,129.183,-133.553,30.6163,96.4972,-175.105,-9.00483,164.954,-21.9803,-26.5995,122.215,70.4758,-23.011
0.0917,150.423,-81.0726,1103.83,159.522,-49.3235,942.565,131.305,-43.8027,437.084,129.199,-133.442,30.6034,96.4769,-175.099,-9.05675,165.165,-22.0181,-26.4317,122.481,70.5208,-22.8307
0.1,150.438,-80.9175,1103.78,159.576,-49.0836,942.58,131.319,-43.5101,437.077,129.184,-133.398,30.5679,96.5083,-175.145,-9.07248,165.038,-22.2097,-26.6625,122.395,70.4161,-23.0038
0.1083,150.311,-80.7835,1103.73,159.601,-48.9695,942.534,131.406,-43.1249,437.096,129.16,-133.332,30.5695,96.5565,-175.207,-9.12863,165.152,-22.0422,-26.4427,122.61,70.4184,-22.8894
0.1167,150.309,-80.6064,1103.72,159.194,-49.0027,942.503,131.246,-42.7363,436.983,129.137,-133.339,30.5536,96.5482,-175.189,-9.08512,164.936,-22.2106,-26.4781,122.589,70.4003,-23.0536
0.125,150.349,-80.3556,1103.66,159.267,-48.6371,942.408,131.202,-42.3319,436.91,129.133,-133.305,30.5628,96.5438,-175.206,-9.12172,165.073,-22.0889,-26.4754,122.65,70.3735,-22.8722
0.1333,150.342,-80.0798,1103.64,159.38,-48.3242,942.336,131.187,-41.9529,436.842,129.092,-133.349,30.5781,96.5468,-175.181,-9.13674,165.064,-22.1091,-26.6014,122.479,70.292,-23.1044
0.1417,150.34,-79.8141,1103.59,159.213,-48.1722,942.319,131.149,-41.4796,436.764,129.077,-133.23,30.5453,96.5792,-175.228,-9.13995,164.974,-22.0888,-26.58,122.57,70.2869,-23.0985
0.15,150.264,-79.5568,1103.56,159.221,-47.8767,942.282,131.15,-41.0056,436.758,129.368,-133.149,30.5839,96.5759,-175.224,-9.12911,164.88,-21.908,-26.7045,122.711,70.2639,-23.0611
0.1583,150.258,-79.2489,1103.52,159.04,-47.7319,942.23,131.013,-40.6875,436.681,129.089,-133.151,30.5797,96.5462,-175.251,-9.19735,165.102,-22.2257,-26.4088,122.913,70.2169,-22.8894
0.1667,150.323,-78.8174,1103.44,159.057,-47.3993,942.116,130.854,-40.2345,436.657,129.073,-133.18,30.5911,96.539,-175.305,-9.16988,164.842,-22.2746,-26.5628,122.779,70.1907,-23.0245
0.175,150.285,-78.5004,1103.39,158.938,-47.1134,942.032,130.941,-39.8485,436.566,129.18,-133.194,30.696,96.5808,-175.336,-9.24897,164.971,-22.3627,-26.4835,123.01,70.0697,-23.0101
0.1833,150.247,-78.0976,1103.35,158.606,-46.9007,941.867,130.801,-39.4352,436.388,129.05,-133.009,30.4867,96.5971,-175.364,-9.24331,164.954,-22.4202,-26.5604,122.941,69.993,-23.1689
0.1917,150.31,-77.6618,1103.29,158.765,-46.5689,941.9,130.737,-38.9388,436.352,129.108,-133.158,30.5228,96.5968,-175.425,-9.34774,164.968,-22.4438,-26.4757,123.047,70.0018,-23.0556
0.2,150.246,-77.343,1103.22,158.813,-46.205,941.826,130.939,-38.3849,436.347,129.106,-133.186,30.6632,96.6649,-175.512,-9.41265,164.839,-22.4647,-26.5748,123.01,69.9177,-23.1355
0.2083,150.311,-76.8646,1103.14,158.645,-45.9221,941.778,130.597,-37.9699,436.209,129.158,-133.266,30.5659,96.7092,-175.585,-9.44644,165.246,-22.2179,-26.307,123.02,69.8752,-23.1546
0.2167,150.294,-76.4829,1103.07,158.579,-45.6083,941.724,130.374,-37.4624,436.096,129.352,-133.471,30.731,96.6834,-175.594,-9.40853,164.775,-22.5816,-26.5855,122.952,69.872,-23.226
0.225,150.316,-76.0046,1102.99,158.384,-45.3346,941.651,130.335,-36.9939,436.021,129.083,-133.283,30.5754,96.7347,-175.636,-9.49132,164.772,-22.6304,-26.5264,123.038,69.908,-23.0826
0.2333,150.378,-75.4971,1102.86,158.298,-45.0122,941.598,130.259,-36.4763,435.939,129.055,-133.198,30.5594,96.6793,-175.59,-9.40186,164.725,-22.5613,-26.5682,122.94,69.8402,-23.2211
0.2417,150.354,-75.0521,1102.74,158.454,-44.4352,941.574,130.349,-35.9455,435.927,129.084,-133.118,30.6006,96.747,-175.643,-9.4654,164.799,-22.7243,-26.531,122.928,69.9475,-23.1031
0.25,150.286,-74.5819,1102.65,158.198,-44.1955,941.489,130.203,-35.4962,435.825,128.994,-133.124,30.536,96.6883,-175.618,-9.4198,164.744,-22.5042,-26.5172,122.927,69.8953,-23.235
0.2583,150.376,-74.0455,1102.56,158.1,-43.8866,941.516,130.222,-34.9731,435.755,128.908,-133.065,30.5075,96.6904,-175.603,-9.48685,164.737,-22.8108,-26.2563,123.034,69.9529,-23.0813
0.2667,150.297,-73.5619,1102.47,158.154,-43.3487,941.36,130.18,-34.5343,435.704,129.065,-133.096,30.6644,96.6996,-175.642,-9.46438,164.675,-22.4857,-26.5076,122.919,69.8929,-23.158
0.275,150.453,-72.9677,1102.36,158.084,-42.8761,941.296,130.014,-34.1678,435.552,128.733,-133.138,30.4843,96.6627,-175.621,-9.47386,164.679,-22.5148,-26.5518,122.846,69.8258,-23.2196
0.2833,150.452,-72.3745,1102.27,158.062,-42.4904,941.188,129.929,-33.7111,435.505,128.947,-133.015,30.6429,96.6144,-175.62,-9.4068,164.546,-22.5472,-26.4795,122.762,69.8683,-23.2323
0.2917,150.445,-71.7668,1102.19,158.066,-41.9922,941.075,129.96,-33.0726,435.346,128.833,-132.891,30.4649,96.6357,-175.662,-9.46242,164.522,-22.2671,-26.5323,122.847,69.9155,-23.0433
0.3,150.504,-71.0499,1102.06,158.014,-41.5549,941.017,129.775,-32.7964,435.343,128.696,-132.949,30.5195,96.6173,-175.653,-9.4353,164.582,-22.573,-26.4159,122.798,69.8266,-23.159
0.3083,150.435,-70.3891,1101.98,158.081,-41.0897,940.932,129.599,-32.3946,435.354,128.816,-133.003,30.6591,96.6161,-175.731,-9.52077,164.579,-22.5993,-26.2857,122.734,69.8796,-22.9302
0.3167,150.486,-69.6373,1101.88,158.103,-40.554,940.85,129.607,-31.9324,435.199,128.771,-132.964,30.6038,96.6038,-175.714,-9.46379,164.533,-22.5545,-26.44,122.817,69.7451,-23.1321
0.325,150.596,-68.8481,1101.79,158.047,-40.0112,940.783,129.524,-31.525,435.112,128.673,-132.704,30.4299,96.6838,-175.705,-9.53269,164.538,-22.5358,-26.3649,122.778,69.734,-23.0035
0.3333,150.606,-68.1173,1101.7,158.078,-39.535,940.775,129.503,-30.9775,435.086,128.686,-132.741,30.5796,96.6107,-175.729,-9.49347,164.447,-22.5201,-26.4482,122.639,69.7407,-23.1491
0.3417,150.66,-67.3041,1101.61,158.074,-39.0542,940.699,129.254,-30.5521,434.886,128.525,-132.634,30.592,96.5897,-175.689,-9.48191,164.394,-22.5401,-26.4244,122.528,69.8042,-23.2018
0.35,150.695,-66.532,1101.51,158.112,-38.572,940.636,129.346,-30.0481,434.903,128.638,-132.66,30.5809,96.5586,-175.674,-9.43428,164.809,-22.1781,-26.1403,122.584,69.7939,-23.1129
0.3583,150.736,-65.7885,1101.46,158.067,-38.0509,940.55,128.942,-29.7296,434.679,128.876,-132.856,30.7298,96.5907,-175.686,-9.49013,164.391,-22.505,-26.2988,122.528,69.8748,-22.9999
0.3667,150.893,-64.9035,1101.31,158.003,-37.6231,940.533,128.942,-29.3235,434.634,128.569,-132.623,30.5598,96.5388,-175.646,-9.41718,164.284,-22.5691,-26.4285,122.548,69.7977,-23.0576
0.375,150.953,-64.0702,1101.24,158.035,-37.116,940.431,129.072,-28.7673,434.631,128.495,-132.528,30.5926,96.5261,-175.649,-9.4341,164.323,-22.4648,-26.318,122.669,69.8191,-22.9065
0.3833,151.004,-63.2911,1101.08,158.132,-36.5161,940.38,128.846,-28.4489,434.457,128.456,-132.48,30.5321,96.5149,-175.628,-9.37962,164.293,-22.6206,-26.4404,122.407,69.7221,-23.1113
0.3917,151.131,-62.3667,1100.93,158.1,-36.1101,940.235,128.71,-28.0527,434.342,128.473,-132.429,30.5284,96.5169,-175.635,-9.39786,164.328,-22.4183,-26.2319,122.476,69.7741,-23.0311
0.4,151.124,-61.548,1100.84,158.115,-35.7598,940.154,128.798,-27.6623,434.369,128.454,-132.388,30.5992,96.5286,-175.629,-9.40257,164.202,-22.6687,-26.1602,122.428,69.8703,-23.1038
0.4083,151.331,-60.5993,1100.7,158.187,-35.1428,939.99,128.632,-27.3699,434.225,128.424,-132.347,30.5569,96.5204,-175.609,-9.38821,164.259,-22.3577,-26.315,122.353,69.8681,-23.0495
