,CoPx,CoPy,Fx,Fy,Fz,Mx,My,Mz,TIME
101,-0.00471518,-0.06865421,8.0879747,-71.49925176,622.2577133,-42.72017023,2.9341123,0.6875516,0.38333
102,-0.00492,-0.066064,10.28309,-73.030472,686.153733,-45.329916,3.376048,1.89612,0.39166
103,-0.0060436,-0.06383192,11.7726084,-74.8387422,754.749912,-48.17676382,4.56166342,2.94482356,0.4
104,-0.00754873,-0.06140948,9.99522845,-76.50476438,818.1285668,-50.24059374,6.17638966,3.19874458,0.40833
105,-0.009021,-0.058796,5.566893,-80.335245,876.216075,-51.517631,7.903933,2.89819,0.41666
106,-0.01026736,-0.05618472,1.1605881,-85.74048502,933.6946929,-52.45914524,9.58637582,2.61943102,0.425
107,-0.01058087,-0.05321253,-0.71845327,-91.90127656,991.3245075,-52.75024488,10.48931265,2.95678636,0.43333
108,-0.009515,-0.049545,-0.870309,-96.869431,1041.433179,-51.598059,9.909175,3.707178,0.44166
109,-0.00866988,-0.0456344,-0.2185585,-100.5650586,1081.980256,-49.37483574,9.38103398,4.60866136,0.45
110,-0.00878119,-0.0415215,1.75827237,-106.7263885,1122.668895,-46.61468701,9.8581378,5.69661963,0.45833
111,-0.009145,-0.036943,1.080627,-109.053979,1164.177006,-43.00842,10.646081,5.782674,0.46666
112,-0.00921126,-0.03206182,2.0858169,-109.3968364,1197.54966,-38.39469288,11.03101206,5.8952403,0.475
113,-0.00950776,-0.02748387,-1.65218276,-107.7255266,1231.121773,-33.8359478,11.70518347,5.81036446,0.48333
114,-0.00968,-0.023253,-3.777844,-107.15546,1271.01141,-29.555464,12.303894,5.896936,0.49166
115,-0.00972576,-0.01905674,-9.61776538,-107.0211895,1304.944475,-24.86734334,12.69158146,5.41693144,0.5
116,-0.01018531,-0.01504837,-12.18361232,-107.6981173,1333.078008,-20.05988792,13.57777706,4.91694476,0.50833
117,-0.010744,-0.011212,-15.621797,-108.276877,1354.895803,-15.191051,14.557667,4.182648,0.51666
118,-0.0110246,-0.00707624,-17.90861556,-102.63516,1364.469998,-9.65546694,15.04278354,3.39610822,0.525
119,-0.0111808,-0.00297881,-20.34789947,-95.80629778,1365.384506,-4.06688103,15.26577432,2.68257493,0.53333
120,-0.011402,0.000627,-21.195168,-89.82689,1360.927546,0.853972,15.517835,2.356432,0.54166
121,-0.01163896,0.00416138,-19.7246748,-83.1638553,1345.057914,5.59704806,15.65545622,2.02663996,0.55
122,-0.01203463,0.00681988,-15.87533763,-89.39199132,1326.081074,9.04383992,15.95869552,3.20118561,0.55833
123,-0.012856,0.008701,-16.797884,-94.908617,1316.528396,11.455287,16.92465,3.138447,0.56666
124,-0.01286904,0.01118656,-14.52468446,-93.83958196,1294.947318,14.48597202,16.66435968,3.15935818,0.575
125,-0.01247575,0.01338441,-10.28911057,-99.64260145,1270.853649,17.00947362,15.85446943,3.32074301,0.58333
126,-0.011775,0.015192,-6.462176,-102.787169,1249.668861,18.985093,14.715052,3.592653,0.59166
127,-0.01092104,0.0166192,-2.5409105,-104.8293784,1229.998106,20.44175086,13.43346042,3.53897964,0.6
128,-0.00978508,0.01782439,0.5518799,-107.4690556,1209.543021,21.5587531,11.83556847,2.98245458,0.60833
129,-0.008289,0.018996,3.264397,-107.993411,1191.537365,22.63395,9.877116,2.188875,0.61666
130,-0.00671038,0.02017754,4.77044874,-106.8818948,1173.614304,23.68027198,7.87522742,1.3827532,0.625
131,-0.00548583,0.02139278,7.28186043,-103.9283188,1157.256905,24.7566987,6.34831145,0.40227412,0.63333
132,-0.004567,0.022534,9.202971,-101.938802,1142.09899,25.736521,5.215978,-0.131362,0.64166
133,-0.00414922,0.02344334,10.65480198,-97.41484642,1133.280592,26.56781272,4.70211482,-0.5787366,0.65
134,-0.00465037,0.0244281,10.71338267,-97.56963053,1129.956795,27.60278019,5.2547357,-0.95472452,0.65833
135,-0.004868,0.025342,11.071198,-95.386742,1127.323245,28.568972,5.487326,-1.035803,0.66666
136,-0.00521558,0.0261369,9.98675916,-90.8897747,1125.240261,29.41046698,5.86853936,-1.28785214,0.675
137,-0.0055298,0.02678461,9.22644603,-86.10810929,1124.767965,30.12619408,6.21973356,-1.41303393,0.68333
138,-0.00591,0.027422,6.315473,-78.807851,1126.214242,30.882715,6.656149,-1.524208,0.69166
139,-0.0063097,0.02784746,3.7243682,-72.71955586,1128.81434,31.43469914,7.12218642,-1.69868922,0.7
140,-0.00661738,0.02809547,1.93077963,-68.43414789,1131.310453,31.78500124,7.48627992,-1.81295274,0.70833
141,-0.006892,0.028268,0.137496,-64.711904,1132.309715,32.008204,7.80365,-2.010509,0.71666
142,-0.0070687,0.0283253,-1.29918936,-62.78194194,1129.191311,31.98445858,7.98208436,-1.949582,0.725
143,-0.00735258,0.02840864,-3.14315603,-63.01401812,1115.815166,31.69841282,8.20437347,-1.96118223,0.73333
144,-0.007999,0.028621,-5.027737,-66.629901,1086.859026,31.106669,8.6933,-2.010769,0.74166
145,-0.00917718,0.02898538,-6.6225906,-71.12423682,1032.212466,29.91908236,9.472472,-2.0935377,0.75
146,-0.01145108,0.02983124,-1.76986952,-66.81953641,941.2636421,28.07855768,10.7775137,-2.54572119,0.75833
147,-0.014144,0.031409,-1.071933,-77.332567,802.293585,25.199557,11.347523,-0.766,0.76666
148,-0.01683512,0.03256554,3.94031246,-59.30028462,649.2323996,21.14189248,10.92595828,1.9542054,0.775
149,-0.03111131,0.03503348,-2.91235886,-56.15970652,428.0763256,14.99416504,13.29653642,1.65490369,0.78333
150,-0.071122,0.040472,-5.000136,-36.62061,204.173668,8.263347,14.521174,2.236747,0.79166
151,0,0,8.79116876,-16.47437246,31.69426022,1.71013344,5.1984118,2.09942248,0.8
152,0,0,-0.7872277,-3.01162334,-2.49811127,0.11972259,0.18711028,-0.29916464,0.80833
153,0,0,0.978757,3.731341,-2.326508,0.13539,0.302179,-0.26807,0.81666
154,0,0,-0.89300508,-2.4062196,-2.43487774,0.07855662,0.22153936,0.15382908,0.825
155,0,0,0.31863101,1.88057121,-2.20455894,0.15702814,0.22405811,0.20353157,0.83333
156,0,0,-0.977341,-2.741635,-2.322857,0.11654,0.202932,0.102326,0.84166
157,0,0,0.48604252,1.19251586,-2.2107501,0.1693212,0.23056064,-0.2351878,0.85
158,0,0,-0.37939036,-1.42424895,-2.04116648,0.08692607,0.22418719,-0.27008098,0.85833
159,0,0,0.355577,1.249555,-2.152495,0.089408,0.247491,-0.077299,0.86666
160,0,0,-0.5200184,-0.6819293,-2.21027068,0.14817628,0.2268865,0.17998478,0.875
161,0,0,0.08411915,0.49247139,-2.03391159,0.16901816,0.21900435,0.17506287,0.88333
162,0,0,-0.531572,-0.613193,-1.983939,0.147046,0.226322,-0.064303,0.89166
163,0,0,0.19642236,-0.00986332,-1.98172654,0.09639956,0.23094656,-0.22402206,0.9
164,0,0,-0.37988399,-0.2368366,-2.15623556,0.13996836,0.21039758,-0.20226827,0.90833
165,0,0,0.263737,-0.348263,-1.973081,0.131905,0.218377,0.031639,0.91666
166,0,0,-0.49236204,0.1768177,-2.03999432,0.14057746,0.20603522,0.15217746,0.925
167,0,0,-0.00514459,-0.31373068,-2.09099119,0.19646174,0.22137533,0.10845692,0.93333
168,0,0,-0.531817,0.361399,-1.640755,0.167047,0.180975,-0.134456,0.94166
169,0,0,0.16915712,-0.40028834,-1.92133434,0.12594178,0.22144606,-0.18505148,0.95
170,0,0,-0.23456326,0.15360567,-1.6968526,0.12136986,0.17189253,-0.15445247,0.95833
171,0,0,0.174814,-0.523225,-1.802777,0.107155,0.19161,0.129982,0.96666
172,0,0,-0.40737586,0.27072686,-1.92327306,0.15838066,0.21023394,0.13244004,0.975
173,0,0,-0.0339439,-0.37600406,-1.69022521,0.14481344,0.19699165,0.05308936,0.98333
174,0,0,-0.354873,0.272276,-1.64028,0.171028,0.189278,-0.179966,0.99166
175,0,0,0.11149132,-0.37630994,-1.74726446,0.17874464,0.19553482,-0.16785468,1
